PILOTEXPENSE,AIRCRAFT_FUEL,OTHER_EXPENSES,TOTAL_DIRECT_LESS_RENT,MAINTENANCE,DEPAND_RENTAL,TOTAL_DIRECT,FLIGHT_ATTENDANTS,TRAFFIC,DEPARTURE,CAPACITY,TOTAL_INDIRECT,TOTAL_OP_EXPENSE,TOTAL_AIR_HOURS,AIR_DAYS_ASSIGN,AIR_FUELS_ISSUED,AIRCRAFT_CONFIG,AIRCRAFT_GROUP,AIRCRAFT_TYPE,AIRLINE_ID,UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,CARRIER,CARRIER_NAME,UNIQUE_CARRIER_ENTITY,REGION,CARRIER_GROUP_NEW,CARRIER_GROUP,YEAR,QUARTER
285.93,279.12,300.74,865.79,680.21,165.36,1711.36,,,,,,,,,,2,4,440,20379,ZKQ,Zantop International,ZKQ,Zantop International,09790,D,1,1,1993,1
286.09,504.00,685.26,1475.35,191.55,267.67,1934.56,,,,,,,,,,1,7,715,20204,MG,Champion Air,MG,MGM Grand Air Inc.,06729,D,1,1,1995,3
286.14,555.03,706.69,1547.85,883.57,666.42,3097.84,,,,,,,0.94,0.45,159.09,2,4,413,21402,PM,"Prescott Support Company, Inc.",PM,"Prescott Support Company, Inc.",01154,S,4,1,2016,2
286.22,471.00,159.71,916.93,309.61,127.55,1354.09,,,,,,,0.20,0.08,166.90,2,6,619,20108,NC,Northern Air Cargo Inc.,NC,Northern Air Cargo Inc.,06721,D,1,1,2018,2
286.28,0.00,48.88,335.16,535.17,923.45,1793.78,,,,,,,0.32,0.27,165.95,1,6,671,21352,0WQ,Avjet Corporation,0WQ,Avjet Corporation,01150,D,1,1,2012,2
286.36,457.30,3.80,747.46,364.76,556.67,1668.89,,,,,,,0.25,0.11,250.03,1,6,614,20207,XP,TEM Enterprises dba  Avelo Airlines,XP,XTRA Airways,06144,D,1,1,2017,2
286.36,859.85,1198.41,2344.62,415.87,1216.63,3977.11,,,,,,,0.75,0.09,674.15,1,6,614,20402,GL,Miami Air International,MMQ,Miami Air International,06690,D,1,1,2003,1
286.85,16.37,68.81,372.03,397.87,368.43,1138.33,,,,,,,,,,2,5,550,20074,REQ,Renown Aviation,REQ,Renown Aviation,06771,S,1,1,1998,4
286.95,24.20,3.93,315.08,0.00,0.00,315.08,,,,,,,0.03,0.00,11.69,1,6,614,21518,1EQ,"KaiserAir, Inc.",1EQ,"KaiserAir, Inc.",01162,D,4,1,2016,2
286.95,778.02,1983.52,3048.49,1370.14,35.56,4454.19,,,,,,,0.50,0.06,420.47,1,6,612,21518,1EQ,"KaiserAir, Inc.",1EQ,"KaiserAir, Inc.",01162,D,4,1,2016,2
286.97,2477.48,63.50,2827.96,1913.83,419.00,5160.78,,,,,,,0.67,0.27,655.50,2,6,640,20408,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,06860,D,1,1,2014,2
287.00,15.00,128.00,430.00,448.00,19.00,897.00,,,,,,,0.24,0.05,502.33,2,7,711,20284,TCQ,Express.Net Airlines,TCQ,Express.Net Airlines,06896,D,1,1,2006,2
287.00,536.53,20.25,843.77,771.32,14.75,1629.85,,,,,,,,,,1,5,550,19385,RV (1),Reeve Aleutian Airways Inc.,RV,Reeve Aleutian Airways Inc.,04720,D,1,1,1992,2
287.00,832.00,60.00,1179.00,574.00,536.00,2289.00,,,,,,,,,,1,7,710,20204,MG,Champion Air,MG,MGM Grand Air Inc.,06729,D,1,1,1991,2
287.02,225.68,444.58,957.28,633.87,991.35,2582.49,,,,,,,,,,1,7,715,20218,JKQ,Express One International Inc.,JKQ,Express One International Inc.,06682,D,1,1,1997,3
287.08,993.57,520.47,1801.12,,1824.04,3625.16,,,,,,,,,,2,8,851,20191,FNQ,Fine Airlines Inc.,FNQ,Fine Airlines Inc.,16451,I,1,1,1997,3
287.32,5.29,815.67,1108.28,599.24,571.54,2279.06,,,,,,,,,,2,7,711,20284,TCQ,Express.Net Airlines,TCQ,Trans Continental Airlines,06896,D,1,1,2000,2
287.36,1630.46,909.29,2827.11,1667.35,830.01,5324.46,,,,,,,0.49,0.18,398.40,2,5,556,21402,PM,"Prescott Support Company, Inc.",PM,"Prescott Support Company, Inc.",01154,S,4,1,2013,4
287.36,1789.33,771.75,2848.44,1368.21,972.50,5189.15,,,,,,,0.67,0.18,531.59,2,5,556,21402,PM,"Prescott Support Company, Inc.",PM,"Prescott Support Company, Inc.",01154,S,4,1,2011,2
287.44,1044.13,107.74,1439.31,306.47,178.55,1924.32,,,,,,,0.31,0.09,274.90,2,6,619,20108,NC,Northern Air Cargo Inc.,NC,Northern Air Cargo Inc.,06721,D,1,1,2013,1
287.45,868.03,376.41,1531.88,570.55,623.40,2725.84,,,,,,,0.54,0.36,104.80,1,4,449,21236,0JQ,Vision Airlines,0JQ,Vision Airlines,01142,D,1,1,2009,4
287.54,0.00,227.17,514.71,129.19,0.00,643.90,,,,,,,0.30,0.26,277.16,1,6,625,21161,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",09Q,"Swift Air, LLC",01130,D,4,1,2011,4
287.60,1068.64,64.37,1420.62,589.13,536.47,2546.22,,,,,,,,,,1,7,710,20204,MG,Champion Air,MG,MGM Grand Air Inc.,06729,D,1,1,1991,1
287.66,1091.83,156.72,1536.21,705.98,254.07,2496.26,,,,,,,0.90,0.18,957.81,1,6,654,20368,G4,Allegiant Air,G4,Allegiant Air,06035,D,1,1,2004,1
287.84,1035.93,144.19,1467.96,513.08,531.04,2512.08,,,,,,,,,,1,6,620,19952,KW,Carnival Air Lines Inc.,KW,Carnival Air Lines Inc.,06748,D,2,2,1992,4
287.88,640.60,20.08,948.56,219.33,49.67,1217.56,,,,,,,0.20,0.27,85.71,2,2,218,20408,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,06860,D,1,1,2023,2
287.94,410.40,8.95,707.28,255.54,140.52,1103.34,,,,,,,0.22,0.14,188.68,2,6,635,20372,KLQ,Kalitta Charters II,KLQ,Kalitta Charters II,06774,D,1,1,2015,4
287.96,1498.21,53.82,1839.99,1000.95,343.40,3184.35,,,,,,,0.63,0.28,656.03,2,6,640,20408,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,06860,D,1,1,2017,3
287.97,380.48,575.63,1244.08,862.61,699.34,2806.02,,,,,,,,,,1,7,732,20218,JKQ,Express One International Inc.,JKQ,Express One International Inc.,06682,D,1,1,1993,4
287.97,380.48,575.63,1244.08,862.61,699.34,2806.02,,,,,,,,,,1,7,732,20218,JKQ,Express One International Inc.,JKQ,Express One International Inc.,06682,D,1,1,1994,1
288.00,11.81,44.89,344.69,0.00,225.36,570.05,,,,,,,0.02,0.07,3.68,2,4,442,20166,GFQ,Gulf And Caribbean Cargo,GFQ,Gulf And Caribbean Cargo,06565,D,1,1,2022,3
288.11,523.22,13.28,824.60,271.26,152.99,1248.85,,,,,,,0.24,0.15,195.62,2,6,635,20372,KLQ,Kalitta Charters II,KLQ,Kalitta Charters II,06774,D,1,1,2017,4
288.17,786.72,822.75,1897.64,937.36,1104.38,3939.37,,,,,,,0.45,0.03,466.84,1,6,614,21650,EE,Eastern Airlines Group Inc.,EE,Eastern Airlines Group Inc.,11045,I,1,1,2016,1
288.24,527.74,24.14,840.11,104.58,96.12,1040.81,,,,,,,0.13,0.09,208.07,1,6,626,20344,RD,Ryan International Airlines,RD,Ryan International Airlines,06790,D,1,1,2008,1
288.46,173.98,735.79,1198.22,901.14,789.40,2888.76,,,,,,,,,,2,7,710,20218,JKQ,Express One International Inc.,JKQ,Express One International Inc.,06682,D,1,1,1996,4
288.59,459.16,21.95,769.69,610.78,21.79,1402.26,,,,,,,,,,3,5,550,19385,RV (1),Reeve Aleutian Airways Inc.,RV,Reeve Aleutian Airways Inc.,04720,D,1,1,1993,2
288.59,1261.62,72.48,1622.70,1490.49,651.43,3764.62,,,,,,,0.71,0.28,681.17,2,6,640,20408,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,06860,D,1,1,2015,4
288.64,752.42,538.09,1579.14,973.47,431.38,2983.99,,,,,,,0.68,0.18,905.52,1,6,655,20310,WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",K8,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",06077,S,4,1,2011,4
288.75,15.84,20.60,325.19,1152.23,203.97,1681.38,,,,,,,,,,2,8,860,20149,PRQ,Florida West Airlines Inc.,PRQ,Florida West Airlines Inc.,16198,I,1,1,1999,4
288.82,,65.77,354.58,212.38,175.66,742.63,,,,,,,0.23,0.18,224.64,2,6,621,20201,AMQ,Ameristar Air Cargo,AMQ,Ameristar Air Cargo,06055,D,4,1,2007,4
289.00,1774.00,327.00,2390.00,1307.00,790.00,4487.00,,,,,,,,,,1,6,655,20299,JX (2),Southeast Airlines,JX,Sun Jet International Inc.,06850,D,4,1,1996,3
289.10,998.77,136.79,1424.65,441.51,394.27,2260.43,,,,,,,,,,1,7,715,19952,KW,Carnival Air Lines Inc.,KW,Carnival Air Lines Inc.,16664,L,2,2,1992,2
289.30,23.06,9.16,321.51,191.11,176.27,688.89,,,,,,,0.21,0.09,204.57,2,6,619,20372,KLQ,Kalitta Charters II,KLQ,Kalitta Charters II,16770,I,1,1,2018,4
289.39,1267.16,277.84,1834.39,856.11,413.32,3103.81,,,,,,,,,,1,6,635,19787,FDQ,Great American Airways,FDQ,Great American Airways,06549,S,1,1,1995,2
289.92,1394.56,585.57,2270.05,911.69,827.63,4009.36,,,,,,,,,,1,7,715,20402,GL,Miami Air International,MMQ,Miami Air International,06690,D,1,1,1997,3
290.29,1056.75,671.33,2018.37,1221.15,778.64,4018.16,,,,,,,0.37,0.18,310.77,2,5,556,21402,PM,"Prescott Support Company, Inc.",PM,"Prescott Support Company, Inc.",01154,S,4,1,2015,2
290.38,,124.37,414.75,311.47,111.68,837.90,,,,,,,0.08,0.18,71.02,1,6,620,20201,AMQ,Ameristar Air Cargo,AMQ,Ameristar Air Cargo,06055,D,4,1,2008,2
290.53,858.87,465.90,1615.31,379.25,761.40,2755.96,,,,,,,0.48,0.10,467.78,1,6,614,20207,XP,TEM Enterprises dba  Avelo Airlines,XP,XTRA Airways,11034,L,1,1,2016,1
290.65,479.90,16.51,787.07,810.60,747.38,2345.05,,,,,,,,,,1,4,412,20414,OW,Executive Airlines,NA,Executive Airlines,06196,D,2,2,1990,4
290.70,298.20,411.08,999.97,435.42,951.81,2387.20,,,,,,,,,,1,6,614,20402,GL,Miami Air International,MMQ,Miami Air International,06690,D,1,1,2001,3
290.70,668.70,35.55,994.95,189.23,205.16,1389.34,,,,,,,0.46,0.14,738.10,1,6,626,20344,RD,Ryan International Airlines,RD,Ryan International Airlines,06790,D,1,1,2009,3
290.71,527.50,168.31,986.52,983.07,9.26,1978.85,,,,,,,0.50,0.10,296.58,2,5,550,20379,ZKQ,Zantop International,ZKQ,Zantop International,09790,D,4,1,2004,4
290.75,301.97,84.56,677.28,201.13,306.28,1184.69,,,,,,,0.07,0.28,151.52,1,6,626,21492,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",11019,I,1,1,2024,3
290.95,291.88,314.32,897.15,742.50,1398.61,3038.26,,,,,,,,,,1,6,622,20415,NA,North American Airlines,XG,North American Airlines,06730,D,1,1,1994,4
291.01,3.62,8.82,303.45,195.09,182.83,681.37,,,,,,,0.19,0.09,188.79,2,6,619,20372,KLQ,Kalitta Charters II,KLQ,Kalitta Charters II,16770,I,1,1,2019,1
291.01,790.97,19.51,1101.49,1103.50,225.62,2430.61,,,,,,,,,,1,7,715,19983,ZN,Key Airlines Inc.,ZN,Key Airlines Inc.,16281,L,1,1,1992,3
291.03,55.43,366.57,713.02,1343.61,755.41,2812.04,,,,,,,,,,2,8,809,20149,PRQ,Florida West Airlines Inc.,PRQ,Florida West Airlines Inc.,16198,I,4,1,1993,3
291.14,1130.74,258.60,1680.48,1260.51,1350.79,4291.78,,,,,,,,,,1,6,619,20436,F9,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,06460,D,1,1,1996,3
291.27,33.82,120.97,446.06,660.31,225.00,1331.36,,,,,,,,,,2,4,435,20302,KR,Kitty Hawk Aircargo,KR,Kitty Hawk Aircargo,06688,D,1,1,1995,3
291.31,604.78,40.80,936.89,368.61,73.76,1379.26,,,,,,,0.20,0.27,85.82,2,2,218,20408,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,06860,D,1,1,2023,1
291.70,1198.70,381.74,1872.13,993.77,248.62,3114.52,,,,,,,,,,2,7,711,20108,NC,Northern Air Cargo Inc.,NC,Northern Air Cargo Inc.,06721,D,1,1,1999,3
291.83,1721.10,1453.13,3466.05,922.59,997.52,5386.16,,,,,,,1.02,0.17,3582.01,1,6,622,20405,N8,National Air Cargo Group Inc d/ba National Airlines,N8,National Air Cargo Group Inc d/ba National Airlines,07029,D,1,1,2017,2
291.99,713.23,186.68,1191.89,834.07,512.34,2538.31,,,,,,,,,,2,6,635,20302,KR,Kitty Hawk Aircargo,KR,Kitty Hawk Aircargo,06688,D,1,1,1997,2
292.00,3925.00,213.00,4430.00,2975.00,286.00,7691.00,,,,,,,,,,1,8,816,20017,CS,Continental Micronesia,CS,Continental Micronesia,16192,P,2,2,1993,4
292.03,881.88,382.42,1556.33,579.66,633.35,2769.34,,,,,,,0.78,0.46,51.38,1,4,448,21236,0JQ,Vision Airlines,0JQ,Vision Airlines,01142,D,1,1,2009,4
292.06,420.49,11.81,724.36,87.63,144.10,956.10,,,,,,,0.15,0.18,119.17,2,6,635,20372,KLQ,Kalitta Charters II,KLQ,Kalitta Charters II,01141,S,4,1,2008,4
292.08,,117.50,409.58,221.00,60.00,690.57,,,,,,,0.12,0.36,131.67,1,6,620,20201,AMQ,Ameristar Air Cargo,AMQ,Ameristar Air Cargo,06815,S,4,1,2020,2
292.22,10.76,275.74,578.72,994.97,361.04,1934.72,,,,,,,,,,2,8,850,20379,ZKQ,Zantop International,ZKQ,Zantop International,09790,D,1,1,1995,4
292.28,14.52,88.96,395.76,853.94,647.39,1897.09,,,,,,,,,,2,6,690,20195,WI,Sky Lease Cargo,WI,Tradewinds Airlines,06884,D,1,1,2002,1
292.65,,46.88,339.53,339.29,578.95,1257.77,,,,,,,,,,2,7,715,20400,PT (1),Capital Cargo International,CCQ,Capital Cargo International,16165,I,1,1,2000,3
293.41,526.98,204.42,1024.81,567.65,425.98,2018.44,,,,,,,,,,2,6,635,20302,KR,Kitty Hawk Aircargo,KR,Kitty Hawk Aircargo,06688,D,1,1,1996,3
293.55,,75.43,368.98,229.08,434.18,1032.24,,,,,,,,,,2,7,711,20284,TCQ,Express.Net Airlines,TCQ,Trans Continental Airlines,16896,I,1,1,2000,1
293.66,954.99,155.72,1404.37,750.73,80.56,2235.67,,,,,,,0.31,0.09,255.49,2,6,619,20108,NC,Northern Air Cargo Inc.,NC,Northern Air Cargo Inc.,06721,D,1,1,2011,4
294.09,2.99,8.12,305.19,189.98,190.06,685.23,,,,,,,0.22,0.09,200.18,2,6,619,20372,KLQ,Kalitta Charters II,KLQ,Kalitta Charters II,16770,I,1,1,2018,3
294.28,638.20,131.25,1063.73,608.07,422.11,2093.91,,,,,,,,,,1,6,620,19952,KW,Carnival Air Lines Inc.,KW,Carnival Air Lines Inc.,16664,L,2,2,1992,1
294.40,864.25,1441.16,2599.81,704.48,266.57,3570.85,,,,,,,0.37,0.09,526.96,1,7,715,20402,GL,Miami Air International,MMQ,Miami Air International,16690,I,1,1,2003,2
294.44,459.76,790.38,1544.57,684.33,743.75,2972.65,,,,,,,0.83,0.45,139.88,2,4,413,21402,PM,"Prescott Support Company, Inc.",PM,"Prescott Support Company, Inc.",01154,S,4,1,2019,2
294.89,9.73,134.44,439.07,429.67,,868.74,,,,,,,,,,2,8,854,19950,9R,Flagship Express Services,9R,Rosenbalm Aviation Inc.,09755,D,1,1,1990,1
294.91,340.49,129.34,764.74,952.62,595.98,2313.34,,,,,,,,,,1,7,715,20146,SPQ,Sun Pacific International,SPQ,Sun Pacific International,06797,D,1,1,1999,1
294.92,273.95,166.28,735.15,752.12,451.88,1939.14,,,,,,,,,,1,6,620,19998,SI,Sierra Pacific Airlines,SI,Sierra Pacific Airlines,06798,D,4,1,1998,4
294.93,1359.56,11.67,1666.15,1092.43,490.57,3249.16,,,,,,,,,,1,7,710,19983,ZN,Key Airlines Inc.,KEQ,Key Airlines Inc.,06685,D,1,1,1990,4
295.16,118.00,27.76,440.91,1040.15,7.51,1488.57,,,,,,,,,,2,4,450,20263,EM,Empire Airlines Inc.,EM,Empire Airlines Inc.,06300,D,1,1,1994,1
295.25,1622.26,246.44,2163.95,905.36,665.10,3734.41,,,,,,,,,,1,8,854,19392,RIQ,Rich International Airways,RIQ,Rich International Airways,09750,D,1,1,1992,3
295.52,176.78,457.46,929.76,77.77,154.83,1162.36,,,,,,,0.77,0.24,939.99,1,6,655,20310,WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",06076,D,1,1,2018,4
295.59,771.24,-2038.09,-971.26,287.97,100.89,-582.40,,,,,,,0.55,0.18,460.17,2,6,619,20302,KR,Kitty Hawk Aircargo,KR,Kitty Hawk Aircargo,06688,D,1,1,2005,2
295.60,1108.86,471.81,1876.27,966.65,91.05,2933.97,,,,,,,,,,2,2,218,19685,TPQ,Aerial Transit Company,TPQ,Aerial Transit Company,06001,S,1,1,1990,2
295.82,285.87,875.43,1457.11,539.59,,1996.70,,,,,,,0.38,0.18,411.08,1,6,622,20305,PCQ,Pace Airlines,PCQ,Pace Airlines,06765,D,1,1,2006,4
295.84,122.23,489.76,907.83,988.16,903.41,2799.40,,,,,,,0.82,0.34,1123.22,1,6,622,20305,PCQ,Pace Airlines,PCQ,Pace Airlines,06765,D,1,1,2004,2
295.93,1005.80,322.59,1624.32,857.57,414.69,2896.58,,,,,,,,,,1,6,640,20299,JX (2),Southeast Airlines,JX,Southeast Airlines,06850,D,4,1,1999,4
296.07,639.82,77.09,1012.98,525.50,300.65,1839.13,,,,,,,0.25,0.18,265.53,2,6,655,20408,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,06860,D,1,1,2017,1
296.11,673.97,307.40,1277.48,791.76,2691.32,4760.56,,,,,,,,,,1,6,622,20415,NA,North American Airlines,XG,North American Airlines,06730,D,1,1,1990,4
296.19,80.28,332.39,708.86,665.66,135.52,1510.04,,,,,,,,,,2,4,435,20302,KR,Kitty Hawk Aircargo,KR,Kitty Hawk Aircargo,06688,D,1,1,1998,4
296.42,0.00,234.18,530.60,133.18,0.00,663.78,,,,,,,0.31,0.37,98.05,1,6,647,21161,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",09Q,"Swift Air, LLC",01130,D,4,1,2011,4
296.43,638.71,112.72,1047.86,1059.81,3016.72,5124.38,,,,,,,,,,1,7,715,19972,HCQ,Av Atlantic,HCQ,Av Atlantic,06091,S,1,1,1993,4
296.55,240.77,12.45,549.77,197.47,225.69,972.93,,,,,,,0.43,0.06,68.31,1,4,442,20401,3M,Silver Airways,3M,Silver Airways,11056,I,1,1,2022,4
296.55,732.41,188.81,1217.77,1083.93,675.93,2977.63,,,,,,,,,,1,8,854,19392,RIQ,Rich International Airways,RIQ,Rich International Airways,19752,I,1,1,1991,3
296.58,742.34,131.05,1169.97,983.87,467.41,2621.24,,,,,,,,,,1,6,620,19998,SI,Sierra Pacific Airlines,SI,Sierra Pacific Airlines,06798,D,4,1,1994,4
296.72,78.72,20.49,395.92,221.87,137.14,754.93,,,,,,,0.22,0.10,332.48,2,7,715,20372,KLQ,Kalitta Charters II,KLQ,Kalitta Charters II,16770,I,1,1,2021,1
296.87,337.23,679.52,1313.62,469.30,1595.95,3378.87,,,,,,,,,,1,6,614,20402,GL,Miami Air International,MMQ,Miami Air International,06690,D,1,1,2001,4
296.89,1277.74,802.30,2376.93,1809.12,802.87,4988.92,,,,,,,0.45,0.18,360.36,2,5,556,21402,PM,"Prescott Support Company, Inc.",PM,"Prescott Support Company, Inc.",01154,S,4,1,2014,4
297.32,1201.40,115.65,1614.37,557.50,443.62,2615.48,,,,,,,,,,1,6,620,19952,KW,Carnival Air Lines Inc.,KW,Carnival Air Lines Inc.,06748,D,2,2,1992,3
297.52,285.59,623.81,1206.93,343.27,368.34,1918.54,,,,,,,0.20,0.04,231.32,1,6,626,21492,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",01159,D,1,1,2020,2
297.56,959.87,12.41,1269.84,879.93,520.04,2669.81,,,,,,,,,,1,7,715,19983,ZN,Key Airlines Inc.,KEQ,Key Airlines Inc.,16280,I,1,1,1990,3
297.73,21.09,67.72,386.54,840.28,539.66,1766.48,,,,,,,,,,2,6,690,20195,WI,Sky Lease Cargo,WI,Tradewinds Airlines,16884,I,1,1,2001,1
298.00,1876.00,90.00,2264.00,326.00,325.00,2915.00,,,,,,,0.89,0.18,901.34,1,6,654,20368,G4,Allegiant Air,G4,Allegiant Air,06035,D,1,1,2005,4
298.60,1273.95,186.84,1759.39,791.41,1355.18,3905.97,,,,,,,,,,3,8,854,19969,XPQ,International Cargo Xpress,XPQ,International Cargo Xpress,06619,S,1,1,1993,2
299.00,269.00,80.00,648.00,283.00,1.00,932.00,,,,,,,,,,1,7,710,20204,MG,Champion Air,MG,MGM Grand Air Inc.,06729,D,1,1,1994,1
299.43,195.38,,494.81,92.35,,587.16,,,,,,,,,,2,7,760,20195,WI,Sky Lease Cargo,WI,Tradewinds Airlines,06882,S,4,1,1999,4
299.46,,98.82,398.28,397.49,261.90,1057.67,,,,,,,,,,2,8,856,19874,8C,Air Transport International,8C,Air Transport International,06029,D,2,2,1993,4
299.61,16.13,27.38,343.12,76.31,459.30,878.74,,,,,,,0.54,0.09,1671.48,2,7,760,20195,WI,Sky Lease Cargo,WI,Tradewinds Airlines,06884,D,1,1,2003,2
299.62,2256.34,84.27,2640.23,1193.82,74.59,3908.64,,,,,,,0.65,0.18,615.92,2,6,640,20408,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,3Z,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,06860,D,1,1,2013,2
299.65,2146.44,45.79,2491.87,1431.32,174.59,4097.79,,,,,,,0.57,0.27,549.49,2,6,640,20408,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,06860,D,1,1,2014,1
299.78,138.35,661.51,1099.64,1112.24,1148.17,3360.06,,,,,,,,,,1,7,715,20218,JKQ,Express One International Inc.,JKQ,Express One International Inc.,06682,D,1,1,1995,3
300.00,21.00,123.00,444.00,422.00,18.00,884.00,,,,,,,0.24,0.27,13.48,2,7,711,20284,TCQ,Express.Net Airlines,TCQ,Express.Net Airlines,06896,D,1,1,2005,2
300.19,1567.21,325.79,2193.20,1666.61,52.10,3911.90,,,,,,,1.35,0.36,589.06,2,2,216,20108,NC,Northern Air Cargo Inc.,NC,Northern Air Cargo Inc.,06721,D,1,1,2005,1
300.36,0.00,27.09,327.44,130.94,396.32,854.71,,,,,,,0.24,0.28,131.31,1,6,671,21352,0WQ,Avjet Corporation,0WQ,Avjet Corporation,01150,D,1,1,2013,4
300.36,400.80,9.98,711.15,-3.98,60.21,767.38,,,,,,,,,,2,7,715,20173,CDQ,Kitty Hawk International,CDQ,American International Airways Inc.,06191,D,1,1,1992,4
300.41,1424.32,64.12,1788.85,763.22,382.50,2934.58,,,,,,,,,,1,7,710,20204,MG,Champion Air,MG,MGM Grand Air Inc.,06729,D,1,1,1990,4
300.55,1029.71,447.53,1777.79,825.67,712.26,3315.72,,,,,,,0.89,0.31,1048.35,1,6,655,20310,WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",K8,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",16076,I,1,1,2015,1
300.65,1838.11,2261.97,4400.73,1691.33,1932.41,8024.46,,,,,,,,,,1,7,732,20377,X9,Omni Air International LLC,X9,Omni Air Express,16736,I,1,1,2000,3
300.69,0.00,1.17,301.85,507.55,22.36,831.77,,,,,,,0.21,0.18,119.78,1,6,658,21352,0WQ,Avjet Corporation,0WQ,Avjet Corporation,01150,D,1,1,2012,1
300.81,1009.35,461.74,1771.90,968.91,1423.06,4163.88,,,,,,,,,,1,6,622,20050,WA,Worldwide Airlines Services,WA,Worldwide Airlines Services,06946,D,1,1,1994,2
300.82,782.18,56.91,1139.90,2.29,62.72,1204.91,,,,,,,,,,2,8,852,20173,CDQ,Kitty Hawk International,CDQ,American International Airways Inc.,16191,I,1,1,1993,4
300.89,1154.70,18.83,1474.42,831.51,47.92,2353.85,,,,,,,,,,2,2,218,20408,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,3K,Tatonduk Outfitters Limited d/b/a Tatonduk Flying Service,06860,D,4,1,1998,4
301.13,1402.36,55.26,1758.75,1190.82,292.27,3241.84,,,,,,,0.68,0.28,699.94,2,6,640,20408,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,06860,D,1,1,2015,3
301.16,175.46,160.79,637.42,1811.45,660.61,3109.48,,,,,,,,,,2,8,809,20149,PRQ,Florida West Airlines Inc.,PRQ,Florida West Airlines Inc.,16198,I,4,1,1995,1
301.16,585.65,1013.61,1900.42,782.70,1883.85,4566.97,,,,,,,,,,1,6,614,20402,GL,Miami Air International,MMQ,Miami Air International,06690,D,1,1,2002,1
301.23,772.96,0.00,1074.19,520.44,422.08,2016.71,,,,,,,0.40,0.17,384.35,1,6,614,20207,XP,TEM Enterprises dba  Avelo Airlines,XP,XTRA Airways,11034,L,1,1,2018,1
301.28,846.48,96.22,1243.98,929.46,303.30,2476.74,,,,,,,0.43,0.18,465.50,2,6,655,20408,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,06860,D,1,1,2017,3
302.35,396.57,260.16,959.08,562.76,592.59,2114.43,,,,,,,0.10,0.05,122.45,1,6,625,21492,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",01159,D,1,1,2019,4
302.50,,72.92,375.42,300.94,220.63,896.99,,,,,,,0.09,0.14,80.85,2,6,620,20201,AMQ,Ameristar Air Cargo,AMQ,Ameristar Air Cargo,06055,D,4,1,2005,4
302.50,,145.83,448.34,601.88,441.25,1491.47,,,,,,,0.46,0.18,448.76,2,6,621,20201,AMQ,Ameristar Air Cargo,AMQ,Ameristar Air Cargo,06055,D,4,1,2005,4
