PILOTEXPENSE,AIRCRAFT_FUEL,OTHER_EXPENSES,TOTAL_DIRECT_LESS_RENT,MAINTENANCE,DEPAND_RENTAL,TOTAL_DIRECT,FLIGHT_ATTENDANTS,TRAFFIC,DEPARTURE,CAPACITY,TOTAL_INDIRECT,TOTAL_OP_EXPENSE,TOTAL_AIR_HOURS,AIR_DAYS_ASSIGN,AIR_FUELS_ISSUED,AIRCRAFT_CONFIG,AIRCRAFT_GROUP,AIRCRAFT_TYPE,AIRLINE_ID,UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,CARRIER,CARRIER_NAME,UNIQUE_CARRIER_ENTITY,REGION,CARRIER_GROUP_NEW,CARRIER_GROUP,YEAR,QUARTER
,,,,,,,847.00,5708.00,6003.00,1675.00,14233.00,26990.00,,,,9,9,999,20192,NJ,Vanguard Airlines Inc.,NJ,Vanguard Airlines Inc.,06914,D,1,1,1995,4
,,,,,,,848.27,0.59,168.91,3480.56,4498.33,23237.69,,,,9,9,999,20147,T9,TransMeridian Airlines,T9,TransMeridian Airlines,06885,S,4,1,1997,2
,,,,,,,864.92,0.00,0.00,7558.11,8423.03,27117.83,,,,9,9,999,21161,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",01130,D,1,1,2018,4
,,,,,,,868.00,2367.00,1140.00,2930.00,7305.00,14183.00,,,,9,9,999,20204,MG,Champion Air,MG,MGM Grand Air Inc.,06729,D,1,1,1991,4
,,,,,,,882.90,727.48,2554.51,1875.24,6040.12,16841.76,,,,9,9,999,20310,WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",K8,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",06077,S,4,1,2014,4
,,,,,,,884.00,2543.00,2856.00,4198.00,10481.00,19565.00,,,,9,9,999,20204,MG,Champion Air,MG,MGM Grand Air Inc.,06729,D,1,1,1992,4
,,,,,,,885.87,8682.73,6922.70,4220.84,20712.13,36257.16,,,,9,9,999,20243,J7,Valujet Airlines Inc.,J7,Valujet Airlines Inc.,06917 (1),D,2,2,1994,2
,,,,,,,900.04,1080.35,,,1980.39,10063.20,,,,9,9,999,20310,WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",06076,D,1,1,2024,2
,,,,,,,907.00,1967.00,2170.00,1241.00,6285.00,12374.00,,,,9,9,999,20204,MG,Champion Air,MG,MGM Grand Air Inc.,06729,D,1,1,1991,3
,,,,,,,910.00,2296.00,2944.00,1874.00,8024.00,15259.00,,,,9,9,999,20204,MG,Champion Air,MG,MGM Grand Air Inc.,06729,D,1,1,1992,1
,,,,,,,921.07,362.12,599.49,1944.92,3827.60,14091.31,,,,9,9,999,20203,FCQ,Falcon Air Express,FCQ,Falcon Air Express,06399,S,4,1,2010,4
,,,,,,,924.41,0.00,0.00,1756.10,2680.50,5980.62,,,,9,9,999,21161,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",09Q,"Swift Air, LLC",01130,D,4,1,2010,4
,,,,,,,925.00,2610.00,380.00,304.00,4219.00,21430.00,,,,9,9,999,20203,FCQ,Falcon Air Express,FCQ,Falcon Air Express,06399,S,4,1,2000,4
,,,,,,,927.01,0.00,0.00,5055.32,5982.34,19180.66,,,,9,9,999,21161,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",09Q,"Swift Air, LLC",01130,D,1,1,2017,2
,,,,,,,927.90,2226.08,3710.84,1047.79,7912.62,22501.23,,,,9,9,999,20050,WA,Worldwide Airlines Services,WA,Worldwide Airlines Services,06945,S,1,1,1993,4
,,,,,,,929.73,272.59,72.16,546.83,1821.31,7593.90,,,,9,9,999,21854,34Q,"Polaris Aviation Solutions, LLC",34Q,"Polaris Aviation Solutions, LLC",01223,D,4,1,2023,2
,,,,,,,934.13,,,,934.13,6416.10,,,,9,9,999,19812,LBQ,Millon Air Inc.,LBQ,Millon Air Inc.,06701,S,1,1,1992,2
,,,,,,,949.68,306.39,1098.97,-618.55,1736.49,8944.38,,,,9,9,999,21492,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",11019,I,1,1,2024,3
,,,,,,,951.29,0.00,0.00,7210.71,8162.00,21537.69,,,,9,9,999,21161,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",09Q,"Swift Air, LLC",01130,D,1,1,2017,1
,,,,,,,952.10,190.17,1610.22,4276.95,7029.43,14319.09,,,,9,9,999,21492,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",11019,I,1,1,2020,1
,,,,,,,970.78,1276.59,574.99,1104.77,3927.13,14019.09,,,,9,9,999,20203,FCQ,Falcon Air Express,FCQ,Falcon Air Express,06399,S,4,1,2013,4
,,,,,,,972.86,0.00,0.00,1829.79,2802.66,6389.29,,,,9,9,999,21161,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",09Q,"Swift Air, LLC",01130,D,4,1,2011,2
,,,,,,,976.12,1668.36,2889.52,2112.40,7646.40,27169.73,,,,9,9,999,20425,VIQ (1),Viscount Air Service Inc.,VIQ,Viscount Air Service Inc.,06918 (1),S,1,1,1995,4
,,,,,,,977.33,4521.64,,3860.47,9359.43,21944.70,,,,9,9,999,20271,WNQ,Winair Inc.,WNQ,Winair Inc.,06927 (1),D,1,1,1998,4
,,,,,,,981.45,7586.87,3823.01,1355.07,13746.40,30422.67,,,,9,9,999,20437,FL,AirTran Airways Corporation,FL,AirTran Airways Corporation,06030,D,1,1,1995,4
,,,,,,,984.00,6264.00,4718.00,910.00,12876.00,29635.00,,,,9,9,999,20299,JX (2),Southeast Airlines,JX,Sun Jet International Inc.,06850,D,4,1,1995,4
,,,,,,,985.35,,,,985.35,7404.99,,,,9,9,999,19812,LBQ,Millon Air Inc.,LBQ,Millon Air Inc.,06701,S,1,1,1991,4
,,,,,,,990.88,1015.56,1618.77,324.31,3949.53,8514.46,,,,9,9,999,19994,QQ,Reno Air Inc.,QQ,Reno Air Inc.,06775,D,2,2,1992,4
,,,,,,,995.13,1120.06,4927.04,1311.52,8353.75,26211.51,,,,9,9,999,19952,KW,Carnival Air Lines Inc.,KW,Pacific Interstate Airlines,06748,D,1,1,1991,2
,,,,,,,998.00,2154.00,1733.00,1961.00,6846.00,14380.00,,,,9,9,999,20204,MG,Champion Air,MG,MGM Grand Air Inc.,06729,D,1,1,1992,3
,,,,,,,998.84,4008.41,1537.99,0.00,6545.23,35855.54,,,,9,9,999,21712,2HQ,Elite Airways LLC,2HQ,Elite Airways LLC,01200,D,1,1,2019,3
,,,,,,,1018.06,0.00,0.00,8896.34,9914.39,31919.26,,,,9,9,999,21161,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11054,I,1,1,2018,4
,,,,,,,1038.00,5329.00,6341.00,5565.00,18273.00,43263.00,,,,9,9,999,20297,JI (1),Midway Airlines Inc.,JI,Midway Airlines Inc.,06693,D,2,2,1995,2
,,,,,,,1045.47,0.00,0.00,2838.09,3883.56,24980.98,,,,9,9,999,21161,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",09Q,"Swift Air, LLC",01130,D,4,1,2014,4
,,,,,,,1045.79,1240.53,2052.52,2290.58,6629.42,16196.54,,,,9,9,999,20399,PLQ,Planet Airways,PLQ,Planet Airways,06776,D,4,1,2003,2
,,,,,,,1046.99,940.20,1250.86,2273.97,5512.01,12785.11,,,,9,9,999,20399,PLQ,Planet Airways,PLQ,Planet Airways,06776,D,4,1,2003,4
,,,,,,,1080.36,642.11,1901.84,-3617.01,7.30,8227.48,,,,9,9,999,21492,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",11019,I,1,1,2023,1
,,,,,,,1080.72,9342.27,7626.29,2061.02,20110.30,42586.24,,,,9,9,999,20192,NJ,Vanguard Airlines Inc.,NJ,Vanguard Airlines Inc.,06914,D,1,1,1996,2
,,,,,,,1114.31,,,,1114.31,4532.08,,,,9,9,999,21161,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",09Q,"Swift Air, LLC",01130,D,4,1,2009,4
,,,,,,,1120.41,741.77,2.59,6471.38,8336.15,17368.43,,,,9,9,999,22085,GCA,"Global Crossing Airlines, Inc.",GCA,"Global Crossing Airlines, Inc.",01227,S,4,1,2021,4
,,,,,,,1121.35,674.08,1647.97,2743.17,6186.57,21623.28,,,,9,9,999,20195,WI,Sky Lease Cargo,WI,Tradewinds Airlines,06882,S,4,1,1999,2
,,,,,,,1129.43,,,18609.24,19738.67,23502.21,,,,9,9,999,20305,PCQ,Pace Airlines,PCQ,Pace Airlines,06764,S,4,1,2002,2
,,,,,,,1133.92,13205.44,1956.51,12648.80,28944.67,46628.00,,,,9,9,999,20454,E0,"EOS Airlines, Inc.",E0,"EOS Airlines, Inc.",16211,A,4,1,2006,2
,,,,,,,1136.04,4359.02,2399.47,0.00,7894.53,43148.32,,,,9,9,999,21712,2HQ,Elite Airways LLC,2HQ,Elite Airways LLC,01200,D,4,1,2017,4
,,,,,,,1155.89,1182.07,1043.12,3797.21,7178.28,20998.81,,,,9,9,999,20387,PN,Pan American Airways Corp.,PN,Pan American Airways Corp.,06749,S,1,1,2001,2
,,,,,,,1158.42,2425.62,4977.60,11776.04,20337.68,43873.78,,,,9,9,999,20207,XP,TEM Enterprises dba  Avelo Airlines,XP,TEM Enterprises dba  Avelo Airlines,06144,D,4,1,2021,4
,,,,,,,1163.72,0.00,0.00,9635.22,10798.94,43323.60,,,,9,9,999,21161,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11054,I,1,1,2018,1
,,,,,,,1167.97,6361.82,3144.09,3530.87,14204.75,29865.94,,,,9,9,999,20297,JI (1),Midway Airlines Inc.,JI,Midway Airlines Inc.,06693,D,2,2,1994,4
,,,,,,,1179.87,1405.09,,,2584.96,28316.64,,,,9,9,999,20310,WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",06076,D,1,1,2023,4
,,,,,,,1205.89,727.43,1163.75,2809.36,5906.42,24813.91,,,,9,9,999,20195,WI,Sky Lease Cargo,WI,Tradewinds Airlines,06884,D,4,1,1998,4
,,,,,,,1205.99,142.75,967.38,-785.50,1530.63,9705.24,,,,9,9,999,21492,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",01159,D,1,1,2024,3
,,,,,,,1268.82,10276.46,7608.75,2958.51,22112.55,49999.19,,,,9,9,999,20192,NJ,Vanguard Airlines Inc.,NJ,Vanguard Airlines Inc.,06914,D,1,1,1996,4
,,,,,,,1270.92,372.63,81.92,451.83,2177.30,8190.68,,,,9,9,999,21854,34Q,"Polaris Aviation Solutions, LLC",34Q,"Polaris Aviation Solutions, LLC",01223,D,4,1,2023,4
,,,,,,,1278.09,376.51,169.68,713.61,2537.90,9902.88,,,,9,9,999,21854,34Q,"Polaris Aviation Solutions, LLC",34Q,"Polaris Aviation Solutions, LLC",01223,D,4,1,2022,4
,,,,,,,1283.00,4902.83,1932.45,0.00,8118.29,44975.83,,,,9,9,999,21712,2HQ,Elite Airways LLC,2HQ,Elite Airways LLC,01200,D,1,1,2019,4
,,,,,,,1284.44,456.12,4357.49,9583.06,15681.11,33798.23,,,,9,9,999,20368,G4,Allegiant Air,G4,Allegiant Air,06035,D,4,1,2003,4
,,,,,,,1299.62,876.00,4358.48,14994.30,21528.41,47095.45,,,,9,9,999,21492,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",1BQ,"Dynamic Airways, LLC",01164,S,4,1,2014,4
,,,,,,,1306.62,230.51,1054.61,1191.96,3783.69,10349.34,,,,9,9,999,21492,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",01159,D,1,1,2024,2
,,,,,,,1325.97,3745.30,0.00,13173.41,18244.67,39537.19,,,,9,9,999,21161,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11054,I,1,1,2018,3
,,,,,,,1334.95,0.00,0.00,3241.55,4576.49,28575.70,,,,9,9,999,21161,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",09Q,"Swift Air, LLC",01130,D,4,1,2015,2
,,,,,,,1337.15,5679.31,2272.16,2197.27,11485.89,25523.36,,,,9,9,999,20420,RL,UltrAir,RL,Airline Of The Americas,06037,S,1,1,1993,2
,,,,,,,1358.00,491.76,1638.07,3241.57,6729.40,15466.55,,,,9,9,999,21492,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",1BQ,"Dynamic Airways, LLC",01159,D,1,1,2016,1
,,,,,,,1360.58,5206.23,2388.31,0.00,8955.12,47939.75,,,,9,9,999,21712,2HQ,Elite Airways LLC,2HQ,Elite Airways LLC,01200,D,1,1,2018,4
,,,,,,,1365.09,318.73,1077.19,2017.13,4778.14,9698.94,,,,9,9,999,21492,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",01159,D,1,1,2022,2
,,,,,,,1367.16,400.84,79.82,449.06,2296.89,8793.12,,,,9,9,999,21854,34Q,"Polaris Aviation Solutions, LLC",34Q,"Polaris Aviation Solutions, LLC",01223,D,4,1,2024,2
,,,,,,,1373.05,0.00,0.00,2684.32,4057.37,27326.15,,,,9,9,999,21161,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",09Q,"Swift Air, LLC",01130,D,4,1,2015,4
,,,,,,,1399.30,1684.84,105.25,4502.69,7692.09,36307.31,,,,9,9,999,22085,GCA,"Global Crossing Airlines, Inc.",GCA,"Global Crossing Airlines, Inc.",01227,S,1,1,2023,3
,,,,,,,1418.01,0.00,0.00,0.00,1418.01,10601.73,,,,9,9,999,21754,2PQ,21 Air LLC,2PQ,21 Air LLC,01207,S,4,1,2021,2
,,,,,,,1475.19,10271.18,5495.11,3348.54,20590.02,55325.59,,,,9,9,999,20437,FL,AirTran Airways Corporation,FL,AirTran Airways Corporation,06030,D,1,1,1996,4
,,,,,,,1485.55,4680.06,0.00,18324.70,24490.31,46140.04,,,,9,9,999,21161,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11054,I,1,1,2018,2
,,,,,,,1540.25,2312.69,158.99,5753.37,9765.30,48422.91,,,,9,9,999,22085,GCA,"Global Crossing Airlines, Inc.",GCA,"Global Crossing Airlines, Inc.",01227,S,1,1,2023,4
,,,,,,,1546.63,13245.72,6237.34,2732.82,23762.51,54826.96,,,,9,9,999,20437,FL,AirTran Airways Corporation,FL,AirTran Airways Corporation,06030,D,1,1,1996,2
,,,,,,,1556.42,12650.89,11127.32,6276.58,31611.20,62912.70,,,,9,9,999,20243,J7,Valujet Airlines Inc.,J7,Valujet Airlines Inc.,06917 (1),D,2,2,1994,4
,,,,,,,1566.26,225.69,1045.73,1414.13,4251.81,10979.14,,,,9,9,999,21492,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",01159,D,1,1,2023,4
,,,,,,,1572.20,8323.05,8898.63,6613.90,25407.78,45253.50,,,,9,9,999,20502,MY,MAXjet,MY,MAXjet,07050,D,4,1,2006,2
,,,,,,,1582.69,262.91,1473.94,2706.16,6025.69,13884.56,,,,9,9,999,21492,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",01159,D,1,1,2022,3
,,,,,,,1602.26,2115.14,3700.10,3856.69,11274.18,26387.85,,,,9,9,999,21492,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",1BQ,"Dynamic Airways, LLC",01164,S,4,1,2015,2
,,,,,,,1635.14,-104.04,2463.09,1791.38,5785.57,25442.95,,,,9,9,999,22080,MX,Breeze Aviation Group DBA  Breeze,MX,Breeze Aviation Group DBA  Breeze,01268,D,1,1,2021,3
,,,,,,,1637.76,951.33,4474.31,6681.74,13745.14,36529.69,,,,9,9,999,20203,FCQ,Falcon Air Express,FCQ,Falcon Air Express,06399,S,4,1,1999,4
,,,,,,,1716.80,870.05,2140.88,2702.62,7430.35,19620.80,,,,9,9,999,21492,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",11019,I,1,1,2022,1
,,,,,,,1730.83,265.48,1142.91,4064.13,7203.34,15569.65,,,,9,9,999,21492,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",01159,D,1,1,2022,4
,,,,,,,1742.89,438.82,1293.01,2743.68,6218.40,14741.86,,,,9,9,999,21492,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",01159,D,1,1,2022,1
,,,,,,,1744.36,241.54,3541.55,3689.24,9216.69,17202.96,,,,9,9,999,21492,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",1BQ,"Dynamic Airways, LLC",01159,D,1,1,2016,4
,,,,,,,1750.72,893.82,1933.99,4110.85,8689.39,21402.74,,,,9,9,999,21492,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",11019,I,1,1,2022,4
,,,,,,,1780.29,1059.58,2486.41,3044.04,8370.32,21652.52,,,,9,9,999,21492,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",11019,I,1,1,2022,3
,,,,,,,1785.41,16089.24,5827.60,13691.49,37393.74,69424.03,,,,9,9,999,20502,MY,MAXjet,MY,MAXjet,07050,D,4,1,2006,4
,,,,,,,1792.59,,,18753.67,20546.27,25930.84,,,,9,9,999,20305,PCQ,Pace Airlines,PCQ,Pace Airlines,06764,S,4,1,2002,4
,,,,,,,1800.46,13713.53,5062.75,12679.78,33256.51,57663.54,,,,9,9,999,20454,E0,"EOS Airlines, Inc.",E0,"EOS Airlines, Inc.",16211,A,4,1,2006,4
,,,,,,,1852.07,397.32,1196.88,159.97,3606.23,11522.82,,,,9,9,999,21492,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",01159,D,1,1,2023,2
,,,,,,,1857.49,1544.83,2072.13,2556.97,8031.43,18870.47,,,,9,9,999,21492,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",11019,I,1,1,2023,3
,,,,,,,1895.95,289.75,1504.58,3024.95,6715.24,17461.49,,,,9,9,999,21492,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",01159,D,1,1,2024,1
,,,,,,,1910.00,276.00,1944.00,5352.00,9482.00,24174.00,,,,9,9,999,20425,VIQ (1),Viscount Air Service Inc.,VIQ,Viscount Air Service Inc.,06918 (1),S,1,1,1994,4
,,,,,,,1917.20,4176.76,7891.62,12340.59,26326.17,76352.31,,,,9,9,999,20207,XP,TEM Enterprises dba  Avelo Airlines,XP,TEM Enterprises dba  Avelo Airlines,06144,D,4,1,2022,2
,,,,,,,1933.04,1173.51,2390.37,3084.14,8581.06,19297.77,,,,9,9,999,21492,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",11019,I,1,1,2024,1
,,,,,,,1948.14,245.47,1475.77,-6522.30,-2852.91,7574.03,,,,9,9,999,21492,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",01159,D,1,1,2023,1
,,,,,,,1998.72,806.02,1942.47,1823.33,6570.54,19125.33,,,,9,9,999,21492,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",11019,I,1,1,2024,2
,,,,,,,2089.90,2861.24,3375.74,-3883.23,4443.65,33148.67,,,,9,9,999,22080,MX,Breeze Aviation Group DBA  Breeze,MX,Breeze Aviation Group DBA  Breeze,01268,D,1,1,2022,1
,,,,,,,2237.40,1698.23,92.32,7553.09,11581.03,33890.74,,,,9,9,999,22085,GCA,"Global Crossing Airlines, Inc.",GCA,"Global Crossing Airlines, Inc.",01227,S,1,1,2023,2
,,,,,,,2301.09,1331.85,2228.05,3400.20,9261.19,21476.65,,,,9,9,999,21492,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",11019,I,1,1,2022,2
,,,,,,,2339.50,-1553.50,3616.75,5686.02,10088.76,33565.49,,,,9,9,999,22080,MX,Breeze Aviation Group DBA  Breeze,MX,Breeze Aviation Group DBA  Breeze,01268,D,1,1,2021,4
,,,,,,,2365.99,1904.65,90.65,6637.91,10999.19,34166.87,,,,9,9,999,22085,GCA,"Global Crossing Airlines, Inc.",GCA,"Global Crossing Airlines, Inc.",01227,S,1,1,2023,1
,,,,,,,2399.56,0.00,0.00,0.00,2399.56,18075.35,,,,9,9,999,21754,2PQ,21 Air LLC,2PQ,21 Air LLC,01207,S,4,1,2021,4
,,,,,,,2471.94,2906.52,7902.93,7186.81,20468.21,68251.97,,,,9,9,999,20207,XP,TEM Enterprises dba  Avelo Airlines,XP,TEM Enterprises dba  Avelo Airlines,06144,D,1,1,2023,1
,,,,,,,2489.33,3521.99,49.36,9155.45,15216.13,40401.65,,,,9,9,999,22085,GCA,"Global Crossing Airlines, Inc.",GCA,"Global Crossing Airlines, Inc.",01227,S,4,1,2022,2
,,,,,,,2569.99,3118.31,9772.69,6965.63,22426.62,72788.29,,,,9,9,999,20207,XP,TEM Enterprises dba  Avelo Airlines,XP,TEM Enterprises dba  Avelo Airlines,06144,D,1,1,2023,3
,,,,,,,2613.68,1721.43,2292.84,225.75,6853.70,22114.65,,,,9,9,999,21492,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",11019,I,1,1,2023,2
,,,,,,,2629.89,2885.89,9654.11,6348.34,21518.22,66275.38,,,,9,9,999,20207,XP,TEM Enterprises dba  Avelo Airlines,XP,TEM Enterprises dba  Avelo Airlines,06144,D,1,1,2023,2
,,,,,,,2744.52,436.89,1581.58,3778.03,8541.02,19768.86,,,,9,9,999,21492,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",01159,D,1,1,2023,3
,,,,,,,2793.25,0.00,0.00,0.00,2793.25,12596.67,,,,9,9,999,21754,2PQ,21 Air LLC,2PQ,21 Air LLC,01207,S,1,1,2023,2
,,,,,,,2838.54,0.00,0.00,0.00,2838.54,13296.32,,,,9,9,999,21754,2PQ,21 Air LLC,2PQ,21 Air LLC,01207,S,1,1,2023,3
,,,,,,,2853.92,1513.98,2158.35,2576.73,9102.99,22927.70,,,,9,9,999,21492,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",11019,I,1,1,2023,4
,,,,,,,2860.48,0.00,0.00,0.00,2860.48,13216.56,,,,9,9,999,21754,2PQ,21 Air LLC,2PQ,21 Air LLC,01207,S,1,1,2023,1
,,,,,,,2918.77,3016.00,4121.04,-4989.10,5066.71,54782.31,,,,9,9,999,22080,MX,Breeze Aviation Group DBA  Breeze,MX,Breeze Aviation Group DBA  Breeze,01268,D,1,1,2022,2
,,,,,,,2950.00,7373.00,4631.00,,14954.00,53380.00,,,,9,9,999,20297,JI (1),Midway Airlines Inc.,JI,Midway Airlines Inc.,06693,D,2,2,1995,4
,,,,,,,3086.00,17958.00,15640.00,5057.00,41741.00,81724.00,,,,9,9,999,20017,CS,Continental Micronesia,CS,Continental Micronesia,16192,P,2,2,1993,2
,,,,,,,3167.40,2918.71,10855.07,6339.12,23280.28,80492.64,,,,9,9,999,20207,XP,TEM Enterprises dba  Avelo Airlines,XP,TEM Enterprises dba  Avelo Airlines,06144,D,1,1,2023,4
,,,,,,,3240.98,0.00,0.00,0.00,3240.98,14074.74,,,,9,9,999,21754,2PQ,21 Air LLC,2PQ,21 Air LLC,01207,S,1,1,2024,1
,,,,,,,3274.20,489.01,2988.82,2631.45,9383.48,22617.81,,,,9,9,999,21492,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",1BQ,"Dynamic Airways, LLC",01159,D,1,1,2016,3
,,,,,,,3302.38,4665.77,12247.32,13558.22,33773.69,110231.54,,,,9,9,999,20207,XP,TEM Enterprises dba  Avelo Airlines,XP,TEM Enterprises dba  Avelo Airlines,06144,D,4,1,2022,4
,,,,,,,3496.90,4706.46,36.60,14107.35,22347.32,59584.05,,,,9,9,999,22085,GCA,"Global Crossing Airlines, Inc.",GCA,"Global Crossing Airlines, Inc.",01227,S,4,1,2022,4
,,,,,,,3655.76,0.00,0.00,0.00,3655.76,22841.67,,,,9,9,999,21754,2PQ,21 Air LLC,2PQ,21 Air LLC,01207,S,4,1,2022,2
,,,,,,,3675.00,3991.08,6265.68,-3578.04,10353.72,62329.88,,,,9,9,999,22080,MX,Breeze Aviation Group DBA  Breeze,MX,Breeze Aviation Group DBA  Breeze,01268,D,1,1,2022,3
,,,,,,,3693.30,0.00,0.00,0.00,3693.30,17432.88,,,,9,9,999,21754,2PQ,21 Air LLC,2PQ,21 Air LLC,01207,S,1,1,2024,2
,,,,,,,3763.68,0.00,0.00,0.00,3763.68,14720.87,,,,9,9,999,21754,2PQ,21 Air LLC,2PQ,21 Air LLC,01207,S,1,1,2023,4
,,,,,,,4074.84,6504.97,6701.79,30738.49,48020.08,113042.12,,,,9,9,999,22080,MX,Breeze Aviation Group DBA  Breeze,MX,Breeze Aviation Group DBA  Breeze,01268,D,1,1,2022,4
,,,,,,,4302.45,0.00,0.00,0.00,4302.45,17708.02,,,,9,9,999,21754,2PQ,21 Air LLC,2PQ,21 Air LLC,01207,S,1,1,2024,3
,,,,,,,4934.50,11637.85,9345.59,11548.89,37466.84,115338.74,,,,9,9,999,22080,MX,Breeze Aviation Group DBA  Breeze,MX,Breeze Aviation Group DBA  Breeze,01268,D,1,1,2023,1
,,,,,,,5093.20,0.00,0.00,0.00,5093.20,23027.21,,,,9,9,999,21754,2PQ,21 Air LLC,2PQ,21 Air LLC,01207,S,4,1,2022,4
,,,,,,,5506.17,7832.99,12459.69,13127.28,38926.13,127879.82,,,,9,9,999,22080,MX,Breeze Aviation Group DBA  Breeze,MX,Breeze Aviation Group DBA  Breeze,01268,D,1,1,2023,2
,,,,,,,6081.24,7814.20,18725.35,13361.50,45982.29,146951.18,,,,9,9,999,22080,MX,Breeze Aviation Group DBA  Breeze,MX,Breeze Aviation Group DBA  Breeze,01268,D,1,1,2023,3
