CASH,NOTES_ACC_REC_NET,CURR_ASSETS_OTH,CURR_ASSETS,PROP_EQUIP_OWNED,DEPR_PROP_EQUIP,PROP_EQUIP_CAP_LS,AMORT_PR_EQ_CAP_LS,PROP_EQUIP,ASSETS_OTHER,ASSETS,NOTES_ACC_PAYABLE,ACCRUED_TAXES,CURR_LIAB_OTHER,CURR_LIABILITIES,LONG_TERM_DEBT,OTH_LIABILITIES,DEFERRED_CREDITS,PF_EQUITY,PF_SHARES_NUM,COM_EQUITY,COM_SHARES_NUM,PAID_IN_CAPITAL,RET_EARNINGS,SH_HLD_EQUITY,TREAS_STOCK,SH_HLD_EQUITY_NET,LIAB_SH_HLD_EQUITY,AIRLINE_ID,UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,CARRIER,CARRIER_NAME,UNIQUE_CARRIER_ENTITY,REGION,CARRIER_GROUP_NEW,CARRIER_GROUP,YEAR,QUARTER
,2794.79,363.98,3158.77,9902.89,2187.12,,,7715.77,444.24,11318.78,20218.28,58.92,3461.92,23739.11,,135.00,1321.10,,,10.00,,48.08,-13934.52,-13876.44,,-13876.44,11318.78,20425,VIQ (1),Viscount Air Service Inc.,VIQ,Viscount Air Service Inc.,06918 (1),S,1,1,1995,4
-3481.30,2145.52,470.91,-864.87,24382.37,5831.36,,,18551.01,556.93,18243.06,4199.58,,4222.65,8422.24,2883.96,,,,,10.10,,186.12,6740.64,6936.86,,6936.86,18243.06,20093,CTQ,Custom Air Transport,CTQ,Custom Air Transport,06175,D,4,1,2005,4
-2264.43,921.80,419.29,-923.35,21672.21,3613.85,,,18058.36,581.06,17716.07,11398.13,,473.79,11871.92,5544.30,,,,,10.10,,186.12,103.62,299.85,,299.85,17716.07,20093,CTQ,Custom Air Transport,CTQ,Custom Air Transport,06175,D,4,1,2005,2
-1054.39,1476.23,3751.46,4173.30,9686.97,1529.25,,,8157.72,638.49,12969.51,7164.55,,3987.32,11151.87,6696.37,,,,,10.10,,186.12,-9449.42,-9253.20,-4374.48,-4878.72,12969.51,20093,CTQ,Custom Air Transport,CTQ,Custom Air Transport,06175,D,4,1,2004,4
-767.73,2645.15,5115.20,6992.62,8587.02,1706.94,439.83,166.72,7153.19,3270.48,17416.28,6974.70,,14085.17,21059.87,585.22,,,,,8.64,,19198.90,-23436.12,-4228.57,0.24,-4228.81,17416.28,20192,NJ,Vanguard Airlines Inc.,NJ,Vanguard Airlines Inc.,06914,D,1,1,1996,2
-554.94,10780.40,8295.39,18520.85,17826.56,4192.23,,,13634.33,3560.54,35715.71,34768.30,562.30,5105.79,40436.39,,,,35950.00,,4491.00,,,-45161.68,-4720.68,,-4720.68,35715.71,20387,PN,Pan American Airways Corp.,PN,Pan American Airways Corp.,06749,S,1,1,2001,4
-547.55,293.78,1441.57,1187.80,3419.54,455.47,,,2964.07,2326.43,6478.30,2666.19,,3046.39,5712.59,5340.00,,,,,3498.40,,,-8072.69,-4574.29,,-4574.29,6478.30,20129,1I,Sky Trek International Airlines,1I,Sky Trek International Airlines,06799,S,1,1,1998,4
-536.21,1257.10,2249.28,2970.18,5542.11,514.98,1122.59,64.58,6085.14,489.88,9545.20,9021.00,,1595.37,10616.38,8183.06,,,,,10.10,,186.12,-12847.03,-12650.81,-3396.57,-9254.24,9545.20,20093,CTQ,Custom Air Transport,CTQ,Custom Air Transport,06175,D,4,1,2004,2
-459.41,29.35,1192.73,762.68,16034.49,11541.57,,,4492.92,,5255.60,1834.29,1.55,213.50,2049.34,,989.18,6261.33,7944.86,,,,,-11989.12,-4044.26,,-4044.26,5255.60,20207,XP,TEM Enterprises dba  Avelo Airlines,XP,Casino Express,06144,D,4,1,1994,2
-399.35,1233.48,418.09,1252.21,44038.52,23811.09,,,20227.43,,21479.64,1815.29,108.78,,1924.07,17884.34,4253.40,,7944.86,,,,19676.69,-30203.73,-2582.18,,-2582.18,21479.64,20207,XP,TEM Enterprises dba  Avelo Airlines,XP,Casino Express,06144,D,4,1,2000,4
-376.65,1509.75,854.17,1987.26,21774.74,2556.28,,,19218.46,140.73,21346.45,6143.07,109.85,,6252.92,11063.76,,,,,5.00,,3.52,4021.25,4029.77,,4029.77,21346.45,20284,TCQ,Express.Net Airlines,TCQ,Trans Continental Airlines,06895,S,4,1,1998,2
-327.52,14276.89,7609.42,21558.78,12243.47,3462.52,,,8780.96,3307.13,33646.86,19098.11,70.48,4432.27,23600.86,1150.77,,,35000.00,,4491.00,,,-30595.77,8895.24,,8895.24,33646.86,20387,PN,Pan American Airways Corp.,PN,Pan American Airways Corp.,06749,S,1,1,2001,2
-271.10,75.77,569.22,373.89,16465.02,10387.74,,,6077.29,,6451.18,1123.71,1.54,160.68,1285.93,,1645.04,5898.22,,,,,7944.86,-10322.87,-2378.01,,-2378.01,6451.18,20207,XP,TEM Enterprises dba  Avelo Airlines,XP,Casino Express,06143,S,4,1,1993,4
-239.53,429.88,1297.29,1487.64,198.38,39.19,749.13,81.63,826.70,694.22,3008.56,1658.22,37.41,505.89,2201.52,,1023.21,,0.10,,,,,-216.26,-216.16,,-216.16,3008.56,20093,CTQ,Custom Air Transport,CTQ,Custom Air Transport,06175,D,4,1,1997,4
-213.44,3633.51,2557.79,5977.87,23855.62,11466.01,,,12389.61,0.50,18367.98,912.12,-5.53,250.74,1157.33,21337.62,,,,,1.00,,-16260.31,12135.27,-4124.05,2.92,-4126.97,18367.98,20371,RLQ,Reliant Airlines,RLQ,Reliant Airlines,06773,S,4,1,1999,2
-202.85,7.22,122.71,-72.91,40.48,,,,40.48,1804.86,1772.42,332.80,,,332.80,,136.78,,,,0.10,,1398.08,-95.34,1302.85,,1302.85,1772.42,20006,CPQ,Capitol Air Express Inc.,CPQ,Capitol Air Express Inc.,06159,S,1,1,1993,2
-155.38,48430.54,2237.23,50512.39,2852.93,1006.77,0.00,0.00,1846.16,6202.25,58560.80,31884.93,0.00,859.24,32744.17,0.00,14207.15,0.00,0.00,,0.10,,609.90,10999.48,11609.48,0.00,11609.48,58560.80,20195,WI,Sky Lease Cargo,WI,Tradewinds Airlines,06884,D,4,1,2011,4
-151.83,290.16,124.72,263.05,1100.34,549.63,,,550.72,28.52,842.28,377.44,215.94,50.33,643.70,1964.33,258.41,,,,100.00,,,-2124.15,-2024.15,,-2024.15,842.28,20020,V9,Eagle Airlines,V9,Eagle Airlines,06279,S,1,1,1993,2
-138.73,988.08,16.38,865.73,285.77,274.05,0.00,0.00,11.72,435.34,1312.79,958.37,95.62,2741.57,3795.56,0.00,0.00,0.00,0.00,,0.00,,881.65,-3364.42,-2482.77,0.00,-2482.77,1312.79,21754,2PQ,21 Air LLC,2PQ,21 Air LLC,01207,S,4,1,2019,4
-135.11,2018.22,519.79,2402.91,46481.37,22427.31,,,24054.06,,26456.97,2466.45,-15.47,,2450.98,21745.23,3497.66,,7944.86,,,,15317.36,-24499.13,-1236.90,,-1236.90,26456.97,20207,XP,TEM Enterprises dba  Avelo Airlines,XP,Casino Express,06144,D,4,1,2000,2
-132.65,234.23,-67.33,34.25,-322.51,-50.33,,1.16,-273.35,107.05,-132.05,322.22,-73.71,789.12,1037.63,,891.53,,,,,,,-2061.20,-2061.20,,-2061.20,-132.05,19993,AKQ,Airmark Airlines Inc.,AKQ,Airmark Airlines Inc.,06053,S,1,1,1993,2
-118.68,358.78,208.58,448.68,4001.86,998.82,,,3003.03,2617.42,6069.13,2212.08,224.37,2050.90,4487.35,5736.28,,,,,5729.48,,-9883.98,,-4154.50,,-4154.50,6069.13,20129,1I,Sky Trek International Airlines,1I,Sky Trek International Airlines,06799,S,1,1,1999,2
-117.48,,,-117.48,,,,,,,-117.48,,,,,,,,,,,,,-117.48,-117.48,,-117.48,-117.48,,,,CRQ,,,S,,,1990,2
-107.21,270.26,319.24,482.29,23673.71,1507.45,,,22166.26,4837.21,27485.76,4234.61,,549.75,4784.36,16981.99,,,,,0.52,,7072.85,-1353.95,5719.42,,5719.42,27485.76,20400,PT (1),Capital Cargo International,CCQ,Capital Cargo International,06164,S,4,1,1999,2
-73.28,1116.87,308.51,1352.10,19259.58,14798.51,,,4461.07,,5813.16,1310.37,63.48,,1373.86,,1395.09,9167.79,7944.86,,,,,-14068.44,-6123.57,,-6123.57,5813.16,20207,XP,TEM Enterprises dba  Avelo Airlines,XP,Casino Express,06144,D,4,1,1995,4
-73.27,1241.04,910.79,2078.56,16084.44,1291.47,,,14792.97,115.38,16986.92,6309.26,93.66,,6402.92,7632.88,,,,,5.00,,3.52,2942.60,2951.12,,2951.12,16986.92,20284,TCQ,Express.Net Airlines,TCQ,Trans Continental Airlines,06895,S,4,1,1997,2
-65.00,4.33,301.00,240.34,154.01,66.31,0.00,0.00,87.71,201.15,529.19,2230.80,79.92,14.47,2325.20,0.00,0.00,0.00,0.00,,0.00,,12670.63,-14466.65,-1796.01,0.00,-1796.01,529.19,21631,20Q,Orange Air,20Q,Orange Air,01184,D,4,1,2014,4
-64.22,244.13,458.77,638.68,1851.19,1354.12,30.44,,527.51,,1166.19,886.23,,36.27,922.50,,,,,,0.50,,34.80,208.39,243.69,,243.69,1166.19,19658,TKQ,Trans-Air-Link Corporation,TKQ,Trans-Air-Link Corporation,06889,S,4,1,1996,2
-58.91,1818.54,205.41,1965.04,19657.82,16980.53,,,2677.29,,4642.33,528.70,65.06,,593.76,,1712.10,,7944.86,,,,11132.27,-16740.65,2336.48,,2336.48,4642.33,20207,XP,TEM Enterprises dba  Avelo Airlines,XP,Casino Express,06144,D,4,1,1998,4
-52.63,94.02,273.37,314.76,12710.07,4206.02,,,8504.04,52.23,8871.04,1477.47,60.87,14.50,1552.83,,608.03,811.56,,,,,7944.86,-301.80,7643.06,1744.45,5898.62,8871.04,20207,XP,TEM Enterprises dba  Avelo Airlines,CXQ,Casino Express,06143,S,4,1,1990,4
-48.22,607.52,305.07,864.37,409.01,78.08,,,330.92,,1195.29,555.89,63.93,60.38,680.20,151.79,,,1125.41,,50.00,,78.03,-890.14,363.30,,363.30,1195.29,19812,LBQ,Millon Air Inc.,LBQ,Millon Air Inc.,06701,S,1,1,1993,2
-39.21,144.82,50.00,155.61,8734.01,82.37,,,8651.64,17.12,8824.37,6443.98,,3707.40,10151.38,19.12,,,,,0.10,-0.10,713.14,-2059.38,-1346.14,,-1346.14,8824.37,20399,PLQ,Planet Airways,PLQ,Planet Airways,06777,S,4,1,2000,2
-38.06,195.63,456.39,613.96,1783.71,1368.64,,,415.07,8.72,1037.75,920.26,1.02,19.51,940.79,,,,,,0.50,,34.80,61.66,96.96,,96.96,1037.75,19658,TKQ,Trans-Air-Link Corporation,TKQ,Trans-Air-Link Corporation,06889,S,4,1,1996,4
-36.74,1488.87,16.75,1468.89,4832.23,85.84,,,4746.40,100.00,6315.28,9.75,4.95,,14.70,3683.93,,,,,10.00,-10.00,2200.00,406.66,2616.66,,2616.66,6315.28,20097,OI,Prestige Airways,OI,Paradise Airways,06753,D,1,1,1995,4
-36.38,3668.64,2003.04,5635.29,32594.81,3931.38,,,28663.43,1180.92,35479.64,3763.20,39.79,2200.77,6003.76,,40077.47,,,,,,,-10601.59,-10601.59,,-10601.59,35479.64,20169,L2,Lynden Air Cargo Airlines,L2,Lynden Air Cargo Airlines,06699,D,4,1,1998,4
-35.61,1017.30,661.83,1643.53,4941.23,450.32,,3.69,4487.21,25.47,6156.21,593.44,,145.04,738.49,2783.47,,,,,120.42,,,2513.84,2634.25,,2634.25,6156.21,20408,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,3K,Tatonduk Outfitters Limited d/b/a Tatonduk Flying Service,06860,D,4,1,1997,4
-31.15,1260.73,499.78,1729.37,4070.61,261.69,,1.39,3807.53,29.88,5566.78,638.20,,308.45,946.65,2650.59,,,,,120.42,,,1849.13,1969.54,,1969.54,5566.78,20408,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,3K,Tatonduk Outfitters Limited d/b/a Tatonduk Flying Service,06860,D,4,1,1997,2
-30.63,353.66,423.68,746.70,1952.48,946.54,,,1005.93,73.52,1826.16,489.56,16.47,97.60,603.63,418.40,,,,,0.50,,34.80,768.83,804.13,,804.13,1826.16,19658,TKQ,Trans-Air-Link Corporation,TKQ,Trans-Air-Link Corporation,06889,S,4,1,1991,2
-27.25,926.20,432.73,1331.67,1094.91,504.35,,,590.56,,1922.23,1231.29,9.67,,1240.96,132.64,,,1005.48,,50.00,,78.03,-584.87,548.64,,548.64,1922.23,19812,LBQ,Millon Air Inc.,LBQ,Millon Air Inc.,06701,S,1,1,1993,4
-19.04,410.52,854.63,1246.11,449.02,353.99,,,95.03,11.19,1352.32,389.01,140.25,1342.04,1871.30,2185.07,,,,,60.00,,1455.80,-4219.86,-2704.05,,-2704.05,1352.32,20074,REQ,Renown Aviation,REQ,Renown Aviation,06771,S,1,1,1995,4
-17.76,1328.05,263.37,1573.66,4135.70,1564.32,,,2571.38,922.50,5067.54,5009.69,,891.74,5901.43,,6036.12,,,,12.25,,55.34,-6937.60,-6870.01,,-6870.01,5067.54,19684,INQ,Independent Air Inc.,INQ,Independent Air Inc.,06610,S,1,1,1990,2
-13.57,278.31,476.65,741.39,1442.51,1058.44,,,384.07,15.37,1140.83,946.56,3.32,61.75,1011.64,,,,0.50,,,,34.80,93.90,129.20,,129.20,1140.83,19658,TKQ,Trans-Air-Link Corporation,TKQ,Trans-Air-Link Corporation,06889,S,4,1,1997,4
-13.56,1.87,229.06,217.38,16304.90,9233.91,,,7071.00,,7288.38,1175.00,0.72,103.06,1278.78,,1364.10,5177.27,,,,,7944.86,-8476.64,-531.78,,-531.78,7288.38,20207,XP,TEM Enterprises dba  Avelo Airlines,XP,Casino Express,06143,S,4,1,1993,2
-11.38,210.04,500.45,699.11,1452.86,1076.44,,,376.42,15.65,1091.18,1202.81,3.62,35.42,1241.85,,,,,,0.50,,34.80,-185.97,-150.67,,-150.67,1091.18,19658,TKQ,Trans-Air-Link Corporation,TKQ,Trans-Air-Link Corporation,06889,S,4,1,1998,2
-11.38,216.11,516.28,721.02,1788.71,1386.64,,,402.07,9.32,1132.41,1038.36,5.71,18.11,1062.18,,,,,,0.50,,34.80,34.93,70.23,,70.23,1132.41,19658,TKQ,Trans-Air-Link Corporation,TKQ,Trans-Air-Link Corporation,06889,S,4,1,1997,2
-9.89,0.00,23.37,13.47,9581.77,9204.14,0.00,0.00,377.62,264.70,655.80,19.12,0.96,5.79,25.87,0.00,-369.18,0.00,0.00,,1.00,,9.00,989.10,999.10,0.00,999.10,655.80,21577,1TQ,Rhoades Aviation dba Transair,1TQ,Rhoades Aviation dba Transair,81003,S,4,1,2013,4
-9.89,0.00,23.37,13.47,9581.77,9204.14,0.00,0.00,377.62,264.70,655.80,19.12,0.96,5.79,25.87,0.00,-369.18,0.00,0.00,,1.00,,9.00,989.10,999.10,0.00,999.10,655.80,21577,1TQ,Rhoades Aviation dba Transair,1TQ,Rhoades Aviation dba Transair,81003,S,4,1,2016,4
-8.39,3231.47,365.01,3588.09,27502.16,2444.99,,,25057.17,13.92,28659.18,3848.98,26.25,,3875.23,,29629.56,0.56,,,,,,-4846.17,-4846.17,,-4846.17,28659.18,20169,L2,Lynden Air Cargo Airlines,L2,Lynden Air Cargo Airlines,06699,D,4,1,1997,4
-4.29,419.44,1052.84,1467.99,16965.95,12838.04,,,4127.92,,5595.90,1623.61,2.71,251.10,1877.41,,444.36,7938.69,9711.02,,,,,-14375.59,-4664.57,,-4664.57,5595.90,20207,XP,TEM Enterprises dba  Avelo Airlines,XP,Casino Express,06144,D,4,1,1994,4
-0.56,4864.82,14.93,4879.19,280.48,141.87,0.00,0.00,138.61,155.25,5173.05,652.63,16.33,1326.78,1995.74,0.00,0.00,0.00,0.00,,0.00,,1103.08,2074.24,3177.32,0.00,3177.32,5173.05,21754,2PQ,21 Air LLC,2PQ,21 Air LLC,01207,S,4,1,2018,4
-0.02,,,-0.02,,,,,,,-0.02,37.21,,51.91,89.12,347.32,5.00,,,,1.00,,,-442.46,-441.46,,-441.46,-0.02,20166,GFQ,Gulf And Caribbean Cargo,GFQ,Gulf And Caribbean Cargo,06564,S,4,1,2002,4
0.00,0.00,3.60,3.60,9955.00,9304.98,0.00,0.00,650.02,6413.76,7067.38,157.03,44.14,107.10,308.27,0.00,0.00,0.00,0.00,,1.00,,9.00,6749.11,6759.11,0.00,6759.11,7067.38,21577,1TQ,Rhoades Aviation dba Transair,1TQ,Rhoades Aviation dba Transair,81003,S,4,1,2019,4
0.00,0.00,5.52,5.52,11346.82,10127.70,0.00,0.00,1219.13,3820.47,5045.12,115.62,-18.92,34.99,131.70,0.00,0.00,0.00,0.00,,1.00,,9.00,4903.42,4913.42,0.00,4913.42,5045.12,21577,1TQ,Rhoades Aviation dba Transair,1TQ,Rhoades Aviation dba Transair,81003,S,4,1,2017,2
0.00,0.00,10.25,10.25,8896.50,8893.09,0.00,0.00,3.42,4881.57,4895.24,139.07,0.00,9.15,148.22,0.00,0.00,0.00,0.00,,1.00,,9.00,4737.02,4747.02,0.00,4747.02,4895.24,21577,1TQ,Rhoades Aviation dba Transair,1TQ,Rhoades Aviation dba Transair,81003,S,4,1,2015,4
0.00,861.32,34.40,895.72,167.63,52.39,0.00,0.00,115.25,1988.03,2998.99,2032.65,17.34,2036.96,4086.95,4441.83,0.00,0.00,0.00,,0.00,,885.00,-6414.79,-5529.79,0.00,-5529.79,2998.99,21754,2PQ,21 Air LLC,2PQ,21 Air LLC,01207,S,4,1,2020,4
0.06,10.50,,10.56,,,,,,,10.56,4.08,,,4.08,217.17,,,,,1.00,,,-211.69,-210.69,,-210.69,10.56,20166,GFQ,Gulf And Caribbean Cargo,GFQ,Gulf And Caribbean Cargo,06564,S,4,1,1999,4
0.31,52.00,1203.13,1255.44,776.36,383.72,,,392.64,,1648.08,104.53,,802.04,906.57,22485.38,,,,,,,,-21743.87,-21743.87,,-21743.87,1648.08,21492,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",1BQ,"Dynamic Airways, LLC",01164,S,4,1,2012,4
0.35,218.07,932.05,1150.47,19213.33,3592.55,,,15620.78,319.75,17091.00,1854.41,329.59,7492.23,9676.23,8409.92,,,,,0.10,,713.14,-1708.39,-995.15,,-995.15,17091.00,20399,PLQ,Planet Airways,PLQ,Planet Airways,06777,S,4,1,2002,2
1.00,,52.88,53.88,405.91,77.32,,,328.59,834.97,1217.44,2710.17,,38.07,2748.24,,,,,,1.00,-1.00,,-1531.81,-1530.81,,-1530.81,1217.44,20201,AMQ,Ameristar Air Cargo,AMQ,Ameristar Air Cargo,06055,D,4,1,2000,4
1.08,0.00,6.60,7.67,9585.84,9477.77,0.00,0.00,108.07,3989.55,4105.29,6.45,0.00,1.26,7.71,0.00,0.00,0.00,0.00,,1.00,,9.00,4087.58,4097.58,0.00,4097.58,4105.29,21577,1TQ,Rhoades Aviation dba Transair,1TQ,Rhoades Aviation dba Transair,81003,S,4,1,2014,4
1.10,20.63,469.43,491.16,11.48,11.48,,,,,491.16,189.00,,,189.00,821.31,,,,,0.50,,34.80,-554.46,-519.16,,-519.16,491.16,19658,TKQ,Trans-Air-Link Corporation,TKQ,Trans-Air-Link Corporation,06889,S,4,1,2001,4
1.23,53.57,1622.05,1676.85,816.85,312.64,,,504.22,,2181.07,567.47,,924.32,1491.79,21091.35,,,,,,,,-20402.06,-20402.06,,-20402.06,2181.07,21492,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",1BQ,"Dynamic Airways, LLC",01164,S,4,1,2012,2
1.28,186.96,81.79,270.03,,,,,,,270.03,300.27,,38.59,338.86,,-557.85,,,,5.00,,,484.02,489.02,,489.02,270.03,19647,JIQ,Jet Fleet Intl. Airlines,JIQ,Jet Fleet Intl. Airlines,06677,S,1,1,1991,4
1.50,3048.75,4104.55,7154.80,613.42,106.00,,,507.42,,7662.22,1013.00,,1212.25,2225.25,,9252.96,,,,,,,-3815.99,-3815.99,,-3815.99,7662.22,20305,PCQ,Pace Airlines,PCQ,Pace Airlines,06764,S,4,1,2001,4
1.64,2.21,39.84,43.69,,,,,,,43.69,66.09,,,66.09,342.55,,,,,1.00,,,-365.95,-364.95,,-364.95,43.69,20166,GFQ,Gulf And Caribbean Cargo,GFQ,Gulf And Caribbean Cargo,06564,S,4,1,2002,2
3.17,162.77,46.83,212.77,751.16,47.75,,,703.41,22.27,938.45,98.45,29.52,341.16,469.12,107.03,,,,,120.42,,,241.89,362.30,,362.30,938.45,20408,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,3K,Tatonduk Outfitters Limited d/b/a Tatonduk Flying Service,06860,D,4,1,1995,4
3.20,371.73,187.79,562.72,485.79,223.37,,,262.42,318.93,1144.06,42.60,,98.86,141.46,212.37,,,,,0.40,,1003.97,-214.13,790.24,,790.24,1144.06,20365,CZQ,Aviation Concepts,CZQ,Aviation Concepts,06045,S,4,1,2004,2
3.38,,,3.38,30.00,,,,30.00,,33.38,50.88,,,50.88,329.81,,,,,1.00,,,-348.31,-347.31,,-347.31,33.38,20166,GFQ,Gulf And Caribbean Cargo,GFQ,Gulf And Caribbean Cargo,06564,S,4,1,2001,4
3.59,31.32,136.46,171.36,11.48,11.48,,,,,171.36,32.85,,,32.85,450.56,,,,,0.50,,34.80,-347.35,-312.05,,-312.05,171.36,19658,TKQ,Trans-Air-Link Corporation,TKQ,Trans-Air-Link Corporation,06889,S,4,1,2000,2
4.13,11.55,34.69,50.37,14.35,14.35,,,,,50.37,271.70,47.65,328.79,648.14,-1203.89,,,,,5.00,,,601.12,606.12,,606.12,50.37,19647,JIQ,Jet Fleet Intl. Airlines,JIQ,Jet Fleet Intl. Airlines,06677,S,1,1,1991,2
4.36,36.01,864.63,905.00,433.93,323.43,,,110.51,12.19,1027.69,73.66,24.86,2149.45,2247.97,837.24,,,,,60.00,,1455.80,-3573.32,-2057.52,,-2057.52,1027.69,20074,REQ,Renown Aviation,REQ,Renown Aviation,06771,S,1,1,1995,2
4.86,420.33,438.61,863.80,1799.70,1338.12,,,461.57,29.69,1355.06,808.24,6.88,68.88,884.00,,,,,,0.50,,34.80,435.77,471.07,,471.07,1355.06,19658,TKQ,Trans-Air-Link Corporation,TKQ,Trans-Air-Link Corporation,06889,S,4,1,1995,4
5.06,446.62,188.26,639.94,2451.67,1454.75,,,996.92,,1636.86,748.03,,121.82,869.85,875.80,,,,,243.00,,596.64,-945.63,-106.00,2.79,-108.79,1636.86,19685,TPQ,Aerial Transit Company,TPQ,Aerial Transit Company,06001,S,1,1,1990,4
5.18,662.14,260.27,927.59,2309.47,1369.11,,,940.36,,1867.95,794.68,,121.89,916.57,860.86,,,,,243.00,,596.64,-746.33,93.31,2.79,90.52,1867.95,19685,TPQ,Aerial Transit Company,TPQ,Aerial Transit Company,06001,S,1,1,1990,2
5.31,31.68,,36.99,,,,,,,36.99,26.28,,,26.28,217.23,,,,,,,1.00,-207.52,-206.52,,-206.52,36.99,20166,GFQ,Gulf And Caribbean Cargo,GFQ,Gulf And Caribbean Cargo,06564,S,4,1,2001,2
6.04,185.26,333.79,525.09,12.53,0.87,,,11.66,54.15,590.90,39.84,11.11,442.51,493.46,,234.42,,,,300.00,,,-436.99,-136.99,,-136.99,590.90,20102,SFQ,Pacific International Airlines Inc.,SFQ,Sportsflight Airways Inc.,06824,S,1,1,1994,2
7.05,26.94,,33.98,,,,,,,33.98,8.45,,,8.45,198.17,,,,,1.00,,,-173.64,-172.64,,-172.64,33.98,20166,GFQ,Gulf And Caribbean Cargo,GFQ,Gulf And Caribbean Cargo,06564,S,4,1,2000,2
7.72,32.03,299.19,338.94,9664.87,607.60,,,9057.27,363.14,9759.35,9787.87,7.73,121.50,9917.10,,440.00,,,,49.93,,9595.30,-10242.98,-597.75,,-597.75,9759.35,20019,5J (1),Private Jet Expeditions,PJQ,Private Jet Expeditions,06761,S,2,2,1990,4
8.11,,,8.11,,,30.00,,30.00,,38.11,27.99,,,27.99,210.07,,,,,,,1.00,-200.95,-199.95,,-199.95,38.11,20166,GFQ,Gulf And Caribbean Cargo,GFQ,Gulf And Caribbean Cargo,06564,S,4,1,2000,4
8.30,5877.14,,5885.44,,,,,,,5885.44,,,26.16,26.16,,,,,,200.00,,6655.00,-995.72,5859.28,,5859.28,5885.44,19065,AJ,Air Micronesia Inc.,AJ,Air Micronesia Inc.,10025,P,1,1,1992,4
9.43,1982.84,,1992.27,3500.00,3500.00,,,,612.62,2604.89,4.21,153.35,44.33,201.89,,,,,,200.00,,,2263.00,2463.00,60.00,2403.00,2604.89,19065,AJ,Air Micronesia Inc.,AJ,Air Micronesia Inc.,10025,P,1,1,1990,4
9.69,205.58,4.14,219.40,107.64,,,,107.64,70.66,397.70,65.11,4.97,22.18,92.26,349.80,200.33,,,,0.60,,,-245.29,-244.69,,-244.69,397.70,20014,ECQ,Trans American Charter,ECQ,Trans American Charter,06892,S,1,1,1993,2
10.00,,,10.00,,,,,,235.20,245.20,,,,,,,,,,,,,245.20,245.20,,245.20,245.20,20305,PCQ,Pace Airlines,PCQ,Pace Airlines,06764,S,4,1,1997,4
10.00,-334.31,255.12,-69.19,962.64,879.33,,,83.31,247.33,261.45,7000.13,,337.70,7337.83,2833.30,,,,,10.10,,2338.12,-12257.90,-9909.67,,-9909.67,261.45,20093,CTQ,Custom Air Transport,CTQ,Custom Air Transport,06175,D,4,1,2002,4
10.00,-33.94,,-23.94,931.00,711.01,,,219.99,606.42,802.46,3607.84,,106.83,3714.67,3142.30,,,,,10.00,,4138.12,-10202.63,-6054.50,,-6054.50,802.46,20093,CTQ,Custom Air Transport,CTQ,Custom Air Transport,06175,D,4,1,2001,2
10.00,177.45,,187.45,909.00,564.95,,,344.05,595.63,1127.12,2819.19,,4824.90,7644.08,,,,,,10.10,,,-6527.07,-6516.97,,-6516.97,1127.12,20093,CTQ,Custom Air Transport,CTQ,Custom Air Transport,06175,D,4,1,2000,2
10.00,412.06,19.33,441.39,811.06,393.33,,,417.73,742.58,1601.69,2235.29,,156.22,2391.51,656.57,,,,,10.10,,,-1456.49,-1446.39,,-1446.39,1601.69,20093,CTQ,Custom Air Transport,CTQ,Custom Air Transport,06175,D,4,1,1999,2
10.00,537.56,,547.56,909.00,640.09,,,268.90,699.21,1515.67,5096.86,,138.24,5235.10,4611.40,,,10.10,,,,,-8340.93,-8330.83,,-8330.83,1515.67,20093,CTQ,Custom Air Transport,CTQ,Custom Air Transport,06175,D,4,1,2000,4
10.00,664.72,68.10,742.82,1017.66,898.00,,,119.66,264.53,1127.00,3723.73,,1917.34,5641.07,8850.68,,,,,10.10,,186.12,-13560.97,-13364.75,,-13364.75,1127.00,20093,CTQ,Custom Air Transport,CTQ,Custom Air Transport,06175,D,4,1,2003,2
10.00,1120.97,,1130.97,931.92,763.48,,,168.44,470.74,1770.15,5229.88,,37.04,5266.92,3260.04,,,,,10.10,,2338.12,-9105.03,-6756.81,,-6756.81,1770.15,20093,CTQ,Custom Air Transport,CTQ,Custom Air Transport,06175,D,4,1,2001,4
10.00,1693.00,143.92,1846.92,1133.53,925.33,,,208.21,186.73,2241.86,5268.51,,980.40,6248.91,10821.90,,,,,10.10,,186.12,-15025.17,-14828.94,,-14828.94,2241.86,20093,CTQ,Custom Air Transport,CTQ,Custom Air Transport,06175,D,4,1,2003,4
10.03,364.66,141.62,516.31,41.00,,,,41.00,3524.00,4081.31,1219.31,115.00,,1334.31,,5252.00,,,,,,,-2505.00,-2505.00,,-2505.00,4081.31,20006,CPQ,Capitol Air Express Inc.,CPQ,Capitol Air Express Inc.,06159,S,1,1,1994,2
