NET_INCOME,OP_PROFIT,OP_REVENUE_SCH_PAX,OP_REVENUE_SCH_OTH,OP_REVENUE_NON_SCH,OP_REVENUE_PUB_SVC,OP_REVENUE_OTHER,OP_REVENUE,OP_EXPENSE_FLYING,OP_EXPENSE_MAINT,OP_EXPENSE_ADMIN,DEPR_PR_EQ_OWNED,DEPR_PR_EQ_LEASED,TRANS_EXPENSE,OP_EXPENSE,NON_OP_INT_EXP,NON_OP_EXP_OTH,TAX,EXTRA_ITEMS,AIRLINE_ID,UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,CARRIER,CARRIER_NAME,UNIQUE_CARRIER_ENTITY,REGION,CARRIER_GROUP_NEW,CARRIER_GROUP,YEAR,QUARTER
657.88,657.88,,,5435.95,,,5435.95,2153.36,1309.26,52.58,908.89,353.97,,4778.06,,,,,20201,AMQ,Ameristar Air Cargo,AMQ,Ameristar Air Cargo,06055,D,4,1,2007,2
659.62,833.70,44.25,6505.44,1789.69,,111.13,8450.51,2861.42,1628.79,2789.69,235.00,4.70,97.20,7616.80,-186.34,12.25,,,20408,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,3K,Tatonduk Outfitters Limited d/b/a Tatonduk Flying Service,06860,D,4,1,1998,4
664.18,805.59,33.90,4542.72,892.18,,1.72,5470.52,2289.46,1180.29,1096.10,99.09,,,4664.94,-141.40,,,,20408,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,3K,Tatonduk Outfitters Limited d/b/a Tatonduk Flying Service,06860,D,4,1,1997,2
664.41,661.88,,,4159.67,458.91,,4618.58,3333.42,254.96,363.45,1.69,,3.18,3956.70,,2.54,,,20425,VIQ (1),Viscount Air Service Inc.,VIQ,Viscount Air Service Inc.,06918 (1),S,1,1,1994,2
666.52,1211.52,,,13989.92,,,13989.92,8042.37,3252.16,729.43,449.96,304.48,,12778.40,-523.25,42.83,,-64.58,20421,SLQ,Sky King Inc.,SLQ,Sky King Inc.,06039,D,4,1,2004,2
669.74,521.18,,,6582.52,,25919.02,32501.54,3485.59,1269.48,1195.54,71.06,,25958.70,31980.36,,148.56,,,21518,1EQ,"KaiserAir, Inc.",1EQ,"KaiserAir, Inc.",01162,D,4,1,2011,4
672.71,729.02,,,2762.82,,7.28,2770.10,886.16,434.91,691.95,25.30,,2.77,2041.08,-84.38,28.07,,,19787,FDQ,Great American Airways,FDQ,Great American Airways,06549,S,1,1,1992,2
672.97,1181.51,,,10765.86,1228.03,125.96,12119.85,5472.95,4143.74,814.80,506.84,,,10938.33,-54.54,,454.00,,19998,SI,Sierra Pacific Airlines,SI,Sierra Pacific Airlines,06798,D,4,1,1992,4
675.95,685.38,,,8269.86,,,8269.86,4724.19,2222.65,636.98,0.66,,,7584.48,-27.70,18.27,,,20400,PT (1),Capital Cargo International,CCQ,Capital Cargo International,06164,S,4,1,1997,4
676.14,779.32,,,10466.78,,,10466.78,6243.98,1784.47,657.37,319.44,682.20,,9687.46,-173.67,70.48,,,20177,PFQ,Asia Pacific,PFQ,Asia Pacific,06069,S,4,1,2003,4
676.44,706.22,,,8880.18,,0.00,8880.18,2878.90,1869.06,893.06,342.94,2190.00,,8173.97,-29.78,0.00,,,21518,1EQ,"KaiserAir, Inc.",1EQ,"KaiserAir, Inc.",01162,D,4,1,2017,4
676.57,628.13,,,,,1921.99,1921.99,,,1266.83,27.03,,,1293.86,48.44,,,,20365,CZQ,Aviation Concepts,CZQ,Aviation Concepts,06044,D,4,1,2006,2
700.36,1086.13,,,13630.86,,,13630.86,6838.02,440.98,1443.34,11.51,3810.88,,12544.73,-0.03,2.85,388.59,,20166,GFQ,Gulf And Caribbean Cargo,GFQ,Gulf And Caribbean Cargo,06565,D,4,1,2006,4
702.48,702.48,,,3403.52,,,3403.52,1411.59,881.89,65.29,342.27,,,2701.04,,,,,20201,AMQ,Ameristar Air Cargo,AMQ,Ameristar Air Cargo,06055,D,4,1,2009,4
703.40,913.23,,,803.33,,4937.07,5740.40,2869.75,641.90,1151.79,163.74,,,4827.17,-167.20,-42.63,,,21161,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",09Q,"Swift Air, LLC",01130,D,4,1,2010,2
728.33,1386.15,,,5875.47,,48.12,5923.59,2336.99,982.07,468.38,750.00,,,4537.44,-93.71,-0.24,563.87,,19998,SI,Sierra Pacific Airlines,SI,Sierra Pacific Airlines,06798,D,4,1,2003,4
729.41,729.41,,,4510.15,,126.22,4636.37,2155.28,1084.06,667.61,0.00,,0.00,3906.96,,0.00,,,21518,1EQ,"KaiserAir, Inc.",1EQ,"KaiserAir, Inc.",01162,D,4,1,2013,4
729.55,759.29,244.00,,8758.03,,104.91,9106.94,3662.32,1557.18,2073.48,1000.95,,53.72,8347.65,-102.84,73.09,,,19787,FDQ,Great American Airways,FDQ,Great American Airways,06549,S,1,1,1994,2
731.23,1674.37,,11051.64,,,,11051.64,5142.81,1450.65,1437.65,1346.16,,,9377.27,-693.57,-249.57,,,20299,JX (2),Southeast Airlines,JX,Southeast Airlines,06850,D,4,1,2001,2
734.69,1217.03,,,6385.05,,,6385.05,3465.06,1139.86,536.80,26.30,,,5168.02,5.75,-5.10,483.00,,19998,SI,Sierra Pacific Airlines,SI,Sierra Pacific Airlines,06798,D,4,1,2013,4
735.98,1129.57,14976.57,,15616.03,,4335.20,34927.79,10938.25,6117.25,14396.68,,2346.05,,33798.23,-696.67,303.08,,,20368,G4,Allegiant Air,G4,Allegiant Air,06035,D,4,1,2003,4
743.30,-238.68,,,11226.91,,,11226.91,4608.43,2982.12,2921.58,,953.47,,11465.59,-11.53,993.52,,,20405,N8,National Air Cargo Group Inc d/ba National Airlines,MRQ,Murray Air,07029,D,4,1,2007,4
762.00,1172.91,780.00,,7070.36,,30.00,7880.36,2034.61,1825.75,2107.43,739.68,,,6707.46,-464.66,53.75,,,20106,SM,Sunworld International Airlines,SM,Sunworld International Airlines,06852,S,4,1,1999,2
780.01,1004.24,,,691.37,,4844.95,5536.32,2809.81,607.96,929.96,184.35,,,4532.08,-180.89,-43.35,,,21161,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",09Q,"Swift Air, LLC",01130,D,4,1,2009,4
784.04,300.28,6544.36,,10953.10,,1738.27,19235.73,5955.87,3009.90,7769.29,,2200.39,,18935.45,-134.15,618.70,0.80,,20368,G4,Allegiant Air,G4,Allegiant Air,06035,D,4,1,2003,2
788.71,1111.43,,,10438.18,,264.32,10702.49,6103.55,1898.61,1585.28,3.63,,,9591.07,,17.29,340.00,,20402,GL,Miami Air International,MMQ,Miami Air International,06691,S,4,1,1992,2
797.68,482.76,,,12041.08,,,12041.08,7417.54,2033.23,921.25,1186.30,,,11558.33,-52.46,367.39,,,20177,PFQ,Asia Pacific,PFQ,Asia Pacific,06069,S,4,1,2009,4
810.00,1124.00,,,22554.00,,,22554.00,12472.00,5245.00,3665.00,48.00,,,21430.00,,-314.00,,,20203,FCQ,Falcon Air Express,FCQ,Falcon Air Express,06399,S,4,1,2000,4
812.76,794.26,,,16637.16,,,16637.16,6502.25,6952.48,2118.90,269.27,,,15842.90,-10.20,28.70,,,20308,WE,Centurion Cargo Inc.,WE,Centurion Cargo Inc.,16180,L,4,1,2004,4
815.02,806.23,,,12100.68,,983.49,13084.17,7463.94,2374.83,2345.67,23.31,2.01,68.18,12277.94,8.79,,,,20147,T9,TransMeridian Airlines,T9,TransMeridian Airlines,06885,S,4,1,1996,2
815.89,744.10,,,7421.31,,,7421.31,4105.80,472.15,1239.17,,860.08,,6677.21,,71.79,,,20372,KLQ,Kalitta Charters II,KLQ,Kalitta Charters II,01141,S,4,1,2007,4
825.72,970.97,,,13573.48,,,13573.48,9726.76,1347.07,1528.67,,,,12602.50,-8.15,60.94,198.04,,19972,HCQ,Av Atlantic,HCQ,Av Atlantic,06091,S,1,1,1995,2
826.76,1394.88,,,6375.60,,34.81,6410.41,2924.74,893.68,447.11,750.00,,,5015.53,-8.11,-6.00,554.00,,19998,SI,Sierra Pacific Airlines,SI,Sierra Pacific Airlines,06798,D,4,1,2005,4
829.34,1370.52,,,24200.07,,,24200.07,15512.13,3536.13,1154.42,2419.48,207.40,,22829.55,-541.18,,,,20177,PFQ,Asia Pacific,PFQ,Asia Pacific,06070,D,4,1,2007,4
829.76,829.76,,,3089.03,,,3089.03,1003.11,595.68,101.25,179.24,380.00,,2259.27,,,,,20201,AMQ,Ameristar Air Cargo,AMQ,Ameristar Air Cargo,06055,D,4,1,2003,4
830.50,830.50,,,7284.98,,,7284.98,3176.97,2178.16,140.52,637.83,321.00,,6454.48,,,,,20201,AMQ,Ameristar Air Cargo,AMQ,Ameristar Air Cargo,06815,S,4,1,2014,4
836.08,624.47,,,7972.52,,,7972.52,3338.67,3105.31,813.85,90.23,,,7348.05,,211.61,,,20377,X9,Omni Air International LLC,X9,Omni Air Express,06736,S,1,1,1997,4
838.26,877.97,,,3149.30,,,3149.30,722.58,924.74,184.23,439.79,,,2271.33,-47.18,7.48,,,20377,X9,Omni Air International LLC,X9,Omni Air Express,06736,S,1,1,1994,2
840.58,820.81,,,7748.24,,,7748.24,3587.06,247.34,1031.20,,2061.82,,6927.43,,19.77,,,20372,KLQ,Kalitta Charters II,KLQ,Kalitta Charters II,01141,S,4,1,2006,2
842.78,852.75,,,,6817.70,148.33,6966.03,4881.20,30.21,1201.86,,,,6113.28,-37.39,27.42,,,20191,FNQ,Fine Airlines Inc.,FNQ,Fine Airlines Inc.,06450,S,4,1,1993,2
846.20,-2198.87,5636.39,,668.11,,,6304.50,2993.91,1302.35,4145.35,61.77,,,8503.38,-3.48,3484.48,435.92,,20416,NK,Spirit Air Lines,NK,Spirit Air Lines,06830,D,1,1,1992,4
847.11,847.11,0.00,0.00,9948.40,0.00,44.17,9992.57,7036.24,681.04,1409.22,18.96,0.00,0.00,9145.45,0.00,0.00,0.00,0.00,21875,37Q,"Eastern Air Express, LLC (EAX)",37Q,"Hillwood Airways, LLC  f/k/a   ATX Air Services, LLC",01225,S,4,1,2020,2
852.32,-535.97,,,2844.07,,,2844.07,926.33,1151.58,393.43,908.70,,,3380.04,-129.02,1517.31,,,20377,X9,Omni Air International LLC,X9,Omni Air Express,06736,S,1,1,1995,2
872.27,1063.67,,,10359.37,,409.70,10769.07,3827.60,3259.20,1736.44,441.37,,440.79,9705.40,-355.57,164.18,,,20284,TCQ,Express.Net Airlines,TCQ,Trans Continental Airlines,06895,S,4,1,1996,4
915.94,920.14,,,10257.84,,0.00,10257.84,1886.71,3473.19,678.94,24.80,3274.06,,9337.70,-22.30,18.09,,,21518,1EQ,"KaiserAir, Inc.",1EQ,"KaiserAir, Inc.",01162,D,4,1,2023,4
918.62,930.46,,,6200.44,,,6200.44,3605.13,986.51,391.58,286.74,,,5269.97,-11.84,,,,20093,CTQ,Custom Air Transport,CTQ,Custom Air Transport,06175,D,4,1,1998,4
921.73,956.42,,,8490.38,,393.28,8883.65,2495.52,3832.20,1503.89,95.63,,,7927.23,-34.69,,,,20195,WI,Sky Lease Cargo,WI,Tradewinds Airlines,06882,S,4,1,1999,4
934.48,1075.87,,,9911.42,,828.69,10740.11,2694.28,3750.97,1346.51,,1140.00,732.49,9664.24,-141.38,,,,20203,FCQ,Falcon Air Express,FCQ,Falcon Air Express,06399,S,4,1,2011,2
940.79,931.62,,,8491.55,9.38,,8500.93,6352.76,960.35,228.21,28.00,,,7569.31,9.17,,,,20415,NA,North American Airlines,XG,North American Airlines,06730,D,1,1,1991,2
959.67,513.52,47.76,0.17,7038.85,,70.43,7157.21,3006.16,422.22,,,1941.75,1273.57,6643.69,-13.75,459.90,,,20097,OI,Prestige Airways,OI,Paradise Airways,06753,D,1,1,1995,4
972.04,989.32,,,5056.58,,,5056.58,2973.92,783.34,219.95,90.05,0.00,,4067.27,,0.23,17.50,,21577,1TQ,Rhoades Aviation dba Transair,1TQ,Rhoades Aviation dba Transair,81003,S,4,1,2014,4
1005.74,1005.74,,,4285.62,,,4285.62,1123.01,1100.85,176.05,461.73,418.23,,3279.88,,,,,20201,AMQ,Ameristar Air Cargo,AMQ,Ameristar Air Cargo,06055,D,4,1,2004,4
1011.57,1033.11,,,6009.37,,,6009.37,2847.29,321.22,456.40,,,1351.34,4976.25,,16.05,37.60,,19972,HCQ,Av Atlantic,HCQ,Av Atlantic,06091,S,1,1,1992,2
1026.88,1067.91,,,6571.42,,,6571.42,2874.57,1684.05,933.52,11.38,,,5503.52,4.73,482.79,528.55,,19998,SI,Sierra Pacific Airlines,SI,Sierra Pacific Airlines,06798,D,4,1,2016,2
1030.60,1188.98,,,7799.57,,1106.70,8906.27,3526.51,1557.37,1246.25,178.53,,1208.64,7717.30,-199.41,41.04,,,20284,TCQ,Express.Net Airlines,TCQ,Trans Continental Airlines,06895,S,4,1,1996,2
1033.41,1485.66,6578.31,447.84,30188.83,0.00,0.00,37214.98,26506.53,4914.01,3001.36,1108.40,199.03,0.00,35729.32,-341.74,-110.51,0.00,,21712,2HQ,Elite Airways LLC,2HQ,Elite Airways LLC,01200,D,4,1,2016,4
1044.79,1025.50,,,7687.46,,159.74,7847.20,2427.31,1833.60,1042.28,378.50,1140.00,0.00,6821.70,19.29,0.00,,,21518,1EQ,"KaiserAir, Inc.",1EQ,"KaiserAir, Inc.",01162,D,4,1,2016,2
1046.29,1616.16,,,6259.21,,,6259.21,3282.51,752.90,584.11,23.53,,,4643.05,3.27,-0.14,573.00,,19998,SI,Sierra Pacific Airlines,SI,Sierra Pacific Airlines,06798,D,4,1,2014,4
1053.45,1492.94,,,17043.39,,10.83,17054.22,9592.05,4087.67,1301.19,580.37,,,15561.28,-464.90,25.41,,,20203,FCQ,Falcon Air Express,FCQ,Falcon Air Express,06399,S,4,1,1999,2
1054.90,1054.90,,,6133.92,,,6133.92,2333.57,192.21,648.37,,1904.89,,5079.03,,,,,20372,KLQ,Kalitta Charters II,KLQ,Kalitta Charters II,01141,S,4,1,2004,4
1060.10,1330.11,2149.04,200.46,21481.84,,,23831.34,13078.50,2647.32,6535.39,240.02,,,22501.23,-290.57,20.56,,,20050,WA,Worldwide Airlines Services,WA,Worldwide Airlines Services,06945,S,1,1,1993,4
1103.17,1115.57,,,7744.42,0.00,720.00,8464.42,5272.24,1432.83,323.05,320.73,0.00,,7348.86,,,12.40,,21577,1TQ,Rhoades Aviation dba Transair,1TQ,Rhoades Aviation dba Transair,81003,S,4,1,2016,2
1106.63,1106.63,,,1610.79,,,1610.79,1489.24,893.76,118.95,532.20,-2530.00,,504.15,,,,,20201,AMQ,Ameristar Air Cargo,AMQ,Ameristar Air Cargo,06055,D,4,1,2008,4
1112.96,1243.20,2944.88,,10369.40,,963.08,14277.37,5252.58,1983.66,5105.75,64.33,3.17,624.69,13034.17,-35.66,-94.58,,,20146,SPQ,Sun Pacific International,SPQ,Sun Pacific International,06796,S,4,1,1997,2
1123.02,1144.94,,,8666.78,0.00,750.00,9416.78,4890.97,2754.92,392.94,233.01,0.00,,8271.84,-0.31,0.00,21.61,,21577,1TQ,Rhoades Aviation dba Transair,1TQ,Rhoades Aviation dba Transair,81003,S,4,1,2017,2
1126.60,1278.89,49.38,5665.35,1358.97,,174.02,7247.72,2710.52,1196.04,1876.98,185.29,,,5968.83,-149.41,-2.88,,,20408,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,3K,Tatonduk Outfitters Limited d/b/a Tatonduk Flying Service,06860,D,4,1,1997,4
1145.88,1241.52,,,8501.24,,,8501.24,3760.75,1759.23,1135.51,604.24,,,7259.72,55.88,154.48,306.00,,19998,SI,Sierra Pacific Airlines,SI,Sierra Pacific Airlines,06798,D,4,1,2019,4
1150.43,2280.42,,,17693.62,,,17693.62,8838.27,4038.54,1436.22,1008.62,91.55,,15413.20,-1054.16,5.21,81.04,,20400,PT (1),Capital Cargo International,CCQ,Capital Cargo International,06164,S,4,1,1999,4
1162.00,1155.00,,,,,9047.00,9047.00,,,,,,7892.00,7892.00,,7.00,,,20190,9S,Southern Air Inc.,9S,Southern Air Inc.,06840,S,1,1,2000,2
1164.46,1179.17,,,6274.00,0.00,0.00,6274.00,3885.89,851.94,293.22,63.78,0.00,,5094.84,,,14.71,,21577,1TQ,Rhoades Aviation dba Transair,1TQ,Rhoades Aviation dba Transair,81003,S,4,1,2015,2
1169.01,1362.76,,,11659.59,0.00,750.00,12409.59,5822.68,4674.82,424.10,125.23,0.00,,11046.83,,,193.75,,21577,1TQ,Rhoades Aviation dba Transair,1TQ,Rhoades Aviation dba Transair,81003,S,4,1,2019,4
1176.52,1563.20,,,5273.60,0.00,0.00,5273.60,2538.89,949.03,207.48,15.00,0.00,0.00,3710.40,-37.05,-349.63,0.00,0.00,21754,2PQ,21 Air LLC,2PQ,21 Air LLC,01207,S,4,1,2017,4
1179.74,1179.34,,,3279.26,,,3279.26,1713.22,,369.52,,,17.18,2099.91,,0.39,,,20406,BNQ,NetJets Large Aircraft Company L.L.C.,BNQ,NetJets Large Aircraft Company L.L.C.,07022,D,4,1,2010,2
1186.76,1412.18,19384.99,,,,1465.93,20850.91,7128.04,3426.58,8763.73,120.39,,,19438.74,,87.29,312.70,,20416,NK,Spirit Air Lines,NK,Spirit Air Lines,06830,D,1,1,1994,4
1190.00,1190.00,,,6556.57,,,6556.57,2791.59,1709.37,118.20,564.41,183.00,,5366.56,,,,,20201,AMQ,Ameristar Air Cargo,AMQ,Ameristar Air Cargo,06815,S,4,1,2018,2
1193.72,1215.93,,,9955.35,,0.00,9955.35,2893.88,2395.26,1001.66,374.13,2074.49,,8739.42,-22.21,0.00,,,21518,1EQ,"KaiserAir, Inc.",1EQ,"KaiserAir, Inc.",01162,D,4,1,2019,2
1201.00,448.00,,,10695.00,,,10695.00,4290.00,2302.00,1961.00,356.00,,1338.00,10247.00,-99.00,-46.00,,898.00,20299,JX (2),Southeast Airlines,JX,Southeast Airlines,06850,D,4,1,2001,4
1223.01,1223.01,,,22053.11,82.74,,22135.85,7618.93,10956.38,1783.05,489.76,,64.72,20912.84,,,,,20344,RD,Ryan International Airlines,RYQ,Ryan International Airlines,06789,S,1,1,1993,4
1226.02,1226.02,,,3648.78,,,3648.78,2172.66,,254.07,,,-3.97,2422.76,,,,,20406,BNQ,NetJets Large Aircraft Company L.L.C.,BNQ,BNJ Charter Company,07022,D,4,1,2004,2
1229.54,1254.70,,,9982.41,,0.00,9982.41,3219.81,2696.15,457.71,374.04,1980.00,,8727.71,-25.16,0.00,,,21518,1EQ,"KaiserAir, Inc.",1EQ,"KaiserAir, Inc.",01162,D,4,1,2018,4
1243.44,1613.38,,,7936.72,,,7936.72,3368.18,1728.71,937.28,289.18,,,6323.34,4.20,295.87,670.00,,19998,SI,Sierra Pacific Airlines,SI,Sierra Pacific Airlines,06798,D,4,1,2017,4
1244.73,1244.73,,,6689.78,,,6689.78,2932.76,1197.92,156.62,836.75,321.00,,5445.05,,,,,20201,AMQ,Ameristar Air Cargo,AMQ,Ameristar Air Cargo,06815,S,4,1,2015,2
1258.74,2269.53,,,29324.43,,,29324.43,22353.76,2886.55,1548.43,266.16,,,27054.90,-57.38,-198.47,754.94,,20019,5J (1),Private Jet Expeditions,PJQ,Private Jet Expeditions,06761,S,2,2,1992,2
1259.00,4331.00,76076.00,8924.00,73.00,,1804.00,86877.00,24880.00,14121.00,41230.00,376.00,1117.00,822.00,82546.00,-5037.00,1667.00,-298.00,,20017,CS,Continental Micronesia,CS,Continental Micronesia,16192,P,2,2,1993,2
1289.00,3691.00,,,33326.00,,,33326.00,17139.00,5701.00,6737.00,58.00,,,29635.00,-166.00,-36.00,2200.00,,20299,JX (2),Southeast Airlines,JX,Sun Jet International Inc.,06850,D,4,1,1995,4
1293.34,1293.34,,,9757.34,,12566.81,22324.15,3534.73,4421.46,1249.36,3.13,,11822.12,21030.80,,,,,20344,RD,Ryan International Airlines,RYQ,Ryan International Airlines,06789,S,1,1,1994,4
1331.90,-788.37,,397.38,10377.81,,,10775.18,5762.82,4169.70,1235.97,69.15,325.91,,11563.55,-49.24,983.58,,1185.92,20421,SLQ,Sky King Inc.,SLQ,Sky King Inc.,06039,D,4,1,2007,2
1350.73,1578.42,,,12303.65,,,12303.65,7098.78,1913.18,880.20,298.88,534.20,,10725.23,-271.42,43.73,,,20177,PFQ,Asia Pacific,PFQ,Asia Pacific,06069,S,4,1,2002,4
1370.34,1629.07,,,1016.08,,5196.79,6212.86,2902.06,569.21,938.90,173.62,,,4583.79,-177.94,-80.79,,,21161,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",09Q,"Swift Air, LLC",01130,D,4,1,2009,2
1393.52,1393.52,,,26223.01,,,26223.01,9718.64,11210.89,3335.41,564.55,,,24829.49,,,,,20344,RD,Ryan International Airlines,RYQ,Ryan International Airlines,06789,S,1,1,1992,4
1393.55,1393.55,,,13780.69,,12181.68,25962.37,6551.45,5041.39,1793.86,9.87,,11172.25,24568.82,,,,,20344,RD,Ryan International Airlines,RYQ,Ryan International Airlines,06789,S,1,1,1995,4
1421.68,1816.39,,,6908.57,,,6908.57,3651.99,1188.47,287.33,-35.61,,,5092.19,-395.47,0.76,,,19969,XPQ,International Cargo Xpress,XPQ,International Cargo Xpress,06619,S,1,1,1993,4
1453.97,1244.34,,,13086.71,,,13086.71,7003.46,2591.98,940.98,1257.96,48.00,,11842.37,-61.22,270.85,,,20177,PFQ,Asia Pacific,PFQ,Asia Pacific,06069,S,4,1,2009,2
1454.85,1869.20,,,10037.40,,,10037.40,4357.48,2025.05,1180.31,605.35,,,8168.20,27.64,-1.00,441.00,,19998,SI,Sierra Pacific Airlines,SI,Sierra Pacific Airlines,06798,D,4,1,2019,2
1456.77,2006.48,,,11881.43,0.00,875.00,12756.43,6204.31,3881.50,465.24,198.90,0.00,,10749.94,,,549.72,,21577,1TQ,Rhoades Aviation dba Transair,1TQ,Rhoades Aviation dba Transair,81003,S,4,1,2018,4
1473.12,1464.47,,,19687.36,,88.32,19775.68,6233.85,4830.36,4843.82,860.56,1542.61,,18311.21,-0.24,8.89,,,20370,KAQ,Kalitta Air LLC,KAQ,Kalitta Air LLC,06683,D,4,1,2002,2
1475.25,1785.57,,,18591.39,,,18591.39,8701.26,4051.76,2922.92,1129.88,,,16805.82,-347.83,37.51,,,19969,XPQ,International Cargo Xpress,XPQ,International Cargo Xpress,06619,S,1,1,1994,2
1486.12,1480.15,,,4932.33,,,4932.33,2996.57,,455.60,,,,3452.17,,5.96,,,20406,BNQ,NetJets Large Aircraft Company L.L.C.,BNQ,NetJets Large Aircraft Company L.L.C.,06041,S,4,1,2009,2
1503.44,1201.11,,,10058.03,,,10058.03,5799.58,1111.16,1239.90,539.30,166.97,,8856.92,-28.57,73.88,,257.03,20421,SLQ,Sky King Inc.,SLQ,Sky King Inc.,06038,S,4,1,2006,2
1509.04,1430.53,,,6508.78,,,6508.78,4350.89,,727.06,,,0.31,5078.25,,78.51,,,20406,BNQ,NetJets Large Aircraft Company L.L.C.,BNQ,NetJets Large Aircraft Company L.L.C.,07022,D,4,1,2007,2
1529.05,1342.75,,,6068.46,,,6068.46,1857.52,2124.23,550.90,193.06,,,4725.70,,186.30,,,20377,X9,Omni Air International LLC,X9,Omni Air Express,06736,S,1,1,1996,4
1540.77,1540.77,,,5124.54,,,5124.54,3314.78,,269.00,,,,3583.78,,,,,20406,BNQ,NetJets Large Aircraft Company L.L.C.,BNQ,BNJ Charter Company,07022,D,4,1,2003,4
1541.92,1541.92,,,4156.73,,,4156.73,2362.79,,245.77,,,6.27,2614.82,,,,,20406,BNQ,NetJets Large Aircraft Company L.L.C.,BNQ,BNJ Charter Company,07022,D,4,1,2003,2
1568.92,1568.92,,,8218.10,,27.33,8245.44,1892.14,1786.72,692.86,,2266.37,38.43,6676.51,,,,,20203,FCQ,Falcon Air Express,FCQ,Falcon Air Express,06399,S,4,1,1998,2
1571.59,1571.59,,,5456.42,,,5456.42,2057.14,717.54,122.45,802.39,183.00,,3884.82,,,,,20201,AMQ,Ameristar Air Cargo,AMQ,Ameristar Air Cargo,06815,S,4,1,2020,4
1574.73,1519.54,,,9885.67,,0.00,9885.67,2740.15,1987.83,1144.12,374.04,2120.00,,8366.13,-27.25,82.44,,,21518,1EQ,"KaiserAir, Inc.",1EQ,"KaiserAir, Inc.",01162,D,4,1,2018,2
1602.10,2220.24,,,13404.80,,,13404.80,5856.35,3757.40,1197.77,373.04,,,11184.56,-589.62,-28.51,,,20400,PT (1),Capital Cargo International,CCQ,Capital Cargo International,06164,S,4,1,1998,4
1641.00,1733.00,,,,,27267.00,27267.00,4443.00,10606.00,4283.00,339.00,5863.00,,25534.00,-136.00,70.00,26.00,,20190,9S,Southern Air Inc.,9S,Southern Air Inc.,06840,S,1,1,2000,4
1661.14,1661.14,,,16349.65,,14364.52,30714.17,4933.93,10201.52,640.47,0.98,,13276.13,29053.03,,,,,20344,RD,Ryan International Airlines,RYQ,Ryan International Airlines,06789,S,1,1,1994,2
1694.19,2674.04,,,17959.62,,,17959.62,11541.72,830.37,2673.17,240.32,,,15285.58,-100.47,30.29,909.66,,20166,GFQ,Gulf And Caribbean Cargo,GFQ,Gulf And Caribbean Cargo,06564,S,4,1,2010,2
1697.49,1214.52,,,8016.22,,,8016.22,3464.04,1575.34,1158.23,604.09,,,6801.70,13.51,915.46,446.00,,19998,SI,Sierra Pacific Airlines,SI,Sierra Pacific Airlines,06798,D,4,1,2018,4
1727.07,2084.54,,,17383.31,,195.23,17578.55,4386.94,5351.72,2178.45,,2100.21,1476.68,15494.01,-357.47,,,,20203,FCQ,Falcon Air Express,FCQ,Falcon Air Express,06399,S,4,1,2012,4
1748.15,1735.24,,,12216.84,,74.28,12291.12,5341.34,1485.07,3094.90,606.56,,28.02,10555.89,-115.87,128.78,,,19787,FDQ,Great American Airways,FDQ,Great American Airways,06549,S,1,1,1994,4
1762.22,1752.85,,,4511.70,,,4511.70,916.89,750.04,84.25,247.67,760.00,,2758.86,,9.38,,,20201,AMQ,Ameristar Air Cargo,AMQ,Ameristar Air Cargo,06055,D,4,1,2002,4
1776.99,1776.99,,,26174.28,689.78,,26864.06,8777.55,12590.97,2659.70,363.41,,695.45,25087.07,,,,,20344,RD,Ryan International Airlines,RYQ,Ryan International Airlines,06789,S,1,1,1993,2
1789.35,1746.15,,,4533.60,,,4533.60,998.40,634.58,45.33,349.14,760.00,,2787.45,,43.20,,,20201,AMQ,Ameristar Air Cargo,AMQ,Ameristar Air Cargo,06055,D,4,1,2002,2
1809.00,1809.00,13411.00,,,,,13411.00,9367.00,1348.00,887.00,,,,11602.00,,,,,20299,JX (2),Southeast Airlines,JX,Sun Jet International Inc.,06850,D,4,1,1994,2
1818.96,1818.96,,,7375.53,,,7375.53,2822.34,1425.60,835.06,290.57,183.00,,5556.57,,,,,20201,AMQ,Ameristar Air Cargo,AMQ,Ameristar Air Cargo,06815,S,4,1,2022,2
1834.43,2829.87,,,8054.41,,,8054.41,3122.46,1019.09,887.49,195.51,,,5224.54,4.71,-12.14,988.00,,19998,SI,Sierra Pacific Airlines,SI,Sierra Pacific Airlines,06798,D,4,1,2016,4
1873.31,1919.07,,,15076.15,,409.10,15485.25,4483.28,2763.03,4065.74,517.98,1736.15,,13566.18,-112.53,66.78,,,20370,KAQ,Kalitta Air LLC,KAQ,Kalitta Air LLC,06683,D,4,1,2001,4
1936.72,1936.72,,,7875.21,,,7875.21,2780.49,1468.77,115.48,1282.75,291.00,,5938.48,,,,,20201,AMQ,Ameristar Air Cargo,AMQ,Ameristar Air Cargo,06815,S,4,1,2012,4
