CASH,SHORT_TERM_INV,NOTES_RECEIVABLE,ACCTS_RECEIVABLE,ACCTS_NOT_COLLECT,NOTES_ACC_REC_NET,PARTS_SUPPLIES_NET,PREPAID_ITEMS,CURR_ASSETS_OTH,CURR_ASSETS,INVEST_ASSOC_COMP,INVEST_REC_OTH,SPECIAL_FUNDS,INVEST_SPEC_FUNDS,FLIGHT_EQUIP,PROP_EQUIP_GROUND,DEPR_PR_EQ_GROUND,PROP_EQUIP_NET,LAND,EQUIP_DEP_ADV_PAY,CONSTRUCTION,LEASED_PROP_CAP,LEASED_PROP_ACC,PROP_EQUIP,PROP_EQUIP_NON_OP,DEPR_PR_EQ_NON_OP,PROP_EQUIP_NO_TOT,PRE_PAY_LONG_TERM,NON_AMORT_DEV,ASSETS_OTH_DEF,ASSETS_OTHER,ASSETS,LONG_DEBT_CUR_MAT,NOTES_PAY_BANKS,NOTES_PAY_OTHER,ACCTS_PAY_TRADE,ACCTS_PAY_OTHER,CURR_OB_CAP_LEASE,ACCR_SALARIES,ACCR_VACATION,ACCR_INTEREST,ACCR_TAXES,DIVIDENDS,LIAB_AIR_TRAFFIC,CURR_LIAB_OTH,CURR_LIABILITIES,LONG_TERM_DEBT,ADV_ASSOC_COMP,PENSION_LIAB,NON_REC_OB_CAP_LS,NON_REC_LIAB_OTH,NON_REC_LIAB,DEF_TAXES,DEF_TAX_CREDITS,DEF_CREDITS_OTH,DEF_CREDITS,PF_SHARES,PF_SHARES_NUM,COM_SHARES,UNISSUED_STOCK,CAPITAL_STOCK,ADD_CAPITAL_INV,PAID_IN_CAPITAL,RET_EARNINGS,SH_HLD_EQUITY,TREAS_STOCK_NUM,SH_HLD_EQUIT_NET,LIAB_SH_HLD_EQUITY,AIRLINE_ID,UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,CARRIER,CARRIER_NAME,UNIQUE_CARRIER_ENTITY,REGION,CARRIER_GROUP_NEW,CARRIER_GROUP,YEAR,QUARTER
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,5894.51,0.00,0.00,52.74,320.42,0.00,484.96,0.00,0.00,5279.34,12031.97,12772.28,0.00,0.00,0.00,0.00,12772.28,0.00,0.00,0.00,0.00,0.00,,1811.00,0.00,1811.00,1476.00,3287.00,-22325.42,-19038.42,0.00,-19038.42,5765.83,20421,SLQ,Sky King Inc.,SLQ,Sky King Inc.,16039,I,1,1,2013,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,6513.51,0.00,0.00,57.36,320.42,0.00,489.92,0.00,0.00,5233.76,12614.97,12772.28,0.00,0.00,0.00,0.00,12772.28,0.00,0.00,0.00,0.00,0.00,,1811.00,0.00,1811.00,1476.00,3287.00,-22736.78,-19449.78,0.00,-19449.78,5937.47,20421,SLQ,Sky King Inc.,SLQ,Sky King Inc.,16039,I,1,1,2013,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,,,,,,,,,,,,0.00,20371,RLQ,Reliant Airlines,RLQ,Reliant Airlines,06773,S,1,1,2001,2
,,,3123.06,,3123.06,741.53,1311.02,8668.35,13843.96,,,,,64362.34,2137.08,26680.38,39819.04,,,,,,39819.04,,,,,,226.47,226.47,53889.47,,5274.95,,2346.58,14388.62,,,,,,,,8668.35,30678.50,18107.04,,,,1835.47,19942.51,,,,,,,1.00,,1.00,1114.00,1115.00,2153.47,3268.47,,3268.47,53889.47,20402,GL,Miami Air International,MMQ,Miami Air International,06690,D,1,1,2000,4
,,,3221.60,122.07,3099.53,3526.38,1584.55,3623.61,11834.07,,,,,77039.73,14140.29,35588.29,55591.73,248.35,,2672.07,81.36,56.37,58537.15,,,,,,5147.67,5147.67,75518.89,,,18971.99,444.54,475.81,23.81,919.67,1321.86,,405.43,,3997.14,14796.63,41356.88,,,169.70,3.95,325.91,499.56,10217.62,,,10217.62,,,9610.00,,9610.00,,9610.00,13834.84,23444.84,,23444.84,75518.89,20314,YX (1),"Midwest Airline, Inc.",YX,Midwest Express Airlines,06706,D,2,2,1993,1
,,,3674.81,234.95,3439.86,576.41,613.79,63.82,4693.88,183.84,,,183.84,4230.35,9649.61,1499.41,12380.55,,,14318.64,122.12,10.18,26811.13,115.00,,115.00,,,1570.48,1570.48,33374.33,72.93,,,6170.79,30.21,,669.21,589.50,,219.86,,,877.93,8630.44,,,,,,,,,,,,,,200.00,200.00,25358.49,25558.49,-814.60,24743.89,,24743.89,33374.33,20108,NC,Northern Air Cargo Inc.,NC,Northern Air Cargo Inc.,06721,D,1,1,2007,1
,,,4169.38,219.02,3950.36,256.13,40.19,,4246.67,,,,,52815.61,1862.91,18789.06,35889.47,,,,633.26,142.48,36380.24,,,,,,500.00,500.00,41126.90,,,,5650.34,1334.76,42.99,874.34,293.43,,52.69,,,2107.95,10356.49,,30151.39,,488.84,,30640.23,-20.70,,482.21,461.52,,,,,,2056.40,2056.40,-2387.73,-331.33,,-331.33,41126.90,20169,L2,Lynden Air Cargo Airlines,L2,Lynden Air Cargo Airlines,06699,D,1,1,2001,3
,,,4329.99,108.58,4221.41,-1.58,-176.84,,4042.99,,,,,63498.22,1918.06,28219.04,37197.25,,,,633.26,237.47,37593.04,,,,,,462.50,462.50,42098.53,,,,5579.56,169.55,54.20,1103.93,353.49,,94.15,,,3521.67,10876.54,,11914.78,,405.07,,12319.84,9.82,,,9.82,,,,,,3462.80,3462.80,15429.53,18892.33,,18892.33,42098.53,20169,L2,Lynden Air Cargo Airlines,L2,Lynden Air Cargo Airlines,06699,D,1,1,2003,1
,,,4467.70,134.59,4333.11,1428.38,650.67,40.85,6452.99,108.49,,,108.49,21165.08,9569.78,21272.08,9462.78,,,,,,9462.78,3713.28,3713.28,,,,79.56,79.56,16103.83,1625.00,417.99,,1963.95,29.99,,650.24,328.02,15.71,124.16,,,1074.75,6229.79,2242.00,,,,,2242.00,,,,,,,200.00,,200.00,,200.00,7432.04,7632.04,,7632.04,16103.83,20108,NC,Northern Air Cargo Inc.,NC,Northern Air Cargo Inc.,06721,D,1,1,2003,4
,,,4760.21,364.40,4395.80,153.69,8.98,,4558.47,,,,,50556.20,1912.84,14454.11,38014.93,,,,633.26,94.99,38553.19,,,,,,612.50,612.50,43724.16,,,,4694.54,935.04,42.99,502.98,200.93,,47.99,,,2812.52,9236.99,,37076.05,,520.54,,37596.59,-17.72,,500.00,482.28,,,,,,1518.30,1518.30,-5109.99,-3591.69,,-3591.69,43724.16,20169,L2,Lynden Air Cargo Airlines,L2,Lynden Air Cargo Airlines,06699,D,1,1,2000,4
,,,5208.83,121.60,5087.23,3244.00,2919.43,,11250.67,,,,,75498.32,13917.22,33916.72,55498.81,248.35,,2610.97,81.36,49.59,58389.90,,,,,,8914.31,8914.31,78554.88,,,22336.39,1153.37,111.36,28.02,662.92,1242.36,,-715.64,,7218.91,13578.93,45616.60,,,,7.48,325.91,333.39,10217.62,,,10217.62,,,9610.00,,9610.00,,9610.00,12777.28,22387.28,,22387.28,78554.88,20314,YX (1),"Midwest Airline, Inc.",YX,Midwest Express Airlines,06706,D,2,2,1992,4
,,,5313.70,60.00,5253.70,489.54,406.70,116.08,6266.02,,,,,23415.31,12325.53,11191.11,24549.73,,,146.78,,,24696.51,,,,,,1357.98,1357.98,32320.50,333.57,,,9269.46,,,1106.83,454.96,,130.00,,,596.30,11891.12,,,331.15,,,331.15,,,,,,,200.00,,200.00,9790.13,9990.13,10108.10,20098.23,,20098.23,32320.50,20108,NC,Northern Air Cargo Inc.,NC,Northern Air Cargo Inc.,06721,D,1,1,2009,4
,,,5359.57,386.00,4973.57,90.23,16.64,,5080.44,,,,,51071.94,1900.02,15551.10,37420.86,,,,633.26,110.82,37943.30,,,,,,575.00,575.00,43598.74,,,,4640.96,1054.16,42.99,390.25,200.93,,81.61,,,2830.59,9241.49,,36007.77,,510.32,,36518.09,-15.72,,500.00,484.28,,,,,,1705.00,1705.00,-4350.12,-2645.12,,-2645.12,43598.74,20169,L2,Lynden Air Cargo Airlines,L2,Lynden Air Cargo Airlines,06699,D,1,1,2001,1
,,,5443.83,101.64,5342.19,155.83,66.46,,5564.48,,,,,54630.83,1839.01,21846.62,34623.21,,,,633.26,174.15,35082.32,,,,,,462.50,462.50,41109.30,,,,4632.80,1540.69,48.35,1034.16,353.91,,48.20,,,3192.28,10850.38,22702.22,,,460.67,,23162.90,9.35,,500.00,509.35,,,,,,2402.10,2402.10,4184.57,6586.67,,6586.67,41109.30,20169,L2,Lynden Air Cargo Airlines,L2,Lynden Air Cargo Airlines,06699,D,1,1,2002,1
,,,5460.14,220.00,5240.14,496.99,404.21,125.75,6267.09,,,,,23674.14,12335.82,12509.85,23500.11,,,135.77,,,23635.88,,,,,,1357.98,1357.98,31260.94,187.85,,,8869.38,31.01,,1135.79,513.55,,188.93,,,460.81,11387.33,,,358.13,,,358.13,,,,,,,200.00,,200.00,9824.73,10024.73,9490.76,19515.49,,19515.49,31260.94,20108,NC,Northern Air Cargo Inc.,NC,Northern Air Cargo Inc.,06721,D,1,1,2010,1
,,,5488.91,105.35,5383.56,140.24,293.45,,5817.25,,,,,70709.93,1900.83,33138.29,39472.46,,,,633.26,284.97,39820.76,,,,,,462.50,462.50,46100.50,,,,6735.43,-641.72,60.57,717.63,385.49,,39.03,,,3268.35,10564.77,,11590.39,,357.43,,11947.81,-2.18,,,-2.18,,,,,,4275.40,4275.40,19314.70,23590.10,,23590.10,46100.50,20169,L2,Lynden Air Cargo Airlines,L2,Lynden Air Cargo Airlines,06699,D,1,1,2003,4
,,,5820.67,407.82,5412.84,40.21,71.27,,5524.33,,,,,51717.29,1878.40,17295.43,36300.26,,,,633.26,126.65,36806.87,,,,,,537.50,537.50,42868.69,,,,5264.91,1142.77,42.99,703.45,293.43,,134.89,,,2591.53,10173.96,,33092.29,,499.90,,33592.19,-24.70,,500.00,475.30,,,,,,1878.70,1878.70,-3251.47,-1372.77,,-1372.77,42868.69,20169,L2,Lynden Air Cargo Airlines,L2,Lynden Air Cargo Airlines,06699,D,1,1,2001,2
,,,5936.72,26.86,5909.86,303.87,641.58,,6855.30,25.85,,682.85,708.70,116886.54,2321.06,78605.19,40602.41,,,,,,40602.41,,,,,,462.50,462.50,48628.90,,,,3635.13,292.59,,894.97,806.58,,68.08,,,79.01,5776.36,,587.21,,,,587.21,-8.81,,,-8.81,,,,,,10233.90,10233.90,32040.25,42274.15,,42274.15,48628.90,20169,L2,Lynden Air Cargo Airlines,L2,Lynden Air Cargo Airlines,06699,D,1,1,2009,4
,,,6362.37,112.24,6250.13,2393.36,1078.67,,9722.16,,,,,74298.65,13645.53,31909.56,56034.62,248.35,,2956.89,81.36,36.03,59285.19,,,,,,1661.58,1661.58,70668.93,,,21817.80,269.42,117.29,26.60,460.92,1141.93,,-941.68,,3178.46,11852.69,37923.43,,,690.02,21.12,325.91,1037.05,8248.40,,,8248.40,,,9610.00,,9610.00,,9610.00,13850.05,23460.05,,23460.05,70668.93,20314,YX (1),"Midwest Airline, Inc.",YX,Midwest Express Airlines,06706,D,2,2,1992,2
,,,6586.44,119.94,6466.49,3340.71,1430.59,,11237.79,,,,,74671.26,13627.77,32850.28,55448.74,248.35,,5003.27,81.36,42.81,60738.92,,,,,,1638.56,1638.56,73615.27,,,21415.07,555.04,117.77,26.21,858.64,1217.13,,-1020.82,,5563.10,12568.19,41300.33,,,829.25,14.40,325.91,1169.56,8248.40,,,8248.40,,,9610.00,,9610.00,,9610.00,13286.99,22896.99,,22896.99,73615.27,20314,YX (1),"Midwest Airline, Inc.",YX,Midwest Express Airlines,06706,D,2,2,1992,3
,,,6976.22,121.46,6854.76,108.35,192.18,,7155.29,,,,,74605.19,1908.51,34772.43,41741.27,,,,633.26,300.80,42073.72,,,,,,462.50,462.50,49691.52,,,,5204.97,-461.91,60.57,930.98,385.49,,53.70,,,2848.24,9022.05,,13579.93,,342.96,,13922.89,-2.18,,,-2.18,,,,,,4525.40,4525.40,22223.36,26748.76,,26748.76,49691.52,20169,L2,Lynden Air Cargo Airlines,L2,Lynden Air Cargo Airlines,06699,D,1,1,2004,1
,,,6981.61,153.17,6828.44,3191.60,2646.53,3623.71,16290.28,,,,,77678.53,14299.25,36986.53,54991.26,248.35,,2657.93,73.04,54.14,57916.45,,,,,,5112.47,5112.47,79319.20,,,15009.21,712.94,147.71,20.03,590.34,1393.87,,1625.38,,8542.06,14394.30,42435.84,,,339.40,1.39,325.91,666.70,10217.62,,,10217.62,,,9610.00,,9610.00,,9610.00,16389.05,25999.05,,25999.05,79319.20,20314,YX (1),"Midwest Airline, Inc.",YX,Midwest Express Airlines,06706,D,2,2,1993,2
,,,7124.26,171.28,6952.98,34.12,-29.30,,6957.80,,,,,60974.52,1943.55,26459.48,36458.58,,,,633.26,221.64,36870.20,,,,,,462.50,462.50,44290.50,,,,5585.06,-7.76,54.20,802.67,353.91,,-101.80,,,3247.56,9933.82,,18081.74,,417.99,,18499.73,6.97,,500.00,506.97,,,,,,3198.30,3198.30,12151.68,15349.98,,15349.98,44290.50,20169,L2,Lynden Air Cargo Airlines,L2,Lynden Air Cargo Airlines,06699,D,1,1,2002,4
,,,7130.20,342.40,6787.80,191.38,222.40,,7201.59,,,,,48892.59,2256.81,13019.87,38129.52,,,,633.26,79.16,38683.62,,,,,,650.00,650.00,46535.21,,,,4170.36,924.32,38.07,752.04,127.93,,52.74,,,3051.04,9116.49,,41107.52,,535.48,,41643.00,,,500.00,500.00,,,,,,1331.70,1331.70,-6055.98,-4724.28,,-4724.28,46535.21,20169,L2,Lynden Air Cargo Airlines,L2,Lynden Air Cargo Airlines,06699,D,1,1,2000,3
,,,7381.55,90.21,7291.35,202.17,285.96,,7779.47,,,,,68883.06,1910.17,31364.93,39428.30,,,,633.26,269.13,39792.42,,,,,,462.50,462.50,48034.38,,,,5646.48,778.59,54.20,1017.80,360.08,,142.76,,,3201.54,11201.44,,14321.86,,377.98,,14699.84,10.02,,,10.02,,,,,,4014.50,4014.50,18108.59,22123.09,,22123.09,48034.38,20169,L2,Lynden Air Cargo Airlines,L2,Lynden Air Cargo Airlines,06699,D,1,1,2003,3
,,,7433.82,63.98,7369.85,2745.00,1520.00,,11634.85,,,,,68891.16,13200.53,28664.57,53427.12,244.35,,5125.97,108.08,48.51,58857.02,,,,,,1752.68,1752.68,72244.55,,,22830.55,922.76,184.16,24.81,490.48,1091.59,,-2863.76,,8473.29,11699.07,42852.95,,,411.58,34.82,325.91,772.31,8248.40,,,8248.40,,,9610.00,,9610.00,,9610.00,10760.90,20370.90,,20370.90,72244.55,20314,YX (1),"Midwest Airline, Inc.",YX,Midwest Express Airlines,06706,D,2,2,1991,4
,,,7888.08,,7888.08,,1606.52,7130.61,16625.21,,,,,81902.71,2577.78,31859.74,52620.76,,,,,,52620.76,1525.57,650.20,875.37,,,332.29,332.29,70453.62,8098.08,,,3612.75,1483.08,,,,,,,,525.43,13719.35,33944.09,,,,,33944.09,6312.00,,,6312.00,,,5.00,,5.00,3263.00,3268.00,13210.20,16478.20,,16478.20,70453.62,20218,JKQ,Express One International Inc.,JKQ,Express One International Inc.,06682,D,1,1,1997,3
,,,7909.05,131.51,7777.54,3464.93,1518.43,,12760.90,,,,,67532.33,13234.35,27902.46,52864.23,244.35,,2578.73,108.08,39.66,55755.73,,,,,,1805.95,1805.95,70322.58,,,23403.92,395.01,132.66,29.25,660.32,1023.11,,828.14,,6581.69,11083.49,44137.58,,,710.26,41.78,325.91,1077.95,4860.86,,,4860.86,,,9610.00,,9610.00,,9610.00,10636.19,20246.19,,20246.19,70322.58,20314,YX (1),"Midwest Airline, Inc.",YX,Midwest Express Airlines,06706,D,2,2,1991,3
,,,8096.70,58.57,8038.13,372.31,554.49,,8964.93,11.43,,1144.54,1155.97,116647.79,2161.69,77146.84,41662.64,,,,,,41662.64,,,,,,462.50,462.50,52246.04,,,,6264.07,311.95,,1532.46,831.00,,105.70,,,117.88,9163.06,,-3290.03,,,,-3290.03,-21.04,,,-21.04,,,,,,9985.40,9985.40,36408.64,46394.04,,46394.04,52246.04,20169,L2,Lynden Air Cargo Airlines,L2,Lynden Air Cargo Airlines,06699,D,1,1,2009,3
,,,8243.21,128.90,8114.31,2058.50,2063.22,,12236.04,,,,,67157.16,13165.62,26020.27,54302.51,244.35,,2099.49,,,56646.36,,,,,,1859.53,1859.53,70741.93,,,5807.58,559.92,131.51,23.73,310.93,947.67,,399.96,,6788.42,11856.69,26826.40,,18000.00,923.12,32.05,325.91,19281.08,4860.86,,,4860.86,,,9610.00,,9610.00,,9610.00,10163.60,19773.60,,19773.60,70741.93,20314,YX (1),"Midwest Airline, Inc.",YX,Midwest Express Airlines,06706,D,2,2,1991,2
,,,8260.32,35.34,8224.98,218.02,325.49,,8768.49,,,,,93679.00,1996.66,43597.88,52077.78,,,,633.26,379.95,52331.08,,,,,,462.50,462.50,61562.07,,,,7159.23,577.47,67.50,1131.74,601.46,,57.82,,,3791.71,13386.94,,7274.55,,257.31,,7531.86,-32.75,,,-32.75,,,,,,5643.50,5643.50,35032.52,40676.02,,40676.02,61562.07,20169,L2,Lynden Air Cargo Airlines,L2,Lynden Air Cargo Airlines,06699,D,1,1,2005,2
,,,8290.26,42.25,8248.01,509.56,350.64,322.48,9430.70,,,,,94627.30,1777.40,47077.00,49327.70,,,,,,49327.70,,,,,,462.50,462.50,59220.89,,,,8271.80,9.57,,1167.20,601.46,,62.50,,,2819.45,12931.97,,5341.08,,,,5341.08,-3.00,,,-3.00,,,,,,6203.50,6203.50,34747.34,40950.84,,40950.84,59220.89,20169,L2,Lynden Air Cargo Airlines,L2,Lynden Air Cargo Airlines,06699,D,1,1,2005,4
,,,8567.36,112.52,8454.84,2300.40,1502.49,,12257.73,,,,,67160.35,12419.25,24151.85,55427.75,244.35,,2002.13,,,57674.23,,,,,,1866.36,1866.36,71798.32,,,8537.04,466.24,117.01,6.88,590.21,889.72,,319.77,,6353.87,11053.12,28333.86,,18000.00,987.81,6.89,325.91,19320.60,4860.86,,,4860.86,,,9610.00,,9610.00,,9610.00,9673.01,19283.01,,19283.01,71798.32,20314,YX (1),"Midwest Airline, Inc.",YX,Midwest Express Airlines,06706,D,2,2,1991,1
,,,8691.44,74.94,8616.50,1925.95,1530.41,,12072.86,,,,,70990.19,13356.46,30569.28,53777.37,244.35,,4488.80,81.36,29.25,58562.63,,,,,,1720.31,1720.31,72355.80,,,21278.34,165.77,111.76,27.28,699.74,1078.97,,-1383.48,,6320.00,12792.88,41091.27,,,550.80,27.64,325.91,904.34,8248.40,,,8248.40,,,9610.00,,9610.00,,9610.00,12501.79,22111.79,,22111.79,72355.80,20314,YX (1),"Midwest Airline, Inc.",YX,Midwest Express Airlines,06706,D,2,2,1992,1
,,,8710.46,151.66,8558.80,511.46,237.82,,9308.08,,,,,53889.39,1837.43,20432.21,35294.61,,,,633.26,158.31,35769.55,,,,,,462.50,462.50,45540.13,,,,5963.20,1472.94,48.35,765.34,353.91,,39.62,,,2704.68,11348.04,,29520.33,,472.19,,29992.52,6.35,,500.00,506.35,,,,,,2226.00,2226.00,1467.21,3693.21,,3693.21,45540.13,20169,L2,Lynden Air Cargo Airlines,L2,Lynden Air Cargo Airlines,06699,D,1,1,2001,4
,,,9022.57,54.98,8967.59,784.64,729.99,,10482.22,3088.41,,1293.96,4382.37,101370.23,1884.57,62426.32,40828.48,,,,,,40828.48,,,,,,462.50,462.50,56155.57,,,,7113.23,396.33,,1870.56,759.31,,101.95,,,,10241.37,,418.80,,,,418.80,-12.00,,,-12.00,,,,,,7877.20,7877.20,37630.19,45507.39,,45507.39,56155.57,20169,L2,Lynden Air Cargo Airlines,L2,Lynden Air Cargo Airlines,06699,D,1,1,2007,3
,,,9086.43,100.00,8986.43,923.04,2933.78,2474.33,15317.58,,,,,66934.92,25045.00,43409.40,48570.52,,,,,,48570.52,,,,,,8639.50,8639.50,72527.60,,,,9241.94,,,812.66,900.00,,229.82,,,24632.76,35817.18,,,,,35690.30,35690.30,,,,,,,,,,40015.85,40015.85,-38995.73,1020.12,,1020.12,72527.60,19874,8C,Air Transport International,8C,Air Transport International,06029,D,2,2,2001,4
,,,9262.63,126.57,9136.06,297.56,282.50,,9716.12,,,,,66494.32,1934.54,29970.06,38458.80,,,,633.26,253.30,38838.75,,,,,,462.50,462.50,49017.38,,,,5337.87,421.23,54.20,1011.13,360.08,,144.93,,,3380.36,10709.79,,17320.37,,391.33,,17711.71,9.02,,,9.02,,,,,,3716.70,3716.70,16870.16,20586.86,,20586.86,49017.38,20169,L2,Lynden Air Cargo Airlines,L2,Lynden Air Cargo Airlines,06699,D,1,1,2003,2
,,,9409.36,276.00,9133.36,504.97,539.46,125.51,10303.29,,,,,23717.48,12304.99,14177.58,21844.89,,,148.23,,,21993.12,,,,,,1357.98,1357.98,33654.39,108.63,,,8985.46,,,1678.24,525.39,,234.06,,,500.81,12032.59,,,380.73,,,380.73,,,,,,,200.00,,200.00,9868.19,10068.19,11172.88,21241.07,,21241.07,33654.39,20108,NC,Northern Air Cargo Inc.,NC,Northern Air Cargo Inc.,06721,D,1,1,2010,2
,,,9681.67,94.41,9587.26,2558.41,3022.89,4136.80,19305.37,,,,,78566.07,14557.12,39392.56,53730.63,248.35,,2500.23,73.04,66.31,56485.95,,,,,,5744.87,5744.87,81536.19,,,3042.49,738.78,152.16,9.34,865.77,1586.69,,4201.80,,12662.72,15105.04,38364.78,,,,,325.91,325.91,11783.69,,,11783.69,,,9610.00,,9610.00,,9610.00,21451.82,31061.82,,31061.82,81536.19,20314,YX (1),"Midwest Airline, Inc.",YX,Midwest Express Airlines,06706,D,2,2,1993,4
,,,9812.70,29.89,9782.81,887.08,641.92,,11311.82,549.86,,2083.29,2633.15,98814.68,1828.79,55814.25,44829.22,,,,,,44829.22,,,,,,462.50,462.50,59236.69,,,,4216.20,199.99,,867.13,647.19,,90.90,,,66.56,6087.96,,343.64,,,,343.64,-100.51,,,-100.51,,,,,,7143.00,7143.00,45762.60,52905.60,,52905.60,59236.69,20169,L2,Lynden Air Cargo Airlines,L2,Lynden Air Cargo Airlines,06699,D,1,1,2006,4
,,,10584.38,97.78,10486.60,248.05,555.04,,11289.70,8.98,,-70.19,-61.22,122332.64,2333.36,81193.77,43472.23,,,,,,43472.23,,,,,,462.50,462.50,55163.21,,,,7019.45,338.49,,1880.88,901.72,,370.56,,,43.52,10554.62,,-6616.94,,,,-6616.94,-32.81,,,-32.81,,,,,,10881.90,10881.90,40376.45,51258.35,,51258.35,55163.21,20169,L2,Lynden Air Cargo Airlines,L2,Lynden Air Cargo Airlines,06699,D,1,1,2010,2
,,,12274.55,101.76,12172.78,583.64,670.97,,13427.39,8806.68,,449.92,9256.61,103977.25,2090.20,68446.36,37621.09,,,,,,37621.09,,,,,,462.50,462.50,60767.59,,,,8427.20,459.39,,1560.98,782.01,,374.91,,,155.76,11760.25,,1015.03,,,,1015.03,-16.00,,,-16.00,,,,,,8646.30,8646.30,39362.02,48008.32,,48008.32,60767.59,20169,L2,Lynden Air Cargo Airlines,L2,Lynden Air Cargo Airlines,06699,D,1,1,2008,2
,,,12689.30,45.94,12643.36,604.50,588.91,,13836.78,8799.21,,,8799.21,97995.88,1861.85,53697.44,46160.29,,,,,,46160.29,,,,,,462.50,462.50,69258.78,,,,14533.61,1038.42,,1668.47,673.94,,56.54,,,3898.13,21869.10,,71.59,,,,71.59,-28.80,,,-28.80,,,,,,6940.80,6940.80,40406.09,47346.89,,47346.89,69258.78,20169,L2,Lynden Air Cargo Airlines,L2,Lynden Air Cargo Airlines,06699,D,1,1,2006,3
,,,12827.64,34.57,12793.07,837.36,620.63,,14251.06,5493.12,,1004.60,6497.72,101994.76,1897.86,64460.91,39431.71,,,,,,39431.71,,,,,,462.50,462.50,60642.98,,,,11581.61,523.30,,984.06,717.99,,92.92,,,,13899.88,,424.21,,,,424.21,-6.00,,,-6.00,,,,,,8124.40,8124.40,38200.49,46324.89,,46324.89,60642.98,20169,L2,Lynden Air Cargo Airlines,L2,Lynden Air Cargo Airlines,06699,D,1,1,2007,4
,,,13142.63,101.11,13041.52,536.17,351.01,,13928.70,3693.63,,1519.98,5213.61,100565.57,1871.59,60460.66,41976.50,,,,,,41976.50,,,,,,462.50,462.50,61581.31,,,,6673.84,478.24,,1494.23,759.31,,-94.18,,,,9311.44,,503.25,,,,503.25,-18.00,,,-18.00,,,,,,7625.00,7625.00,44159.62,51784.62,,51784.62,61581.31,20169,L2,Lynden Air Cargo Airlines,L2,Lynden Air Cargo Airlines,06699,D,1,1,2007,2
,,,16708.87,132.82,16576.05,2708.94,3973.19,4136.80,27394.99,,,,,80232.23,15599.48,45201.23,50630.48,248.35,,6051.07,,,56929.91,,,,,,3783.60,3783.60,88108.50,,,1841.16,1257.44,218.91,0.33,489.34,1978.94,,7468.95,,10142.42,16313.78,39711.28,,,,,325.91,325.91,11783.69,,,11783.69,,,9610.00,,9610.00,,9610.00,26677.62,36287.62,,36287.62,88108.50,20314,YX (1),"Midwest Airline, Inc.",YX,Midwest Express Airlines,06706,D,2,2,1994,3
,,,17103.17,113.70,16989.47,2518.80,4116.23,4136.80,27761.29,,,,,79072.26,15079.25,43056.75,51094.76,248.35,,5709.02,22.00,21.72,57052.41,,,,,,2853.98,2853.98,87667.69,,,236.54,1057.94,178.38,2.97,838.59,1785.31,,6455.36,,12670.41,17203.24,40428.73,,,,,325.91,325.91,11783.69,,,11783.69,,,9610.00,,9610.00,,9610.00,25519.35,35129.35,,35129.35,87667.69,20314,YX (1),"Midwest Airline, Inc.",YX,Midwest Express Airlines,06706,D,2,2,1994,2
,,,18804.52,233.23,18571.28,146.71,3772.40,4626.75,27117.14,,736.07,,736.07,559466.43,3427.53,178805.83,384088.12,,266.94,,50000.00,11570.24,422784.83,2358.94,,2358.94,1555.02,1785.23,13354.42,16694.66,469691.63,103107.28,,2409.53,41588.13,1219.03,34585.39,397.17,1667.74,4556.49,1612.93,,,1777.28,192920.98,31845.97,212003.17,,,5993.47,249842.62,25416.39,,,25416.39,,,1.00,,1.00,3810.01,3811.01,-2299.36,1511.65,,1511.65,469691.63,20057,EZ,Evergreen International Inc.,EZ,Evergreen International Inc.,06198,D,2,2,1996,3
,,,22679.35,125.19,22554.16,1911.41,2799.79,3630.68,30896.04,,,,,81292.32,16120.55,45844.75,51568.13,248.35,,3349.78,,,55166.26,,,,,,5801.57,5801.57,91863.87,,,1885.55,704.94,193.14,,1128.91,2116.74,,3394.19,,15296.23,17267.87,41987.57,,,,,325.91,325.91,12671.22,,,12671.22,,,9610.00,,9610.00,,9610.00,27269.17,36879.17,,36879.17,91863.87,20314,YX (1),"Midwest Airline, Inc.",YX,Midwest Express Airlines,06706,D,2,2,1994,4
,,,28910.73,172.23,28738.50,2242.33,2261.67,3630.68,36873.18,,,,,84005.02,16444.46,47555.10,52894.39,248.35,,535.71,,,53678.45,,,,,,5770.50,5770.50,96322.12,,,1423.27,1539.00,179.97,,481.12,2165.39,,4500.20,,14568.83,19818.38,44676.16,,,,,325.91,325.91,12671.22,,,12671.22,,,9610.00,,9610.00,,9610.00,29038.84,38648.84,,38648.84,96322.12,20314,YX (1),"Midwest Airline, Inc.",YX,Midwest Express Airlines,06706,D,2,2,1995,1
