CASH,SHORT_TERM_INV,NOTES_RECEIVABLE,ACCTS_RECEIVABLE,ACCTS_NOT_COLLECT,NOTES_ACC_REC_NET,PARTS_SUPPLIES_NET,PREPAID_ITEMS,CURR_ASSETS_OTH,CURR_ASSETS,INVEST_ASSOC_COMP,INVEST_REC_OTH,SPECIAL_FUNDS,INVEST_SPEC_FUNDS,FLIGHT_EQUIP,PROP_EQUIP_GROUND,DEPR_PR_EQ_GROUND,PROP_EQUIP_NET,LAND,EQUIP_DEP_ADV_PAY,CONSTRUCTION,LEASED_PROP_CAP,LEASED_PROP_ACC,PROP_EQUIP,PROP_EQUIP_NON_OP,DEPR_PR_EQ_NON_OP,PROP_EQUIP_NO_TOT,PRE_PAY_LONG_TERM,NON_AMORT_DEV,ASSETS_OTH_DEF,ASSETS_OTHER,ASSETS,LONG_DEBT_CUR_MAT,NOTES_PAY_BANKS,NOTES_PAY_OTHER,ACCTS_PAY_TRADE,ACCTS_PAY_OTHER,CURR_OB_CAP_LEASE,ACCR_SALARIES,ACCR_VACATION,ACCR_INTEREST,ACCR_TAXES,DIVIDENDS,LIAB_AIR_TRAFFIC,CURR_LIAB_OTH,CURR_LIABILITIES,LONG_TERM_DEBT,ADV_ASSOC_COMP,PENSION_LIAB,NON_REC_OB_CAP_LS,NON_REC_LIAB_OTH,NON_REC_LIAB,DEF_TAXES,DEF_TAX_CREDITS,DEF_CREDITS_OTH,DEF_CREDITS,PF_SHARES,PF_SHARES_NUM,COM_SHARES,UNISSUED_STOCK,CAPITAL_STOCK,ADD_CAPITAL_INV,PAID_IN_CAPITAL,RET_EARNINGS,SH_HLD_EQUITY,TREAS_STOCK_NUM,SH_HLD_EQUIT_NET,LIAB_SH_HLD_EQUITY,AIRLINE_ID,UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,CARRIER,CARRIER_NAME,UNIQUE_CARRIER_ENTITY,REGION,CARRIER_GROUP_NEW,CARRIER_GROUP,YEAR,QUARTER
595008.63,1662.98,,28534.86,1468.12,27066.74,16133.42,66308.10,51242.45,757422.32,,,,,1366397.26,111904.66,231514.18,1246787.74,,49719.66,7245.64,18131.62,1846.72,1320037.92,,,,153368.41,,53342.60,206711.01,2284171.25,281004.50,,,18447.59,39034.21,1085.31,12718.01,23562.34,16896.91,12867.26,,226891.08,94031.53,726538.74,917122.47,,,14805.51,111760.16,1043688.14,4205.53,,7795.58,12001.11,,,134.72,,134.72,586729.16,586863.89,-84920.62,501943.27,,501943.27,2284171.25,20437,FL,AirTran Airways Corporation,FL,AirTran Airways Corporation,06030,D,3,3,2009,4
595497.85,7837020.40,0.00,9461390.20,36144.80,9425245.40,2425411.97,734232.64,0.00,21017408.25,27.68,477672.35,874782.40,1352482.43,40622683.38,9093437.98,21375421.11,28340700.25,0.00,1051694.31,818403.71,1586943.58,1055313.10,30742428.75,55420.00,0.00,55420.00,430553.20,0.00,16767320.04,17197873.24,70365612.68,3496190.78,0.00,0.00,2924222.84,0.00,135375.27,523587.52,1089248.27,324991.96,193222.40,0.00,8030301.04,7001271.96,23718412.04,22471591.74,0.00,2629183.57,427555.41,13819044.91,39347375.62,10846.10,0.00,69933.42,80779.52,0.00,,1.00,0.00,1.00,17364781.20,17364781.20,-10145736.70,7219045.50,0.00,7219045.50,70365612.68,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,0A050,D,3,3,2024,2
596101.00,186083.00,1236.00,803350.00,38809.00,765777.00,447168.00,156554.00,508521.00,2660204.00,807642.00,17554.00,297810.00,1123006.00,11294094.00,2970152.00,5617100.00,8647146.00,33956.00,491194.00,372175.00,520962.00,244144.00,9821289.00,582204.00,429798.00,152406.00,83377.00,170934.00,594595.00,848906.00,14605811.00,64.00,,250000.00,1024864.00,,72921.00,231248.00,237671.00,30375.00,213723.00,193.00,1404361.00,961977.00,4427397.00,1635282.00,,,195998.00,3446976.00,5278256.00,,,745982.00,745982.00,,,266480.00,,266480.00,3090198.00,3356678.00,2397598.00,5754276.00,1600100.00,4154176.00,14605811.00,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,01260,D,3,3,1998,4
598525.00,6467101.00,0.00,1388701.00,35437.00,1353264.00,561230.00,603147.00,3472.00,9586739.00,1670239.00,34461.00,0.00,1704700.00,17976223.00,4826098.00,10770632.00,12031689.00,3835.00,696359.00,385223.00,491119.00,231952.00,13376273.00,0.00,0.00,0.00,240302.00,0.00,1080977.00,1321279.00,25988991.00,1298457.00,0.00,0.00,3627737.00,616948.00,28446.00,266409.00,292053.00,312027.00,92856.00,0.00,5665231.00,1110075.00,13310239.00,7986645.00,27577.00,77977.00,366957.00,6650172.00,15109328.00,0.00,0.00,7666403.00,7666403.00,0.00,,1.00,0.00,1.00,4472274.00,4472275.00,-14569254.00,-10096979.00,0.00,-10096979.00,25988991.00,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,0A050,D,3,3,2013,2
598993.47,398539.37,0.00,160691.74,5883.97,154807.76,42702.06,147038.04,168573.19,1510653.90,0.00,98275.70,0.00,98275.70,6037828.84,1313563.72,1766530.27,5584862.29,0.00,204697.94,150500.91,267522.22,46674.00,6160909.36,0.00,0.00,0.00,62411.41,0.00,471466.98,533878.39,8303717.34,248271.93,0.00,0.00,248275.70,0.00,15021.60,53924.84,72183.88,21384.85,31171.32,0.00,1138824.23,373905.26,2202963.59,1767501.08,0.00,0.00,149957.31,0.00,1917458.39,896646.56,0.00,578280.64,1474927.21,0.00,,3730.31,0.00,3730.31,1754249.21,1757979.52,1088253.41,2846232.93,137864.78,2708368.15,8303717.34,20409,B6,JetBlue Airways,B6,JetBlue Airways,06673,D,3,3,2015,1
599213.00,4488460.00,0.00,1262166.00,42232.00,1219934.00,565164.00,595771.00,2622.00,7471164.00,1605696.00,39534.00,0.00,1645230.00,17548542.00,4796651.00,10595579.00,11749614.00,3835.00,721075.00,380318.00,486626.00,218899.00,13122569.00,0.00,0.00,0.00,305348.00,0.00,1070237.00,1375585.00,23614548.00,1255519.00,0.00,0.00,3599256.00,562406.00,29907.00,265386.00,295266.00,264422.00,105060.00,0.00,5179652.00,1054234.00,12611108.00,6645897.00,27577.00,78352.00,375017.00,6679449.00,13806292.00,0.00,0.00,7463273.00,7463273.00,0.00,,1.00,0.00,1.00,4470461.00,4470462.00,-14736587.00,-10266125.00,0.00,-10266125.00,23614548.00,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,0A050,D,3,3,2013,1
602910.67,312427.71,0.00,227790.35,2449.73,225340.63,76867.24,220537.54,9785.41,1447869.21,0.00,1500.00,0.00,1500.00,8584979.90,1534578.05,2858591.48,7260966.47,0.00,208046.18,238332.53,273538.50,78444.46,7902439.22,0.00,0.00,0.00,59059.37,0.00,528971.02,588030.38,9939838.81,212963.33,0.00,0.00,417305.83,0.00,17107.62,84092.66,113340.22,14729.53,17774.73,0.00,1192897.97,378922.05,2449133.93,1029529.43,0.00,0.00,98090.12,412958.82,1540578.37,963098.48,0.00,506111.21,1469209.69,0.00,,4208.70,0.00,4208.70,2139303.90,2143512.59,3459727.78,5603240.37,1122323.55,4480916.82,9939838.81,20409,B6,JetBlue Airways,B6,JetBlue Airways,06673,D,3,3,2018,2
603160.00,16243.00,78032.00,112682.00,1776.00,188938.00,37070.00,71687.00,,917098.00,979.00,759.00,138.00,1876.00,1812209.00,293051.00,581210.00,1524050.00,6822.00,87155.00,22652.00,44381.00,36469.00,1648591.00,37710.00,11208.00,26502.00,126952.00,,17748.00,144700.00,2738767.00,40496.00,,,192441.00,2835.00,3241.00,29452.00,39835.00,10238.00,11127.00,,268875.00,107923.00,706463.00,852381.00,,26359.00,10136.00,164644.00,1053520.00,143473.00,,164367.00,307840.00,,,1.00,,1.00,324850.00,324851.00,346093.00,670944.00,,670944.00,2738767.00,19930,AS,Alaska Airlines Inc.,AS,Alaska Airlines Inc.,06031,D,3,3,2002,1
603989.13,0.00,0.00,52715.64,131.03,52584.61,19430.89,37946.45,0.00,713951.08,0.00,0.00,5602.43,5602.43,367072.80,33473.46,129826.95,270719.31,0.00,197005.76,5968.36,0.00,0.00,473693.43,0.00,0.00,0.00,52172.06,0.00,93259.87,145431.93,1338678.86,141241.34,0.00,0.00,27023.38,18705.33,0.00,21299.71,13120.38,1162.07,19696.16,0.00,158556.06,151989.97,552794.38,96078.19,0.00,0.00,0.00,0.00,96078.19,14480.75,0.00,225606.52,240087.27,0.00,,0.00,0.00,0.00,54430.94,54430.94,395288.08,449719.02,0.00,449719.02,1338678.86,20436,F9,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,06460,D,3,3,2016,4
608116.64,0.00,0.00,94023.08,598.00,93425.08,79348.10,36531.50,53544.50,870965.82,0.00,0.00,380.00,380.00,343607.24,120057.06,182817.15,280847.15,0.00,406840.40,28037.52,0.00,0.00,715725.07,0.00,0.00,0.00,84100.88,0.00,3321470.52,3405571.40,4992642.29,251468.06,0.00,0.00,79761.68,53893.72,0.00,54119.52,52731.29,545.83,113319.27,0.00,253282.16,818281.70,1677403.23,218563.99,0.00,0.00,0.00,2523707.35,2742271.34,8287.46,0.00,70244.41,78531.88,0.00,,0.00,0.00,0.00,377350.76,377350.76,117085.09,494435.85,0.00,494435.85,4992642.29,20436,F9,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,06460,D,3,3,2023,4
611577.90,0.00,0.00,51905.20,273.87,51631.33,18663.46,72363.86,14718.31,768954.87,0.00,0.00,320.00,320.00,182804.96,86397.18,101504.33,167697.81,0.00,260939.66,11265.95,0.00,0.00,439903.42,0.00,0.00,0.00,74190.48,0.00,2456392.55,2530583.03,3739761.32,132740.33,0.00,0.00,52278.20,22746.80,0.00,40498.37,31885.94,1498.98,18169.62,0.00,274028.04,583663.47,1157509.75,125495.62,0.00,0.00,0.00,1987465.53,2112961.15,0.00,0.00,-22242.24,-22242.24,0.00,,0.00,0.00,0.00,65442.89,65442.89,426089.77,491532.66,0.00,491532.66,3739761.32,20436,F9,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,06460,D,3,3,2020,1
619846.89,505725.00,,183046.46,1709.44,181337.01,75595.42,234062.84,,1616567.16,,,256269.26,256269.26,338668.43,251550.93,423130.31,167089.05,,15650.00,48724.64,4744.34,2552.55,233655.48,,,,,,357454.52,357454.52,2463946.43,1529.50,,,29889.88,,845.15,108054.70,36780.93,2995.20,16596.80,,359481.08,1430051.60,1986224.84,382309.34,,,1435.05,209885.64,593630.02,,,31837.25,31837.25,,,0.01,,0.01,555086.96,555086.97,-702832.66,-147745.68,,-147745.68,2463946.43,19991,HP,America West Airlines Inc.,HP,America West Airlines Inc.,06049,D,3,3,2006,4
621634.99,0.00,0.00,98543.73,547.33,97996.41,75194.58,37021.45,70460.67,902308.08,0.00,0.00,380.00,380.00,367421.77,124111.80,198633.83,292899.74,0.00,393830.11,36883.10,0.00,0.00,723612.95,0.00,0.00,0.00,87323.74,0.00,3492614.38,3579938.12,5206239.15,264603.59,0.00,0.00,116303.08,15100.35,0.00,54605.17,49216.88,583.90,147233.84,0.00,328366.02,839054.60,1815067.42,200710.21,0.00,0.00,0.00,2643673.42,2844383.62,10162.38,0.00,63216.93,73379.32,0.00,,0.00,0.00,0.00,381704.40,381704.40,91704.39,473408.79,0.00,473408.79,5206239.15,20436,F9,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,06460,D,3,3,2024,1
622536.00,2417232.00,6500544.00,305233.00,458.00,6805318.00,85838.00,214142.00,0.00,10145066.00,41295.00,6105.00,0.00,47401.00,7884140.00,1323796.00,3735546.00,5472390.00,37975.00,230156.00,130571.00,1121.00,1121.00,5871092.00,0.00,0.00,0.00,0.00,0.00,4001359.00,4001359.00,20064919.00,286587.00,0.00,208550.00,193607.00,11541.00,0.00,301419.00,152288.00,25658.00,1799983.00,0.00,1467193.00,1908314.00,6355139.00,1621945.00,0.00,168575.00,0.00,2392171.00,4182691.00,429279.00,0.00,922123.00,1351402.00,0.00,,-1.00,0.00,2.00,3518726.00,3518728.00,4656960.00,8175688.00,0.00,8175688.00,20064919.00,19930,AS,Alaska Airlines Inc.,AS,Alaska Airlines Inc.,06031,D,3,3,2022,3
624571.17,0.00,0.00,37230.04,186.42,37043.61,14531.81,24400.61,37965.99,738513.20,0.00,0.00,320.00,320.00,170283.06,88144.01,91715.32,166711.74,0.00,262986.28,11086.27,0.00,0.00,440784.29,0.00,0.00,0.00,76863.52,0.00,2421658.49,2498522.01,3678139.50,178181.09,0.00,0.00,118008.58,7357.52,0.00,29347.03,36573.09,1642.33,25253.54,0.00,173436.26,561212.32,1131011.74,104616.24,0.00,0.00,0.00,1951017.23,2055633.47,0.00,0.00,-19409.11,-19409.11,0.00,,0.00,0.00,0.00,67456.11,67456.11,443447.29,510903.39,0.00,510903.39,3678139.50,20436,F9,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,06460,D,3,3,2020,2
628741.00,,587.00,630574.00,29723.00,601438.00,174731.00,92031.00,141.00,1497082.00,227528.00,78945.00,,306473.00,713102.00,226010.00,12911.00,926201.00,1267.00,110330.00,27420.00,129233.00,2928.00,1191523.00,287294.00,2846.00,284448.00,,,1591748.00,1591748.00,4871274.00,134544.00,,,537955.00,113565.00,24857.00,147252.00,46679.00,27283.00,32108.00,,760491.00,404887.00,2229621.00,1222318.00,,,243148.00,44245.00,1509711.00,-17491.00,,559734.00,542243.00,60.00,6013216.00,114.00,,174.00,613966.00,614140.00,-24441.00,589699.00,,589699.00,4871274.00,19704,CO,Continental Air Lines Inc.,CO,Continental Air Lines Inc.,01220,D,3,3,1993,2
631643.36,578130.69,0.00,107132.82,8031.22,99101.61,52367.70,146780.22,104272.36,1612295.93,0.00,28920.50,0.00,28920.50,4396607.54,1043138.34,1029217.83,4410528.06,0.00,168008.21,85144.79,159215.35,24381.30,4798515.11,52969.98,6490.76,46479.22,64551.42,0.00,360538.49,425089.91,6911300.67,185490.83,0.00,0.00,115801.82,0.00,7658.42,67115.27,43403.94,32316.17,8607.93,0.00,677327.25,158068.04,1295789.67,2749033.23,0.00,0.00,115028.94,0.00,2864062.17,368473.78,0.00,675695.87,1044169.65,0.00,,3253.43,0.00,3253.43,1463196.88,1466450.31,248598.17,1715048.48,7769.30,1707279.18,6911300.67,20409,B6,JetBlue Airways,B6,JetBlue Airways,06673,D,3,3,2011,3
632272.51,319679.91,,121198.47,2172.25,119026.22,86693.39,168711.13,,1326383.17,,,295420.45,295420.45,336981.73,229710.18,397399.97,169291.94,,11350.00,24897.77,2033.04,2021.25,205551.50,,,,,,364297.95,364297.95,2191653.07,93637.40,,,,17657.67,1.72,24602.16,35504.99,4020.40,-6114.46,,218092.55,726578.98,1113981.40,935681.02,,5123.00,,208111.39,1148915.41,,,39226.08,39226.08,,,0.01,,0.01,555113.81,555113.82,-665583.64,-110469.82,,-110469.82,2191653.07,19991,HP,America West Airlines Inc.,HP,America West Airlines Inc.,06049,D,3,3,2005,4
632784.22,0.00,0.00,23839.37,1154.05,22685.31,0.00,55849.90,19821.76,731141.19,0.00,0.00,0.00,0.00,188522.16,72951.74,36099.12,225374.78,0.00,242880.61,0.00,0.00,0.00,468255.39,0.00,0.00,0.00,213146.90,0.00,190437.32,403584.22,1602980.79,0.00,0.00,0.00,13402.15,0.00,0.00,20873.15,13334.87,1708.15,36804.68,0.00,188869.86,98909.50,373902.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,226002.60,226002.60,0.00,,7.29,0.00,7.29,526172.61,526179.91,480816.82,1006996.73,3920.90,1003075.83,1602980.79,20416,NK,Spirit Air Lines,NK,Spirit Air Lines,06830,D,3,3,2014,4
633725.99,2124.90,,95708.14,5101.83,90606.31,26568.44,179124.36,92323.29,1024473.28,,206728.87,,206728.87,3807256.38,989248.98,580039.19,4216466.17,,132924.41,91784.36,159198.83,10739.05,4589634.71,52944.98,1994.88,50950.10,68824.07,,217385.83,286209.90,6157996.86,153874.96,,83112.80,129614.64,,6699.90,36955.73,28513.81,27909.16,5069.49,,468971.86,118213.94,1058936.29,2847052.72,,,132993.28,,2980046.00,205529.90,,601474.07,807003.97,,,2898.91,,2898.91,1293308.23,1296207.14,17055.80,1313262.94,1252.33,1312010.61,6157996.86,20409,B6,JetBlue Airways,B6,JetBlue Airways,06673,D,3,3,2009,1
639185.21,0.00,0.00,109413.02,570.60,108842.43,75183.19,34591.20,77476.08,935278.10,0.00,0.00,642.30,642.30,323231.62,117311.86,176747.16,263796.32,0.00,422555.90,18548.47,0.00,0.00,704900.68,0.00,0.00,0.00,87128.73,0.00,3204595.87,3291724.60,4932545.67,265520.10,0.00,0.00,87418.39,21450.10,0.00,54443.17,49455.17,470.70,104088.84,0.00,307245.77,817656.45,1707748.69,220356.18,0.00,0.00,0.00,2406663.52,2627019.70,0.00,0.00,72292.82,72292.82,0.00,,0.00,0.00,0.00,373328.09,373328.09,152156.38,525484.47,0.00,525484.47,4932545.67,20436,F9,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,06460,D,3,3,2023,3
639189.00,661580.00,261908.00,428303.00,32823.00,657388.00,285014.00,366648.00,166657.00,2776476.00,3918256.00,49983.00,298483.00,4266722.00,13472962.00,3196536.00,6372971.00,10296527.00,33956.00,536599.00,501863.00,512338.00,296989.00,11584294.00,682983.00,618872.00,64111.00,76445.00,140554.00,488109.00,705108.00,19396711.00,642258.00,,16870.00,1007471.00,,41958.00,177884.00,278530.00,84771.00,416468.00,6983.00,1947907.00,840484.00,5461584.00,4576438.00,,,152696.00,3402929.00,8132063.00,,,839743.00,839743.00,,,270192.00,,270192.00,3229114.00,3499306.00,4191273.00,7690579.00,2727258.00,4963321.00,19396711.00,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,01260,D,3,3,2000,1
639333.65,0.00,0.00,75359.28,200.54,75158.74,21722.11,55037.73,11939.40,803191.63,0.00,0.00,6800.16,6800.16,345754.70,70070.29,128973.32,286851.67,0.00,225564.68,7184.62,0.00,0.00,519600.96,0.00,0.00,0.00,54624.85,0.00,118717.11,173341.96,1502934.71,161223.70,0.00,0.00,38255.30,21746.43,0.00,27533.16,42.39,16360.04,33432.97,0.00,228192.19,177982.93,704769.10,106341.99,0.00,0.00,0.00,171631.07,277973.05,0.00,0.00,173942.26,173942.26,0.00,,0.00,0.00,0.00,59420.57,59420.57,286829.73,346250.30,0.00,346250.30,1502934.71,20436,F9,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,06460,D,3,3,2018,3
645961.00,184093.00,5336.00,534823.00,22425.00,517734.00,110968.00,106399.00,115142.00,1680297.00,220025.00,45344.00,,265369.00,1646835.00,323830.00,450141.00,1520524.00,1218.00,455694.00,189607.00,300347.00,122368.00,2345022.00,,,,,,1330498.00,1330498.00,5621186.00,221061.00,,,583326.00,86510.00,36563.00,94883.00,63560.00,45475.00,47529.00,,885870.00,245118.00,2309895.00,1436675.00,,,153136.00,241737.00,1831548.00,141733.00,,355530.00,497263.00,84.00,8379464.00,511.00,,595.00,647023.00,647618.00,360694.00,1008312.00,25832.00,982480.00,5621186.00,19704,CO,Continental Air Lines Inc.,CO,Continental Air Lines Inc.,01220,D,3,3,1998,1
646753.97,0.00,0.00,65425.14,74.22,65350.92,21289.33,37217.10,3687.05,774298.37,0.00,0.00,6782.55,6782.55,383551.03,40602.55,137997.91,286155.67,0.00,199225.79,24396.64,0.00,0.00,509778.10,0.00,0.00,0.00,48674.71,0.00,94435.76,143110.47,1433969.50,131928.47,0.00,0.00,12026.39,16645.42,0.00,42081.29,14273.44,1245.04,37979.23,0.00,194234.81,191415.22,641829.31,128863.00,0.00,0.00,0.00,0.00,128863.00,0.00,0.00,234340.38,234340.38,0.00,,0.00,0.00,0.00,56277.71,56277.71,372659.09,428936.80,0.00,428936.80,1433969.50,20436,F9,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,06460,D,3,3,2017,3
649067.00,666310.00,,290483.00,6971.00,283512.00,119360.00,208202.00,4445.00,1930896.00,,,698506.00,698506.00,1558356.00,167925.00,81667.00,1644614.00,,31689.00,2454.00,31675.00,1566.00,1708866.00,,,,,,1334649.00,1334649.00,5672917.00,105321.00,,,,36201.00,4908.00,67423.00,62475.00,39248.00,36135.00,,863985.00,2419701.00,3635397.00,1085082.00,,,38704.00,607057.00,1730843.00,,,193624.00,193624.00,,,1.00,,1.00,473.00,474.00,112579.00,113053.00,,113053.00,5672917.00,20355,US,US Airways Inc.,US,US Airways Inc.,02040,D,3,3,2006,2
650672.00,507715.00,1988.00,981590.00,48399.00,935179.00,265159.00,200016.00,439645.00,2998386.00,720165.00,20114.00,298032.00,1038311.00,9050640.00,2585124.00,4999937.00,6635827.00,35123.00,363179.00,272925.00,529687.00,177528.00,7659213.00,229007.00,115404.00,113603.00,83377.00,164176.00,660403.00,907956.00,12717469.00,235986.00,,,860915.00,,62432.00,277474.00,185083.00,44203.00,191806.00,158.00,1417828.00,800970.00,4076855.00,1558839.00,,,321795.00,2847155.00,4727789.00,,,851300.00,851300.00,,,250935.00,,250935.00,2644957.00,2895892.00,866857.00,3762749.00,701224.00,3061525.00,12717469.00,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,01260,D,3,3,1997,2
652064.36,559489.35,0.00,136468.51,7574.18,128894.32,42406.69,138756.40,103159.63,1624770.75,0.00,0.00,0.00,0.00,4749162.73,1053701.99,1185511.24,4617353.47,0.00,136749.96,148766.53,158809.29,28477.42,5033201.84,0.00,0.00,0.00,55584.27,0.00,418913.79,474498.06,7132470.65,257175.45,0.00,2500.00,173640.32,0.00,7618.69,71277.97,47172.12,26686.07,10040.55,0.00,772695.63,208690.17,1577496.97,2516907.86,0.00,0.00,109286.23,0.00,2626194.09,442279.19,0.00,645247.42,1087526.61,0.00,,3297.22,0.00,3297.22,1484460.58,1487757.80,365269.09,1853026.88,11773.90,1841252.99,7132470.65,20409,B6,JetBlue Airways,B6,JetBlue Airways,06673,D,3,3,2012,2
652261.36,573337.59,0.00,145411.66,7784.16,137627.50,47887.22,138591.67,114482.13,1664187.47,0.00,0.00,0.00,0.00,4606433.23,1048412.30,1127625.19,4527220.33,0.00,149343.74,124320.89,159253.75,27114.51,4933024.21,52969.98,7398.86,45571.11,65358.45,0.00,435174.78,500533.23,7143316.03,197251.43,0.00,0.00,132207.10,0.00,7525.87,51121.11,45345.85,32466.96,17375.02,0.00,794187.37,201620.01,1479100.72,2687178.61,0.00,0.00,111246.92,0.00,2798425.52,409090.75,0.00,655268.38,1064359.12,0.00,,3286.41,0.00,3286.41,1477442.14,1480728.56,332133.37,1812861.93,11431.27,1801430.66,7143316.03,20409,B6,JetBlue Airways,B6,JetBlue Airways,06673,D,3,3,2012,1
652745.37,0.00,0.00,56478.81,87.31,56391.50,13763.48,33180.63,0.00,756080.98,0.00,0.00,6010.54,6010.54,388410.99,39148.82,145031.26,282528.55,0.00,181966.16,18636.58,0.00,0.00,483131.29,0.00,0.00,0.00,51267.04,0.00,91919.53,143186.57,1388409.38,123387.48,0.00,0.00,5751.35,14909.06,0.00,58066.42,13873.38,1084.01,35543.24,0.00,218843.74,179368.13,650826.80,123289.68,0.00,0.00,0.00,0.00,123289.68,6243.71,0.00,246173.09,252416.80,0.00,,0.00,0.00,0.00,55548.33,55548.33,306327.79,361876.11,0.00,361876.11,1388409.38,20436,F9,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,06460,D,3,3,2017,2
657702.30,0.00,0.00,95824.76,747.75,95077.01,77749.71,23165.64,92507.66,946202.32,0.00,0.00,380.00,380.00,412480.93,128103.15,216030.25,324553.83,0.00,391971.38,25693.43,0.00,0.00,742218.64,0.00,0.00,0.00,0.00,0.00,3999841.39,3999841.39,5688642.35,262676.17,0.00,0.00,144060.68,-7463.99,0.00,55543.00,51692.32,310.16,147345.53,0.00,323388.24,861744.74,1839296.85,189305.58,0.00,0.00,0.00,3075699.63,3265005.21,11174.39,0.00,64346.38,75520.77,0.00,,0.00,0.00,0.00,385889.61,385889.61,122929.91,508819.52,0.00,508819.52,5688642.35,20436,F9,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,06460,D,3,3,2024,2
664562.44,0.00,0.00,287316.45,2660.85,284655.60,66877.75,29712.25,0.00,1045808.03,0.00,0.00,763.14,763.14,4131350.43,138420.18,1011314.53,3258456.08,0.00,0.00,179480.05,0.00,0.00,3437936.13,0.00,0.00,0.00,0.00,0.00,247065.22,247065.22,4731572.52,174689.52,0.00,0.00,137619.65,0.00,0.00,151936.30,41407.55,1067.82,6116.98,0.00,13473.47,253187.46,779498.75,847402.96,0.00,0.00,0.00,31290.24,878693.20,453153.22,0.00,0.00,453153.22,0.00,,0.00,0.00,0.00,4445231.78,4445231.78,-1825004.42,2620227.37,0.00,2620227.37,4731572.52,20007,5Y,Atlas Air Inc.,5Y,Atlas Air Inc.,06087,D,3,3,2022,4
670970.00,401514.00,2216.00,1074146.00,50288.00,1026074.00,251773.00,246792.00,390735.00,2987858.00,695416.00,26232.00,298144.00,1019792.00,8655164.00,2526192.00,4900546.00,6280810.00,35123.00,372437.00,195567.00,520964.00,164522.00,7240379.00,271984.00,114332.00,157652.00,84451.00,156811.00,862290.00,1103552.00,12509233.00,50861.00,,,812858.00,,63304.00,245589.00,224800.00,46328.00,249374.00,7391.00,1461492.00,804559.00,3966556.00,1783489.00,,,325013.00,2824872.00,4933374.00,,,869502.00,869502.00,,,249711.00,,249711.00,2614515.00,2864226.00,573030.00,3437256.00,697455.00,2739801.00,12509233.00,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,01260,D,3,3,1997,1
672702.40,553035.95,0.00,108924.83,7585.62,101339.21,49589.40,146670.45,104673.04,1628010.44,0.00,38181.76,0.00,38181.76,4500358.48,1048226.13,1079246.01,4469338.60,0.00,153534.48,103710.50,159253.75,25747.13,4860090.20,52969.98,6944.81,46025.16,67090.23,0.00,431909.85,499000.08,7071307.64,190236.22,0.00,88000.00,148543.96,0.00,7564.12,84284.76,41248.50,27775.40,9196.88,0.00,626612.91,188596.79,1412059.54,2737252.92,0.00,0.00,113147.46,0.00,2850400.38,392049.26,0.00,660196.60,1052245.86,0.00,,3265.89,0.00,3265.89,1471480.88,1474746.77,289913.47,1764660.23,8058.36,1756601.87,7071307.64,20409,B6,JetBlue Airways,B6,JetBlue Airways,06673,D,3,3,2011,4
673765.31,0.00,0.00,65594.73,779.46,64815.27,53684.72,28675.11,70099.84,891040.24,0.00,0.00,860.15,860.15,239336.06,100181.63,141604.26,197913.43,0.00,346145.36,15173.64,0.00,0.00,559232.42,0.00,0.00,0.00,104415.70,0.00,2689203.21,2793618.92,4244751.72,192570.35,0.00,0.00,49372.66,28846.51,0.00,53182.86,43738.22,220.65,79460.64,0.00,296072.46,732684.60,1476148.95,227578.23,0.00,0.00,0.00,2050628.38,2278206.61,0.00,0.00,45600.57,45600.57,0.00,,0.00,0.00,0.00,359607.43,359607.43,85188.18,444795.60,0.00,444795.60,4244751.72,20436,F9,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,06460,D,3,3,2022,3
675277.00,,638.00,455127.00,41442.00,414323.00,107021.00,84802.00,,1281423.00,276399.00,65123.00,,341522.00,969215.00,244940.00,262968.00,951187.00,1267.00,46546.00,31955.00,374043.00,101665.00,1303333.00,,,,,,1262488.00,1262488.00,4188766.00,156207.00,,,563810.00,35351.00,49862.00,122024.00,44254.00,24185.00,40395.00,,540621.00,306102.00,1882811.00,1117536.00,,,269451.00,282779.00,1669766.00,-175228.00,,505083.00,329855.00,63.00,,214.00,,277.00,733395.00,733672.00,-427338.00,306334.00,,306334.00,4188766.00,19704,CO,Continental Air Lines Inc.,CO,Continental Air Lines Inc.,01220,D,3,3,1995,4
