YEAR,AIRLINE_ID,UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,CARRIER,CARRIER_NAME,ENTITY,GENERAL_MANAGE,PILOTS_COPILOTS,OTHER_FLT_PERS,PASS_GEN_SVC_ADMIN,MAINTENANCE,ARCFT_TRAF_HANDLING_GRP1,GEN_ARCFT_TRAF_HANDLING,AIRCRAFT_CONTROL,PASSENGER_HANDLING,CARGO_HANDLING,TRAINEES_INTRUCTOR,STATISTICAL,TRAFFIC_SOLICITERS,OTHER,TRANSPORT_RELATED,TOTAL
1992,20002,KN,Morris Air Corporation,KN,Morris Air Corporation,D,22,60,0,172,21,11,0,0,0,0,0,71,463,13,0,833
1992,20042,SAQ,Southern Air Transport Inc.,SAQ,Southern Air Transport Inc.,D,10,60,75,0,48,0,0,15,0,2,0,62,14,69,0,355
1992,20042,SAQ,Southern Air Transport Inc.,SAQ,Southern Air Transport Inc.,I,0,89,0,0,73,0,0,0,0,0,0,0,0,0,0,162
1992,20046,ZW,Air Wisconsin Airlines Corp,ZW,Air Wisconsin Inc.,D,131,268,0,205,224,0,11,21,527,4,16,143,6,0,0,1556
1992,20057,EZ,Evergreen International Inc.,EZ,Evergreen International Inc.,D,118,269,14,0,123,0,15,0,19,2,3,43,0,68,0,674
1992,20057,EZ,Evergreen International Inc.,EZ,Evergreen International Inc.,P,24,0,0,0,21,0,0,0,0,0,0,0,0,10,0,55
1992,20088,FF,Tower Air Inc.,FF,Tower Air Inc.,A,7,63,33,231,0,194,0,0,0,0,0,62,15,158,0,763
1992,20095,WO (1),World Airways Inc.,WO,World Airways Inc.,D,42,220,200,60,33,0,0,0,0,0,4,0,0,15,0,574
1992,20095,WO (1),World Airways Inc.,WO,World Airways Inc.,I,4,0,0,0,15,0,0,0,0,0,0,0,0,2,0,21
1992,20107,FX,Federal Express Corporation,FM,Federal Express Corporation,A,48,189,16,10,166,0,42,85,0,1222,19,474,1303,630,6309,10513
1992,20107,FX,Federal Express Corporation,FM,Federal Express Corporation,D,244,1610,137,63,901,0,617,217,0,5173,160,458,946,2747,52398,65671
1992,20107,FX,Federal Express Corporation,FM,Federal Express Corporation,L,14,52,4,1,34,0,34,31,0,224,11,113,151,310,439,1418
1992,20107,FX,Federal Express Corporation,FM,Federal Express Corporation,P,79,437,52,75,284,0,183,136,0,747,63,638,1306,636,1923,6559
1992,20108,NC,Northern Air Cargo Inc.,HU,Northern Air Cargo Inc.,D,24,43,0,0,66,41,0,0,0,0,0,0,0,18,0,192
1992,20149,PRQ,Florida West Airlines Inc.,PRQ,Florida West Airlines Inc.,I,4,34,9,0,159,7,0,0,0,0,0,7,3,17,0,240
1992,20151,M6,Amerijet International,JH,Amerijet International,D,6,28,8,0,26,9,0,0,0,0,1,5,0,30,0,113
1992,20151,M6,Amerijet International,JH,Amerijet International,I,4,26,3,0,3,0,0,4,0,29,1,1,0,20,0,91
1992,20173,CDQ,Kitty Hawk International,CDQ,American International Airways Inc.,D,3,137,31,10,104,0,10,0,0,13,7,18,0,8,0,340
1992,20173,CDQ,Kitty Hawk International,CDQ,American International Airways Inc.,I,1,105,24,7,79,0,8,0,0,10,5,12,0,7,0,259
1992,20194,JW,Arrow Air Inc.,JW,Arrow Air Inc.,D,2,14,4,0,18,0,2,1,0,12,1,3,3,2,0,61
1992,20194,JW,Arrow Air Inc.,JW,Arrow Air Inc.,I,5,39,10,0,51,0,5,3,0,33,2,9,9,7,0,174
1992,20204,MG,Champion Air,MG,MGM Grand Air Inc.,D,48,47,83,0,40,80,0,0,0,0,0,12,11,9,0,330
1992,20211,TW,Trans World Airways LLC,TW,Trans World Airlines Inc.,A,1,754,213,1176,1275,0,333,27,600,629,94,578,147,1391,363,7580
1992,20211,TW,Trans World Airways LLC,TW,Trans World Airlines Inc.,D,1,1145,324,3497,3932,0,2285,81,4120,955,142,879,224,2112,552,20250
1992,20218,JKQ,Express One International Inc.,JKQ,Express One International Inc.,D,18,94,0,60,31,7,0,0,0,0,0,4,0,4,0,218
1992,20218,JKQ,Express One International Inc.,JKQ,Express One International Inc.,I,1,7,5,0,2,1,0,0,0,0,0,0,0,1,0,17
1992,20237,AX,Trans States Airlines,9N,Trans States Airlines,D,0,245,0,63,97,281,0,0,0,0,7,38,0,45,11,787
1992,20251,OE,Westair Airlines Inc.,OE,Westair Airlines Inc.,D,2,444,12,102,147,0,1,26,365,1,18,65,11,43,0,1237
1992,20312,TZ,ATA Airlines d/b/a ATA,TZ,American Trans Air Inc.,A,10,73,110,422,333,0,33,10,62,2,22,28,0,78,0,1183
1992,20312,TZ,ATA Airlines d/b/a ATA,TZ,American Trans Air Inc.,D,8,63,94,360,284,0,28,9,53,2,18,24,0,65,168,1176
1992,20314,YX (1),"Midwest Airline, Inc.",YX,Midwest Express Airlines,D,47,127,0,185,142,0,72,18,281,12,3,65,15,34,0,1001
1992,20355,US,US Airways Inc.,US,USAir,A,0,0,0,0,0,0,0,0,97,0,0,0,29,3,0,129
1992,20355,US,US Airways Inc.,US,USAir,D,43,5145,88,8670,5931,0,2045,429,8688,6705,441,2047,343,3767,1188,45530
1992,20355,US,US Airways Inc.,US,USAir,L,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,33
1992,20357,ER,"Astar USA, LLC",ER,DHL Airways,A,5,0,0,0,5,0,70,0,0,1,0,46,12,12,1056,1207
1992,20357,ER,"Astar USA, LLC",ER,DHL Airways,D,60,153,47,0,206,0,2335,20,0,152,29,648,128,139,1002,4919
1992,20357,ER,"Astar USA, LLC",ER,DHL Airways,L,2,6,3,0,5,0,61,1,0,6,1,26,7,6,243,367
1992,20379,ZKQ,Zantop International,ZKQ,Zantop International,D,76,133,10,89,404,0,14,0,0,131,10,76,0,50,0,993
1992,20398,MQ,Envoy Air,MQ,Simmons Airlines,D,189,337,207,437,250,0,49,0,135,0,0,0,0,20,39,1663
1992,20414,OW,Executive Airlines,NA,Executive Airlines,D,18,150,0,60,80,0,77,0,179,0,6,10,0,135,0,715
1992,20415,NA,North American Airlines,XG,North American Airlines,D,18,150,0,60,80,0,77,0,179,0,6,10,0,135,0,715
1992,20422,SY,Sun Country Airlines d/b/a MN Airlines,SYQ,Sun Country Airlines,D,77,99,133,0,53,11,0,0,0,0,0,10,0,0,7,390
1992,20422,SY,Sun Country Airlines d/b/a MN Airlines,SYQ,Sun Country Airlines,I,17,22,29,0,12,2,0,0,0,0,0,2,0,0,1,85
1993,,,,WE,,L,35,49,4,0,21,0,54,5,0,145,21,40,41,39,0,435
1993,19385,RV (1),Reeve Aleutian Airways Inc.,RV,Reeve Aleutian Airways Inc.,D,18,22,7,14,52,76,0,0,0,0,2,28,9,11,17,256
1993,19386,NW,Northwest Airlines Inc.,NW,Northwest Airlines Inc.,A,1,254,0,592,271,0,397,7,167,90,12,174,11,220,0,2196
1993,19386,NW,Northwest Airlines Inc.,NW,Northwest Airlines Inc.,D,47,3432,0,5073,3270,0,9970,193,2094,526,179,2211,172,2164,53,29384
1993,19386,NW,Northwest Airlines Inc.,NW,Northwest Airlines Inc.,P,3,1209,0,2513,1097,0,1545,87,1264,278,57,969,111,1353,373,10859
1993,19392,RIQ,Rich International Airways,RIQ,Rich International Airways,D,6,11,5,26,29,3,0,0,0,0,1,4,0,1,0,86
1993,19392,RIQ,Rich International Airways,RIQ,Rich International Airways,I,11,20,11,51,57,7,0,0,0,0,1,7,0,2,0,167
1993,19393,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,D,645,1432,0,2225,500,0,1969,103,4973,0,30,341,42,318,0,12578
1993,19670,BF (1),Markair Inc.,BF,Markair Inc.,D,61,151,8,216,117,0,59,5,154,120,17,123,176,67,0,1274
1993,19678,AQ,Aloha Airlines Inc.,AQ,Aloha Airlines Inc.,D,30,194,0,216,357,0,251,21,503,131,4,105,40,93,0,1945
1993,19687,QX,Horizon Air,QX,Horizon Air,D,2,557,0,134,339,0,89,224,614,65,42,93,108,0,0,2267
1993,19690,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,D,34,203,45,481,243,0,20,31,219,81,8,105,23,118,0,1611
1993,19690,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,P,2,7,2,21,19,0,2,2,17,6,0,8,2,9,0,97
1993,19704,CO,Continental Air Lines Inc.,CO,Continental Air Lines Inc.,A,0,214,0,576,461,0,59,8,400,28,10,52,0,194,0,2002
1993,19704,CO,Continental Air Lines Inc.,CO,Continental Air Lines Inc.,D,68,3327,0,5044,5950,0,1387,185,9450,650,89,996,0,3715,0,30861
1993,19704,CO,Continental Air Lines Inc.,CO,Continental Air Lines Inc.,L,0,234,0,265,352,0,80,11,544,37,5,55,0,205,0,1788
1993,19704,CO,Continental Air Lines Inc.,CO,Continental Air Lines Inc.,P,0,144,0,316,465,0,50,7,343,24,6,39,0,146,0,1540
1993,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,A,0,0,0,0,0,0,714,7,695,431,0,79,3,595,0,2524
1993,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,D,114,8554,0,15949,7764,0,10485,553,6043,9502,290,3719,1082,2484,0,66539
1993,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,L,0,0,0,0,0,0,100,0,101,145,0,13,15,12,0,386
1993,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,P,0,0,0,0,0,0,36,0,30,1,0,0,14,7,0,88
1993,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,A,5,865,81,2967,1031,0,204,28,2402,973,57,806,84,403,0,9906
1993,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,D,33,6986,882,13731,9723,0,1511,315,14420,12688,440,5887,304,3906,0,70825
1993,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,L,5,974,131,2064,1295,0,220,38,2380,1222,62,925,38,481,0,9835
1993,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,P,1,99,0,512,38,0,17,3,282,79,7,104,16,49,0,1207
1993,19874,8C,Air Transport International,8C,Air Transport International,A,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,36
1993,19874,8C,Air Transport International,8C,Air Transport International,D,7,83,6,6,41,0,0,0,0,0,0,4,12,0,0,159
1993,19898,TNQ,Emery Worldwide Airlines,TNQ,Emery Worldwide Airlines,D,193,145,111,1,166,10,0,0,0,0,3,8,0,3,0,640
1993,19917,5X,United Parcel Service,5X,United Parcel Service,A,1,7,1,0,7,0,0,0,0,0,0,2,0,1,0,19
1993,19917,5X,United Parcel Service,5X,United Parcel Service,D,81,1145,176,0,1138,0,0,69,0,0,0,291,31,93,0,3024
1993,19917,5X,United Parcel Service,5X,United Parcel Service,L,6,85,13,0,84,0,0,5,0,0,0,21,2,7,0,223
1993,19917,5X,United Parcel Service,5X,United Parcel Service,P,4,59,9,0,59,0,0,4,0,0,0,15,2,5,0,156
1993,19930,AS,Alaska Airlines Inc.,AS,Alaska Airlines Inc.,D,32,831,68,1070,534,0,393,47,1590,713,45,394,52,567,127,6463
1993,19930,AS,Alaska Airlines Inc.,AS,Alaska Airlines Inc.,L,5,0,0,6,0,0,0,0,48,0,0,0,0,0,0,59
1993,19952,KW,Carnival Air Lines Inc.,KW,Carnival Air Lines Inc.,D,24,96,0,121,170,141,0,0,0,0,10,49,14,22,0,647
1993,19952,KW,Carnival Air Lines Inc.,KW,Carnival Air Lines Inc.,I,0,21,0,25,0,30,0,0,0,0,0,0,0,0,0,76
1993,19977,UA,United Air Lines Inc.,UA,United Air Lines Inc.,A,4,511,112,1615,285,0,254,18,605,413,38,246,99,2050,0,6250
1993,19977,UA,United Air Lines Inc.,UA,United Air Lines Inc.,D,23,4935,577,7886,4518,0,4871,459,9463,5926,372,2466,418,13329,0,55243
1993,19977,UA,United Air Lines Inc.,UA,United Air Lines Inc.,L,2,331,53,759,218,0,127,19,364,122,24,148,48,1155,0,3370
1993,19977,UA,United Air Lines Inc.,UA,United Air Lines Inc.,P,8,1065,177,3400,916,0,587,29,1060,537,96,562,297,4508,0,13242
1993,19982,TB (1),USAir Shuttle,TB,USAir Shuttle,D,4,136,10,159,83,0,11,1,76,0,0,0,0,35,0,515
1993,19991,HP,America West Airlines Inc.,HP,America West Airlines Inc.,D,16,1012,0,1640,843,0,2787,50,52,407,99,794,1345,1301,0,10346
1993,19994,QQ,Reno Air Inc.,QQ,Reno Air Inc.,D,84,171,0,261,35,491,0,0,0,0,7,90,9,40,0,1188
1993,20002,KN,Morris Air Corporation,KN,Morris Air Corporation,D,36,161,0,209,95,0,0,7,308,0,0,83,495,82,0,1476
1993,20002,KN,Morris Air Corporation,KN,Morris Air Corporation,I,1,2,0,2,1,0,0,0,3,0,0,1,5,0,0,15
1993,20019,5J (1),Private Jet Expeditions,PJQ,Private Jet Expeditions,D,21,59,4,115,9,6,0,0,0,0,2,3,0,52,0,271
1993,20019,5J (1),Private Jet Expeditions,PJQ,Private Jet Expeditions,I,21,56,4,110,9,6,0,0,0,0,1,2,0,0,0,209
1993,20042,SAQ,Southern Air Transport Inc.,SAQ,Southern Air Transport Inc.,D,10,55,29,0,37,0,0,18,0,1,0,34,8,43,0,235
1993,20042,SAQ,Southern Air Transport Inc.,SAQ,Southern Air Transport Inc.,I,0,73,38,0,49,0,0,0,0,0,0,0,0,0,0,160
1993,20046,ZW,Air Wisconsin Airlines Corp,ZW,Air Wisconsin Inc.,D,84,180,0,136,162,0,7,17,371,0,11,62,0,48,0,1078
1993,20057,EZ,Evergreen International Inc.,EZ,Evergreen International Inc.,D,107,225,6,96,12,0,0,0,41,12,1,24,0,71,0,595
1993,20057,EZ,Evergreen International Inc.,EZ,Evergreen International Inc.,P,22,0,0,0,11,0,0,0,1,0,0,0,0,10,0,44
1993,20088,FF,Tower Air Inc.,FF,Tower Air Inc.,A,7,80,44,424,0,90,0,0,0,0,0,37,17,58,0,757
1993,20095,WO (1),World Airways Inc.,WO,World Airways Inc.,D,69,198,178,0,41,0,19,0,0,0,4,0,0,28,0,537
1993,20095,WO (1),World Airways Inc.,WO,World Airways Inc.,I,1,0,0,0,3,0,0,0,0,0,0,0,0,7,0,11
1993,20107,FX,Federal Express Corporation,FM,Federal Express Corporation,A,65,162,21,0,172,0,39,176,0,750,12,309,814,411,4702,7633
1993,20107,FX,Federal Express Corporation,FM,Federal Express Corporation,D,429,1662,204,0,1175,0,769,29,0,5672,188,507,945,2569,56194,70343
1993,20107,FX,Federal Express Corporation,FM,Federal Express Corporation,L,27,54,7,0,44,0,53,58,0,269,13,129,176,366,479,1675
1993,20107,FX,Federal Express Corporation,FM,Federal Express Corporation,P,124,338,40,0,233,0,187,101,0,730,55,547,1616,779,1723,6473
1993,20108,NC,Northern Air Cargo Inc.,HU,Northern Air Cargo Inc.,D,7,27,23,0,68,44,0,0,0,0,0,13,4,4,0,190
1993,20143,KP,Kiwi International,KP,Kiwi International,D,11,55,26,91,47,214,0,0,0,0,5,9,10,10,0,478
1993,20149,PRQ,Florida West Airlines Inc.,PRQ,Florida West Airlines Inc.,D,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,3
1993,20149,PRQ,Florida West Airlines Inc.,PRQ,Florida West Airlines Inc.,I,3,19,9,0,171,16,0,0,0,0,0,23,2,4,0,247
1993,20151,M6,Amerijet International,JH,Amerijet International,D,37,31,0,0,40,0,0,0,0,0,1,1,0,0,3,113
1993,20151,M6,Amerijet International,JH,Amerijet International,I,4,20,0,22,5,38,0,0,0,0,0,0,8,0,0,97
1993,20173,CDQ,Kitty Hawk International,CDQ,American International Airways Inc.,D,2,245,70,19,98,97,0,0,0,0,10,70,0,31,0,642
1993,20173,CDQ,Kitty Hawk International,CDQ,American International Airways Inc.,I,2,194,56,15,77,76,0,0,0,0,8,56,0,24,0,508
1993,20194,JW,Arrow Air Inc.,JW,Arrow Air Inc.,D,15,42,21,1,99,0,5,0,4,28,2,2,6,0,0,225
1993,20194,JW,Arrow Air Inc.,JW,Arrow Air Inc.,I,16,43,21,0,104,0,6,0,4,30,2,2,7,0,0,235
1993,20204,MG,Champion Air,MG,MGM Grand Air Inc.,D,28,42,0,49,16,11,0,0,0,0,0,9,0,4,0,159
1993,20211,TW,Trans World Airways LLC,TW,Trans World Airlines Inc.,A,0,715,185,933,889,0,244,31,538,661,82,544,124,1326,366,6638
1993,20211,TW,Trans World Airways LLC,TW,Trans World Airlines Inc.,D,0,1095,283,3442,4233,0,2080,112,4580,1012,125,833,190,2030,559,20574
1993,20218,JKQ,Express One International Inc.,JKQ,Express One International Inc.,D,42,250,211,12,88,0,0,0,0,0,0,0,0,2,0,605
1993,20218,JKQ,Express One International Inc.,JKQ,Express One International Inc.,I,14,83,70,4,29,0,0,0,0,0,0,0,0,0,0,200
1993,20237,AX,Trans States Airlines,9N,Trans States Airlines,D,0,250,0,71,95,280,0,0,0,0,9,37,0,47,17,806
1993,20312,TZ,ATA Airlines d/b/a ATA,TZ,American Trans Air Inc.,A,12,121,40,355,261,0,24,7,71,2,18,37,0,176,168,1292
1993,20312,TZ,ATA Airlines d/b/a ATA,TZ,American Trans Air Inc.,D,18,192,3,560,412,0,37,12,112,2,28,56,0,277,0,1769
1993,20314,YX (1),"Midwest Airline, Inc.",YX,Midwest Express Airlines,D,25,130,7,200,136,0,88,14,306,9,2,91,19,57,0,1084
1993,20355,US,US Airways Inc.,US,USAir,A,0,0,0,0,2,0,4,0,60,14,1,0,8,16,0,105
1993,20355,US,US Airways Inc.,US,USAir,D,38,5106,62,8678,5944,0,2097,425,7935,6487,431,2141,352,4079,2080,45855
1993,20355,US,US Airways Inc.,US,USAir,L,0,0,0,0,0,0,2,0,4,17,0,0,0,3,0,26
1993,20357,ER,"Astar USA, LLC",ER,DHL Airways,A,5,0,0,0,4,0,64,0,0,1,0,44,12,10,1196,1336
1993,20357,ER,"Astar USA, LLC",ER,DHL Airways,D,61,121,54,0,200,0,2526,19,0,172,40,659,136,129,1096,5213
1993,20357,ER,"Astar USA, LLC",ER,DHL Airways,L,2,6,3,0,5,0,45,1,0,6,2,29,7,5,285,396
1993,20366,EV,ExpressJet Airlines LLC d/b/a aha!,EV,Atlantic Southeast Airlines,D,7,582,0,296,240,0,531,13,0,0,31,145,12,0,0,1857
1993,20379,ZKQ,Zantop International,ZKQ,Zantop International,D,76,110,10,86,324,0,11,0,0,13,9,71,0,43,0,747
1993,20398,MQ,Envoy Air,MQ,Simmons Airlines,D,257,663,376,721,368,0,70,0,263,0,0,0,0,98,25,2841
1993,20414,OW,Executive Airlines,NA,Executive Airlines,D,18,141,0,79,84,0,228,0,0,0,0,10,0,232,0,792
1993,20414,OW,Executive Airlines,NA,Executive Airlines,L,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,30
1993,20415,NA,North American Airlines,XG,North American Airlines,D,18,141,0,79,84,0,228,0,0,0,0,10,0,232,0,792
1993,20415,NA,North American Airlines,XG,North American Airlines,L,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,30
1993,20422,SY,Sun Country Airlines d/b/a MN Airlines,SYQ,Sun Country Airlines,D,77,146,0,188,79,0,14,13,22,0,0,7,3,22,0,571
1994,,,,WE,,L,15,50,0,0,34,0,47,10,0,223,0,56,48,7,0,490
1994,19385,RV (1),Reeve Aleutian Airways Inc.,RV,Reeve Aleutian Airways Inc.,D,15,21,8,13,50,82,0,0,0,0,2,26,6,43,0,266
1994,19386,NW,Northwest Airlines Inc.,NW,Northwest Airlines Inc.,A,1,262,0,636,272,0,415,9,191,119,14,215,18,160,0,2312
1994,19386,NW,Northwest Airlines Inc.,NW,Northwest Airlines Inc.,D,46,3422,0,5427,3305,0,10508,209,2288,564,176,2135,228,1434,130,29872
1994,19386,NW,Northwest Airlines Inc.,NW,Northwest Airlines Inc.,P,2,1148,0,2575,1030,0,1659,107,1286,345,60,1068,142,923,284,10629
1994,19392,RIQ,Rich International Airways,RIQ,Rich International Airways,D,6,12,6,33,32,4,0,0,0,0,1,4,0,2,0,100
1994,19392,RIQ,Rich International Airways,RIQ,Rich International Airways,I,18,38,18,99,96,13,0,0,0,0,2,12,0,6,0,302
1994,19393,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,D,740,1683,0,2659,570,0,2334,118,6080,0,31,433,47,357,0,15052
1994,19670,BF (1),Markair Inc.,BF,Markair Inc.,D,91,185,0,299,50,0,57,27,153,144,14,162,264,14,0,1460
1994,19678,AQ,Aloha Airlines Inc.,AQ,Aloha Airlines Inc.,D,22,204,0,222,367,0,312,19,517,137,5,108,25,127,0,2065
1994,19687,QX,Horizon Air,QX,Horizon Air,D,2,618,0,152,364,0,101,254,713,67,46,96,144,0,0,2557
1994,19690,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,D,33,181,39,443,208,0,16,37,459,158,7,154,17,148,0,1990
1994,19690,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,P,2,11,2,33,10,0,8,3,34,19,0,12,1,11,0,146
1994,19704,CO,Continental Air Lines Inc.,CO,Continental Air Lines Inc.,A,0,217,0,524,402,0,48,5,358,36,9,39,0,196,0,1834
1994,19704,CO,Continental Air Lines Inc.,CO,Continental Air Lines Inc.,D,73,3564,0,4902,4784,0,1249,136,9391,933,85,1001,0,4976,0,31094
1994,19704,CO,Continental Air Lines Inc.,CO,Continental Air Lines Inc.,L,0,275,0,281,305,0,69,7,515,51,5,83,0,411,0,2002
1994,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,A,41,0,0,404,137,0,95,7,727,409,0,567,221,112,0,2720
1994,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,D,116,8333,0,15545,6986,0,9587,533,5793,9340,312,3363,726,2705,0,63339
1994,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,L,16,0,0,0,24,0,15,0,111,141,0,67,8,11,0,393
1994,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,P,10,0,0,0,0,0,0,0,34,1,0,36,10,3,0,94
1994,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,A,5,787,0,3333,881,0,184,26,2067,1010,43,763,76,375,0,9550
1994,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,D,34,6711,655,11990,9025,0,1598,305,12261,12229,367,6024,295,396,0,61890
1994,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,L,5,983,121,2164,1217,0,216,39,2423,1165,51,1025,51,611,0,10071
1994,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,P,1,92,0,521,109,0,15,3,228,92,6,105,12,49,0,1233
1994,19874,8C,Air Transport International,8C,Air Transport International,A,2,30,15,3,18,2,0,0,0,0,1,3,1,6,0,81
1994,19874,8C,Air Transport International,8C,Air Transport International,D,10,115,58,13,69,8,0,0,0,0,2,14,5,23,0,317
1994,19898,TNQ,Emery Worldwide Airlines,TNQ,Emery Worldwide Airlines,D,223,218,127,0,185,14,0,0,0,0,4,22,0,1,0,794
1994,19917,5X,United Parcel Service,5X,United Parcel Service,A,3,61,15,0,57,0,0,3,0,0,0,13,3,5,0,160
1994,19917,5X,United Parcel Service,5X,United Parcel Service,D,71,1301,313,0,1229,0,0,54,0,0,0,277,68,102,0,3415
1994,19917,5X,United Parcel Service,5X,United Parcel Service,L,1,8,2,0,8,0,0,1,0,0,0,2,1,1,0,24
1994,19917,5X,United Parcel Service,5X,United Parcel Service,P,6,105,25,0,100,0,0,4,0,0,0,22,5,8,0,275
1994,19930,AS,Alaska Airlines Inc.,AS,Alaska Airlines Inc.,D,26,881,0,1184,429,0,515,48,1562,700,41,397,46,492,90,6411
1994,19930,AS,Alaska Airlines Inc.,AS,Alaska Airlines Inc.,L,0,0,0,0,0,0,5,0,47,0,0,3,1,10,0,66
1994,19952,KW,Carnival Air Lines Inc.,KW,Carnival Air Lines Inc.,D,37,120,0,177,186,0,19,10,178,0,12,64,18,51,0,872
1994,19952,KW,Carnival Air Lines Inc.,KW,Carnival Air Lines Inc.,L,0,26,0,39,0,0,0,0,39,0,0,0,0,0,0,104
1994,19977,UA,United Air Lines Inc.,UA,United Air Lines Inc.,A,4,543,83,1582,423,0,209,15,607,460,33,281,85,1739,0,6064
1994,19977,UA,United Air Lines Inc.,UA,United Air Lines Inc.,D,22,4933,514,7534,4254,0,4194,459,9345,5670,294,2295,413,10973,0,50900
1994,19977,UA,United Air Lines Inc.,UA,United Air Lines Inc.,L,2,329,18,621,150,0,109,18,391,134,15,140,58,918,0,2903
1994,19977,UA,United Air Lines Inc.,UA,United Air Lines Inc.,P,9,1122,150,3378,900,0,518,23,1137,580,72,596,240,3888,0,12613
1994,19982,TB (1),USAir Shuttle,TB,USAir Shuttle,D,8,135,0,148,77,0,7,1,89,0,0,0,0,25,0,490
1994,19991,HP,America West Airlines Inc.,HP,America West Airlines Inc.,D,17,1056,0,1712,864,0,1913,52,334,879,113,922,1505,1327,0,10694
1994,19991,HP,America West Airlines Inc.,HP,America West Airlines Inc.,L,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,4
1994,19994,QQ,Reno Air Inc.,QQ,Reno Air Inc.,D,72,186,0,940,41,15,0,0,0,0,8,70,43,40,0,1415
1994,20017,CS,Continental Micronesia,CS,Continental Micronesia,P,0,0,0,478,166,0,9,5,272,291,5,105,14,68,37,1450
1994,20033,U2,UFS Inc.,U2,UFS Inc.,D,0,68,0,71,58,187,0,0,0,0,2,4,0,15,0,405
1994,20042,SAQ,Southern Air Transport Inc.,SAQ,Southern Air Transport Inc.,D,17,29,15,0,15,0,0,17,0,1,0,26,13,80,0,213
1994,20042,SAQ,Southern Air Transport Inc.,SAQ,Southern Air Transport Inc.,I,0,117,63,0,60,0,0,0,0,0,0,0,0,0,0,240
1994,20046,ZW,Air Wisconsin Airlines Corp,ZW,Air Wisconsin Airlines Corp,D,50,94,0,84,91,0,6,4,190,0,3,30,0,28,0,580
1994,20051,E8,USAfrica Airways Inc.,E8,USAfrica Airways Inc.,A,32,48,0,8,23,180,0,0,0,0,0,0,88,0,0,379
1994,20057,EZ,Evergreen International Inc.,EZ,Evergreen International Inc.,D,77,154,5,85,15,0,0,0,28,8,1,28,0,66,0,467
1994,20057,EZ,Evergreen International Inc.,EZ,Evergreen International Inc.,P,17,0,0,0,6,0,0,0,1,0,0,0,0,7,0,31
1994,20060,WV (1),Air South Inc. (1),WV,Air South Inc.,D,85,59,78,95,13,90,0,0,0,0,4,6,0,81,0,511
1994,20088,FF,Tower Air Inc.,FF,Tower Air Inc.,A,9,84,47,469,0,239,0,0,0,0,0,78,121,479,0,1526
1994,20095,WO (1),World Airways Inc.,WO,World Airways Inc.,D,96,175,0,95,34,0,10,0,0,0,3,0,0,60,0,473
1994,20095,WO (1),World Airways Inc.,WO,World Airways Inc.,I,1,0,0,0,7,0,0,0,0,0,0,0,0,3,0,11
1994,20107,FX,Federal Express Corporation,FM,Federal Express Corporation,A,62,152,16,0,183,0,22,260,0,188,13,303,887,452,4488,7026
1994,20107,FX,Federal Express Corporation,FM,Federal Express Corporation,D,484,1733,214,0,1385,0,756,269,0,6322,216,517,1035,2728,61332,76991
1994,20107,FX,Federal Express Corporation,FM,Federal Express Corporation,L,32,63,6,0,60,0,3,57,0,407,15,145,256,436,693,2173
1994,20107,FX,Federal Express Corporation,FM,Federal Express Corporation,P,105,277,40,0,250,0,108,137,0,737,56,468,1540,782,1821,6321
1994,20108,NC,Northern Air Cargo Inc.,HU,Northern Air Cargo Inc.,D,7,33,21,0,70,47,0,0,0,0,0,14,4,4,0,200
1994,20143,KP,Kiwi International,KP,Kiwi International,D,9,198,220,204,53,0,24,46,170,0,6,100,0,0,0,1030
1994,20151,M6,Amerijet International,JH,Amerijet International,D,35,22,0,0,15,4,0,0,0,0,1,1,1,0,1,80
