AIR_OP_EXPENSE,FL_ATT_EXPENSE,FOOD_EXPENSE,OTH_IN_FL_EXPENSE,PAX_SVC_EXPENSE,LINE_SVC_EXPENSE,CONTROL_EXPENSE,LANDING_FEES,AIR_SVC_EXPENSE,TRAFFIC_EXP_PAX,TRAFFIC_EXP_CARGO,TRAFFIC_EXP_OTH,TRAFFIC_EXPENSE,RES_EXP_PAX,RES_EXP_CARGO,RES_EXP_OTH,RES_EXPENSE,AD_EXP_PAX,AD_EXP_CARGO,AD_EXP_INST,AD_EXPENSE,ADMIN_EXPENSE,DEPR_EXP_MAINT,AMORTIZATION,TRANSPORT_EXP,TOTAL_OP_EXPENSE,MAINT_PROP_EQUIP,DEPR_PROP_EQUIP,MAINT_DEPR,SVC_SALES_OP_EXP,AIRLINE_ID,UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,CARRIER,CARRIER_NAME,UNIQUE_CARRIER_ENTITY,REGION,CARRIER_GROUP_NEW,CARRIER_GROUP,YEAR,QUARTER
23140.00,,,,,316.00,970.00,901.00,2187.00,,779.00,,779.00,,,149.00,149.00,,,,,2991.00,5.00,26.00,,30457.00,880.00,300.00,1180.00,7317.00,19917,5X,United Parcel Service,5X,United Parcel Service,16911,A,3,3,1995,2
23146.07,1932.16,6.91,35.94,1975.01,69.97,387.95,1350.18,1808.11,5766.66,89.23,-8.77,5847.12,253.52,0.00,0.00,253.52,1597.20,0.00,0.00,1597.20,1248.50,4.23,4.49,0.00,36119.33,0.00,235.08,235.08,12973.25,20436,F9,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,16461,L,3,3,2021,3
23229.63,4107.95,1271.85,228.46,5608.25,1196.25,983.30,721.19,2900.74,1499.62,1420.19,,2919.81,8933.58,27.81,384.63,9346.02,2616.02,48.70,,2664.72,1735.16,53.79,250.27,2555.28,51820.41,315.37,241.37,556.74,26035.50,19977,UA,United Air Lines Inc.,UA,United Air Lines Inc.,10874,A,3,3,1990,4
23262.00,,,,,383.00,1214.00,909.00,2506.00,,922.00,,922.00,,,68.00,68.00,,,,,3139.00,7.00,27.00,,30880.00,692.00,257.00,949.00,7618.00,19917,5X,United Parcel Service,5X,United Parcel Service,16913,P,3,3,1994,4
23294.00,2305.00,1106.00,201.00,3612.00,1265.00,1129.00,521.00,2915.00,840.00,813.00,1699.00,3352.00,2695.00,17.00,1296.00,4008.00,711.00,,-117.00,594.00,2469.00,28.00,13.00,,40808.00,172.00,351.00,523.00,17514.00,19930,AS,Alaska Airlines Inc.,AS,Alaska Airlines Inc.,16031,L,3,3,2000,1
23396.12,3024.33,672.23,480.56,4177.13,1615.05,2212.32,537.39,4364.76,0.00,0.00,0.00,0.00,626.86,0.00,0.00,626.86,0.00,0.00,0.00,0.00,2638.78,4.46,896.59,225.04,36376.96,0.00,47.21,47.21,12755.79,20415,NA,North American Airlines,NA,North American Airlines,16730,L,2,2,2014,1
23429.81,1242.69,121.85,163.40,1527.93,547.14,97.58,284.07,928.79,148.19,889.22,660.35,1697.77,102.85,,309.09,411.94,290.55,,,290.55,1909.82,,9.96,,31751.20,1306.99,237.65,1544.64,8321.40,20374,XE,ExpressJet Airlines Inc.,XE,ExpressJet Airlines Inc.,16187,L,3,3,2007,2
23458.51,1339.68,76.97,50.84,1467.48,34.79,855.96,1162.49,2053.24,5981.33,35.88,86.45,6103.65,864.01,0.00,0.00,864.01,1094.10,0.00,0.00,1094.10,921.25,42.87,36.26,0.00,36098.89,0.00,57.52,57.52,12640.38,20436,F9,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,16461,L,3,3,2015,1
23518.00,6091.00,4147.00,642.00,10880.00,1709.00,1578.00,1781.00,5068.00,1779.00,2046.00,,3825.00,12312.00,7901.00,2273.00,22486.00,1300.00,32.00,,1332.00,2210.00,8.00,1183.00,691.00,72579.00,236.00,1142.00,1378.00,48370.00,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,10052,P,3,3,1994,1
23529.00,,,,,467.00,997.00,356.00,1820.00,,13289.00,,13289.00,,1834.00,,1834.00,,2398.00,,2398.00,4845.00,869.00,785.00,16550.00,68613.00,230.00,2464.00,2694.00,28534.00,20107,FX,Federal Express Corporation,FM,Federal Express Corporation,16195,L,3,3,1995,3
23577.25,1685.71,62.13,17.78,1765.62,33.42,236.67,927.97,1198.05,4285.21,49.43,16.09,4350.74,91.90,0.00,0.00,91.90,623.39,0.00,0.00,623.39,126.11,1.78,6.43,0.00,31788.89,0.00,47.61,47.61,8211.63,20436,F9,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,16461,L,3,3,2019,1
23583.95,1244.41,,148.75,1393.15,464.05,96.23,314.64,874.91,294.01,981.56,597.32,1872.88,,,,,,,,,2466.93,,92.26,,31395.89,881.00,230.80,1111.80,7811.94,20374,XE,ExpressJet Airlines Inc.,XE,ExpressJet Airlines Inc.,16187,L,3,3,2006,3
23595.00,3244.00,2584.00,1329.00,7157.00,1509.00,938.00,584.00,3031.00,1355.00,2017.00,3164.00,6536.00,5357.00,103.00,1483.00,6943.00,1358.00,,,1358.00,1213.00,80.00,,79.00,51211.00,577.00,642.00,1219.00,27537.00,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10260,L,3,3,1990,1
23698.00,1882.00,1076.00,237.00,3195.00,1210.00,1014.00,559.00,2783.00,844.00,843.00,1710.00,3397.00,2614.00,29.00,1434.00,4077.00,1117.00,,164.00,1281.00,2461.00,32.00,12.00,,41583.00,135.00,512.00,647.00,17885.00,19930,AS,Alaska Airlines Inc.,AS,Alaska Airlines Inc.,16031,L,3,3,2000,4
23715.00,2716.00,2721.00,1155.00,6592.00,1885.00,1722.00,789.00,4396.00,4313.00,3116.00,644.00,8073.00,9099.00,52.00,,9151.00,1244.00,,,1244.00,1839.00,72.00,416.00,98.00,56980.00,647.00,737.00,1384.00,33167.00,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10260,L,3,3,1992,2
23724.00,280.00,2308.00,735.00,3323.00,1464.00,1563.00,1352.00,4379.00,3072.00,3176.00,318.00,6566.00,8790.00,23.00,,8813.00,615.00,,,615.00,1703.00,81.00,1250.00,1292.00,53018.00,538.00,734.00,1272.00,28002.00,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10260,L,3,3,1994,3
23754.00,2780.00,2738.00,1316.00,6834.00,1828.00,1113.00,739.00,3680.00,2063.00,2649.00,4741.00,9452.00,6083.00,103.00,1768.00,7954.00,887.00,,,887.00,2595.00,77.00,,88.00,56303.00,374.00,608.00,982.00,32461.00,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10260,L,3,3,1990,3
23815.00,2196.00,108.00,18.00,2322.00,2124.00,130.00,1030.00,3284.00,1825.00,114.00,98.00,2037.00,1516.00,24.00,16.00,1556.00,370.00,2.00,0.00,372.00,2223.00,2.00,55.00,22.00,36262.00,237.00,336.00,573.00,12424.00,19393,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,11033,L,3,3,2012,2
23844.00,6107.00,4105.00,608.00,10820.00,3279.00,1852.00,1893.00,7024.00,2602.00,1860.00,,4462.00,14604.00,587.00,1861.00,17052.00,1294.00,36.00,,1330.00,3446.00,9.00,1225.00,487.00,71168.00,321.00,1148.00,1469.00,46837.00,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,10052,P,3,3,1995,1
23846.59,1744.94,475.61,665.94,2886.49,1929.20,355.00,799.08,3083.27,716.25,177.42,755.13,1648.81,149.04,54.81,1477.05,1680.90,21.66,0.00,815.10,836.76,3788.44,25.42,75.30,56.49,38759.28,248.02,582.79,830.81,14856.19,19690,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,15375,P,3,3,2021,1
23848.00,4121.00,2939.00,218.00,7278.00,12015.00,5629.00,1001.00,18645.00,601.00,1738.00,,2339.00,12823.00,187.00,1625.00,14635.00,2238.00,74.00,,2312.00,1125.00,11.00,13.00,145.00,70639.00,159.00,129.00,288.00,46646.00,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,10052,P,3,3,1991,2
23870.14,1766.22,34.06,0.00,1800.28,0.00,0.00,1226.67,1226.67,0.00,321.04,1475.92,1796.96,1733.15,0.00,112.54,1845.68,0.00,0.00,101.55,101.55,5673.20,23.57,0.00,0.00,36489.86,0.00,151.82,151.82,12619.72,20416,NK,Spirit Air Lines,NK,Spirit Air Lines,16831,L,3,3,2015,1
23882.00,2537.00,1346.00,744.00,4627.00,1512.00,1246.00,780.00,3538.00,1056.00,699.00,2449.00,4204.00,2330.00,28.00,2068.00,4426.00,545.00,,126.00,671.00,2490.00,57.00,1.00,,44968.00,451.00,621.00,1072.00,21086.00,19930,AS,Alaska Airlines Inc.,AS,Alaska Airlines Inc.,16031,L,3,3,2002,4
23889.46,,,,,1461.28,297.10,440.67,2199.05,27.43,703.53,,730.96,,450.68,,450.68,,,,,2609.54,,,57.60,30050.90,,113.62,113.62,6103.85,20007,5Y,Atlas Air Inc.,5Y,Atlas Air Inc.,06087,D,3,3,2010,3
23938.00,3849.00,1340.00,489.00,5678.00,1615.00,223.00,814.00,2652.00,486.00,475.00,,961.00,3549.00,4.00,,3553.00,224.00,6.00,,230.00,294.00,15.00,38.00,240.00,38693.00,978.00,116.00,1094.00,14515.00,20355,US,US Airways Inc.,US,USAir,12040,A,3,3,1994,4
23942.00,2729.00,2610.00,1377.00,6716.00,1619.00,1764.00,1142.00,4525.00,4137.00,3280.00,125.00,7542.00,8573.00,123.00,,8696.00,797.00,,,797.00,1672.00,91.00,,79.00,55368.00,525.00,783.00,1308.00,31347.00,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10260,L,3,3,1993,3
23982.67,601.83,173.72,282.14,1057.69,198.82,393.01,272.62,864.45,196.59,101.32,1746.11,2044.02,12541.09,,774.27,13315.36,,,268.39,268.39,1147.53,,,48.03,43424.20,696.06,,696.06,19393.50,19690,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,15375,P,2,2,1992,3
23993.00,1720.00,1034.00,494.00,3248.00,1092.00,2521.00,525.00,4138.00,541.00,,,541.00,,,130.00,130.00,,,,,3329.00,,,56.00,35487.00,,52.00,52.00,11438.00,20095,WO (1),World Airways Inc.,WO,World Airways Inc.,16932,I,2,2,1992,1
24010.93,0.00,0.00,0.00,0.00,1449.38,41.39,355.17,1845.95,161.17,735.58,0.00,896.76,0.00,660.59,0.00,660.59,0.00,0.00,0.00,0.00,2576.26,0.00,0.00,41.44,30031.92,0.00,0.00,0.00,5979.55,20007,5Y,Atlas Air Inc.,5Y,Atlas Air Inc.,06087,D,3,3,2011,1
24019.89,1444.40,50.90,0.00,1495.30,0.00,0.00,1075.87,1075.87,0.00,272.97,1310.34,1583.31,1220.48,0.00,93.75,1314.23,0.00,0.00,116.18,116.18,4819.95,21.16,0.00,0.00,34606.06,0.00,160.17,160.17,10586.17,20416,NK,Spirit Air Lines,NK,Spirit Air Lines,16831,L,3,3,2014,4
24053.00,,,,,389.00,867.00,321.00,1577.00,,15334.00,,15334.00,,2153.00,,2153.00,,1570.00,,1570.00,4786.00,863.00,791.00,15242.00,69088.00,237.00,2482.00,2719.00,29793.00,20107,FX,Federal Express Corporation,FM,Federal Express Corporation,16195,L,3,3,1996,1
24095.73,1345.69,94.24,28.24,1468.17,32.10,279.48,1247.66,1559.25,4811.70,38.23,30.30,4880.23,286.62,0.00,0.00,286.62,717.77,0.00,0.00,717.77,1338.58,3.20,23.59,0.00,34458.03,0.00,84.89,84.89,10362.31,20436,F9,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,16461,L,3,3,2018,1
24111.00,4856.00,2332.00,723.00,7911.00,394.00,62.00,203.00,659.00,570.00,737.00,,1307.00,5266.00,14.00,,5280.00,277.00,8.00,,285.00,395.00,21.00,3.00,317.00,41143.00,731.00,123.00,854.00,16715.00,20355,US,US Airways Inc.,US,USAir,12040,A,3,3,1993,4
24119.00,1703.00,787.00,459.00,2949.00,471.00,603.00,574.00,1648.00,2381.00,1606.00,,3987.00,2886.00,94.00,,2980.00,561.00,1.00,,562.00,4124.00,19.00,309.00,8334.00,50109.00,535.00,543.00,1078.00,17656.00,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10262,P,3,3,2007,2
24183.00,2872.00,2466.00,1658.00,6996.00,1329.00,1691.00,1118.00,4138.00,3374.00,3920.00,418.00,7712.00,7616.00,172.00,,7788.00,744.00,,,744.00,1995.00,119.00,1250.00,252.00,56498.00,527.00,794.00,1321.00,32063.00,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10260,L,3,3,1994,1
24232.00,2335.00,667.00,435.00,3437.00,789.00,473.00,555.00,1817.00,2280.00,1830.00,3.00,4113.00,2504.00,92.00,,2596.00,435.00,,,435.00,2131.00,-2.00,142.00,2726.00,42593.00,618.00,348.00,966.00,15635.00,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10262,P,3,3,2004,1
24237.00,4135.00,1316.00,422.00,5873.00,2592.00,80.00,565.00,3237.00,1565.00,1764.00,,3329.00,4795.00,10.00,,4805.00,135.00,3.00,,138.00,-3446.00,31.00,288.00,,38591.00,-134.00,233.00,99.00,14354.00,20355,US,US Airways Inc.,US,US Airways Inc.,12041,L,3,3,2001,3
24247.00,,,,,335.00,829.00,1043.00,2207.00,,1161.00,,1161.00,,,163.00,163.00,,,,,3440.00,8.00,29.00,,32431.00,891.00,285.00,1176.00,8184.00,19917,5X,United Parcel Service,5X,United Parcel Service,16911,A,3,3,1997,2
24258.00,5300.00,3874.00,655.00,9829.00,2032.00,859.00,1738.00,4629.00,1802.00,2888.00,,4690.00,14721.00,624.00,2061.00,17406.00,1199.00,40.00,,1239.00,4440.00,18.00,1183.00,285.00,68408.00,244.00,187.00,431.00,43865.00,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,10052,P,3,3,1996,2
24283.00,5236.00,4260.00,697.00,10193.00,1766.00,541.00,1759.00,4066.00,2358.00,2535.00,,4893.00,15999.00,651.00,1546.00,18196.00,1123.00,37.00,,1160.00,2391.00,19.00,1017.00,233.00,68028.00,1388.00,189.00,1577.00,43512.00,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,10052,P,3,3,1996,3
24284.00,,,,,399.00,915.00,873.00,2187.00,,826.00,,826.00,,,131.00,131.00,,,,,2356.00,5.00,27.00,,30941.00,847.00,278.00,1125.00,6657.00,19917,5X,United Parcel Service,5X,United Parcel Service,16911,A,3,3,1995,3
24285.00,2702.00,2933.00,1444.00,7079.00,2000.00,1379.00,795.00,4174.00,3812.00,3250.00,86.00,7148.00,8436.00,57.00,,8493.00,2027.00,,,2027.00,1679.00,84.00,,96.00,56236.00,621.00,550.00,1171.00,31855.00,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10260,L,3,3,1991,4
24356.75,2939.32,1613.82,709.10,5262.23,40.02,4025.47,526.62,4592.12,540.97,,354.10,895.07,1197.88,,1437.41,2635.29,468.08,,38.91,506.98,2924.27,35.82,36.12,,41418.42,,173.78,173.78,17061.67,20312,TZ,ATA Airlines d/b/a ATA,TZ,American Trans Air Inc.,16056,A,2,2,1995,4
24363.69,0.00,0.00,0.00,0.00,4265.87,14.82,247.84,4528.54,0.00,-2025.58,0.00,-2025.58,0.00,914.77,0.00,914.77,0.00,0.00,0.00,0.00,398.53,0.00,0.00,511.23,28739.05,0.00,47.88,47.88,3864.14,20100,PO,Polar Air Cargo Airways,PO,Polar Air Cargo Airways,06758,D,3,3,2023,4
24375.00,6539.00,4981.00,682.00,12202.00,3952.00,2342.00,1659.00,7953.00,3492.00,2440.00,,5932.00,19547.00,895.00,2685.00,23127.00,1121.00,42.00,,1163.00,8184.00,10.00,1155.00,625.00,87221.00,1526.00,969.00,2495.00,62221.00,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,10052,P,3,3,1995,4
24409.00,2145.00,359.00,200.00,2704.00,387.00,70.00,320.00,777.00,424.00,221.00,1355.00,2000.00,1354.00,25.00,1391.00,2770.00,208.00,,62.00,270.00,6354.00,55.00,,,39901.00,183.00,379.00,562.00,15492.00,19930,AS,Alaska Airlines Inc.,AS,Alaska Airlines Inc.,16031,L,3,3,2006,3
24442.00,,,,,356.00,910.00,490.00,1756.00,,332.00,,332.00,,,57.00,57.00,,,,,2211.00,5.00,22.00,,30161.00,1103.00,233.00,1336.00,5719.00,19917,5X,United Parcel Service,5X,United Parcel Service,16911,A,3,3,1991,1
24466.00,,,,,314.00,1042.00,1116.00,2472.00,,917.00,,917.00,,,73.00,73.00,,,,,3213.00,6.00,28.00,,32602.00,1208.00,219.00,1427.00,8136.00,19917,5X,United Parcel Service,5X,United Parcel Service,16913,P,3,3,1994,3
24539.39,2307.99,1649.28,1421.16,5378.43,661.20,3409.58,890.75,4961.53,193.99,,,193.99,322.12,,2754.06,3076.18,48.81,,465.61,514.42,2605.10,56.12,31.90,,41564.73,,207.66,207.66,17025.34,20312,TZ,ATA Airlines d/b/a ATA,TZ,American Trans Air Inc.,16056,A,2,2,1995,2
24582.00,2424.00,1223.00,319.00,3966.00,1539.00,1515.00,678.00,3732.00,903.00,907.00,2000.00,3810.00,3037.00,15.00,1467.00,4519.00,892.00,,32.00,924.00,2756.00,36.00,13.00,,44956.00,129.00,489.00,618.00,20374.00,19930,AS,Alaska Airlines Inc.,AS,Alaska Airlines Inc.,16031,L,3,3,2001,1
24599.00,3030.00,1831.00,1031.00,5892.00,721.00,523.00,1178.00,2422.00,2964.00,762.00,324.00,4050.00,15658.00,7129.00,,22787.00,912.00,,,912.00,1936.00,71.00,,75.00,63196.00,187.00,265.00,452.00,38522.00,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10262,P,3,3,1990,4
24605.43,,,,,1415.96,308.48,448.81,2173.25,,663.36,,663.36,,793.03,,793.03,,,,,4201.12,,,47.19,32571.15,,87.77,87.77,7918.53,20007,5Y,Atlas Air Inc.,5Y,Atlas Air Inc.,06087,D,3,3,2009,4
24626.00,6267.00,48.00,56.00,6371.00,5202.00,188.00,1231.00,6621.00,3569.00,177.00,147.00,3893.00,1466.00,41.00,35.00,1542.00,659.00,6.00,0.00,665.00,3535.00,8.00,40.00,283.00,49168.00,455.00,1129.00,1584.00,24259.00,19393,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,11033,L,3,3,2020,3
24670.00,5437.00,3330.00,881.00,9648.00,1155.00,1340.00,1484.00,3979.00,1461.00,2722.00,,4183.00,12543.00,509.00,1896.00,14948.00,1071.00,35.00,,1106.00,1170.00,28.00,952.00,6587.00,68409.00,843.00,295.00,1138.00,37152.00,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,10052,P,3,3,1997,1
24734.00,4060.00,1071.00,293.00,5424.00,803.00,930.00,506.00,2239.00,1198.00,770.00,,1968.00,6085.00,494.00,444.00,7023.00,1526.00,44.00,,1570.00,1965.00,56.00,84.00,1937.00,47523.00,252.00,271.00,523.00,20852.00,19977,UA,United Air Lines Inc.,UA,United Air Lines Inc.,10874,A,3,3,1991,1
24751.00,3615.00,1569.00,198.00,5382.00,283.00,556.00,1248.00,2087.00,3716.00,362.00,2918.00,6997.00,1435.00,12.00,1639.00,3085.00,666.00,10.00,280.00,956.00,4865.00,21.00,0.00,0.00,48930.00,138.00,648.00,785.00,24179.00,19930,AS,Alaska Airlines Inc.,AS,Alaska Airlines Inc.,16031,L,3,3,2016,3
24753.98,2331.13,41.80,0.00,2372.92,0.00,0.00,1485.25,1485.25,0.00,438.30,1489.97,1928.28,1915.90,0.00,138.70,2054.60,0.00,0.00,67.28,67.28,7479.84,32.29,0.00,0.00,40347.42,0.00,172.99,172.99,15593.45,20416,NK,Spirit Air Lines,NK,Spirit Air Lines,16831,L,3,3,2016,3
24758.00,2681.00,1128.00,541.00,4350.00,1673.00,199.00,981.00,2853.00,1008.00,700.00,2456.00,4164.00,2899.00,33.00,1837.00,4769.00,544.00,,195.00,739.00,2378.00,70.00,1.00,,44886.00,281.00,523.00,804.00,20128.00,19930,AS,Alaska Airlines Inc.,AS,Alaska Airlines Inc.,16031,L,3,3,2003,4
24769.00,2820.00,2624.00,1280.00,6724.00,2036.00,1366.00,823.00,4225.00,1962.00,1238.00,255.00,3455.00,7678.00,118.00,,7796.00,1406.00,,,1406.00,1796.00,86.00,,88.00,51500.00,572.00,583.00,1155.00,26643.00,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10260,L,3,3,1991,1
24860.00,1419.00,1521.00,467.00,3407.00,211.00,701.00,1292.00,2204.00,2073.00,173.00,24.00,2270.00,1778.00,17.00,295.00,2090.00,15.00,2.00,,17.00,1386.00,2.00,110.00,-67.00,36372.00,5.00,88.00,93.00,11579.00,19704,CO,Continental Air Lines Inc.,CO,Continental Air Lines Inc.,10221,P,3,3,2000,4
24925.00,1602.00,1185.00,367.00,3154.00,763.00,1323.00,169.00,2255.00,762.00,714.00,90.00,1566.00,2184.00,13.00,224.00,2421.00,-597.00,2.00,,-595.00,3288.00,3.00,137.00,-278.00,37007.00,5.00,126.00,131.00,12360.00,19704,CO,Continental Air Lines Inc.,CO,Continental Air Lines Inc.,10221,P,3,3,2001,4
24973.00,2363.00,122.00,18.00,2503.00,2471.00,135.00,1064.00,3670.00,2034.00,132.00,109.00,2275.00,1533.00,20.00,18.00,1571.00,780.00,2.00,0.00,782.00,2533.00,3.00,60.00,27.00,39038.00,221.00,419.00,640.00,14037.00,19393,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,11033,L,3,3,2012,4
24999.04,1289.28,137.44,195.29,1622.01,519.26,103.64,301.80,924.70,79.97,847.81,639.24,1567.02,178.40,,423.12,601.52,453.92,,,453.92,1803.65,,16.00,,33691.40,1170.61,532.95,1703.55,8692.36,20374,XE,ExpressJet Airlines Inc.,XE,ExpressJet Airlines Inc.,16187,L,3,3,2007,4
25008.35,1415.98,84.84,0.00,1500.83,0.00,0.00,904.93,904.93,0.00,250.38,1155.66,1406.04,1477.98,0.00,99.31,1577.29,0.00,0.00,83.45,83.45,4531.96,21.82,0.00,0.00,35192.34,0.00,157.68,157.68,10183.98,20416,NK,Spirit Air Lines,NK,Spirit Air Lines,16831,L,3,3,2013,4
25009.00,,,,,513.00,1145.00,995.00,2653.00,,789.00,,789.00,,,175.00,175.00,,,,,3543.00,6.00,29.00,,33530.00,1035.00,291.00,1326.00,8521.00,19917,5X,United Parcel Service,5X,United Parcel Service,16913,P,3,3,1995,1
25011.63,13.71,143.17,0.55,157.42,373.67,0.00,459.54,833.21,384.44,23.26,146.61,554.31,0.00,0.00,883.16,883.16,3.20,0.00,131.72,134.92,2.98,0.00,0.00,0.23,27601.47,23.61,0.00,23.61,2589.61,19690,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,15375,P,3,3,2020,3
25041.00,,,,,433.00,1009.00,398.00,1840.00,,14804.00,,14804.00,,2482.00,,2482.00,,1919.00,,1919.00,5283.00,881.00,796.00,16668.00,72506.00,200.00,2592.00,2792.00,30797.00,20107,FX,Federal Express Corporation,FX,Federal Express Corporation,16195,L,3,3,1996,2
25104.00,5337.00,3647.00,870.00,9854.00,990.00,1087.00,1587.00,3664.00,1855.00,3008.00,,4863.00,13953.00,592.00,1925.00,16470.00,1022.00,34.00,,1056.00,1378.00,28.00,954.00,7124.00,71844.00,1059.00,290.00,1349.00,39616.00,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,10052,P,3,3,1997,2
25188.00,2367.00,890.00,350.00,3607.00,156.00,274.00,880.00,1310.00,941.00,383.00,4079.00,5403.00,1441.00,16.00,1220.00,2677.00,299.00,8.00,92.00,399.00,3558.00,56.00,,,43055.00,144.00,713.00,857.00,17867.00,19930,AS,Alaska Airlines Inc.,AS,Alaska Airlines Inc.,16031,L,3,3,2010,2
25260.15,433.66,321.90,109.44,864.99,43.87,27.47,806.11,877.45,1995.00,23.32,2339.18,4357.49,1211.37,0.00,0.00,1211.37,229.58,0.00,0.00,229.58,2535.60,4.45,194.11,0.00,35594.42,0.00,59.22,59.22,10334.27,20436,F9,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,16461,L,3,3,2013,2
25286.85,1366.10,123.66,382.98,1872.73,190.68,71.23,900.51,1162.42,5143.97,38.95,355.58,5538.51,3040.48,12.22,,3052.70,554.83,,,554.83,3024.22,6.92,,17.20,40870.20,,353.81,353.81,15566.15,20436,F9,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,16461,L,3,3,2008,1
25332.00,6267.00,3553.00,584.00,10404.00,3363.00,1848.00,1771.00,6982.00,1868.00,2533.00,,4401.00,14627.00,842.00,1552.00,17021.00,1025.00,34.00,,1059.00,3473.00,18.00,1435.00,255.00,70545.00,-34.00,199.00,165.00,44958.00,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,10052,P,3,3,1996,1
25372.00,6380.00,4142.00,800.00,11322.00,510.00,72.00,223.00,805.00,615.00,874.00,,1489.00,7841.00,16.00,,7857.00,654.00,19.00,,673.00,490.00,22.00,11.00,196.00,49558.00,1154.00,167.00,1321.00,23990.00,20355,US,US Airways Inc.,US,USAir,12040,A,3,3,1992,2
25405.00,2755.00,2592.00,1524.00,6871.00,2015.00,1674.00,752.00,4441.00,4497.00,4059.00,1499.00,10055.00,10817.00,177.00,,10994.00,1630.00,,,1630.00,2327.00,85.00,1250.00,164.00,64656.00,614.00,820.00,1434.00,39087.00,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10260,L,3,3,1993,4
25415.00,,,,,408.00,1002.00,1036.00,2446.00,,1086.00,,1086.00,,,136.00,136.00,,,,,3304.00,14.00,29.00,,33665.00,947.00,288.00,1235.00,8250.00,19917,5X,United Parcel Service,5X,United Parcel Service,16911,A,3,3,1996,3
25491.00,5749.00,3951.00,596.00,10296.00,2663.00,2147.00,1976.00,6786.00,2731.00,1810.00,,4541.00,14230.00,648.00,1964.00,16842.00,1281.00,42.00,,1323.00,8663.00,9.00,1201.00,416.00,78656.00,1913.00,1175.00,3088.00,52749.00,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,10052,P,3,3,1994,4
25491.13,1157.66,312.12,702.96,2172.74,309.24,384.22,321.41,1014.87,90.88,196.85,1852.24,2139.97,14262.90,,1004.97,15267.86,,,126.57,126.57,1013.47,,,160.11,47917.43,530.70,,530.70,22266.19,19690,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,15375,P,2,2,1992,2
25492.76,2401.02,25.03,0.00,2426.06,0.00,0.00,1503.11,1503.11,0.00,400.62,1578.65,1979.27,1871.74,0.00,126.29,1998.03,0.00,0.00,68.83,68.83,7824.35,40.88,0.00,0.00,41522.54,0.00,189.28,189.28,16029.79,20416,NK,Spirit Air Lines,NK,Spirit Air Lines,16831,L,3,3,2017,1
25590.00,2807.00,2373.00,1734.00,6914.00,1794.00,1753.00,904.00,4451.00,3978.00,3265.00,605.00,7848.00,8765.00,122.00,,8887.00,1005.00,,,1005.00,1521.00,90.00,1250.00,91.00,59030.00,612.00,771.00,1383.00,33349.00,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10260,L,3,3,1993,2
25610.60,2564.83,46.17,0.00,2611.00,0.00,0.00,1662.56,1662.56,0.00,506.24,1678.06,2184.30,2093.93,0.00,150.48,2244.40,0.00,0.00,51.98,51.98,8406.65,30.72,0.00,0.00,42993.75,0.00,191.55,191.55,17383.15,20416,NK,Spirit Air Lines,NK,Spirit Air Lines,16831,L,3,3,2016,2
