AIR_OP_EXPENSE,FL_ATT_EXPENSE,FOOD_EXPENSE,OTH_IN_FL_EXPENSE,PAX_SVC_EXPENSE,LINE_SVC_EXPENSE,CONTROL_EXPENSE,LANDING_FEES,AIR_SVC_EXPENSE,TRAFFIC_EXP_PAX,TRAFFIC_EXP_CARGO,TRAFFIC_EXP_OTH,TRAFFIC_EXPENSE,RES_EXP_PAX,RES_EXP_CARGO,RES_EXP_OTH,RES_EXPENSE,AD_EXP_PAX,AD_EXP_CARGO,AD_EXP_INST,AD_EXPENSE,ADMIN_EXPENSE,DEPR_EXP_MAINT,AMORTIZATION,TRANSPORT_EXP,TOTAL_OP_EXPENSE,MAINT_PROP_EQUIP,DEPR_PROP_EQUIP,MAINT_DEPR,SVC_SALES_OP_EXP,AIRLINE_ID,UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,CARRIER,CARRIER_NAME,UNIQUE_CARRIER_ENTITY,REGION,CARRIER_GROUP_NEW,CARRIER_GROUP,YEAR,QUARTER
256051.09,19665.97,3498.32,4911.75,28076.04,56.40,10398.65,8705.59,19160.64,8037.24,10111.02,41414.93,59563.19,5108.89,0.00,22771.69,27880.58,0.00,0.00,779.88,779.88,49261.79,38.50,1347.26,168166.39,612486.22,1402.68,758.20,2160.88,188268.74,20355,US,US Airways Inc.,US,US Airways Inc.,12040,A,3,3,2012,2
256256.65,8965.01,54.37,7058.39,16077.77,0.00,0.00,12585.22,12585.22,3482.45,0.00,17173.02,20655.47,0.00,0.00,0.00,0.00,0.00,0.00,58.15,58.15,27950.03,0.00,600.32,0.00,357442.06,21496.80,1761.65,23258.45,101185.41,20366,EV,ExpressJet Airlines LLC d/b/a aha!,EV,ExpressJet Airlines Inc.,06085,D,3,3,2013,2
256262.00,44245.00,22268.00,8475.00,74988.00,8576.00,5351.00,10846.00,24773.00,34563.00,53114.00,,87677.00,48876.00,689.00,,49565.00,4710.00,604.00,,5314.00,33421.00,724.00,949.00,54202.00,595776.00,1540.00,6361.00,7901.00,285312.00,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,10050,L,3,3,2003,2
256308.00,,,,,12138.00,15831.00,4660.00,32629.00,,87612.00,,87612.00,,15418.00,,15418.00,,5465.00,,5465.00,74281.00,2649.00,351.00,168387.00,651330.00,4088.00,4142.00,8230.00,226635.00,20107,FX,Federal Express Corporation,FX,Federal Express Corporation,16196,A,3,3,2006,4
256581.35,0.00,0.00,0.00,0.00,29711.55,86.06,3303.07,33100.68,0.00,-10398.99,0.00,-10398.99,0.00,6904.07,0.00,6904.07,0.00,0.00,0.00,0.00,2864.63,0.00,0.00,5357.74,294558.83,0.00,149.35,149.35,32619.74,20100,PO,Polar Air Cargo Airways,PO,Polar Air Cargo Airways,16758,P,3,3,2020,2
256650.23,23571.68,4121.72,9493.39,37186.80,4147.95,5455.57,10728.59,20332.11,54750.56,0.00,0.00,54750.56,20945.84,0.00,0.00,20945.84,4647.29,0.00,0.00,4647.29,26611.58,221.84,3110.27,134.30,428694.17,0.03,4103.33,4103.36,171909.64,20409,B6,JetBlue Airways,B6,JetBlue Airways,16673,L,3,3,2019,3
257256.00,58121.00,37161.00,2981.00,98263.00,3670.00,4077.00,4490.00,12237.00,12876.00,35931.00,,48807.00,52249.00,996.00,,53245.00,4980.00,781.00,,5761.00,3220.00,494.00,707.00,61856.00,548028.00,1505.00,4677.00,6182.00,228916.00,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,10049,A,3,3,2004,2
257312.00,35581.00,19239.00,17447.00,72267.00,17800.00,10814.00,17407.00,46021.00,4214.00,39258.00,,43472.00,61642.00,5510.00,16941.00,84093.00,2241.00,68.00,4820.00,7129.00,24408.00,502.00,1302.00,808.00,543764.00,2604.00,3846.00,6450.00,285644.00,19386,NW,Northwest Airlines Inc.,NW,Northwest Airlines Inc.,10600,P,3,3,1998,3
257369.00,38540.00,30304.00,10890.00,79734.00,18508.00,15851.00,9451.00,43810.00,20016.00,29730.00,,49746.00,89724.00,2500.00,16287.00,108511.00,7021.00,232.00,,7253.00,9601.00,398.00,2480.00,11258.00,586399.00,12100.00,4139.00,16239.00,317772.00,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,10050,L,3,3,1997,1
257426.00,29858.00,1500.00,5554.00,36912.00,24001.00,2472.00,20155.00,46628.00,39944.00,4095.00,22.00,44061.00,75180.00,145.00,6390.00,81715.00,22885.00,95.00,450.00,23430.00,52638.00,206.00,,2694.00,553314.00,1907.00,5697.00,7604.00,293194.00,19393,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,06725,D,3,3,1994,3
257455.97,0.00,0.00,0.00,0.00,9987.79,7691.74,7302.20,24981.72,0.00,1707.57,7071.18,8778.74,0.00,322.45,417.18,739.63,0.00,3.98,0.00,3.98,11954.94,0.00,0.00,0.00,305313.63,316.72,1081.92,1398.64,47857.66,19917,5X,United Parcel Service,5X,United Parcel Service,16913,P,3,3,2011,1
257644.62,35179.42,22918.74,5682.96,63781.11,17702.20,3360.05,14786.01,35848.27,24506.30,48731.41,,73237.71,85532.01,130.79,,85662.80,10136.18,175.62,,10311.81,28742.35,1313.83,2390.64,30533.30,600624.40,6621.77,4536.21,11157.98,312446.49,20211,TW,Trans World Airways LLC,TW,Trans World Airlines Inc.,0A845,D,3,3,1993,3
257763.00,,,,,16442.00,14366.00,12095.00,42903.00,,78049.00,,78049.00,,14190.00,,14190.00,,5589.00,,5589.00,87905.00,6424.00,86.00,428178.00,935201.00,8772.00,5342.00,14114.00,249260.00,20107,FX,Federal Express Corporation,FX,Federal Express Corporation,16197,P,3,3,2016,2
257848.75,0.00,0.00,0.00,0.00,8256.70,9068.56,7462.98,24788.24,0.00,1438.31,4344.11,5782.42,0.00,95.78,219.25,315.03,0.00,4.82,0.00,4.82,16296.24,0.00,0.00,0.00,307359.51,867.24,1456.76,2324.00,49510.76,19917,5X,United Parcel Service,5X,United Parcel Service,16911,A,3,3,2023,1
257919.00,,,,,4145.00,10165.00,10509.00,24819.00,,11024.00,,11024.00,,,1391.00,1391.00,6.00,50.00,,56.00,33861.00,138.00,294.00,,342034.00,9611.00,2921.00,12532.00,84115.00,19917,5X,United Parcel Service,5X,United Parcel Service,06910,D,3,3,1996,3
257987.00,30740.00,11368.00,957.00,43065.00,5844.00,5310.00,6793.00,17947.00,5782.00,14958.00,0.00,20740.00,18722.00,510.00,0.00,19232.00,1729.00,1731.00,0.00,3460.00,24951.00,139.00,307.00,57937.00,448407.00,783.00,1859.00,2642.00,132483.00,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,10052,P,3,3,2011,3
258119.00,,,,,20045.00,24491.00,7062.00,51598.00,,169366.00,,169366.00,,25840.00,,25840.00,,10262.00,,10262.00,105448.00,4598.00,,400585.00,1048230.00,11607.00,10807.00,22414.00,389526.00,20107,FX,Federal Express Corporation,FX,Federal Express Corporation,16196,A,3,3,2014,2
258315.00,38988.00,24888.00,8500.00,72376.00,22778.00,9946.00,20340.00,53064.00,9095.00,43422.00,,52517.00,203901.00,7491.00,31803.00,243195.00,14357.00,81.00,290.00,14728.00,35880.00,33.00,2233.00,12634.00,752906.00,2469.00,5462.00,7931.00,481957.00,19386,NW,Northwest Airlines Inc.,NW,Northwest Airlines Inc.,10600,P,3,3,1992,2
258585.79,18792.05,3031.78,9100.92,30924.76,7505.98,1470.07,12476.46,21452.51,53278.12,,,53278.12,22630.36,345.22,,22975.57,10859.51,,,10859.51,26623.21,740.95,3952.87,3208.34,438535.14,,5933.51,5933.51,176741.01,20409,B6,JetBlue Airways,B6,JetBlue Airways,06673,D,3,3,2005,3
258587.56,9220.68,56.04,6756.56,16033.28,0.00,0.00,9812.87,9812.87,2822.68,0.00,15418.16,18240.84,0.00,0.00,0.00,0.00,0.00,0.00,62.73,62.73,26397.65,0.00,686.49,0.00,352827.65,21141.99,1864.25,23006.24,94240.09,20366,EV,ExpressJet Airlines LLC d/b/a aha!,EV,ExpressJet Airlines Inc.,06085,D,3,3,2013,1
259153.00,,,,,19421.00,23005.00,7514.00,49940.00,,208725.00,,208725.00,,27955.00,,27955.00,,17347.00,,17347.00,107801.00,4447.00,6.00,383360.00,1079898.00,10901.00,10263.00,21164.00,437385.00,20107,FX,Federal Express Corporation,FX,Federal Express Corporation,16196,A,3,3,2013,4
259153.79,8948.92,41.78,8339.70,17330.39,0.00,0.00,159.56,159.56,3327.67,0.00,15569.02,18896.69,0.00,0.00,0.00,0.00,0.00,0.00,58.70,58.70,29308.97,0.00,602.27,0.00,348140.20,21349.15,1280.67,22629.82,88986.40,20366,EV,ExpressJet Airlines LLC d/b/a aha!,EV,ExpressJet Airlines Inc.,06085,D,3,3,2014,2
259274.36,4458.26,316.15,0.00,4774.40,41182.93,3095.69,5158.96,49437.59,0.00,-9736.68,0.00,-9736.68,0.00,3677.28,0.00,3677.28,0.00,0.00,0.00,0.00,34095.43,0.00,4866.84,118.61,347597.87,0.00,1090.04,1090.04,88204.90,20007,5Y,Atlas Air Inc.,5Y,Atlas Air Inc.,06087,D,3,3,2022,4
259349.00,45926.00,31314.00,20404.00,97644.00,11943.00,24771.00,19692.00,56406.00,35652.00,23782.00,4200.00,63634.00,83857.00,25929.00,,109786.00,9604.00,,,9604.00,18872.00,952.00,14476.00,13820.00,649931.00,2125.00,3263.00,5388.00,376762.00,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10261,A,3,3,1993,3
259366.00,,,,,18655.00,28826.00,7637.00,55118.00,,214425.00,,214425.00,,25332.00,,25332.00,,12208.00,,12208.00,104855.00,4727.00,,392537.00,1091542.00,11773.00,11201.00,22974.00,439639.00,20107,FX,Federal Express Corporation,FX,Federal Express Corporation,16196,A,3,3,2014,3
259459.00,34466.00,15664.00,6972.00,57102.00,26227.00,10370.00,20611.00,57208.00,11841.00,39827.00,,51668.00,23781.00,5325.00,14856.00,43962.00,1458.00,,2261.00,3719.00,20182.00,580.00,1530.00,4276.00,509043.00,6264.00,3093.00,9357.00,245308.00,19386,NW,Northwest Airlines Inc.,NW,Northwest Airlines Inc.,10600,P,3,3,2003,2
259510.00,45374.00,13689.00,2921.00,61984.00,5973.00,21131.00,8061.00,35165.00,24565.00,16036.00,2976.00,43577.00,14675.00,170.00,3083.00,17928.00,4725.00,2.00,,4727.00,30949.00,61.00,1088.00,79.00,456764.00,,1696.00,1696.00,197175.00,19704,CO,Continental Air Lines Inc.,CO,Continental Air Lines Inc.,10219,A,3,3,2007,1
259676.00,45946.00,12452.00,2525.00,60923.00,5326.00,19148.00,7236.00,31710.00,24095.00,15370.00,2540.00,42005.00,13731.00,254.00,2777.00,16762.00,1047.00,28.00,,1075.00,22966.00,66.00,1329.00,185.00,438666.00,,1969.00,1969.00,178805.00,19704,CO,Continental Air Lines Inc.,CO,Continental Air Lines Inc.,10219,A,3,3,2005,4
259891.96,36164.18,13285.04,1752.98,51202.20,6627.22,15616.62,10465.24,32709.07,12197.86,19509.20,7162.50,38869.55,9072.59,34.10,16289.15,25395.84,0.00,0.00,2148.90,2148.90,89172.77,5.02,1030.39,2302.61,511072.39,2896.36,5447.72,8344.08,248877.82,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,10052,P,3,3,2016,3
259933.00,11041.00,1173.00,2725.00,14939.00,15635.00,1809.00,9939.00,27383.00,27710.00,,162.00,27872.00,310.00,,,310.00,,,101.00,101.00,12670.00,90.00,18.00,,345678.00,,2362.00,2362.00,85745.00,20417,OH (1),Comair Inc.,OH,Comair Inc.,06186,D,3,3,2005,3
259999.00,37900.00,18058.00,4750.00,60708.00,6196.00,22348.00,8844.00,37388.00,3947.00,28643.00,,32590.00,8858.00,787.00,14389.00,24034.00,6251.00,227.00,,6478.00,33934.00,531.00,4081.00,22468.00,492659.00,5277.00,5171.00,10448.00,210192.00,19977,UA,United Air Lines Inc.,UA,United Air Lines Inc.,10874,A,3,3,2006,1
260037.00,16987.00,8795.00,5313.00,31095.00,7364.00,6224.00,6525.00,20113.00,32057.00,10246.00,9.00,42312.00,28714.00,1055.00,0.00,29769.00,3599.00,11.00,0.00,3610.00,18080.00,208.00,2181.00,81465.00,492083.00,-425.00,3638.00,3213.00,150581.00,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10260,L,3,3,2011,3
260180.63,0.00,0.00,0.00,0.00,6957.99,8134.25,6792.76,21884.99,0.00,1397.45,4356.32,5753.77,0.00,98.26,169.41,267.68,0.00,5.42,0.00,5.42,6995.28,0.00,0.00,0.00,296830.49,492.19,1250.55,1742.74,36649.87,19917,5X,United Parcel Service,5X,United Parcel Service,16911,A,3,3,2022,4
260254.62,14749.84,7090.63,20453.87,42294.34,8692.87,6122.68,8483.25,23298.80,20129.77,7805.75,11351.73,39287.24,31931.98,71.62,49664.44,81668.04,-4618.50,20.82,2577.76,-2019.92,24715.38,33.41,6258.75,4281.35,489467.24,5627.80,3767.45,9395.25,224931.27,19991,HP,America West Airlines Inc.,HP,America West Airlines Inc.,06049,D,3,3,1999,3
260610.00,28582.00,16134.00,6935.00,51651.00,26661.00,8992.00,9113.00,44766.00,40399.00,2429.00,0.00,42828.00,30231.00,1260.00,0.00,31491.00,8163.00,28.00,0.00,8191.00,39371.00,71.00,3004.00,13960.00,503456.00,4200.00,3313.00,7513.00,228886.00,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10262,P,3,3,2023,1
260736.00,,,,,4515.00,10705.00,11192.00,26412.00,,8139.00,,8139.00,,,1396.00,1396.00,,1.00,,1.00,33296.00,63.00,291.00,,342244.00,8890.00,3020.00,11910.00,81508.00,19917,5X,United Parcel Service,5X,United Parcel Service,06910,D,3,3,1995,4
260965.00,42704.00,28931.00,10885.00,82520.00,14576.00,19789.00,9742.00,44107.00,22355.00,36479.00,,58834.00,73888.00,1937.00,12496.00,88321.00,5507.00,182.00,,5689.00,25876.00,387.00,2588.00,16142.00,604897.00,14779.00,4689.00,19468.00,327790.00,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,10050,L,3,3,1999,4
260989.00,25397.00,19425.00,5319.00,50141.00,16664.00,24680.00,7962.00,49306.00,8626.00,25665.00,,34291.00,6100.00,4409.00,13983.00,24492.00,,,1753.00,1753.00,33883.00,,1408.00,1481.00,459749.00,333.00,1672.00,2005.00,197279.00,19386,NW,Northwest Airlines Inc.,NW,Northwest Airlines Inc.,10601,A,3,3,2008,2
261095.00,28569.00,11529.00,7365.00,47463.00,11738.00,7443.00,8389.00,27570.00,55923.00,3885.00,0.00,59808.00,33651.00,1255.00,0.00,34906.00,5273.00,26.00,0.00,5299.00,36393.00,409.00,3811.00,33437.00,524525.00,10111.00,4223.00,14334.00,229993.00,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10260,L,3,3,2016,2
261155.00,,,,,21148.00,24628.00,5941.00,51717.00,,124631.00,,124631.00,,18958.00,,18958.00,,8831.00,,8831.00,90584.00,3631.00,377.00,349170.00,921200.00,3299.00,8847.00,12146.00,310875.00,20107,FX,Federal Express Corporation,FX,Federal Express Corporation,16196,A,3,3,2008,1
261325.00,41374.00,25662.00,23133.00,90169.00,12828.00,24970.00,17223.00,55021.00,36704.00,23395.00,5875.00,65974.00,70446.00,25306.00,,95752.00,10831.00,,,10831.00,15942.00,814.00,13294.00,7736.00,622228.00,2454.00,2916.00,5370.00,353167.00,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10261,A,3,3,1993,2
261407.00,40217.00,27997.00,9406.00,77620.00,25676.00,12301.00,30854.00,68831.00,10240.00,52921.00,,63161.00,107352.00,9814.00,36683.00,153849.00,7580.00,114.00,643.00,8337.00,1981.00,475.00,1722.00,20688.00,665144.00,3242.00,3831.00,7073.00,383049.00,19386,NW,Northwest Airlines Inc.,NW,Northwest Airlines Inc.,10600,P,3,3,1995,3
261419.00,20748.00,9809.00,3256.00,33813.00,9628.00,6912.00,8207.00,24747.00,71466.00,-28676.00,,42790.00,34057.00,792.00,,34849.00,-334.00,7.00,,-327.00,45723.00,70.00,3526.00,61493.00,514304.00,4286.00,1915.00,6201.00,191392.00,19386,NW,Northwest Airlines Inc.,NW,Northwest Airlines Inc.,10600,P,3,3,2009,4
261504.00,26665.00,10231.00,5756.00,42652.00,26822.00,2736.00,9440.00,38998.00,13578.00,9701.00,41475.00,64754.00,20216.00,327.00,17180.00,37723.00,8625.00,,-87.00,8538.00,24831.00,750.00,6.00,3979.00,490703.00,2416.00,4552.00,6968.00,225220.00,19930,AS,Alaska Airlines Inc.,AS,Alaska Airlines Inc.,06031,D,3,3,2004,1
261767.00,35596.00,11516.00,5573.00,52685.00,12366.00,6999.00,8802.00,28167.00,32950.00,26857.00,37.00,59844.00,38297.00,1252.00,,39549.00,7985.00,1.00,,7986.00,34159.00,153.00,3026.00,37615.00,538845.00,4458.00,9436.00,13894.00,239463.00,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10261,A,3,3,2003,3
261814.00,,,,,19852.00,21794.00,7428.00,49075.00,,183882.00,,183882.00,,25477.00,,25477.00,,10336.00,,10336.00,99649.00,4598.00,,374497.00,1032135.00,12100.00,10707.00,22807.00,395824.00,20107,FX,Federal Express Corporation,FX,Federal Express Corporation,16196,A,3,3,2014,1
261959.06,8966.63,161.73,7332.46,16460.82,0.00,0.00,117.39,117.39,2446.56,0.00,16163.04,18609.61,0.00,0.00,0.00,0.00,0.00,0.00,54.59,54.59,29591.73,0.00,626.75,0.00,349872.64,20985.18,1467.51,22452.69,87913.58,20366,EV,ExpressJet Airlines LLC d/b/a aha!,EV,ExpressJet Airlines Inc.,06085,D,3,3,2013,4
262002.85,27559.15,13334.90,8457.13,49351.18,21876.39,3658.87,9013.91,34549.16,9104.47,5051.78,21285.57,35441.82,23.71,150.08,19267.29,19441.08,1376.41,19.93,4462.82,5859.16,56144.76,391.45,1059.81,8486.46,482911.79,4083.26,6100.81,10184.06,212422.48,19690,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,05375,D,3,3,2020,1
262017.00,869.00,144.00,22.00,1035.00,2577.00,1525.00,4946.00,9048.00,,54530.00,,54530.00,,17577.00,,17577.00,,8447.00,,8447.00,26038.00,7841.00,430.00,790481.00,1192251.00,4544.00,10263.00,14807.00,139753.00,20107,FX,Federal Express Corporation,FM,Federal Express Corporation,06200,D,3,3,1990,2
262297.00,,,,,19746.00,24977.00,7669.00,52392.00,,184798.00,,184798.00,,22240.00,,22240.00,,11102.00,,11102.00,147687.00,4448.00,-2.00,392719.00,1099939.00,12038.00,10220.00,22258.00,444923.00,20107,FX,Federal Express Corporation,FX,Federal Express Corporation,16196,A,3,3,2013,2
262408.00,30117.00,14442.00,4502.00,49061.00,29459.00,10561.00,15302.00,55322.00,47172.00,2876.00,0.00,50048.00,29896.00,1628.00,0.00,31524.00,7814.00,2.00,0.00,7816.00,37977.00,163.00,6080.00,11400.00,524264.00,6903.00,5562.00,12465.00,250456.00,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10260,L,3,3,2021,3
262728.02,35717.08,20485.83,7705.53,63908.43,18758.60,3198.75,14511.35,36468.69,25706.03,49814.43,,75520.45,93639.48,141.97,,93781.45,11256.72,180.93,,11437.66,29782.18,1131.99,11216.00,28953.90,624494.95,5980.12,3586.06,9566.18,332813.03,20211,TW,Trans World Airways LLC,TW,Trans World Airlines Inc.,0A845,D,3,3,1994,1
262886.91,0.00,0.00,0.00,0.00,8925.39,7577.97,7589.41,24092.78,0.00,1789.01,6623.26,8412.27,0.00,304.64,439.23,743.87,0.00,4.16,0.00,4.16,8694.78,0.00,0.00,0.00,306305.20,398.29,1072.15,1470.44,43418.29,19917,5X,United Parcel Service,5X,United Parcel Service,16913,P,3,3,2013,1
263047.00,1120.00,279.00,4.00,1403.00,2371.00,1397.00,5086.00,8854.00,,60868.00,,60868.00,,17746.00,,17746.00,,8361.00,,8361.00,35804.00,7087.00,2057.00,767972.00,1189052.00,3936.00,11917.00,15853.00,158033.00,20107,FX,Federal Express Corporation,FM,Federal Express Corporation,06200,D,3,3,1991,1
263093.56,0.00,0.00,0.00,0.00,7756.43,9338.54,9828.64,26923.61,0.00,2137.23,5090.73,7227.96,0.00,274.96,222.12,497.08,0.00,0.37,0.00,0.37,16027.98,0.00,0.00,0.00,316422.65,1013.12,1638.98,2652.11,53329.10,19917,5X,United Parcel Service,5X,United Parcel Service,16913,P,3,3,2021,2
263206.00,,53.00,,53.00,3641.00,8994.00,11324.00,23959.00,,12607.00,,12607.00,,,1781.00,1781.00,,8.00,,8.00,37338.00,85.00,318.00,,352119.00,9674.00,3090.00,12764.00,88913.00,19917,5X,United Parcel Service,5X,United Parcel Service,06910,D,3,3,1997,2
263242.00,,,,,6805.00,8016.00,9642.00,24463.00,,64694.00,,64694.00,,12511.00,,12511.00,,6149.00,,6149.00,83003.00,5034.00,2613.00,207930.00,682145.00,7456.00,5050.00,12506.00,210973.00,20107,FX,Federal Express Corporation,FX,Federal Express Corporation,16197,P,3,3,2009,3
263312.00,44460.00,22139.00,6201.00,72800.00,-3964.00,37849.00,6010.00,39895.00,12018.00,30058.00,,42076.00,11806.00,2384.00,18150.00,32340.00,8421.00,-295.00,,8126.00,29595.00,591.00,1362.00,20222.00,521831.00,6186.00,5326.00,11512.00,238297.00,19977,UA,United Air Lines Inc.,UA,United Air Lines Inc.,10874,A,3,3,2005,2
263324.00,39752.00,18868.00,4605.00,63225.00,6130.00,24862.00,8644.00,39636.00,18077.00,23132.00,,41209.00,7617.00,927.00,16914.00,25458.00,4328.00,166.00,,4494.00,36487.00,651.00,6979.00,8923.00,500365.00,5400.00,4579.00,9979.00,228118.00,19977,UA,United Air Lines Inc.,UA,United Air Lines Inc.,10874,A,3,3,2007,1
263470.74,9780.81,131.10,0.00,9911.91,43305.38,4285.63,8269.94,55860.95,0.00,-10845.82,0.00,-10845.82,0.00,5357.03,0.00,5357.03,0.00,0.00,0.00,0.00,25046.27,0.00,5394.06,184.91,355897.20,0.00,1517.16,1517.16,92241.56,20007,5Y,Atlas Air Inc.,5Y,Atlas Air Inc.,16087,I,3,3,2020,1
263585.70,7842.16,11.55,3755.62,11609.32,31577.45,976.20,17642.22,50195.87,29789.46,,,29789.46,,,234.29,234.29,41.99,,,41.99,37594.91,312.35,,,394808.72,,1444.83,1444.83,131223.02,20398,MQ,Envoy Air,MQ,American Eagle Airlines Inc.,06820,D,3,3,2009,1
264061.50,24642.71,11906.90,1623.83,38173.45,6852.56,4643.62,10281.26,21777.44,10313.42,20749.75,4506.31,35569.49,5094.42,0.00,13977.67,19072.09,0.00,0.00,1205.76,1205.76,66487.49,0.00,86.02,1241.20,454469.58,2390.79,4404.38,6795.17,189166.88,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,10052,P,3,3,2024,1
264103.00,46085.00,21429.00,6061.00,73575.00,12769.00,23688.00,11789.00,48246.00,9141.00,28696.00,,37837.00,11294.00,2255.00,14245.00,27794.00,20742.00,168.00,,20910.00,41176.00,723.00,889.00,18794.00,545509.00,6400.00,5062.00,11462.00,262612.00,19977,UA,United Air Lines Inc.,UA,United Air Lines Inc.,10874,A,3,3,2004,4
264250.06,22881.77,3673.67,4795.66,31351.10,96.73,11150.29,8873.04,20120.05,7719.87,10342.49,44294.67,62357.03,4782.80,0.00,22719.21,27502.01,0.00,0.00,814.28,814.28,50500.65,35.44,1120.45,163656.80,624306.19,1511.29,1087.03,2598.31,196399.33,20355,US,US Airways Inc.,US,US Airways Inc.,12040,A,3,3,2013,2
264359.77,53118.34,27003.16,5946.05,86067.55,13273.87,10763.52,13694.78,37732.16,10843.08,8967.96,,19811.04,241603.40,24875.75,12660.44,279139.60,16810.77,1399.02,,18209.79,26675.78,780.13,6072.32,25911.26,772339.01,4581.91,2997.70,7579.61,482067.98,19977,UA,United Air Lines Inc.,UA,United Air Lines Inc.,10877,P,3,3,1990,3
264492.73,8836.72,54.44,7622.04,16513.20,0.00,0.00,11342.75,11342.75,2753.20,0.00,17314.23,20067.43,0.00,0.00,0.00,0.00,0.00,0.00,53.85,53.85,29849.42,0.00,529.41,0.00,366216.62,21759.48,1608.36,23367.84,101723.90,20366,EV,ExpressJet Airlines LLC d/b/a aha!,EV,ExpressJet Airlines Inc.,06085,D,3,3,2013,3
264507.00,,,,,21040.00,33173.00,6748.00,60961.00,,199690.00,,199690.00,,26485.00,,26485.00,,13668.00,,13668.00,136117.00,6161.00,0.00,1803610.00,2538832.00,16280.00,11353.00,27633.00,470715.00,20107,FX,Federal Express Corporation,FX,Federal Express Corporation,16196,A,3,3,2018,2
264701.00,,,,,12806.00,12513.00,11906.00,37225.00,,105280.00,,105280.00,,9560.00,,9560.00,,7923.00,,7923.00,76099.00,3962.00,1548.00,133523.00,647322.00,1534.00,5967.00,7501.00,249098.00,20107,FX,Federal Express Corporation,FX,Federal Express Corporation,16197,P,3,3,2006,1
264718.00,35822.00,19226.00,9903.00,64951.00,27110.00,11255.00,23892.00,62257.00,11390.00,41195.00,,52585.00,34982.00,4266.00,18314.00,57562.00,1285.00,,2724.00,4009.00,19983.00,189.00,1677.00,4685.00,545165.00,8377.00,4172.00,12549.00,275762.00,19386,NW,Northwest Airlines Inc.,NW,Northwest Airlines Inc.,10600,P,3,3,2003,3
264975.95,9942.69,-66.64,7898.89,17774.93,0.00,0.00,139.40,139.40,3688.01,0.00,15290.30,18978.31,0.00,0.00,0.00,0.00,0.00,0.00,57.44,57.44,28353.95,0.00,598.60,0.00,354012.03,21783.68,1349.78,23133.46,89036.08,20366,EV,ExpressJet Airlines LLC d/b/a aha!,EV,ExpressJet Airlines Inc.,06085,D,3,3,2014,1
265160.01,13544.74,1550.10,1879.79,16974.63,10428.57,1224.79,15230.23,26883.59,13700.50,17638.99,17142.03,48481.53,1308.42,,3932.10,5240.52,3696.21,,,3696.21,19168.13,,101.39,,402341.97,14252.10,2383.87,16635.97,137181.96,20374,XE,ExpressJet Airlines Inc.,XE,ExpressJet Airlines Inc.,06187,D,3,3,2007,2
265582.00,,,,,18420.00,21436.00,5915.00,45771.00,,113533.00,,113533.00,,17536.00,,17536.00,,8857.00,,8857.00,100120.00,3887.00,395.00,283717.00,852744.00,4552.00,8794.00,13346.00,303445.00,20107,FX,Federal Express Corporation,FX,Federal Express Corporation,16196,A,3,3,2008,4
265640.00,,,,,4959.00,11286.00,9484.00,25729.00,,7042.00,,7042.00,,,1264.00,1264.00,,5.00,,5.00,32266.00,79.00,289.00,,344615.00,9324.00,2977.00,12301.00,78975.00,19917,5X,United Parcel Service,5X,United Parcel Service,06910,D,3,3,1996,1
265868.00,,,,,17078.00,14838.00,11785.00,43701.00,,74731.00,,74731.00,,13710.00,,13710.00,,6022.00,,6022.00,91261.00,6246.00,31.00,293895.00,809774.00,9217.00,5092.00,14309.00,250011.00,20107,FX,Federal Express Corporation,FX,Federal Express Corporation,16197,P,3,3,2015,4
266159.51,,,,,,6613.78,5677.24,12291.02,,23129.53,,23129.53,,7826.91,,7826.91,,1344.48,,1344.48,52640.17,1533.07,,63418.94,435062.67,6358.31,360.73,6719.04,105484.22,20370,KAQ,Kalitta Air LLC,KAQ,Kalitta Air LLC,16683,I,3,3,2021,3
266421.03,14011.11,1002.36,0.00,15013.47,0.00,0.00,10767.30,10767.30,0.00,2479.45,11911.61,14391.06,16265.25,0.00,1069.77,17335.02,0.00,0.00,725.37,725.37,48790.49,196.19,0.00,0.00,375102.83,0.00,1462.91,1462.91,108681.80,20416,NK,Spirit Air Lines,NK,Spirit Air Lines,06830,D,3,3,2014,3
