YEAR,QUARTER,MONTH,AIRLINE_ID,UNIQUE_CARRIER,CARRIER,CARRIER_NAME,CARRIER_GROUP_NEW,SALA_GALLONS,SDOM_GALLONS,SDOMT_GALLONS,SATL_GALLONS,SPAC_GALLONS,SLAT_GALLONS,SINT_GALLONS,TS_GALLONS,NALA_GALLONS,NDOM_GALLONS,NDOMT_GALLONS,NATL_GALLONS,NPAC_GALLONS,NLAT_GALLONS,MAC_GALLONS,NINT_GALLONS,TN_GALLONS,TDOMT_GALLONS,TINT_GALLONS,TOTAL_GALLONS,SALA_COST,SDOM_COST,SDOMT_COST,SATL_COST,SPAC_COST,SLAT_COST,SINT_COST,TS_COST,NALA_COST,NDOM_COST,NDOMT_COST,NATL_COST,NPAC_COST,NLAT_COST,MAC_COST,NINT_COST,TN_COST,TDOMT_COST,TINT_COST,TOTAL_COST
1990,3,7,19790.0,DL,DL,Delta Air Lines Inc.,3,0.0,153183713.0,153183713.0,15325455.0,3922583.0,4324609.0,23572647.0,176756360.0,0.0,190117.0,190117.0,0.0,0.0,0.0,0.0,0.0,88818.5,153373830.0,225964.0,176946477.0,0.0,84617759.0,84617759.0,8848836.0,2581600.0,2522241.0,13952677.0,98570436.0,0.0,100059.0,100059.0,0.0,0.0,0.0,0.0,0.0,100059.0,84717818.0,13952677.0,98670495.0
1990,3,7,19805.0,AA,AA,American Airlines Inc.,3,0.0,179148094.0,179148094.0,17219697.0,3188932.0,11515830.0,31924459.0,211072553.0,0.0,435808.0,435808.0,0.0,0.0,0.0,0.0,0.0,88818.5,179583902.0,225964.0,211508361.0,0.0,99491301.0,99491301.0,9945562.0,2055856.0,7398037.0,19399455.0,118890756.0,0.0,245114.0,245114.0,0.0,0.0,0.0,0.0,0.0,245114.0,99736415.0,19399455.0,119135870.0
1990,3,7,19977.0,UA,UA,United Air Lines Inc.,3,0.0,153135842.0,153135842.0,1623919.0,48859600.0,635442.0,51118961.0,204254803.0,0.0,63179.0,63179.0,0.0,0.0,0.0,0.0,0.0,88818.5,153199021.0,225964.0,204317982.0,0.0,87386757.0,87386757.0,839279.0,30413372.0,381461.0,31634112.0,119020869.0,0.0,36619.0,36619.0,0.0,0.0,0.0,0.0,0.0,36619.0,87423376.0,31634112.0,119057488.0
1990,3,8,19393.0,WN,WN,Southwest Airlines Co.,3,0.0,27192057.0,27192057.0,0.0,0.0,0.0,0.0,27192057.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88818.5,27192057.0,225964.0,27192057.0,0.0,19694116.0,19694116.0,0.0,0.0,0.0,0.0,19694116.0,0.0,48635.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19694116.0,0.0,19694116.0
1990,3,8,19690.0,HA,HA,Hawaiian Airlines Inc.,2,0.0,6989703.0,6989703.0,0.0,1510285.0,0.0,1510285.0,8499988.0,0.0,384248.0,384248.0,416061.0,374234.0,0.0,791540.0,1581835.0,88818.5,7373951.0,225964.0,10466071.0,0.0,5237650.0,5237650.0,0.0,1045044.0,0.0,1045044.0,6282694.0,0.0,283768.0,283768.0,311038.0,301288.0,0.0,541852.0,1154178.0,1437946.0,5521418.0,2199222.0,7720640.0
1990,3,8,19790.0,DL,DL,Delta Air Lines Inc.,3,0.0,154361417.0,154361417.0,14925505.0,4101068.0,4331990.0,23358563.0,177719980.0,0.0,429897.0,429897.0,431593.0,0.0,0.0,0.0,431593.0,88818.5,154791314.0,225964.0,178581470.0,0.0,107221047.0,107221047.0,10146406.0,3091985.0,3079943.0,16318334.0,123539381.0,0.0,289407.0,289407.0,290548.0,0.0,0.0,0.0,290548.0,579955.0,107510454.0,16608882.0,124119336.0
1990,3,8,19805.0,AA,AA,American Airlines Inc.,3,0.0,178037063.0,178037063.0,17842811.0,3862437.0,14475350.0,36180598.0,214217661.0,0.0,535914.0,535914.0,0.0,0.0,0.0,0.0,0.0,88818.5,178572977.0,225964.0,214753575.0,0.0,117286533.0,117286533.0,11574394.0,2757606.0,10830172.0,25162172.0,142448705.0,0.0,323437.0,323437.0,0.0,0.0,0.0,0.0,0.0,323437.0,117609970.0,25162172.0,142772142.0
1990,3,8,19977.0,UA,UA,United Air Lines Inc.,3,0.0,152509585.0,152509585.0,2388075.0,49895628.0,650859.0,52934562.0,205444147.0,0.0,553350.0,553350.0,0.0,0.0,0.0,1291529.0,1291529.0,88818.5,153062935.0,225964.0,207289026.0,0.0,103936933.0,103936933.0,1600162.0,34046140.0,439657.0,36085959.0,140022892.0,0.0,379266.0,379266.0,0.0,0.0,0.0,1304134.0,1304134.0,1683400.0,104316199.0,37390093.0,141706292.0
1990,3,9,19393.0,WN,WN,Southwest Airlines Co.,3,0.0,26172823.0,26172823.0,0.0,0.0,0.0,0.0,26172823.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88818.5,26172823.0,225964.0,26172823.0,0.0,24364224.0,24364224.0,0.0,0.0,0.0,0.0,24364224.0,0.0,48635.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24364224.0,0.0,24364224.0
1990,3,9,19690.0,HA,HA,Hawaiian Airlines Inc.,2,0.0,4785550.0,4785550.0,0.0,1050139.0,0.0,1050139.0,5835689.0,0.0,577197.0,577197.0,161539.0,48602.0,0.0,1971411.0,2181552.0,88818.5,5362747.0,225964.0,8594438.0,0.0,4761408.0,4761408.0,0.0,937394.0,0.0,937394.0,5698802.0,0.0,461846.0,461846.0,154359.0,34743.0,0.0,1814285.0,2003387.0,2465233.0,5223254.0,2940781.0,8164035.0
