YEAR,AIRLINE_ID,UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,CARRIER,CARRIER_NAME,ENTITY,GENERAL_MANAGE,PILOTS_COPILOTS,OTHER_FLT_PERS,PASS_GEN_SVC_ADMIN,MAINTENANCE,ARCFT_TRAF_HANDLING_GRP1,GEN_ARCFT_TRAF_HANDLING,AIRCRAFT_CONTROL,PASSENGER_HANDLING,CARGO_HANDLING,TRAINEES_INTRUCTOR,STATISTICAL,TRAFFIC_SOLICITERS,OTHER,TRANSPORT_RELATED,TOTAL
1990,19393.0,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,D,452,957,0,1601,363,0,1130,48,3133,0,21,281,34,220,0,8267
1990,19790.0,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,A,0,0,0,0,0,0,26,0,400,2,0,0,64,0,0,492
1990,19790.0,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,D,44,6974,0,12608,6156,0,6364,354,13955,10173,733,3782,719,1988,0,63850
1990,19790.0,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,L,0,0,0,0,0,0,81,0,145,163,0,0,16,0,0,405
1990,19790.0,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,P,0,0,0,0,0,0,2,0,35,0,0,0,6,1,0,44
1990,19805.0,AA,American Airlines Inc.,AA,American Airlines Inc.,A,0,0,0,0,0,0,321,0,731,230,0,57,0,1,0,1340
1990,19805.0,AA,American Airlines Inc.,AA,American Airlines Inc.,D,40,6605,1501,14894,10515,0,4443,760,14663,13345,483,7408,607,4911,0,80175
1990,19805.0,AA,American Airlines Inc.,AA,American Airlines Inc.,L,11,0,0,588,45,0,574,0,1549,1061,0,119,10,15,0,3972
1990,19805.0,AA,American Airlines Inc.,AA,American Airlines Inc.,P,0,0,0,0,0,0,52,0,117,11,0,13,0,0,0,193
1990,19977.0,UA,United Air Lines Inc.,UA,United Air Lines Inc.,A,0,44,7,177,50,0,15,2,26,7,6,31,4,152,0,521
1990,19977.0,UA,United Air Lines Inc.,UA,United Air Lines Inc.,D,33,3895,1352,8974,6124,0,4564,446,9199,5991,490,2765,506,11328,0,55667
1990,19977.0,UA,United Air Lines Inc.,UA,United Air Lines Inc.,P,11,919,583,4009,1490,0,613,85,991,443,134,724,283,3706,0,13991
1991,19393.0,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,D,508,1099,0,1813,411,0,1316,51,3446,0,22,298,39,245,0,9277
1991,19690.0,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,D,41,221,88,472,394,0,36,42,423,212,8,195,31,269,0,2432
1991,19690.0,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,P,4,26,6,65,45,0,3,3,5,145,0,6,4,23,0,335
1991,19790.0,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,A,0,0,0,49,0,0,106,1,468,140,0,23,119,14,0,920
1991,19790.0,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,D,55,7728,0,14470,7122,0,6904,390,15015,11317,887,3542,735,2285,0,70450
1991,19790.0,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,L,0,0,0,0,0,0,60,0,134,109,0,11,15,0,0,329
1991,19790.0,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,P,0,0,0,0,0,0,4,0,35,0,0,0,13,4,0,56
1991,19805.0,AA,American Airlines Inc.,AA,American Airlines Inc.,A,0,0,0,33,35,0,799,0,422,87,0,161,74,123,0,1734
1991,19805.0,AA,American Airlines Inc.,AA,American Airlines Inc.,D,56,7565,1541,16407,11690,0,1317,803,17108,13335,414,7312,629,4974,0,83151
1991,19805.0,AA,American Airlines Inc.,AA,American Airlines Inc.,L,0,0,0,519,105,0,1250,7,601,280,0,167,65,62,0,3056
1991,19805.0,AA,American Airlines Inc.,AA,American Airlines Inc.,P,0,0,0,6,0,0,49,0,79,12,0,19,24,0,0,189
1991,19977.0,UA,United Air Lines Inc.,UA,United Air Lines Inc.,A,4,298,86,1205,227,0,195,2,296,238,31,164,50,1088,0,3884
1991,19977.0,UA,United Air Lines Inc.,UA,United Air Lines Inc.,D,46,4767,754,9211,4757,0,4828,458,10045,6116,443,2690,497,12370,0,56982
1991,19977.0,UA,United Air Lines Inc.,UA,United Air Lines Inc.,P,16,1054,319,4290,1049,0,629,60,1065,536,113,637,320,4096,0,14184
1992,19393.0,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,D,558,1252,0,2101,518,0,1577,53,4264,0,25,330,41,256,0,10975
1992,19690.0,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,D,43,219,52,526,490,0,40,59,544,184,10,222,27,122,0,2538
1992,19690.0,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,P,2,47,23,66,86,0,5,3,29,10,0,5,4,22,0,302
1992,19790.0,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,A,0,0,0,0,0,0,629,9,796,165,0,95,45,899,0,2638
1992,19790.0,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,D,111,8772,0,16157,8143,0,12601,500,9739,11916,477,3718,1006,2891,0,76031
1992,19790.0,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,L,0,0,0,0,0,0,125,3,106,124,0,13,21,11,0,403
1992,19790.0,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,P,0,0,0,0,0,0,7,0,26,0,0,0,0,0,52,85
1992,19805.0,AA,American Airlines Inc.,AA,American Airlines Inc.,A,5,717,157,2577,1091,0,268,105,1961,1585,43,604,112,473,0,9698
1992,19805.0,AA,American Airlines Inc.,AA,American Airlines Inc.,D,35,6872,1141,14312,10415,0,1358,568,13629,10887,316,6411,522,3798,0,70264
1992,19805.0,AA,American Airlines Inc.,AA,American Airlines Inc.,L,4,819,104,1595,1222,0,236,91,3390,1195,43,550,94,459,0,9802
1992,19805.0,AA,American Airlines Inc.,AA,American Airlines Inc.,P,1,104,4,531,70,0,70,37,307,134,8,79,16,60,0,1421
1992,19977.0,UA,United Air Lines Inc.,UA,United Air Lines Inc.,A,4,442,113,1676,357,0,305,17,548,393,47,260,96,1855,0,6113
1992,19977.0,UA,United Air Lines Inc.,UA,United Air Lines Inc.,D,29,4705,595,8341,4436,0,5111,456,9830,5873,404,2566,472,12993,0,55811
1992,19977.0,UA,United Air Lines Inc.,UA,United Air Lines Inc.,L,2,233,46,636,181,0,105,13,274,79,21,112,31,827,0,2560
1992,19977.0,UA,United Air Lines Inc.,UA,United Air Lines Inc.,P,10,1060,231,3790,1105,0,609,33,1099,523,119,638,323,4542,0,14082
1993,19393.0,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,D,645,1432,0,2225,500,0,1969,103,4973,0,30,341,42,318,0,12578
1993,19690.0,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,D,34,203,45,481,243,0,20,31,219,81,8,105,23,118,0,1611
1993,19690.0,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,P,2,7,2,21,19,0,2,2,17,6,0,8,2,9,0,97
1993,19790.0,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,A,0,0,0,0,0,0,714,7,695,431,0,79,3,595,0,2524
1993,19790.0,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,D,114,8554,0,15949,7764,0,10485,553,6043,9502,290,3719,1082,2484,0,66539
1993,19790.0,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,L,0,0,0,0,0,0,100,0,101,145,0,13,15,12,0,386
1993,19790.0,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,P,0,0,0,0,0,0,36,0,30,1,0,0,14,7,0,88
1993,19805.0,AA,American Airlines Inc.,AA,American Airlines Inc.,A,5,865,81,2967,1031,0,204,28,2402,973,57,806,84,403,0,9906
1993,19805.0,AA,American Airlines Inc.,AA,American Airlines Inc.,D,33,6986,882,13731,9723,0,1511,315,14420,12688,440,5887,304,3906,0,70825
1993,19805.0,AA,American Airlines Inc.,AA,American Airlines Inc.,L,5,974,131,2064,1295,0,220,38,2380,1222,62,925,38,481,0,9835
1993,19805.0,AA,American Airlines Inc.,AA,American Airlines Inc.,P,1,99,0,512,38,0,17,3,282,79,7,104,16,49,0,1207
1993,19977.0,UA,United Air Lines Inc.,UA,United Air Lines Inc.,A,4,511,112,1615,285,0,254,18,605,413,38,246,99,2050,0,6250
1993,19977.0,UA,United Air Lines Inc.,UA,United Air Lines Inc.,D,23,4935,577,7886,4518,0,4871,459,9463,5926,372,2466,418,13329,0,55243
1993,19977.0,UA,United Air Lines Inc.,UA,United Air Lines Inc.,L,2,331,53,759,218,0,127,19,364,122,24,148,48,1155,0,3370
1993,19977.0,UA,United Air Lines Inc.,UA,United Air Lines Inc.,P,8,1065,177,3400,916,0,587,29,1060,537,96,562,297,4508,0,13242
1994,19393.0,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,D,740,1683,0,2659,570,0,2334,118,6080,0,31,433,47,357,0,15052
1994,19690.0,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,D,33,181,39,443,208,0,16,37,459,158,7,154,17,148,0,1990
1994,19690.0,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,P,2,11,2,33,10,0,8,3,34,19,0,12,1,11,0,146
1994,19790.0,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,A,41,0,0,404,137,0,95,7,727,409,0,567,221,112,0,2720
1994,19790.0,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,D,116,8333,0,15545,6986,0,9587,533,5793,9340,312,3363,726,2705,0,63339
1994,19790.0,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,L,16,0,0,0,24,0,15,0,111,141,0,67,8,11,0,393
1994,19790.0,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,P,10,0,0,0,0,0,0,0,34,1,0,36,10,3,0,94
1994,19805.0,AA,American Airlines Inc.,AA,American Airlines Inc.,A,5,787,0,3333,881,0,184,26,2067,1010,43,763,76,375,0,9550
1994,19805.0,AA,American Airlines Inc.,AA,American Airlines Inc.,D,34,6711,655,11990,9025,0,1598,305,12261,12229,367,6024,295,396,0,61890
1994,19805.0,AA,American Airlines Inc.,AA,American Airlines Inc.,L,5,983,121,2164,1217,0,216,39,2423,1165,51,1025,51,611,0,10071
1994,19805.0,AA,American Airlines Inc.,AA,American Airlines Inc.,P,1,92,0,521,109,0,15,3,228,92,6,105,12,49,0,1233
1994,19977.0,UA,United Air Lines Inc.,UA,United Air Lines Inc.,A,4,543,83,1582,423,0,209,15,607,460,33,281,85,1739,0,6064
1994,19977.0,UA,United Air Lines Inc.,UA,United Air Lines Inc.,D,22,4933,514,7534,4254,0,4194,459,9345,5670,294,2295,413,10973,0,50900
1994,19977.0,UA,United Air Lines Inc.,UA,United Air Lines Inc.,L,2,329,18,621,150,0,109,18,391,134,15,140,58,918,0,2903
1994,19977.0,UA,United Air Lines Inc.,UA,United Air Lines Inc.,P,9,1122,150,3378,900,0,518,23,1137,580,72,596,240,3888,0,12613
1994,20436.0,F9,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,D,29,39,0,94,5,73,0,0,0,0,0,9,3,28,0,280
1995,19393.0,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,D,826,2025,0,3236,654,0,2819,132,8132,0,34,568,46,458,0,18930
1995,19690.0,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,D,34,204,41,492,187,0,88,37,375,128,7,149,15,132,0,1889
1995,19690.0,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,P,2,11,2,31,12,0,6,2,24,17,0,9,1,8,0,125
1995,19790.0,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,A,42,0,1,367,139,0,86,7,684,366,3,517,210,94,0,2516
1995,19790.0,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,D,111,8347,0,15543,6985,0,9588,533,5797,9369,318,3373,718,2710,0,63392
1995,19790.0,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,L,30,0,0,16,1,0,0,145,52,0,0,49,3,8,0,304
1995,19790.0,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,P,26,0,0,0,3,0,0,0,30,1,0,27,2,1,0,90
1995,19805.0,AA,American Airlines Inc.,AA,American Airlines Inc.,A,6,802,0,3508,934,0,200,31,1964,1077,39,948,73,507,0,10089
1995,19805.0,AA,American Airlines Inc.,AA,American Airlines Inc.,D,30,6378,527,11463,8206,0,1630,279,11235,11371,344,5560,351,3916,0,61290
1995,19805.0,AA,American Airlines Inc.,AA,American Airlines Inc.,L,6,1117,82,2542,1220,0,272,43,2597,1234,56,1152,58,424,0,10803
1995,19805.0,AA,American Airlines Inc.,AA,American Airlines Inc.,P,1,94,0,500,123,0,15,3,259,94,4,125,12,51,0,1281
1995,19977.0,UA,United Air Lines Inc.,UA,United Air Lines Inc.,A,4,520,50,1613,272,0,206,12,698,482,48,269,102,1816,0,6092
1995,19977.0,UA,United Air Lines Inc.,UA,United Air Lines Inc.,D,22,4886,481,7662,3466,0,4168,472,10481,6205,475,2356,409,11604,0,52687
1995,19977.0,UA,United Air Lines Inc.,UA,United Air Lines Inc.,L,2,295,26,676,129,0,101,12,381,139,12,140,54,953,0,2920
1995,19977.0,UA,United Air Lines Inc.,UA,United Air Lines Inc.,P,9,1189,166,3871,756,0,621,20,1402,666,97,609,272,4257,0,13935
1995,20416.0,NK,Spirit Air Lines,NK,Spirit Air Lines,D,11,76,0,90,64,0,77,9,0,0,0,6,0,60,0,393
1995,20436.0,F9,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,D,8,42,0,114,14,104,0,0,0,0,0,14,10,20,0,326
1996,19393.0,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,D,1074,2243,0,3718,825,0,3300,141,9749,0,36,605,52,538,0,22281
1996,19690.0,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,D,31,193,55,509,190,0,110,33,442,180,10,171,15,147,0,2086
1996,19690.0,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,P,2,10,2,33,12,0,7,2,29,1,1,11,1,10,0,121
1996,19790.0,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,A,33,0,0,222,128,0,89,7,625,241,5,459,293,56,0,2158
1996,19790.0,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,D,157,8143,0,14181,5953,0,8815,528,5675,7144,460,1807,630,2783,0,56276
1996,19790.0,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,L,20,0,0,0,14,0,0,0,165,41,0,60,12,5,0,317
1996,19790.0,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,P,23,0,0,0,4,0,0,0,23,1,0,36,1,0,0,88
1996,19805.0,AA,American Airlines Inc.,AA,American Airlines Inc.,A,5,998,0,3314,1014,0,165,30,1969,998,44,720,94,73,51,9475
1996,19805.0,AA,American Airlines Inc.,AA,American Airlines Inc.,D,26,6029,506,11049,8895,0,1609,273,11450,10864,348,4352,330,741,308,56780
1996,19805.0,AA,American Airlines Inc.,AA,American Airlines Inc.,L,6,1206,79,2733,1643,0,291,44,2841,1315,61,979,76,103,62,11439
1996,19805.0,AA,American Airlines Inc.,AA,American Airlines Inc.,P,1,136,0,446,133,0,15,3,244,97,5,102,13,6,7,1208
1996,19977.0,UA,United Air Lines Inc.,UA,United Air Lines Inc.,A,4,633,8,1634,106,0,204,12,690,567,149,274,123,2077,0,6481
1996,19977.0,UA,United Air Lines Inc.,UA,United Air Lines Inc.,D,21,4960,454,7864,1641,0,4450,508,11400,6470,1418,2379,430,12921,0,54916
1996,19977.0,UA,United Air Lines Inc.,UA,United Air Lines Inc.,L,2,331,21,782,78,0,102,13,443,163,85,153,59,1129,0,3361
1996,19977.0,UA,United Air Lines Inc.,UA,United Air Lines Inc.,P,9,1290,165,3881,310,0,619,22,1491,657,307,610,283,4803,0,14447
1996,20416.0,NK,Spirit Air Lines,NK,Spirit Air Lines,D,8,110,0,199,21,108,0,0,0,0,0,6,0,95,0,547
1996,20436.0,F9,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,D,8,91,0,260,26,143,0,0,0,0,1,22,16,15,0,582
1997,19393.0,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,D,1202,2414,0,3969,890,0,3555,146,10691,0,34,661,55,568,0,24185
1997,19690.0,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,D,35,203,53,512,196,0,114,33,449,188,8,178,17,145,0,2131
1997,19690.0,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,P,2,10,2,31,12,0,7,2,27,1,1,11,1,9,0,116
1997,19790.0,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,A,0,16,0,41,88,0,472,9,402,242,0,47,174,47,0,1536
1997,19790.0,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,D,308,8136,0,15510,6506,0,10206,608,6917,8380,488,1890,752,2962,0,62663
1997,19790.0,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,L,0,0,0,0,5,0,62,0,61,42,0,5,13,10,0,198
1997,19790.0,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,P,0,0,0,86,5,0,67,0,32,12,0,11,23,16,0,252
1997,19805.0,AA,American Airlines Inc.,AA,American Airlines Inc.,A,5,967,0,3022,998,0,156,25,1830,1214,27,710,105,156,49,9264
1997,19805.0,AA,American Airlines Inc.,AA,American Airlines Inc.,D,28,5955,457,11373,9494,0,1681,277,11725,10643,202,4369,329,1258,445,58236
1997,19805.0,AA,American Airlines Inc.,AA,American Airlines Inc.,L,6,1262,102,2889,1853,0,284,45,2914,1350,39,1067,102,207,68,12188
1997,19805.0,AA,American Airlines Inc.,AA,American Airlines Inc.,P,1,142,0,406,136,0,7,3,217,119,4,90,13,13,3,1154
1997,19977.0,UA,United Air Lines Inc.,UA,United Air Lines Inc.,A,5,0,0,2357,716,0,5,12,470,1114,14,197,99,1295,0,6284
1997,19977.0,UA,United Air Lines Inc.,UA,United Air Lines Inc.,D,22,8289,794,1857,11642,0,152,468,5898,9455,133,1511,284,9912,0,50417
1997,19977.0,UA,United Air Lines Inc.,UA,United Air Lines Inc.,L,2,0,0,1148,463,0,2,11,253,270,7,94,37,760,0,3047
1997,19977.0,UA,United Air Lines Inc.,UA,United Air Lines Inc.,P,9,0,0,5993,2215,0,21,20,775,1031,28,396,204,2888,0,13580
1997,20416.0,NK,Spirit Air Lines,NK,Spirit Air Lines,D,11,139,171,159,155,16,0,0,0,0,0,3,0,132,0,786
1997,20436.0,F9,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,D,8,112,176,126,49,206,0,0,0,0,0,30,19,19,0,745
1998,19690.0,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,D,32,207,71,532,189,0,140,34,437,209,11,193,17,156,0,2228
1998,19690.0,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,P,2,7,2,31,11,0,5,2,25,7,1,11,1,10,0,115
1998,19790.0,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,A,29,1385,0,3489,785,0,675,31,572,630,55,265,47,371,0,8334
1998,19790.0,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,D,254,6956,0,12022,6238,0,10632,591,7227,8606,297,1991,968,2757,0,58539
1998,19790.0,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,L,5,174,0,338,131,0,164,7,165,144,6,46,13,61,0,1253
1998,19790.0,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,P,5,238,0,704,127,0,79,3,69,86,11,43,6,63,0,1433
1998,19805.0,AA,American Airlines Inc.,AA,American Airlines Inc.,A,5,954,0,3161,1239,0,153,46,1706,1326,39,945,117,140,51,9882
1998,19805.0,AA,American Airlines Inc.,AA,American Airlines Inc.,D,30,5688,508,11346,10106,0,1460,442,11264,10163,246,5231,342,417,482,57725
1998,19805.0,AA,American Airlines Inc.,AA,American Airlines Inc.,L,7,1363,131,3157,2235,0,243,82,2950,1492,59,1359,118,160,56,13412
1998,19805.0,AA,American Airlines Inc.,AA,American Airlines Inc.,P,1,169,0,520,187,0,10,6,219,138,7,142,23,22,7,1451
1998,19977.0,UA,United Air Lines Inc.,UA,United Air Lines Inc.,A,5,1007,0,2181,730,0,5,14,565,1156,15,973,103,1241,0,7995
1998,19977.0,UA,United Air Lines Inc.,UA,United Air Lines Inc.,D,22,5994,605,13302,11900,0,157,489,6941,10249,159,986,307,10429,0,61540
1998,19977.0,UA,United Air Lines Inc.,UA,United Air Lines Inc.,L,2,414,0,1068,424,0,2,13,283,282,8,67,41,778,0,3382
1998,19977.0,UA,United Air Lines Inc.,UA,United Air Lines Inc.,P,9,1789,205,5822,2487,0,20,24,789,863,38,243,180,2711,0,15180
1998,20436.0,F9,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,D,8,138,218,137,54,0,387,0,0,0,0,25,20,38,0,1025
1999,19393.0,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,D,1350,2962,0,4983,1063,0,3783,135,11164,0,10,685,148,1091,0,27374
1999,19690.0,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,P,2,11,3,41,13,0,7,2,33,13,1,14,1,11,0,152
1999,19790.0,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,A,49,1277,0,3410,879,0,674,30,410,830,79,285,44,368,0,8334
1999,19790.0,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,D,383,6345,0,12676,6956,0,11453,593,7603,8693,426,2135,910,2734,0,60907
1999,19790.0,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,L,10,202,0,401,203,0,210,8,158,158,9,50,12,60,0,1481
1999,19790.0,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,P,10,248,0,819,214,0,101,3,84,119,16,46,5,62,0,1727
1999,19805.0,AA,American Airlines Inc.,AA,American Airlines Inc.,A,6,1060,0,3743,1446,0,147,51,1862,1447,44,943,116,112,115,11092
1999,19805.0,AA,American Airlines Inc.,AA,American Airlines Inc.,D,32,6274,446,13120,10860,0,1519,478,12125,11120,266,5409,312,661,681,63303
1999,19805.0,AA,American Airlines Inc.,AA,American Airlines Inc.,L,7,1359,100,3383,2134,0,181,82,2984,1535,58,1264,123,140,144,13494
1999,19805.0,AA,American Airlines Inc.,AA,American Airlines Inc.,P,1,294,0,873,222,0,18,10,319,215,12,197,37,24,25,2247
1999,19977.0,UA,United Air Lines Inc.,UA,United Air Lines Inc.,A,6,1219,0,2517,952,0,6,18,302,1370,15,285,100,1599,0,8389
1999,19977.0,UA,United Air Lines Inc.,UA,United Air Lines Inc.,D,25,7291,866,15239,12823,0,158,561,3584,11302,138,1880,321,12180,0,66368
1999,19977.0,UA,United Air Lines Inc.,UA,United Air Lines Inc.,L,2,485,0,1135,438,0,2,13,126,335,7,116,37,824,0,3520
1999,19977.0,UA,United Air Lines Inc.,UA,United Air Lines Inc.,P,9,1791,102,5954,1943,0,19,24,382,947,24,394,189,2570,0,14348
1999,20416.0,NK,Spirit Air Lines,NK,Spirit Air Lines,D,115,213,478,375,211,24,0,0,0,0,70,26,20,441,0,1973
1999,20436.0,F9,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,D,29,201,288,158,176,0,7,13,619,0,11,48,31,59,0,1640
2000,19393.0,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,D,1459,3316,0,5260,1146,0,4058,154,11246,0,42,795,69,1126,0,28671
2000,19690.0,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,D,43,290,84,804,284,0,204,39,606,235,13,232,29,103,0,2966
2000,19690.0,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,P,5,24,7,90,32,0,17,4,68,26,1,26,3,12,0,315
2000,19790.0,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,A,62,1104,0,2136,693,0,1574,80,950,1178,70,296,96,396,0,8635
2000,19790.0,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,D,429,7594,0,14698,4768,0,10833,547,6537,8104,483,2037,667,2725,0,59422
2000,19790.0,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,L,16,281,0,544,176,0,401,20,242,300,18,75,25,101,0,2199
2000,19790.0,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,P,8,144,0,279,91,0,206,10,124,154,9,39,12,52,0,1128
2000,19805.0,AA,American Airlines Inc.,AA,American Airlines Inc.,A,6,1119,0,3743,1401,0,138,54,1784,1688,47,960,116,99,94,11249
2000,19805.0,AA,American Airlines Inc.,AA,American Airlines Inc.,D,33,6974,437,13566,11480,0,1302,502,12767,11272,297,5462,301,597,568,65558
2000,19805.0,AA,American Airlines Inc.,AA,American Airlines Inc.,L,8,1439,155,3390,2126,0,165,84,2893,1781,62,1238,130,123,117,13711
2000,19805.0,AA,American Airlines Inc.,AA,American Airlines Inc.,P,1,284,0,835,132,0,17,10,339,270,12,180,28,20,19,2147
2000,19977.0,UA,United Air Lines Inc.,UA,United Air Lines Inc.,A,7,1132,0,2463,1044,0,7,22,249,1518,14,371,103,2384,0,9314
2000,19977.0,UA,United Air Lines Inc.,UA,United Air Lines Inc.,D,24,6612,1422,14408,12362,0,156,574,2919,11690,139,2213,342,14097,0,66958
2000,19977.0,UA,United Air Lines Inc.,UA,United Air Lines Inc.,L,2,432,1,1118,435,0,3,14,99,320,6,129,37,1000,0,3596
2000,19977.0,UA,United Air Lines Inc.,UA,United Air Lines Inc.,P,9,1679,126,5832,2005,0,19,35,313,1009,24,523,197,3688,0,15459
2000,20409.0,B6,JetBlue Airways,B6,JetBlue Airways,D,0,75,128,0,50,0,0,0,0,0,0,0,0,440,0,693
2000,20416.0,NK,Spirit Air Lines,NK,Spirit Air Lines,D,51,244,0,456,246,0,0,23,720,0,33,120,18,0,0,1911
2000,20436.0,F9,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,D,33,225,322,150,231,0,16,13,555,0,15,59,36,89,0,1745
2001,19393.0,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,D,1709,3725,0,5701,1292,0,4688,185,11197,0,50,889,71,1341,0,30848
2001,19690.0,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,D,38,325,55,613,185,0,193,41,647,239,14,214,25,166,0,2755
2001,19690.0,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,P,2,15,3,27,8,0,9,2,28,11,1,9,1,7,0,123
2001,19790.0,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,A,69,994,0,2072,703,0,1539,84,935,1177,56,301,94,578,0,8602
2001,19790.0,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,D,462,6625,0,13813,4690,0,10256,561,6232,7844,372,2006,630,3858,0,57347
2001,19790.0,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,L,25,360,0,751,255,0,557,30,339,426,20,109,34,210,0,3116
2001,19790.0,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,P,9,124,0,259,88,0,192,11,117,147,7,37,12,72,0,1075
2001,19805.0,AA,American Airlines Inc.,AA,American Airlines Inc.,A,7,1196,0,3825,1302,0,131,51,1537,1619,53,921,138,105,92,10977
2001,19805.0,AA,American Airlines Inc.,AA,American Airlines Inc.,D,37,7582,276,12862,12371,0,1219,514,12096,11267,337,5867,415,652,573,66068
2001,19805.0,AA,American Airlines Inc.,AA,American Airlines Inc.,L,8,1497,98,3242,1690,0,153,81,2786,1706,67,1271,153,129,113,12994
