SALARIES_MGT,SALARIES_FLIGHT,SALARIES_MAINT,SALARIES_TRAFFIC,SALARIES_OTHER,SALARIES,BENEFITS_PERSONNEL,BENEFITS_PENSIONS,BENEFITS_PAYROLL,BENEFITS,SALARIES_BENEFITS,AIRCRAFT_FUEL,MAINT_MATERIAL,FOOD,OTHER_MATERIALS,MATERIALS_TOTAL,ADVERTISING,COMMUNICATION,INSURANCE,OUTSIDE_EQUIP,COMMISIONS_PAX,COMMISSIONS_CARGO,OTHER_SERVICES,SERVICES_TOTAL,LANDING_FEES,RENTALS,DEPRECIATION,AMORTIZATION,OTHER,TRANS_EXPENSE,OP_EXPENSE,AIRLINE_ID,UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,CARRIER,CARRIER_NAME,UNIQUE_CARRIER_ENTITY,REGION,CARRIER_GROUP_NEW,CARRIER_GROUP,YEAR,QUARTER
155.0,10584.0,1603.0,3581.0,2885.0,18808.0,1434.0,3327.0,1053.0,5814.0,24622.0,56396.0,1363.0,2305.0,1310.0,61374.0,627.0,1692.0,392.0,3636.0,1908.0,86.0,10131.0,18472.0,1305.0,2463.0,5474.0,1333.0,-520.0,23174.0,137697.0,19790.0,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10262,P,3.0,3.0,2008,3
155.16,25760.26,9921.14,8264.83,8737.21,52838.6,2019.7,14356.69,1913.8,18290.19,71128.79,50837.81,2995.42,1960.6,682.31,56476.14,422.26,1722.78,220.92,5824.67,644.05,0.0,11228.1,20062.78,2276.37,17099.08,11929.42,1003.83,-1578.08,187.87,178586.21,19805.0,AA,American Airlines Inc.,AA,American Airlines Inc.,10052,P,3.0,3.0,2020,4
156.0,11883.0,2340.0,4537.0,7199.0,26115.0,2930.0,9081.0,1826.0,13837.0,39952.0,51033.0,2221.0,3834.0,1157.0,58245.0,863.0,4469.0,757.0,8946.0,3150.0,26.0,14548.0,32759.0,2269.0,10647.0,4190.0,2260.0,2163.0,2350.0,154835.0,19977.0,UA,United Air Lines Inc.,UA,United Air Lines Inc.,10876,L,3.0,3.0,2007,4
157.49,2999.51,208.41,81.58,283.83,3730.81,835.16,452.29,222.7,1510.16,5240.97,15161.03,57.39,84.77,157.27,15460.46,65.37,210.01,21.76,246.85,23.57,0.0,3833.16,4400.71,1119.17,3966.14,153.1,4.64,1264.91,0.0,31610.09,20436.0,F9,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,16461,L,3.0,3.0,2018,2
158.0,10054.0,1637.0,3097.0,8142.0,23088.0,2056.0,7860.0,1486.0,11402.0,34490.0,40301.0,2518.0,3024.0,735.0,46578.0,534.0,-6245.0,576.0,5236.0,3034.0,10.0,14774.0,17919.0,2210.0,5448.0,5153.0,1861.0,673.0,1468.0,115800.0,19977.0,UA,United Air Lines Inc.,UA,United Air Lines Inc.,10876,L,3.0,3.0,2010,3
158.0,24082.0,3243.0,10475.0,6309.0,44267.0,3207.0,14158.0,3624.0,20989.0,65256.0,31784.0,2512.0,353.0,500.0,35149.0,1292.0,233.0,394.0,7490.0,35.0,18.0,11027.0,20489.0,4053.0,8283.0,8252.0,1025.0,1842.0,1016.0,145365.0,19393.0,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,11033,L,3.0,3.0,2019,1
159.0,32408.0,7110.0,7663.0,9490.0,56830.0,4940.0,10834.0,3302.0,19076.0,75906.0,25414.0,3212.0,10507.0,1674.0,40807.0,6922.0,7058.0,352.0,5292.0,19096.0,780.0,13755.0,53255.0,3740.0,14450.0,8956.0,1560.0,2818.0,6939.0,208431.0,19977.0,UA,United Air Lines Inc.,UA,United Air Lines Inc.,10876,L,3.0,3.0,2000,3
159.63,1534.31,120.83,1010.17,705.65,3530.59,893.41,893.41,264.41,2051.23,5581.82,3079.76,45.99,563.57,215.64,3904.96,467.65,131.49,75.47,2973.09,570.11,1.33,1961.44,6180.58,285.67,1051.9,272.89,87.3,329.78,69.42,17764.31,19690.0,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,15375,P,2.0,2.0,2001,3
160.0,5794.0,916.0,3496.0,1107.0,11473.0,764.0,2546.0,824.0,4134.0,15607.0,5569.0,1882.0,1488.0,498.0,9437.0,301.0,1076.0,227.0,442.0,4030.0,28.0,2613.0,8717.0,676.0,4190.0,1667.0,1296.0,244.0,4912.0,46746.0,19790.0,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10260,L,3.0,3.0,1995,2
160.13,3701.22,172.85,73.84,243.27,4351.3,540.35,429.43,145.17,1114.95,5466.26,10077.03,168.94,83.46,163.9,10493.33,48.24,249.56,42.21,251.24,20.56,0.0,3128.09,3739.91,1015.86,3746.25,-484.48,21.7,868.47,0.0,24867.29,20436.0,F9,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,16461,L,3.0,3.0,2017,4
161.25,16029.01,2188.29,4342.38,3953.83,26674.74,959.19,4294.8,1617.07,6871.05,33545.8,56317.96,3483.47,348.5,980.94,61130.87,1228.59,1368.2,1504.53,1964.1,90.03,0.0,14935.46,21090.9,3596.52,28513.32,981.76,0.0,7297.5,0.0,156156.66,20416.0,NK,Spirit Air Lines,NK,Spirit Air Lines,06830,D,2.0,2.0,2010,4
162.61,1561.77,171.9,1049.21,610.86,3556.35,241.16,1400.22,269.18,1910.57,5466.92,3848.25,86.94,320.76,183.33,4439.28,536.22,108.13,165.27,695.05,179.2,0.11,1946.61,3630.58,243.25,2612.76,220.78,7.19,178.46,383.28,17182.49,19690.0,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,15375,P,2.0,2.0,2004,4
163.0,23421.0,5597.0,8671.0,11717.0,49569.0,5589.0,10561.0,5060.0,21210.0,70779.0,30676.0,4726.0,10030.0,3012.0,48444.0,21143.0,1353.0,596.0,2259.0,37241.0,2061.0,20239.0,84892.0,4988.0,14861.0,10807.0,675.0,3848.0,7494.0,246788.0,19977.0,UA,United Air Lines Inc.,UA,United Air Lines Inc.,10874,A,3.0,3.0,1991,4
163.16,43524.71,15308.36,12838.88,14233.65,86068.76,3146.67,18294.41,4469.39,25910.48,111979.24,9688.2,3233.54,1878.81,756.65,15557.2,351.75,1924.48,1204.5,9483.05,465.92,0.0,14560.54,27990.24,1546.73,26558.26,20063.22,1483.8,24447.47,63.21,229689.37,19805.0,AA,American Airlines Inc.,AA,American Airlines Inc.,10050,L,3.0,3.0,2020,2
164.0,10428.0,2219.0,3136.0,7495.0,23442.0,2203.0,7215.0,1551.0,10969.0,34411.0,39929.0,1343.0,3021.0,798.0,45091.0,408.0,4637.0,555.0,7586.0,1879.0,12.0,11848.0,26925.0,2868.0,7184.0,4771.0,1805.0,1775.0,1840.0,126670.0,19977.0,UA,United Air Lines Inc.,UA,United Air Lines Inc.,10876,L,3.0,3.0,2010,2
164.0,22538.0,2462.0,9458.0,5111.0,39733.0,2625.0,10500.0,3344.0,16469.0,56202.0,24974.0,2114.0,263.0,330.0,27681.0,1520.0,227.0,450.0,6254.0,25.0,9.0,9057.0,17542.0,3785.0,8152.0,8108.0,926.0,1381.0,880.0,124657.0,19393.0,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,11033,L,3.0,3.0,2020,1
165.01,3219.62,202.05,123.89,256.4,3966.97,624.11,621.7,401.38,1647.19,5614.15,6690.33,38.98,39.63,104.98,6873.92,59.01,179.64,26.68,245.9,15.06,0.0,2311.2,2837.49,555.07,3530.77,140.24,3.29,-1379.56,0.0,18175.36,20436.0,F9,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,16461,L,3.0,3.0,2019,4
165.98,1780.01,581.32,426.2,736.53,3690.04,898.06,1235.61,366.98,2500.64,6190.68,3718.51,404.22,376.85,207.29,4706.87,231.19,195.93,143.1,2390.51,17523.09,43.0,2476.81,22960.64,302.36,18120.11,250.87,180.46,546.78,56.02,53134.33,19690.0,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,15375,P,2.0,2.0,1992,1
166.32,1441.51,154.05,976.87,835.73,3574.48,256.29,1021.5,278.43,1556.22,5130.7,5100.43,157.05,325.2,136.31,5718.99,182.79,120.6,256.75,1118.26,212.67,1.23,1719.65,3611.95,234.24,2538.94,244.55,468.75,61.26,76.98,18086.34,19690.0,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,15375,P,2.0,2.0,2006,2
167.0,17559.0,3854.0,5544.0,5811.0,32935.0,3239.0,8272.0,2417.0,13928.0,46863.0,16690.0,4370.0,8379.0,951.0,30390.0,4811.0,4736.0,959.0,726.0,22923.0,783.0,12183.0,47121.0,2742.0,16438.0,7210.0,803.0,7020.0,4849.0,163436.0,19977.0,UA,United Air Lines Inc.,UA,United Air Lines Inc.,10876,L,3.0,3.0,1995,1
167.52,1930.87,121.54,1064.27,702.99,3987.19,992.5,992.5,329.87,2314.86,6302.05,2977.29,52.59,515.36,219.22,3764.47,481.62,105.63,54.25,3127.46,570.57,1.27,1894.82,6235.61,318.43,1188.73,221.35,94.49,510.75,93.21,18729.08,19690.0,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,15375,P,2.0,2.0,2001,2
168.0,22937.0,5001.0,9844.0,8183.0,46133.0,5138.0,11622.0,4153.0,20913.0,67046.0,26043.0,5257.0,9097.0,2223.0,42620.0,2248.0,988.0,629.0,1283.0,39461.0,8479.0,16328.0,69416.0,3621.0,13775.0,10729.0,680.0,3301.0,7751.0,218939.0,19977.0,UA,United Air Lines Inc.,UA,United Air Lines Inc.,10874,A,3.0,3.0,1992,1
168.0,23554.0,6128.0,8754.0,10264.0,48868.0,5650.0,9027.0,3491.0,18168.0,67036.0,32179.0,4914.0,12664.0,2465.0,52222.0,6545.0,1183.0,336.0,1241.0,60057.0,2714.0,13003.0,85079.0,8403.0,15299.0,11961.0,752.0,3466.0,8500.0,252718.0,19977.0,UA,United Air Lines Inc.,UA,United Air Lines Inc.,10874,A,3.0,3.0,1991,3
169.24,1429.95,152.58,1010.2,699.91,3461.88,264.83,1387.81,291.0,1943.63,5405.52,4271.06,86.32,298.24,112.41,4768.02,388.47,121.17,527.95,855.65,176.11,0.03,1691.67,3761.05,233.0,2450.02,227.26,6.66,-125.13,73.78,16800.17,19690.0,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,15375,P,2.0,2.0,2005,2
170.0,16164.0,2049.0,5336.0,4899.0,28618.0,3520.0,6626.0,1882.0,12028.0,40646.0,19309.0,717.0,6132.0,1613.0,27771.0,1513.0,2421.0,733.0,1820.0,12560.0,241.0,10167.0,29455.0,2957.0,1662.0,9081.0,951.0,1904.0,2795.0,117222.0,19805.0,AA,American Airlines Inc.,AA,American Airlines Inc.,10052,P,3.0,3.0,2001,1
170.0,27082.0,6186.0,9782.0,11759.0,54979.0,6941.0,14379.0,3516.0,24836.0,79815.0,28533.0,3693.0,10223.0,2411.0,44860.0,128.0,7282.0,484.0,3944.0,14357.0,615.0,15325.0,42135.0,3749.0,16151.0,8423.0,1860.0,2881.0,13028.0,212902.0,19977.0,UA,United Air Lines Inc.,UA,United Air Lines Inc.,10876,L,3.0,3.0,2001,1
170.0,129053.0,19806.0,48329.0,44759.0,242117.0,17647.0,58648.0,14456.0,90751.0,332868.0,205632.0,17932.0,22844.0,9624.0,256032.0,6764.0,9288.0,-2776.0,36403.0,17710.0,374.0,94879.0,162642.0,14311.0,36932.0,52926.0,8519.0,13809.0,13884.0,891923.0,19790.0,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10261,A,3.0,3.0,2017,1
170.41,1863.65,932.34,107.04,887.87,3961.31,419.5,323.45,358.39,1101.34,5062.66,3395.0,690.43,112.96,1672.5,5870.89,501.86,323.84,779.0,2917.43,750.42,43.0,100.74,5373.3,430.45,1697.82,888.5,10.75,19.86,449.31,19354.23,20416.0,NK,Spirit Air Lines,NK,Spirit Air Lines,06830,D,1.0,1.0,1997,2
170.66,1518.04,168.0,1069.17,859.53,3785.41,297.08,1143.82,369.04,1809.93,5595.34,5168.05,151.98,339.68,133.01,5792.71,209.33,140.1,265.86,1119.81,186.8,0.67,1825.97,3748.54,240.04,2606.58,239.45,489.1,106.71,78.32,18896.77,19690.0,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,15375,P,2.0,2.0,2006,1
171.0,18885.0,1805.0,5575.0,6141.0,32577.0,4136.0,8986.0,2101.0,15223.0,47800.0,22900.0,571.0,5967.0,1497.0,30935.0,1448.0,2946.0,598.0,3268.0,12316.0,256.0,9674.0,30506.0,2998.0,1858.0,9566.0,918.0,7739.0,1692.0,134012.0,19805.0,AA,American Airlines Inc.,AA,American Airlines Inc.,10052,P,3.0,3.0,2001,3
171.23,3922.04,218.96,88.74,295.61,4696.58,703.47,574.74,295.51,1573.72,6270.3,13973.52,71.43,94.24,293.08,14432.27,50.51,359.89,45.36,445.11,27.15,0.0,4097.14,5025.16,1247.66,4752.79,857.88,23.59,1848.39,0.0,34458.03,20436.0,F9,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,16461,L,3.0,3.0,2018,1
171.87,1491.85,163.44,1060.55,839.67,3727.39,266.39,944.7,266.73,1477.83,5205.22,5405.0,53.36,367.89,137.02,5963.26,375.83,122.24,308.59,1123.04,184.05,0.91,2028.5,4143.15,244.43,2602.44,251.66,475.99,187.15,70.27,19143.58,19690.0,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,15375,P,2.0,2.0,2005,4
173.79,1589.3,158.06,1157.51,853.99,3932.65,193.36,1557.83,299.68,2050.86,5983.51,3582.37,94.74,332.5,157.94,4167.55,298.4,107.71,300.2,969.73,169.05,0.08,1986.2,3831.37,285.88,2809.71,246.15,6.94,199.36,833.69,18364.16,19690.0,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,15375,P,2.0,2.0,2004,3
174.0,13358.0,2856.0,4851.0,8020.0,29259.0,3145.0,9687.0,2117.0,14949.0,44208.0,44136.0,2435.0,4258.0,1041.0,51870.0,728.0,6475.0,1012.0,9407.0,2453.0,29.0,15016.0,35120.0,3049.0,12735.0,4833.0,2692.0,781.0,3576.0,158864.0,19977.0,UA,United Air Lines Inc.,UA,United Air Lines Inc.,10876,L,3.0,3.0,2007,1
174.0,19974.0,2031.0,8652.0,4163.0,34994.0,2578.0,12649.0,2259.0,17486.0,52480.0,29796.0,1769.0,318.0,519.0,32402.0,1077.0,214.0,315.0,6163.0,32.0,12.0,9569.0,17382.0,3442.0,5606.0,7691.0,1319.0,1016.0,766.0,122104.0,19393.0,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,11033,L,3.0,3.0,2018,4
174.0,27655.0,7330.0,9194.0,13776.0,58129.0,12321.0,17767.0,3607.0,33695.0,91824.0,25362.0,3211.0,9186.0,1968.0,39727.0,2887.0,7218.0,693.0,2980.0,9635.0,543.0,13953.0,37909.0,3884.0,15917.0,47034.0,3108.0,5064.0,15484.0,259951.0,19977.0,UA,United Air Lines Inc.,UA,United Air Lines Inc.,10876,L,3.0,3.0,2001,3
174.28,3529.61,482.63,758.84,727.81,5673.16,291.73,882.36,331.4,1505.49,7178.66,14857.05,1140.31,100.66,292.92,16390.94,90.69,422.99,276.34,755.9,21.13,0.0,3076.19,4643.23,835.86,5679.24,272.67,0.0,1448.65,0.0,36449.24,20416.0,NK,Spirit Air Lines,NK,Spirit Air Lines,16831,L,2.0,2.0,2012,4
175.0,24092.0,8103.0,8443.0,12751.0,53564.0,5027.0,12860.0,3430.0,21317.0,74881.0,29545.0,3923.0,10409.0,2004.0,45881.0,4910.0,6742.0,444.0,4668.0,16831.0,838.0,20537.0,54970.0,3795.0,13367.0,9881.0,2313.0,2478.0,7705.0,215271.0,19977.0,UA,United Air Lines Inc.,UA,United Air Lines Inc.,10876,L,3.0,3.0,2000,4
178.35,2433.68,417.65,1403.19,936.87,5369.75,359.28,1677.54,483.63,2520.45,7890.19,5440.07,305.23,663.17,186.41,6594.88,537.78,130.98,134.42,2218.22,361.0,43.0,3909.39,7291.78,99.15,3314.85,998.03,547.96,256.41,188.87,27182.12,19690.0,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,15375,P,3.0,3.0,2009,1
178.74,16168.36,2056.34,4539.38,3707.9,26650.72,1052.82,4220.42,3019.3,8292.55,34943.28,65458.14,5140.94,456.69,1329.73,72385.5,754.23,2197.77,1501.21,1189.39,132.97,0.0,16228.81,22004.37,3205.57,27733.48,953.38,0.0,5281.16,0.0,166506.74,20416.0,NK,Spirit Air Lines,NK,Spirit Air Lines,06830,D,2.0,2.0,2011,1
179.0,25185.0,5427.0,6935.0,10681.0,48407.0,4697.0,9155.0,2774.0,16626.0,65033.0,22464.0,3836.0,9558.0,1337.0,37195.0,3827.0,7638.0,340.0,2869.0,13595.0,898.0,13305.0,42472.0,3545.0,14265.0,8230.0,1456.0,2954.0,5058.0,180208.0,19977.0,UA,United Air Lines Inc.,UA,United Air Lines Inc.,10876,L,3.0,3.0,2000,2
182.28,1020.87,317.27,527.53,1012.14,3060.09,193.62,440.82,197.06,831.5,3891.59,2976.79,183.43,253.24,139.16,3552.61,181.69,183.04,79.2,2059.7,-220.42,0.78,917.21,3201.2,355.0,2146.14,629.84,180.46,533.82,-70.44,14239.74,19690.0,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,15375,P,2.0,2.0,1992,4
184.0,19693.0,2049.0,8791.0,4740.0,35457.0,2814.0,13554.0,2205.0,18573.0,54030.0,31853.0,1522.0,358.0,513.0,34246.0,1512.0,201.0,271.0,6208.0,34.0,1.0,9762.0,17989.0,3854.0,6335.0,6982.0,847.0,1343.0,801.0,126427.0,19393.0,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,11033,L,3.0,3.0,2018,2
185.0,26958.0,6076.0,10705.0,8508.0,52432.0,5711.0,13418.0,5002.0,24131.0,76563.0,32670.0,4260.0,12320.0,2277.0,51527.0,8105.0,1798.0,698.0,1729.0,45083.0,20334.0,21347.0,99094.0,3902.0,23460.0,11371.0,1287.0,4826.0,7447.0,279477.0,19977.0,UA,United Air Lines Inc.,UA,United Air Lines Inc.,10874,A,3.0,3.0,1993,1
186.17,51988.1,15876.08,16691.43,4111.43,88853.2,7540.91,28197.09,5856.22,41594.22,130447.42,91083.69,8595.93,11335.14,2207.37,113222.13,2353.62,8003.43,1197.71,11967.49,7684.68,70.87,32210.32,63488.12,7646.15,32531.4,17105.11,2189.46,12766.94,65178.43,444575.17,19805.0,AA,American Airlines Inc.,AA,American Airlines Inc.,10052,P,3.0,3.0,2015,3
186.54,19779.37,1277.35,3708.94,3103.62,28055.82,1287.42,2135.91,970.69,4394.01,32449.83,11436.77,394.08,1862.31,983.1,14676.26,569.82,96.76,317.15,947.78,317.03,0.0,12145.64,14394.19,2678.62,2571.07,2863.32,743.32,1171.27,35.22,71583.1,20409.0,B6,JetBlue Airways,B6,JetBlue Airways,10875,A,3.0,3.0,2023,4
188.0,12227.0,2696.0,3992.0,10919.0,30022.0,2379.0,9200.0,2079.0,13658.0,43680.0,45741.0,1703.0,3474.0,5269.0,56187.0,1080.0,15299.0,582.0,9139.0,2079.0,13.0,18053.0,46245.0,2845.0,7079.0,6210.0,2333.0,-2828.0,2939.0,164690.0,19977.0,UA,United Air Lines Inc.,UA,United Air Lines Inc.,10876,L,3.0,3.0,2010,4
188.0,39757.0,8342.0,31575.0,16835.0,96697.0,8102.0,12559.0,6265.0,26926.0,123623.0,58865.0,10494.0,20151.0,4359.0,93869.0,19571.0,20936.0,811.0,7901.0,41075.0,602.0,20747.0,111643.0,4741.0,34796.0,18352.0,8293.0,4699.0,1538.0,401554.0,19805.0,AA,American Airlines Inc.,AA,American Airlines Inc.,10049,A,3.0,3.0,1991,4
189.87,50774.41,15121.42,12137.35,8113.62,86336.66,7241.97,25554.32,6710.55,39506.83,125843.5,104168.82,10267.03,10242.71,1562.14,126240.7,1710.75,7061.62,1203.53,13211.92,5851.47,77.03,30983.83,60100.14,8168.48,30090.98,16788.75,2237.35,13037.52,64517.88,447025.29,19805.0,AA,American Airlines Inc.,AA,American Airlines Inc.,10052,P,3.0,3.0,2015,2
190.0,12910.0,2568.0,4283.0,6280.0,26231.0,2464.0,9717.0,1918.0,14099.0,40330.0,39258.0,2086.0,3356.0,889.0,45589.0,435.0,4364.0,670.0,6047.0,1572.0,4.0,13607.0,26699.0,2707.0,9646.0,5273.0,1800.0,1120.0,1720.0,134884.0,19977.0,UA,United Air Lines Inc.,UA,United Air Lines Inc.,10876,L,3.0,3.0,2010,1
190.0,32257.0,7507.0,12137.0,9836.0,61927.0,6010.0,15398.0,5543.0,26951.0,88878.0,40025.0,6703.0,16799.0,2771.0,66298.0,6247.0,2153.0,995.0,2649.0,54272.0,19010.0,23074.0,108400.0,7870.0,25166.0,13143.0,1396.0,4876.0,8040.0,324067.0,19977.0,UA,United Air Lines Inc.,UA,United Air Lines Inc.,10874,A,3.0,3.0,1993,2
190.45,3439.57,728.79,568.31,1546.71,6473.84,2524.33,2212.98,550.13,5287.44,11761.27,7389.29,463.38,1255.05,505.1,9612.81,95.51,311.15,205.73,6146.64,2246.24,1.63,3810.91,12817.81,311.69,10095.24,580.34,101.85,1511.95,176.32,46969.28,19690.0,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,15375,P,2.0,2.0,1991,2
190.65,1130.74,224.94,386.8,275.84,2208.96,199.39,410.08,168.73,778.19,2987.15,2308.18,63.02,48.93,104.65,2524.77,69.13,687.04,220.96,202.44,139.38,5.43,805.11,2129.49,284.5,1805.65,408.77,180.46,676.22,5.26,10821.79,20436.0,F9,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,16461,L,3.0,3.0,2009,2
191.0,8308.0,1164.0,3198.0,1597.0,14458.0,1367.0,2809.0,873.0,5049.0,19507.0,9990.0,935.0,3647.0,699.0,15271.0,1059.0,1209.0,500.0,1042.0,12840.0,439.0,4536.0,21625.0,1587.0,553.0,5124.0,954.0,99.0,7124.0,71844.0,19805.0,AA,American Airlines Inc.,AA,American Airlines Inc.,10052,P,3.0,3.0,1997,2
191.0,30176.0,6421.0,14311.0,6717.0,57816.0,3846.0,25049.0,4586.0,33481.0,91297.0,116811.0,3188.0,8353.0,871.0,129223.0,3319.0,5127.0,1413.0,17014.0,4116.0,415.0,20221.0,51625.0,4936.0,2149.0,16277.0,1646.0,41706.0,41445.0,380304.0,19805.0,AA,American Airlines Inc.,AA,American Airlines Inc.,10052,P,3.0,3.0,2011,4
191.81,651.14,78.3,284.21,114.49,1319.93,226.97,398.03,141.03,766.02,2085.95,2182.19,282.12,312.94,113.0,2890.24,174.97,298.87,69.81,6.84,75.12,0.0,1063.73,1689.33,536.01,2501.89,199.09,59.65,1066.63,0.0,11028.81,20436.0,F9,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,16461,L,3.0,3.0,2012,2
191.92,2016.27,465.94,859.98,532.74,4066.85,367.94,764.25,365.15,1497.33,5564.17,6572.98,118.03,88.25,288.93,7068.2,339.79,882.91,277.95,1010.03,231.38,9.66,909.22,3660.95,606.09,2961.17,764.42,180.46,1740.45,8.26,22373.7,20436.0,F9,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,16461,L,2.0,2.0,2006,1
192.38,18284.71,2279.03,4989.34,4182.86,29928.33,1304.54,4040.73,2063.5,7408.76,37337.09,86822.13,7102.41,501.04,1374.48,95800.06,1084.2,2415.83,1842.26,2477.44,150.24,0.0,18758.64,26728.6,4759.18,29828.98,1036.46,0.0,6427.78,0.0,201918.16,20416.0,NK,Spirit Air Lines,NK,Spirit Air Lines,06830,D,2.0,2.0,2011,3
193.0,21919.0,2248.0,9272.0,6018.0,39650.0,2646.0,16708.0,2596.0,21950.0,61600.0,28848.0,1840.0,321.0,657.0,31666.0,1382.0,181.0,362.0,6746.0,24.0,14.0,9786.0,18495.0,3735.0,6469.0,7285.0,866.0,1265.0,806.0,132187.0,19393.0,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,11033,L,3.0,3.0,2019,4
193.0,38669.0,6032.0,16490.0,11154.0,72538.0,6555.0,22143.0,4736.0,33434.0,105972.0,117388.0,7707.0,8542.0,4747.0,138384.0,2427.0,4959.0,1706.0,12957.0,7799.0,242.0,33509.0,63599.0,6420.0,15937.0,22925.0,3929.0,6092.0,73703.0,436961.0,19790.0,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10260,L,3.0,3.0,2010,4
193.74,38822.81,12983.01,13712.67,14054.3,79766.53,3896.79,19031.1,1336.22,24264.1,104030.63,67316.59,4687.91,3417.08,1449.27,76870.85,710.92,2579.71,-35.07,9285.55,1545.64,0.0,18910.28,32997.02,5139.33,29254.88,16099.0,1428.64,10095.29,236.13,276151.78,19805.0,AA,American Airlines Inc.,AA,American Airlines Inc.,10049,A,3.0,3.0,2021,1
194.21,15741.99,3563.74,5488.38,8290.31,33278.62,3180.94,11976.45,2464.55,17621.94,50900.56,60291.98,3385.22,4086.93,1273.89,69038.02,728.5,5702.3,824.12,14745.36,2492.3,1.71,18913.92,43408.22,3537.11,10508.05,8926.77,2520.79,2662.49,4014.33,195516.33,19977.0,UA,United Air Lines Inc.,UA,United Air Lines Inc.,10876,L,3.0,3.0,2011,1
194.23,2322.89,312.84,1520.1,1083.48,5433.54,396.59,1556.87,376.85,2330.31,7763.85,6146.13,124.65,695.97,198.89,7165.64,303.31,145.22,300.71,1539.42,523.89,43.0,3604.66,6417.21,324.75,2714.95,950.67,542.46,215.8,302.97,26398.3,19690.0,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,15375,P,3.0,3.0,2010,2
194.52,30332.68,10406.12,10877.45,11239.17,63049.94,5428.44,15364.38,-187.58,20605.24,83655.18,71842.15,4994.32,5924.18,1046.14,83806.8,834.83,2904.89,585.43,12661.79,2921.14,0.0,22942.83,42850.9,4639.8,19253.56,10695.18,1282.46,2898.71,720.91,249803.49,19805.0,AA,American Airlines Inc.,AA,American Airlines Inc.,10052,P,3.0,3.0,2022,4
195.0,53608.0,7458.0,27017.0,14581.0,102859.0,11024.0,23846.0,9113.0,43983.0,146842.0,52979.0,12481.0,21003.0,7172.0,93635.0,8845.0,19871.0,1297.0,10318.0,45991.0,15716.0,37809.0,139847.0,10514.0,61001.0,20191.0,10507.0,4627.0,3424.0,490588.0,19790.0,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10261,A,3.0,3.0,1992,1
195.31,3929.56,535.63,919.76,857.17,6437.43,318.24,781.89,433.94,1534.07,7971.5,17875.42,1462.2,129.35,293.05,19760.02,144.98,590.26,333.61,902.07,38.28,0.0,4003.94,6013.13,1205.51,6884.55,219.02,0.0,817.41,0.0,42871.14,20416.0,NK,Spirit Air Lines,NK,Spirit Air Lines,16831,L,2.0,2.0,2012,3
195.39,2499.5,346.99,1135.49,1074.22,5251.58,449.47,1792.8,373.93,2616.2,7867.78,7992.62,147.44,700.15,217.48,9057.69,877.9,165.0,319.98,3082.93,389.15,43.0,3716.84,8551.8,438.84,3265.13,1117.65,566.86,238.85,269.29,31373.88,19690.0,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,15375,P,3.0,3.0,2009,4
195.47,2360.73,352.77,1111.88,751.72,4772.57,411.3,1748.46,371.94,2531.7,7304.27,6048.68,109.15,703.14,188.7,7049.68,786.0,159.46,286.39,2177.76,364.84,43.0,3340.29,7114.75,457.49,3834.45,1013.26,546.48,534.89,260.57,28115.84,19690.0,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,15375,P,3.0,3.0,2009,2
