SALARIES_MGT,SALARIES_FLIGHT,SALARIES_MAINT,SALARIES_TRAFFIC,SALARIES_OTHER,SALARIES,BENEFITS_PERSONNEL,BENEFITS_PENSIONS,BENEFITS_PAYROLL,BENEFITS,SALARIES_BENEFITS,AIRCRAFT_FUEL,MAINT_MATERIAL,FOOD,OTHER_MATERIALS,MATERIALS_TOTAL,ADVERTISING,COMMUNICATION,INSURANCE,OUTSIDE_EQUIP,COMMISIONS_PAX,COMMISSIONS_CARGO,OTHER_SERVICES,SERVICES_TOTAL,LANDING_FEES,RENTALS,DEPRECIATION,AMORTIZATION,OTHER,TRANS_EXPENSE,OP_EXPENSE,AIRLINE_ID,UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,CARRIER,CARRIER_NAME,UNIQUE_CARRIER_ENTITY,REGION,CARRIER_GROUP_NEW,CARRIER_GROUP,YEAR,QUARTER
1278.0,82237.0,13165.0,27810.0,25784.0,150274.0,12806.0,43481.0,12726.0,69013.0,219287.0,195071.0,18179.0,13604.0,7541.0,234395.0,3589.0,6826.0,1222.0,28598.0,11127.0,286.0,66508.0,118156.0,10034.0,30047.0,47278.0,9743.0,9155.0,103130.0,781225.0,19790.0,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10260,L,3.0,3.0,2015,1
1278.0,233482.0,78721.0,233458.0,117240.0,664179.0,41434.0,103313.0,51245.0,195992.0,860171.0,538660.0,81441.0,100995.0,37502.0,758598.0,34441.0,44748.0,4275.0,38567.0,195604.0,838.0,163660.0,482133.0,40564.0,139132.0,137089.0,22577.0,42482.0,23305.0,2506051.0,19805.0,AA,American Airlines Inc.,AA,American Airlines Inc.,0A050,D,3.0,3.0,1990,4
1279.0,23147.0,2773.0,10622.0,4042.0,41863.0,2705.0,13675.0,3418.0,19798.0,61661.0,62799.0,1901.0,6473.0,542.0,71715.0,1619.0,3459.0,2220.0,9478.0,11217.0,292.0,15117.0,43402.0,3285.0,1207.0,11173.0,245.0,-617.0,25833.0,217904.0,19805.0,AA,American Airlines Inc.,AA,American Airlines Inc.,10052,P,3.0,3.0,2007,2
1279.0,24276.0,2578.0,10661.0,4949.0,43743.0,2814.0,13345.0,3321.0,19480.0,63223.0,66518.0,1951.0,6039.0,523.0,75031.0,1722.0,3417.0,1889.0,9872.0,10907.0,293.0,15088.0,43188.0,3212.0,1247.0,12982.0,244.0,-260.0,24885.0,223752.0,19805.0,AA,American Airlines Inc.,AA,American Airlines Inc.,10052,P,3.0,3.0,2007,3
1282.0,253778.0,115008.0,190764.0,99814.0,660646.0,41807.0,167536.0,45847.0,255190.0,915836.0,264041.0,60083.0,70860.0,23242.0,418226.0,7686.0,29282.0,14335.0,16807.0,192690.0,8733.0,122672.0,392205.0,38029.0,201322.0,107154.0,20876.0,17263.0,99687.0,2210598.0,19977.0,UA,United Air Lines Inc.,UA,United Air Lines Inc.,0A875,D,3.0,3.0,1993,4
1282.4,72175.68,5232.65,22394.1,15952.74,117037.57,9406.26,28407.4,8029.69,45843.34,162880.91,109340.68,3998.36,4342.46,4939.3,122620.8,2109.47,778.29,1684.0,31887.54,1146.08,0.0,64482.21,102087.58,15585.75,19157.94,30580.94,3194.1,5750.13,167.67,462025.82,20409.0,B6,JetBlue Airways,B6,JetBlue Airways,16673,L,3.0,3.0,2021,4
1282.56,25587.78,3407.48,7780.87,8423.67,46482.36,4200.19,12129.43,4596.39,20926.0,67408.36,52040.52,2057.61,5359.37,1477.32,60934.82,2634.68,1059.89,654.2,12491.91,538.38,317.88,23772.12,41469.05,3857.34,17960.44,7463.08,161.71,4684.15,1023.72,204962.67,19690.0,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,15375,P,3.0,3.0,2024,1
1286.9,10574.52,4783.81,3991.23,4635.8,25272.25,2641.22,2988.99,1871.33,7501.54,32773.79,18665.87,1459.18,1989.48,756.4,22870.93,1431.88,5348.95,3709.38,9794.4,1651.75,90.11,7896.73,29923.19,5234.21,23081.98,4133.23,180.46,5903.82,77.16,123998.31,20436.0,F9,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,06460,D,2.0,2.0,2002,3
1287.0,71260.0,17228.0,37573.0,19664.0,147012.0,14654.0,27780.0,9197.0,51631.0,198643.0,67888.0,12822.0,36057.0,7664.0,124431.0,5617.0,18954.0,2853.0,11684.0,29904.0,1295.0,43400.0,113707.0,5212.0,30989.0,24732.0,11456.0,5270.0,7297.0,521737.0,19805.0,AA,American Airlines Inc.,AA,American Airlines Inc.,10049,A,3.0,3.0,2000,2
1287.06,196331.62,18342.95,42486.88,76118.74,334567.24,23603.85,75001.66,13477.93,112083.44,446650.68,300992.93,11593.32,34808.39,8187.51,355582.15,12692.7,24232.5,2235.28,60461.99,14811.57,1306.21,119621.84,235362.09,19133.91,34660.12,87319.38,7749.89,13831.23,28879.95,1229169.39,19977.0,UA,United Air Lines Inc.,UA,United Air Lines Inc.,10877,P,3.0,3.0,2017,4
1290.0,255375.0,110432.0,178931.0,88814.0,634842.0,36623.0,185357.0,44898.0,266878.0,901720.0,236666.0,67513.0,71842.0,22140.0,398161.0,7428.0,28301.0,12475.0,22810.0,163779.0,1466.0,116417.0,352676.0,38608.0,204497.0,105978.0,20155.0,23237.0,86839.0,2131871.0,19977.0,UA,United Air Lines Inc.,UA,United Air Lines Inc.,0A875,D,3.0,3.0,1994,1
1290.45,191297.57,102648.33,153360.19,97082.09,545678.63,35801.61,105940.26,39300.46,181042.34,726720.97,269260.95,62518.26,62291.61,19029.06,413099.88,42831.69,20054.46,3849.46,35650.38,183376.03,5182.35,106731.68,397676.04,32782.83,127512.86,81544.04,21688.45,23575.13,78406.05,1903006.24,19977.0,UA,United Air Lines Inc.,UA,United Air Lines Inc.,0A875,D,3.0,3.0,1990,2
1293.0,11263.0,4187.0,2087.0,630.0,19460.0,3090.0,3328.0,1614.0,8032.0,27492.0,62101.0,11544.0,791.0,670.0,75106.0,1529.0,835.0,1836.0,35.0,634.0,43.0,6073.0,10308.0,6744.0,2547.0,8351.0,180.46,7255.0,449.31,137803.0,20368.0,G4,Allegiant Air,G4,Allegiant Air,06035,D,2.0,2.0,2010,2
1293.36,58954.47,10804.52,2694.83,12369.4,86116.59,7768.36,32595.25,6063.84,46427.45,132544.04,118367.92,20063.38,1878.27,2515.67,142825.24,9883.97,2842.91,2637.18,1709.91,0.0,0.0,24439.21,41513.18,25254.8,9481.91,43231.13,2604.25,41882.22,0.0,439336.76,20368.0,G4,Allegiant Air,G4,Allegiant Air,06035,D,3.0,3.0,2021,3
1293.82,24350.47,2283.95,4173.56,7480.14,39581.93,3750.26,11507.32,2306.57,17564.14,57146.07,103196.89,1613.65,1091.11,701.16,106602.81,2377.56,287.08,1092.04,18821.84,1655.6,0.0,33341.75,57575.87,1906.16,8385.54,12720.63,2860.41,3145.33,169.03,250511.85,20409.0,B6,JetBlue Airways,B6,JetBlue Airways,16673,L,3.0,3.0,2014,3
1295.4,17376.65,1640.63,9133.04,6660.18,36105.89,1178.04,10735.9,3222.09,15136.04,51241.93,20085.97,280.68,2463.12,1498.05,24327.81,4655.3,907.05,3196.58,19949.45,4486.2,3.23,17202.03,50399.83,843.19,20859.63,1741.5,125.48,-313.69,1286.99,150512.68,19690.0,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,05375,D,2.0,2.0,2002,1
1296.53,10613.27,976.01,420.1,1166.77,14472.68,2446.02,2607.62,1750.07,6803.7,21276.38,30764.42,283.07,2.85,853.21,31903.55,213.91,1304.26,360.97,2029.97,105.41,0.0,11631.24,15645.76,2111.68,20078.68,1372.19,11.4,2597.35,0.0,94996.98,20436.0,F9,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,16461,L,3.0,3.0,2022,1
1296.6,234487.19,66789.16,69048.71,67787.13,439408.78,36880.19,108313.9,26644.91,171839.0,611247.78,390594.28,49494.8,44755.58,6633.51,491478.17,5159.12,19736.54,3075.9,86981.52,11373.56,0.0,153789.1,280115.73,36289.98,125361.92,70070.27,4023.99,19099.9,4804.29,1642492.02,19805.0,AA,American Airlines Inc.,AA,American Airlines Inc.,10050,L,3.0,3.0,2023,4
1297.73,23183.24,4468.82,10867.74,8964.01,48781.55,3462.21,14094.65,2901.95,20458.82,69240.37,78836.02,2397.17,5714.15,1506.67,88454.01,3124.58,1262.56,2349.79,22890.32,4163.44,0.59,25836.14,59627.41,5576.01,37245.17,8197.4,4780.91,3525.51,3516.41,280163.2,19690.0,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,05375,D,3.0,3.0,2010,4
1299.0,330597.0,142104.0,267425.0,125438.0,866863.0,67713.0,163464.0,52625.0,283802.0,1150665.0,315907.0,93763.0,88886.0,26141.0,524697.0,14649.0,35826.0,8947.0,59239.0,204790.0,1109.0,199789.0,524349.0,54223.0,244884.0,112935.0,19651.0,19314.0,101427.0,2752145.0,19977.0,UA,United Air Lines Inc.,UA,United Air Lines Inc.,0A875,D,3.0,3.0,1998,3
1299.16,113846.13,15849.61,47301.33,68261.05,246557.28,23651.81,78858.65,17049.83,119560.28,366117.57,554637.79,16131.07,36929.4,8271.35,615969.61,6079.12,31125.03,3482.26,42837.43,16564.65,369.38,79659.54,180117.41,25371.21,65742.67,54459.97,13353.24,46268.68,21642.58,1389042.94,19977.0,UA,United Air Lines Inc.,UA,United Air Lines Inc.,10877,P,3.0,3.0,2012,2
1300.13,23671.43,2679.34,314.24,2402.42,30367.56,1192.38,6858.19,1731.6,9782.17,40149.73,35099.53,4224.39,132.68,568.64,40025.24,1312.67,1238.62,545.25,1297.92,0.0,0.0,28090.73,32485.19,3935.24,13959.99,5110.51,2788.14,1939.02,0.0,140393.06,20416.0,NK,Spirit Air Lines,NK,Spirit Air Lines,16831,L,3.0,3.0,2024,3
1300.25,200854.44,68904.25,71990.65,74935.5,417985.08,36264.24,102491.2,708.75,139464.2,557449.28,448194.97,34159.8,39709.38,6924.92,528989.07,5451.56,19370.83,3913.92,85203.72,19777.23,0.0,153032.03,286749.29,31437.75,129698.34,71256.57,8521.71,17258.72,4738.37,1636099.09,19805.0,AA,American Airlines Inc.,AA,American Airlines Inc.,10050,L,3.0,3.0,2022,4
1304.0,220192.0,92898.0,177185.0,91836.0,583415.0,39081.0,148322.0,43870.0,231273.0,814688.0,256422.0,48050.0,70798.0,20673.0,395943.0,7247.0,30908.0,5837.0,12961.0,177882.0,11978.0,131716.0,378529.0,37646.0,170347.0,101733.0,15144.0,21065.0,64051.0,1999146.0,19977.0,UA,United Air Lines Inc.,UA,United Air Lines Inc.,0A875,D,3.0,3.0,1992,2
1306.0,63960.0,18683.0,12185.0,9374.0,105508.0,8425.0,36773.0,7885.0,53083.0,158591.0,78423.0,5672.0,31576.0,3187.0,118858.0,4139.0,3280.0,5786.0,7078.0,8323.0,656.0,53859.0,83121.0,3311.0,12569.0,35576.0,2935.0,2762.0,42957.0,460680.0,19805.0,AA,American Airlines Inc.,AA,American Airlines Inc.,10049,A,3.0,3.0,2003,1
1309.21,200090.6,68676.79,71749.29,74005.85,415831.75,36503.77,102823.84,5334.35,144661.96,560493.71,523517.74,35591.72,40169.15,6828.49,606107.1,5356.4,19415.95,3957.76,85890.39,20554.99,0.0,153593.24,288768.73,32408.47,132939.57,71610.04,8530.92,14613.28,4715.16,1720186.97,19805.0,AA,American Airlines Inc.,AA,American Airlines Inc.,10049,A,3.0,3.0,2022,4
1310.92,21469.63,4144.57,10131.91,7280.22,44337.25,3088.71,14943.32,2747.1,20779.13,65116.38,62629.24,2175.5,4780.63,1619.76,71205.14,4085.7,956.96,2237.45,27506.35,2606.6,43.0,24974.23,62367.29,4770.34,29710.54,7268.83,4910.36,1536.91,1804.36,248690.14,19690.0,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,05375,D,3.0,3.0,2009,4
1314.98,22273.47,4293.58,10932.45,7077.1,45891.57,2918.09,14550.9,4295.82,21764.81,67656.38,62870.99,2533.64,4473.07,1513.31,71391.01,6335.69,935.98,2247.75,30020.3,3392.94,43.0,26735.29,69667.93,5639.7,28837.72,7803.43,4907.76,2694.15,1699.68,260297.75,19690.0,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,05375,D,3.0,3.0,2010,1
1315.0,91656.0,15497.0,33655.0,29344.0,171467.0,10181.0,35485.0,8801.0,54467.0,225934.0,82943.0,3221.0,10840.0,7393.0,104397.0,3978.0,6841.0,6621.0,16476.0,7730.0,510.0,44660.0,86816.0,8825.0,52593.0,44741.0,1894.0,-6890.0,28333.0,546643.0,19790.0,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10261,A,3.0,3.0,2002,4
1318.0,57847.0,10859.0,32476.0,32404.0,134904.0,11182.0,41787.0,10101.0,63070.0,197974.0,555689.0,14257.0,17337.0,6559.0,593842.0,6208.0,9914.0,2943.0,23985.0,13582.0,432.0,67588.0,124652.0,13155.0,28706.0,26649.0,6378.0,14273.0,168604.0,1174233.0,19790.0,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10262,P,3.0,3.0,2012,2
1318.7,90872.72,7588.01,21933.45,24165.11,145878.0,14337.4,39553.82,14190.97,68082.19,213960.18,164657.06,4651.03,8340.61,2175.05,179823.75,4424.65,713.0,2033.5,24297.42,1736.9,0.0,65606.09,98811.55,12247.31,26821.16,35518.33,4325.14,8237.55,140.84,579885.8,20409.0,B6,JetBlue Airways,B6,JetBlue Airways,16673,L,3.0,3.0,2024,1
1318.91,22332.06,2530.41,5394.01,5447.7,37023.09,1763.03,4464.02,2803.52,9030.58,46053.67,103521.0,9882.46,666.68,1596.51,115666.64,915.83,3291.74,2055.18,2725.61,226.63,0.0,22415.23,31630.22,6767.85,37908.62,1307.15,0.0,11368.17,0.0,250702.32,20416.0,NK,Spirit Air Lines,NK,Spirit Air Lines,06830,D,2.0,2.0,2012,2
1319.0,73508.0,13092.0,36013.0,15496.0,139428.0,9867.0,40962.0,11094.0,61923.0,201351.0,256519.0,9729.0,28892.0,2588.0,297728.0,5405.0,27988.0,3363.0,25284.0,11023.0,761.0,51571.0,125395.0,8319.0,15970.0,41726.0,1867.0,-1901.0,88488.0,778943.0,19805.0,AA,American Airlines Inc.,AA,American Airlines Inc.,10049,A,3.0,3.0,2008,1
1320.0,112113.0,38292.0,42454.0,33008.0,227187.0,17624.0,57023.0,13948.0,88595.0,315782.0,402329.0,31727.0,35300.0,3809.0,473165.0,3384.0,36291.0,3001.0,47487.0,58201.0,627.0,100102.0,249093.0,15278.0,54948.0,48858.0,5909.0,40676.0,167256.0,1370965.0,19805.0,AA,American Airlines Inc.,AA,American Airlines Inc.,10050,L,3.0,3.0,2014,3
1323.36,192275.03,97895.23,148781.01,96358.17,536632.8,33817.32,106838.05,38095.21,178750.58,715383.38,301210.6,75672.59,58182.25,19596.16,454661.6,34192.05,20221.78,3625.17,34602.46,170022.65,4666.36,95375.82,362706.29,28007.9,115331.96,80871.12,21660.87,30750.02,97397.17,1906770.3,19977.0,UA,United Air Lines Inc.,UA,United Air Lines Inc.,0A875,D,3.0,3.0,1990,1
1324.12,26356.14,5084.51,9571.91,4541.87,46878.54,4917.78,16476.97,3373.44,24768.19,71646.72,121262.77,3146.94,8632.74,1985.94,135028.39,4459.44,1959.82,1702.22,31159.55,7337.98,197.64,30142.94,76959.58,7059.6,27664.51,12583.6,4877.36,3252.75,1926.18,340998.69,19690.0,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,05375,D,3.0,3.0,2012,3
1326.2,9859.03,4524.71,3640.41,4564.18,23914.52,2017.38,3236.46,1896.3,7150.14,31064.66,14761.76,1297.85,1761.02,851.07,18671.7,2411.69,5310.63,3235.81,8666.28,1656.25,85.89,7143.63,28510.17,3594.62,22322.24,3798.41,180.46,7602.87,60.77,115625.46,20436.0,F9,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,06460,D,2.0,2.0,2002,2
1327.0,67040.0,22343.0,36586.0,17330.0,144626.0,9608.0,25966.0,11526.0,47100.0,191726.0,83907.0,16309.0,30304.0,8223.0,138743.0,7253.0,20378.0,3994.0,10926.0,62725.0,981.0,45164.0,151421.0,9451.0,40450.0,27477.0,9230.0,6643.0,11258.0,586399.0,19805.0,AA,American Airlines Inc.,AA,American Airlines Inc.,10050,L,3.0,3.0,1997,1
1327.57,57903.07,12323.18,3014.88,13068.4,87637.1,10035.32,26109.58,4023.38,40168.29,127805.39,129558.72,19029.09,1883.89,3100.97,153572.67,9412.4,2908.01,2021.2,2642.62,0.0,0.0,27749.1,44733.34,18766.4,9953.84,43162.27,3266.4,59184.65,0.0,460444.96,20368.0,G4,Allegiant Air,G4,Allegiant Air,06035,D,3.0,3.0,2021,4
1328.99,20217.17,2687.87,7674.73,7888.67,39797.42,3776.72,9712.83,2803.74,16293.29,56090.72,40337.9,1558.71,6049.59,1899.55,49845.74,3395.28,1299.1,607.07,14040.11,1764.15,176.94,23237.11,44519.77,3223.54,17946.0,7802.96,1343.48,3897.05,1377.0,186046.24,19690.0,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,15375,P,3.0,3.0,2017,4
1331.0,257072.0,112552.0,180594.0,89136.0,640685.0,39912.0,187468.0,45136.0,272516.0,913201.0,242706.0,66616.0,79274.0,20438.0,409034.0,4382.0,31362.0,14497.0,31197.0,181301.0,1582.0,129191.0,393512.0,44754.0,194296.0,103750.0,19787.0,21746.0,83194.0,2183274.0,19977.0,UA,United Air Lines Inc.,UA,United Air Lines Inc.,0A875,D,3.0,3.0,1994,2
1333.0,37017.0,5098.0,16911.0,7468.0,67827.0,5101.0,27990.0,5333.0,38424.0,106251.0,146949.0,4823.0,9712.0,969.0,162453.0,6578.0,5167.0,1459.0,17328.0,8590.0,501.0,25152.0,64775.0,5935.0,3208.0,13932.0,1469.0,664.0,47179.0,405866.0,19805.0,AA,American Airlines Inc.,AA,American Airlines Inc.,10052,P,3.0,3.0,2011,2
1336.0,343835.0,139171.0,267769.0,133007.0,885118.0,66900.0,191038.0,57687.0,315625.0,1200743.0,267321.0,94254.0,83022.0,26922.0,471519.0,25014.0,37225.0,5262.0,75262.0,171656.0,247.0,193013.0,507679.0,51010.0,254967.0,116113.0,21999.0,27365.0,94758.0,2746153.0,19977.0,UA,United Air Lines Inc.,UA,United Air Lines Inc.,0A875,D,3.0,3.0,1999,1
1336.66,194567.62,18305.58,43957.72,78912.75,337080.33,24420.82,77902.12,16186.56,118509.49,455589.82,319040.08,14988.2,43802.22,7501.3,385331.8,12373.55,39383.16,2126.83,81956.59,4409.03,1786.36,130507.87,272543.38,25048.71,35512.3,101057.2,12005.29,20633.77,30754.8,1338477.06,19977.0,UA,United Air Lines Inc.,UA,United Air Lines Inc.,10874,A,3.0,3.0,2017,4
1339.0,77190.0,28029.0,41656.0,26849.0,175063.0,10848.0,52762.0,11213.0,74823.0,249886.0,80824.0,11584.0,20862.0,8059.0,121329.0,4800.0,22325.0,8541.0,19054.0,36545.0,362.0,43571.0,135198.0,12227.0,47305.0,38422.0,2891.0,5156.0,4634.0,617048.0,19805.0,AA,American Airlines Inc.,AA,American Airlines Inc.,10050,L,3.0,3.0,2002,4
1340.0,72458.0,15868.0,31481.0,47913.0,169060.0,12627.0,28055.0,9168.0,49850.0,218910.0,306497.0,41942.0,15404.0,8705.0,372548.0,10512.0,11917.0,5209.0,24268.0,13518.0,825.0,89130.0,155379.0,11232.0,34246.0,52431.0,9520.0,1615.0,163085.0,1018966.0,19790.0,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10261,A,3.0,3.0,2007,2
1343.0,52220.0,7416.0,19841.0,27771.0,108591.0,6528.0,17903.0,5515.0,29946.0,138537.0,128185.0,7946.0,13236.0,5252.0,154619.0,2771.0,3253.0,712.0,9381.0,4394.0,221.0,45156.0,65888.0,6985.0,18857.0,13878.0,3460.0,4377.0,11687.0,418288.0,19790.0,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10262,P,3.0,3.0,2022,4
1343.72,24236.23,2395.55,4306.7,8722.26,41004.45,3630.89,9739.08,2513.11,15883.08,56887.52,108310.32,1427.39,1016.8,860.33,111614.83,3512.33,348.15,1613.83,22316.88,1988.04,0.0,30902.51,60681.74,1532.43,11732.3,13191.84,2601.14,2411.86,1978.95,262632.61,20409.0,B6,JetBlue Airways,B6,JetBlue Airways,16673,L,3.0,3.0,2013,3
1345.85,110916.27,11050.97,39474.34,67615.99,230403.43,20206.74,70401.59,21787.59,112395.91,342799.34,129537.46,8790.92,17421.72,6244.15,161994.24,4138.02,17582.74,1906.14,37791.5,1652.22,187.62,74807.57,138065.82,21421.57,46485.18,48062.57,7337.54,35595.2,63747.13,865508.58,19977.0,UA,United Air Lines Inc.,UA,United Air Lines Inc.,10876,L,3.0,3.0,2016,1
1346.0,61518.0,15212.0,23355.0,11874.0,113305.0,9210.0,28792.0,9127.0,47129.0,160434.0,227229.0,11375.0,24332.0,2037.0,264973.0,5532.0,17456.0,2104.0,24460.0,3957.0,630.0,48682.0,102821.0,8550.0,20319.0,30556.0,2372.0,2619.0,88870.0,681514.0,19805.0,AA,American Airlines Inc.,AA,American Airlines Inc.,10049,A,3.0,3.0,2013,1
1347.0,287919.0,122188.0,224607.0,116163.0,752224.0,47938.0,156373.0,46466.0,250777.0,1003001.0,324519.0,66048.0,80443.0,25758.0,496768.0,12167.0,22482.0,10046.0,27813.0,204933.0,986.0,154123.0,432550.0,50099.0,250390.0,108917.0,17128.0,24871.0,92728.0,2476452.0,19977.0,UA,United Air Lines Inc.,UA,United Air Lines Inc.,0A875,D,3.0,3.0,1996,2
1348.3,26846.04,3071.28,340.67,2455.53,34061.83,1373.33,7697.22,2470.82,11541.37,45603.2,44395.25,4641.15,88.7,524.1,49649.2,307.76,1347.47,569.04,1163.59,0.0,0.0,30526.34,33914.2,4444.12,13661.98,6086.76,3122.19,-240.92,0.0,156240.73,20416.0,NK,Spirit Air Lines,NK,Spirit Air Lines,16831,L,3.0,3.0,2024,2
1350.0,95810.0,16924.0,36691.0,31234.0,182009.0,10789.0,38614.0,12019.0,61422.0,243431.0,72723.0,5693.0,13794.0,7809.0,100019.0,5756.0,7522.0,7359.0,13393.0,13883.0,302.0,53320.0,101535.0,9884.0,55914.0,45835.0,1674.0,-3844.0,25623.0,580071.0,19790.0,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10261,A,3.0,3.0,2002,2
1350.0,211877.0,99869.0,181322.0,109592.0,604010.0,40792.0,125632.0,41065.0,207489.0,811499.0,286734.0,67996.0,76349.0,21715.0,452794.0,31194.0,26545.0,2743.0,11991.0,200801.0,8431.0,108413.0,390118.0,37238.0,157056.0,98749.0,17277.0,20140.0,75530.0,2060401.0,19977.0,UA,United Air Lines Inc.,UA,United Air Lines Inc.,0A875,D,3.0,3.0,1991,3
1353.0,217532.0,96779.0,175718.0,93453.0,584835.0,38455.0,158723.0,45213.0,242391.0,827226.0,238594.0,58744.0,67319.0,22273.0,386930.0,29123.0,20937.0,5990.0,11303.0,169218.0,9648.0,113968.0,360187.0,35742.0,164795.0,101503.0,18319.0,22217.0,72138.0,1989057.0,19977.0,UA,United Air Lines Inc.,UA,United Air Lines Inc.,0A875,D,3.0,3.0,1992,1
1354.0,60421.0,12391.0,28940.0,12733.0,115839.0,9682.0,21590.0,6648.0,37920.0,153759.0,58707.0,12582.0,30664.0,6003.0,107956.0,8363.0,19188.0,3638.0,7939.0,42501.0,1503.0,36074.0,119206.0,5079.0,26145.0,22439.0,13474.0,3475.0,16882.0,468415.0,19805.0,AA,American Airlines Inc.,AA,American Airlines Inc.,10049,A,3.0,3.0,1997,2
1354.0,68053.0,22494.0,29905.0,14688.0,136494.0,10302.0,38850.0,11045.0,60197.0,196691.0,261942.0,11272.0,28688.0,2173.0,304075.0,2880.0,23139.0,2130.0,24792.0,4252.0,600.0,54924.0,112717.0,9656.0,13383.0,35026.0,2677.0,7981.0,100747.0,782953.0,19805.0,AA,American Airlines Inc.,AA,American Airlines Inc.,10049,A,3.0,3.0,2012,4
1357.71,12546.42,4670.71,4883.9,5226.7,28685.44,2484.37,5334.99,2274.76,10094.12,38779.55,19298.79,1268.23,1704.72,1195.61,23467.35,1802.16,5822.35,3646.86,9085.7,705.75,91.76,9637.55,30792.12,4972.18,23769.58,5187.2,180.46,9201.42,66.67,136236.07,20436.0,F9,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,06460,D,2.0,2.0,2003,2
1357.83,15665.76,2432.79,8761.03,5160.49,33377.89,1711.24,13357.12,2345.49,17413.85,50791.74,36362.78,1359.84,2776.59,1530.81,42030.02,4477.55,902.88,3464.33,8928.4,1496.34,0.88,15134.95,34405.33,2031.19,27104.5,2361.26,87.28,2426.89,3200.44,164438.64,19690.0,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,05375,D,2.0,2.0,2004,4
1358.0,59264.0,14096.0,27932.0,20463.0,123113.0,7302.0,39064.0,9877.0,56243.0,179356.0,183357.0,11698.0,12994.0,6088.0,214137.0,6633.0,7285.0,4301.0,15862.0,7384.0,516.0,57188.0,99169.0,9381.0,39646.0,39399.0,6240.0,-4394.0,40292.0,623226.0,19790.0,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10261,A,3.0,3.0,2005,2
1358.0,206111.0,103119.0,167911.0,97921.0,576420.0,38757.0,121978.0,40910.0,201645.0,778065.0,265995.0,65892.0,68534.0,20317.0,420738.0,37841.0,26816.0,4570.0,10821.0,175752.0,7255.0,122802.0,385857.0,35772.0,167906.0,85421.0,18147.0,18577.0,79299.0,1989782.0,19977.0,UA,United Air Lines Inc.,UA,United Air Lines Inc.,0A875,D,3.0,3.0,1991,2
1358.63,12130.6,4756.78,1867.06,670.73,20783.8,2942.43,2389.63,1340.23,6672.29,27456.09,61481.76,12305.79,926.12,812.35,75526.01,1503.39,755.26,1614.07,649.8,634.0,43.0,5840.73,10363.25,5880.67,2488.24,8818.73,180.46,7862.23,449.31,138395.23,20368.0,G4,Allegiant Air,G4,Allegiant Air,06035,D,2.0,2.0,2010,4
1359.16,19120.2,2505.56,9343.76,6206.32,38535.01,1893.89,11242.78,3317.32,16453.99,54988.99,24690.61,694.4,2880.37,1455.13,29720.51,2930.34,879.04,4099.82,13763.54,1048.63,0.11,15879.01,38600.49,2300.46,32495.26,1587.69,138.23,962.16,2637.41,163431.2,19690.0,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,05375,D,2.0,2.0,2003,1
1361.0,87756.0,19381.0,31922.0,25951.0,166371.0,8239.0,45740.0,8994.0,62973.0,229344.0,82540.0,8301.0,11516.0,5811.0,108168.0,6573.0,6946.0,4178.0,11629.0,7955.0,311.0,43612.0,81204.0,8802.0,33498.0,39978.0,3112.0,-2876.0,37615.0,538845.0,19790.0,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10261,A,3.0,3.0,2003,3
1361.0,196715.0,99568.0,158901.0,101836.0,558381.0,37927.0,137264.0,41136.0,216327.0,774708.0,320739.0,62656.0,64065.0,21104.0,468564.0,32390.0,21653.0,4461.0,22035.0,162402.0,7711.0,105635.0,356287.0,33358.0,159952.0,86818.0,12216.0,22034.0,96430.0,2010367.0,19977.0,UA,United Air Lines Inc.,UA,United Air Lines Inc.,0A875,D,3.0,3.0,1991,1
1361.72,15139.28,5155.28,6857.2,6154.46,34667.93,2889.01,3638.09,3337.97,9865.06,44532.99,29215.17,1023.42,1990.32,2609.68,34838.58,3565.08,6948.3,3889.99,13320.48,763.3,90.0,9844.17,38421.32,6100.88,25210.84,6366.76,180.46,15735.83,14740.04,185947.23,20436.0,F9,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,06460,D,2.0,2.0,2004,1
