YEAR,MONTH,AIRLINE_ID,UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,CARRIER,CARRIER_NAME,CARRIER_GROUP,CARRIER_GROUP_NEW,EMPFULL,EMPPART,EMPTOTAL,EMPFTE
1991,12,19393.0,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,3,3.0,9687.0,91.0,9778,9733
1991,12,19690.0,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,2,2.0,2322.0,380.0,2702,2512
1991,12,19790.0,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,3,3.0,71512.0,5249.0,76761,74137
1991,12,19805.0,AA,American Airlines Inc.,AA,American Airlines Inc.,3,3.0,83561.0,12531.0,96092,89827
1991,12,19977.0,UA,United Air Lines Inc.,UA,United Air Lines Inc.,3,3.0,74903.0,6339.0,81242,78073
1992,1,19393.0,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,3,3.0,9784.0,83.0,9867,9826
1992,1,19690.0,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,2,2.0,2322.0,386.0,2708,2515
1992,1,19790.0,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,3,3.0,71914.0,5325.0,77239,74577
1992,1,19805.0,AA,American Airlines Inc.,AA,American Airlines Inc.,3,3.0,83649.0,12361.0,96010,89830
1992,1,19977.0,UA,United Air Lines Inc.,UA,United Air Lines Inc.,3,3.0,74518.0,6345.0,80863,77691
1992,2,19393.0,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,3,3.0,9902.0,91.0,9993,9948
1992,2,19690.0,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,2,2.0,2328.0,415.0,2743,2536
1992,2,19790.0,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,3,3.0,71915.0,5365.0,77280,74598
1992,2,19805.0,AA,American Airlines Inc.,AA,American Airlines Inc.,3,3.0,83428.0,12741.0,96169,89799
1992,2,19977.0,UA,United Air Lines Inc.,UA,United Air Lines Inc.,3,3.0,74660.0,6241.0,80901,77781
1992,3,19393.0,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,3,3.0,10152.0,86.0,10238,10195
1992,3,19690.0,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,2,2.0,2328.0,415.0,2743,2536
1992,3,19790.0,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,3,3.0,72080.0,5325.0,77405,74743
1992,3,19805.0,AA,American Airlines Inc.,AA,American Airlines Inc.,3,3.0,83444.0,12644.0,96088,89766
