AIR_OP_EXPENSE,FL_ATT_EXPENSE,FOOD_EXPENSE,OTH_IN_FL_EXPENSE,PAX_SVC_EXPENSE,LINE_SVC_EXPENSE,CONTROL_EXPENSE,LANDING_FEES,AIR_SVC_EXPENSE,TRAFFIC_EXP_PAX,TRAFFIC_EXP_CARGO,TRAFFIC_EXP_OTH,TRAFFIC_EXPENSE,RES_EXP_PAX,RES_EXP_CARGO,RES_EXP_OTH,RES_EXPENSE,AD_EXP_PAX,AD_EXP_CARGO,AD_EXP_INST,AD_EXPENSE,ADMIN_EXPENSE,DEPR_EXP_MAINT,AMORTIZATION,TRANSPORT_EXP,TOTAL_OP_EXPENSE,MAINT_PROP_EQUIP,DEPR_PROP_EQUIP,MAINT_DEPR,SVC_SALES_OP_EXP,AIRLINE_ID,UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,CARRIER,CARRIER_NAME,UNIQUE_CARRIER_ENTITY,REGION,CARRIER_GROUP_NEW,CARRIER_GROUP,YEAR,QUARTER
120988.0,15120.0,465.0,218.0,15803.0,18847.0,921.0,5451.0,25219.0,12359.0,489.0,847.0,13695.0,7879.0,120.0,170.0,8169.0,2088.0,21.0,0.0,2109.0,18281.0,28.0,130.0,1138.0,211010.0,1695.0,3754.0,5449.0,88883.0,19393,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,11033,L,3,3,2022,3
120995.0,17120.0,6039.0,509.0,23668.0,2429.0,3139.0,3212.0,8780.0,2779.0,7629.0,1235.91,10408.0,12812.0,375.0,1170.0,13187.0,1562.0,160.0,6.46,1722.0,18204.0,89.0,244.0,24885.0,223752.0,459.0,1111.0,1570.0,77872.0,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,10052,P,3,3,2007,3
121181.0,11674.0,5598.0,1745.0,19017.0,11419.0,4094.0,5932.0,21445.0,18285.0,1115.0,0.0,19400.0,11588.0,631.0,0.0,12219.0,3029.0,1.0,0.0,3030.0,14721.0,53.0,1960.0,1606.0,218868.0,2443.0,1793.0,4236.0,96081.0,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10262,P,3,3,2021,3
122091.0,15155.0,12550.0,2453.0,30158.0,12568.0,8811.0,4386.0,25765.0,7017.0,17393.0,1235.91,24410.0,28077.0,654.0,7682.0,36413.0,3527.0,117.0,6.46,3644.0,5980.0,115.0,3384.0,1232.0,260553.0,4077.0,3284.0,7361.0,137230.0,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,10050,L,3,3,1990,4
122426.0,9353.0,3912.0,1389.0,14654.0,10088.0,3458.0,4495.0,18041.0,15294.0,910.0,0.0,16204.0,8209.0,649.0,0.0,8858.0,2720.0,0.0,0.0,2720.0,14393.0,56.0,2101.0,1077.0,204873.0,2381.0,1962.0,4343.0,81370.0,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10262,P,3,3,2021,2
123557.0,20098.0,573.0,349.0,21020.0,22613.0,911.0,6519.0,30043.0,14571.0,544.0,1092.0,16207.0,8958.0,120.0,196.0,9274.0,4715.0,17.0,0.0,4732.0,25974.0,35.0,137.0,1336.0,238205.0,2022.0,3868.0,5890.0,113312.0,19393,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,11033,L,3,3,2023,2
123774.74,11690.74,4603.29,5214.49,21508.52,5009.01,2345.87,5704.6,13059.49,8889.52,2803.54,9261.67,20954.73,5003.01,5049.37,322.11,10374.5,144.11,-20.03,10357.67,10481.75,15384.09,33.04,3845.19,1325.37,224442.1,1834.8,1865.89,3700.69,99341.99,19690,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,05375,D,3,3,2009,1
124089.0,15237.0,16870.0,3906.0,36013.0,13572.0,9090.0,5473.0,28135.0,6688.0,20154.0,1235.91,26842.0,40036.0,963.0,9284.0,50283.0,7808.0,258.0,6.46,8066.0,9293.0,334.0,3508.0,1245.0,297480.0,4741.0,4931.0,9672.0,172146.0,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,10050,L,3,3,1991,3
124192.49,16018.08,1356.83,460.55,17835.46,2173.06,9338.81,7692.06,19203.93,10200.89,276.47,14125.76,24603.11,27895.63,104.62,7365.92,35366.18,9122.8,17.0,6.46,9122.8,30913.01,51.7,601.0,1458.08,266972.66,1050.88,3175.03,4225.91,141322.1,19393,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,06725,D,3,3,1990,2
124360.55,14814.65,2241.21,4489.19,21545.06,3260.24,4760.14,2346.61,10366.99,20642.62,0.0,0.0,20642.62,15995.74,0.0,0.0,15995.74,3894.03,0.0,0.0,3894.03,11592.96,149.89,2461.87,66.22,213330.51,0.0,2254.59,2254.59,88903.74,20409,B6,JetBlue Airways,B6,JetBlue Airways,16673,L,3,3,2016,1
124895.71,9742.0,5402.79,3777.85,18922.63,7909.75,987.7,2814.33,11711.77,4038.12,1541.74,6454.28,12034.14,1088.12,278.67,9689.37,11056.17,482.33,0.0,2227.47,2709.8,12293.15,24.07,257.99,1041.15,198050.52,1569.83,1534.11,3103.94,72113.66,19690,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,15375,P,3,3,2013,4
124943.91,8657.92,895.11,2187.6,11740.62,1149.1,483.38,8806.83,10439.31,26977.12,634.14,5097.18,32708.45,22149.84,99.35,1170.0,22249.18,3972.19,17.0,6.46,3972.19,12737.39,40.33,601.0,17194.27,238506.82,1661.0,2481.17,2481.17,96368.65,20436,F9,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,06460,D,3,3,2009,2
125003.41,8822.6,92.47,0.0,8915.07,0.0,0.0,4513.81,4513.81,0.0,1756.97,8147.38,9904.35,5511.23,0.0,402.98,5914.22,0.0,0.0,280.04,280.04,32411.9,437.68,0.0,0.0,188619.93,0.0,1239.46,1239.46,63616.52,20416,NK,Spirit Air Lines,NK,Spirit Air Lines,16831,L,3,3,2023,1
125982.0,17879.0,7158.0,477.0,25514.0,2790.0,3622.0,4076.0,10488.0,3312.0,9506.0,1235.91,12818.0,11056.0,359.0,1170.0,11415.0,1896.0,-1950.0,6.46,-54.0,22597.0,100.0,169.0,24640.0,235403.0,513.0,1221.0,1734.0,84781.0,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,10052,P,3,3,2009,3
126312.0,12464.0,6139.0,2161.0,20764.0,11066.0,3809.0,4454.0,19329.0,19428.0,1249.0,0.0,20677.0,11324.0,709.0,0.0,12033.0,3259.0,2.0,0.0,3261.0,15618.0,45.0,1667.0,2846.0,226470.0,2326.0,1592.0,3918.0,97312.0,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10262,P,3,3,2022,1
126324.54,10929.44,111.62,0.0,11041.06,0.0,0.0,4598.51,4598.51,0.0,1984.73,8898.29,10883.02,5399.04,0.0,493.82,5892.86,0.0,0.0,268.12,268.12,31614.08,471.25,0.0,0.0,192491.13,0.0,1397.68,1397.68,66166.59,20416,NK,Spirit Air Lines,NK,Spirit Air Lines,16831,L,3,3,2023,3
126470.83,15118.45,2539.79,156.88,17815.11,1740.36,1389.92,2683.89,5814.16,4601.77,11584.97,1647.43,17834.17,2248.18,0.0,1675.21,3923.39,0.0,0.0,219.4,219.4,96286.22,0.0,395.54,170.01,275042.43,1269.8,4843.8,6113.6,148401.59,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,10052,P,3,3,2020,3
126592.8,11592.43,115.33,0.0,11707.76,0.0,0.0,5036.56,5036.56,0.0,2121.31,8777.84,10899.16,5320.74,0.0,522.29,5843.03,0.0,0.0,255.77,255.77,36200.77,511.0,0.0,0.0,198837.97,0.0,1791.13,1791.13,72245.17,20416,NK,Spirit Air Lines,NK,Spirit Air Lines,16831,L,3,3,2024,1
128049.96,6860.97,736.6,1573.42,9171.0,2473.43,2755.67,1246.91,6476.0,12027.82,0.0,0.0,12027.82,9358.06,0.0,0.0,9358.06,2450.49,0.0,0.0,2450.49,7829.2,125.01,1623.21,1870.92,180222.22,0.0,1240.55,1240.55,50301.34,20409,B6,JetBlue Airways,B6,JetBlue Airways,16673,L,3,3,2012,3
128353.0,30859.0,16879.0,3016.0,50754.0,4836.0,13263.0,8825.0,26924.0,10187.0,17593.0,1235.91,27780.0,39672.0,1929.0,11993.0,53594.0,8848.0,734.0,6.46,9582.0,15764.0,409.0,721.0,10366.0,330024.0,3363.0,2414.0,5777.0,191305.0,19977,UA,United Air Lines Inc.,UA,United Air Lines Inc.,10874,A,3,3,1996,2
128571.37,7385.8,711.65,1431.9,9529.36,2126.87,2466.23,1268.32,5861.42,12241.04,0.0,0.0,12241.04,9449.74,9.72,0.0,9459.46,2716.35,0.0,0.0,2716.35,6894.99,119.48,1761.99,1537.12,179925.97,0.0,1233.4,1233.4,49817.48,20409,B6,JetBlue Airways,B6,JetBlue Airways,16673,L,3,3,2013,2
129023.0,17043.0,6274.0,503.0,23820.0,2853.0,3330.0,3238.0,9421.0,2694.0,7539.0,1235.91,10233.0,11751.0,338.0,1170.0,12089.0,1438.0,206.0,6.46,1644.0,19008.0,91.0,224.0,25940.0,232977.0,442.0,1042.0,1484.0,78014.0,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,10052,P,3,3,2008,1
129131.0,17973.0,6917.0,471.0,25361.0,2705.0,2929.0,3247.0,8881.0,2801.0,8435.0,1235.91,11236.0,11674.0,430.0,1170.0,12104.0,1251.0,24.0,6.46,1275.0,20926.0,91.0,249.0,26792.0,237718.0,552.0,1120.0,1672.0,81795.0,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,10052,P,3,3,2007,4
129203.0,30094.0,22202.0,3466.0,55762.0,6800.0,2222.0,9596.0,18618.0,11617.0,15688.0,1235.91,27305.0,45961.0,1856.0,8208.0,56025.0,10149.0,643.0,6.46,10792.0,11660.0,396.0,1021.0,11811.0,328254.0,3259.0,2402.0,5661.0,187240.0,19977,UA,United Air Lines Inc.,UA,United Air Lines Inc.,10874,A,3,3,1994,2
129285.31,13113.32,1605.13,4202.45,18920.9,2607.5,3878.45,2182.58,8668.54,19083.88,0.0,0.0,19083.88,15275.5,31.09,0.0,15306.6,4088.45,0.0,0.0,4088.45,11339.27,146.87,2578.71,69.9,212008.53,0.0,2520.11,2520.11,82653.32,20409,B6,JetBlue Airways,B6,JetBlue Airways,16673,L,3,3,2015,4
129943.16,19639.2,1586.54,8551.54,29777.28,8973.42,4706.41,3053.26,16733.09,4969.66,3444.61,16783.04,25197.31,2471.23,718.95,6804.32,9994.49,424.73,0.04,4127.92,4552.69,64135.24,488.77,1242.21,4875.07,298466.8,3194.26,8333.22,11527.47,163648.56,19690,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,05375,D,3,3,2020,3
130173.0,32090.0,21205.0,4180.0,57475.0,18389.0,21331.0,4378.0,44098.0,12741.0,21602.0,1235.91,34343.0,46884.0,37905.0,4598.0,89387.0,11300.0,192.0,6.46,11492.0,14564.0,73.0,4714.0,5958.0,401511.0,2258.0,6976.0,9234.0,265380.0,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,10049,A,3,3,1994,1
130241.01,7519.76,739.47,1488.83,9748.07,2412.41,2797.86,1331.32,6541.59,12961.67,0.0,0.0,12961.67,9924.11,0.0,0.0,9924.11,3630.84,0.0,0.0,3630.84,7026.89,123.59,1979.24,1876.78,185382.48,0.0,1328.71,1328.71,53264.69,20409,B6,JetBlue Airways,B6,JetBlue Airways,16673,L,3,3,2013,4
130485.38,15305.02,1062.88,417.41,16785.31,1998.58,8049.12,7277.21,17324.9,9232.59,254.2,13766.51,23253.3,23685.66,101.71,6968.77,30756.14,4726.81,17.0,6.46,4726.81,23403.22,51.26,601.0,1290.49,252515.38,1103.95,3334.63,4438.58,120739.52,19393,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,06725,D,3,3,1990,1
130567.87,12057.85,4927.39,5282.01,22267.24,4398.96,2661.37,5812.89,12873.22,9332.12,2797.45,10067.8,22197.37,4325.17,185.34,4826.83,9337.34,342.04,10.76,9355.0,9707.8,15241.84,30.39,3829.7,1829.97,231372.58,1611.27,1878.56,3489.83,98974.74,19690,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,05375,D,3,3,2009,2
130895.01,8454.13,625.78,1895.41,10975.32,1134.53,529.38,8865.29,10529.2,28864.66,347.72,5173.76,34386.14,19789.52,94.71,1170.0,19884.23,2376.36,17.0,6.46,2376.36,10306.96,97.46,1423.83,43034.12,264963.21,1661.0,1054.58,1054.58,91034.09,20436,F9,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,06460,D,3,3,2010,1
131394.0,11770.0,6718.0,2260.0,20748.0,9871.0,3466.0,3573.0,16910.0,16762.0,1076.0,0.0,17838.0,13596.0,602.0,0.0,14198.0,3265.0,2.0,0.0,3267.0,13529.0,36.0,1373.0,5891.0,227999.0,1521.0,1294.0,2815.0,90714.0,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10262,P,3,3,2022,2
132106.0,19699.0,23300.0,3021.0,46020.0,16463.0,18334.0,4498.0,39295.0,13605.0,24093.0,1235.91,37698.0,39204.0,1983.0,10410.0,51597.0,16129.0,533.0,6.46,16662.0,8822.0,77.0,4275.0,3671.0,348965.0,2619.0,6123.0,8742.0,213188.0,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,10049,A,3,3,1992,1
132228.0,36508.0,22034.0,4411.0,62953.0,22753.0,20941.0,4233.0,47927.0,15760.0,24511.0,1235.91,40271.0,41882.0,3126.0,12207.0,57215.0,12194.0,337.0,6.46,12531.0,16061.0,83.0,4825.0,4541.0,390044.0,3854.0,7555.0,11409.0,253275.0,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,10049,A,3,3,1995,1
132839.0,19579.0,6696.0,486.0,26761.0,2981.0,3600.0,4183.0,10764.0,3430.0,11401.0,1235.91,14831.0,11918.0,475.0,1170.0,12393.0,1378.0,942.0,6.46,2320.0,20916.0,100.0,172.0,25885.0,248659.0,479.0,1199.0,1678.0,89935.0,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,10052,P,3,3,2010,1
133044.82,22492.38,-1532.84,7157.68,28117.23,9578.32,3899.82,1941.84,15419.98,4575.33,3144.06,16851.06,24570.44,1.85,195.19,6933.31,7130.35,346.39,15.06,2890.15,3251.6,43228.19,497.1,1362.04,5411.34,277375.83,3488.86,11853.87,15342.73,138919.66,19690,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,05375,D,3,3,2020,2
133117.0,32044.0,18074.0,3800.0,53918.0,5788.0,14391.0,10757.0,30936.0,10665.0,19285.0,1235.91,29950.0,41373.0,874.0,11625.0,53872.0,9048.0,630.0,6.46,9678.0,11455.0,317.0,743.0,10859.0,340978.0,3659.0,2474.0,6133.0,197002.0,19977,UA,United Air Lines Inc.,UA,United Air Lines Inc.,10874,A,3,3,1996,3
133230.0,18812.0,7089.0,481.0,26382.0,2946.0,3979.0,4086.0,11011.0,3445.0,10917.0,1235.91,14362.0,10626.0,534.0,1170.0,11160.0,1299.0,99.0,6.46,1398.0,26192.0,101.0,173.0,26076.0,251871.0,519.0,1267.0,1786.0,92565.0,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,10052,P,3,3,2009,4
133551.19,10925.39,2301.09,143.31,13369.79,2130.97,1747.07,3364.99,7243.04,3849.82,9461.96,1732.83,15044.61,2509.25,0.0,2294.82,4804.07,0.0,0.0,461.83,461.83,28446.91,0.0,293.95,166.57,207733.77,994.16,3357.66,4351.83,74016.01,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,10052,P,3,3,2021,1
133836.87,7239.59,669.2,1432.67,9341.46,2473.22,2656.71,1260.1,6390.03,12192.48,0.0,0.0,12192.48,9836.44,0.0,0.0,9836.44,2325.0,0.0,0.0,2325.0,8343.65,123.02,1789.29,1499.48,186911.74,0.0,1234.03,1234.03,51575.39,20409,B6,JetBlue Airways,B6,JetBlue Airways,16673,L,3,3,2013,1
133865.75,16443.68,2067.41,6172.53,24683.62,3030.83,4495.96,7020.13,14546.92,34303.71,0.0,0.0,34303.71,7355.08,0.0,0.0,7355.08,3585.22,0.0,0.0,3585.22,14101.53,245.65,2325.77,56.99,239224.72,0.0,4154.46,4154.46,105301.98,20409,B6,JetBlue Airways,B6,JetBlue Airways,16673,L,3,3,2020,4
134234.0,32210.0,14766.0,1586.0,48562.0,5033.0,13121.0,5805.0,23959.0,9519.0,20435.0,1235.91,29954.0,37405.0,2120.0,11484.0,51009.0,8848.0,935.0,6.46,9783.0,13266.0,326.0,682.0,11842.0,330177.0,4080.0,2480.0,6560.0,184101.0,19977,UA,United Air Lines Inc.,UA,United Air Lines Inc.,10874,A,3,3,1997,1
134236.0,13385.0,19389.0,3937.0,36711.0,15500.0,13882.0,6021.0,35403.0,12292.0,19873.0,1235.91,32165.0,50118.0,1443.0,13079.0,64640.0,5393.0,178.0,6.46,5571.0,11439.0,172.0,2765.0,1720.0,335243.0,5071.0,5350.0,10421.0,199287.0,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,10050,L,3,3,1992,1
134724.92,8643.27,834.83,2660.12,12138.22,1155.34,476.6,9183.21,10815.15,29136.25,537.4,5162.97,34836.63,21395.44,93.22,1170.0,21488.66,3360.93,17.0,6.46,3360.93,11483.3,124.26,1512.39,38517.3,270165.3,1661.0,1163.55,1163.55,96923.08,20436,F9,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,06460,D,3,3,2009,4
134794.59,8390.39,851.77,2359.56,11601.73,2659.97,3219.9,1507.76,7387.63,14556.73,0.0,0.0,14556.73,11038.03,0.0,0.0,11038.03,2720.19,0.0,0.0,2720.19,9362.81,127.58,2206.09,1985.22,197112.47,0.0,1331.88,1331.88,60332.66,20409,B6,JetBlue Airways,B6,JetBlue Airways,16673,L,3,3,2014,1
135133.57,13044.62,1821.19,4632.05,19497.86,3131.04,4359.81,2443.63,9934.48,19602.15,0.0,0.0,19602.15,14762.57,0.0,0.0,14762.57,5535.92,0.0,0.0,5535.92,19830.83,146.91,2549.34,86.39,229517.47,0.0,2437.46,2437.46,94297.51,20409,B6,JetBlue Airways,B6,JetBlue Airways,16673,L,3,3,2016,2
135936.84,9014.46,1361.05,2363.72,12739.23,1526.59,374.21,8188.03,10088.83,28711.16,1602.61,1863.17,32176.93,20072.84,95.24,1170.0,20168.07,5147.18,17.0,6.46,5147.18,11812.51,46.49,601.0,24777.75,254872.38,1661.0,1978.56,1978.56,94157.8,20436,F9,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,06460,D,3,3,2007,1
135958.76,11329.97,1237.55,3555.17,16122.69,6410.46,0.0,1730.11,8140.58,16708.49,0.0,0.0,16708.49,13109.03,-0.7,0.0,13108.32,3039.84,0.0,0.0,3039.84,10123.98,137.52,3476.14,155.56,208700.07,0.0,1728.21,1728.21,72585.76,20409,B6,JetBlue Airways,B6,JetBlue Airways,16673,L,3,3,2015,1
136798.0,22451.0,7962.0,665.0,31078.0,3629.0,3582.0,4582.0,11793.0,3516.0,9427.0,1235.91,12943.0,13459.0,521.0,1170.0,13980.0,1525.0,328.0,6.46,1853.0,25851.0,120.0,309.0,30973.0,267521.0,407.0,1416.0,1823.0,99750.0,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,10052,P,3,3,2006,2
137051.0,32055.0,16036.0,2521.0,50612.0,5243.0,15242.0,8396.0,28881.0,11234.0,22354.0,1235.91,33588.0,39741.0,2751.0,11152.0,53644.0,11469.0,1163.0,6.46,12632.0,14544.0,307.0,725.0,13019.0,352026.0,4407.0,2616.0,7023.0,201956.0,19977,UA,United Air Lines Inc.,UA,United Air Lines Inc.,10874,A,3,3,1996,4
137678.0,16594.0,631.0,342.0,17567.0,21010.0,802.0,6142.0,27954.0,12761.0,496.0,853.0,14110.0,7971.0,107.0,157.0,8235.0,4416.0,19.0,0.0,4435.0,6462.0,30.0,115.0,1168.0,223134.0,1929.0,3451.0,5380.0,84288.0,19393,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,11033,L,3,3,2024,2
139145.25,14986.98,291.48,1163.69,16442.14,0.0,0.0,10781.15,10781.15,2437.73,9150.97,6973.46,18562.16,10.44,0.0,0.0,10.44,8375.43,0.0,0.0,8375.43,103921.14,1628.41,2135.45,0.0,302525.41,0.0,1523.85,1523.85,163380.16,20368,G4,Allegiant Air,G4,Allegiant Air,06035,D,3,3,2020,2
139210.65,8899.86,91.84,0.0,8991.7,0.0,0.0,4235.9,4235.9,0.0,1836.16,8285.18,10121.34,6351.5,0.0,452.77,6804.27,0.0,0.0,358.2,358.2,36086.03,405.22,0.0,0.0,207560.01,0.0,1346.71,1346.71,68349.36,20416,NK,Spirit Air Lines,NK,Spirit Air Lines,16831,L,3,3,2022,2
139771.0,33325.0,16806.0,1253.0,51384.0,4774.0,15143.0,7074.0,26991.0,8941.0,26000.0,1235.91,34941.0,36888.0,2059.0,13953.0,52900.0,12577.0,1270.0,6.46,13847.0,25196.0,337.0,608.0,8064.0,361875.0,5078.0,2758.0,7836.0,214040.0,19977,UA,United Air Lines Inc.,UA,United Air Lines Inc.,10874,A,3,3,1998,1
139848.9,13533.04,1813.22,4983.41,20329.67,3134.0,3990.82,2075.12,9199.94,19684.96,0.0,0.0,19684.96,14597.1,-4.91,0.0,14592.19,3510.18,0.0,0.0,3510.18,19573.06,155.81,2670.72,102.84,232186.07,0.0,2517.81,2517.81,92234.33,20409,B6,JetBlue Airways,B6,JetBlue Airways,16673,L,3,3,2016,4
139883.0,10130.8,1391.46,1534.96,13057.22,0.0,0.0,11644.32,11644.32,1500.58,9270.51,9185.48,19956.57,31.13,0.0,0.0,31.13,5583.15,0.0,0.0,5583.15,27477.25,744.36,3132.09,0.0,221796.24,20.14,267.03,287.16,81913.25,20368,G4,Allegiant Air,G4,Allegiant Air,06035,D,3,3,2016,1
141315.99,16347.6,1424.05,486.07,18257.71,2251.74,9260.01,8301.08,19812.84,10206.01,290.79,14313.9,24810.69,27351.57,28.83,7079.76,34460.16,7577.86,17.0,6.46,7577.86,27762.6,54.17,601.0,1362.82,279911.1,1132.8,3363.46,4496.26,137232.29,19393,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,06725,D,3,3,1990,3
141585.0,35844.0,24448.0,4507.0,64799.0,19477.0,18476.0,4859.0,42812.0,14616.0,27653.0,1235.91,42269.0,45121.0,3322.0,12272.0,60715.0,12298.0,407.0,6.46,12705.0,50672.0,89.0,4687.0,4803.0,447976.0,15018.0,7822.0,22840.0,301588.0,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,10049,A,3,3,1994,4
141711.0,33699.0,21749.0,4442.0,59890.0,6193.0,13445.0,11365.0,31003.0,14550.0,15704.0,1235.91,30254.0,45561.0,2758.0,11873.0,60192.0,7607.0,482.0,6.46,8089.0,22511.0,533.0,1034.0,9842.0,371177.0,3378.0,2740.0,6118.0,219624.0,19977,UA,United Air Lines Inc.,UA,United Air Lines Inc.,10874,A,3,3,1995,3
142132.0,31465.0,19027.0,3809.0,54301.0,4952.0,15591.0,9207.0,29750.0,11455.0,22065.0,1235.91,33520.0,49428.0,2645.0,14140.0,66213.0,10451.0,927.0,6.46,11378.0,20998.0,366.0,842.0,13473.0,380007.0,4355.0,2679.0,7034.0,224402.0,19977,UA,United Air Lines Inc.,UA,United Air Lines Inc.,10874,A,3,3,1997,2
142337.0,40263.0,25733.0,4718.0,70714.0,22089.0,25622.0,4521.0,52232.0,14337.0,24308.0,1235.91,38645.0,55354.0,40041.0,11802.0,107197.0,11527.0,381.0,6.46,11908.0,14399.0,88.0,4487.0,4399.0,456038.0,1706.0,7926.0,9632.0,309302.0,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,10049,A,3,3,1994,2
142766.0,29374.0,19977.0,3813.0,53164.0,13538.0,2542.0,11689.0,27769.0,14052.0,15327.0,1235.91,29379.0,76052.0,7802.0,8506.0,92360.0,6834.0,501.0,6.46,7335.0,12441.0,478.0,1150.0,9741.0,382140.0,3007.0,2550.0,5557.0,229633.0,19977,UA,United Air Lines Inc.,UA,United Air Lines Inc.,10874,A,3,3,1992,3
143464.0,31213.0,23990.0,3665.0,58868.0,9066.0,3460.0,10445.0,22971.0,12015.0,16248.0,1235.91,28263.0,88811.0,22157.0,9527.0,120495.0,7893.0,750.0,6.46,8643.0,14058.0,366.0,1237.0,11031.0,416154.0,3540.0,3218.0,6758.0,261659.0,19977,UA,United Air Lines Inc.,UA,United Air Lines Inc.,10874,A,3,3,1993,3
143471.5,9160.66,973.66,2432.12,12566.44,1221.84,486.16,9324.77,11032.77,26627.33,561.58,6074.4,33263.3,24890.18,100.33,1170.0,24990.52,3561.22,17.0,6.46,3561.22,14766.11,41.13,601.0,19123.06,264983.6,1661.0,2167.55,2167.55,102389.04,20436,F9,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,06460,D,3,3,2009,3
143842.86,11544.98,1376.16,3790.23,16711.38,6547.64,0.0,1786.45,8334.09,17202.35,0.0,0.0,17202.35,13569.26,25.0,0.0,13594.27,4481.44,0.0,0.0,4481.44,11380.15,138.24,1975.95,266.0,219925.1,0.0,1998.36,1998.36,75816.23,20409,B6,JetBlue Airways,B6,JetBlue Airways,16673,L,3,3,2015,2
144574.0,9828.0,3710.0,1863.0,15401.0,3687.0,2253.0,2977.0,8917.0,13172.0,9505.0,18.0,22695.0,12973.0,427.0,1170.0,13400.0,5266.0,3.0,6.46,5269.0,12691.0,127.0,1912.0,38355.0,267487.0,-67.0,4213.0,4146.0,84558.0,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10260,L,3,3,2005,4
144708.0,22789.0,8096.0,659.0,31544.0,3575.0,3610.0,4249.0,11434.0,3536.0,9091.0,1235.91,12627.0,15081.0,471.0,1170.0,15552.0,1609.0,130.0,6.46,1739.0,24932.0,121.0,310.0,32277.0,277136.0,468.0,1424.0,1892.0,100151.0,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,10052,P,3,3,2006,3
144999.0,18279.0,6897.0,449.0,25625.0,2961.0,3293.0,3711.0,9965.0,3218.0,8506.0,1235.91,11724.0,12159.0,407.0,1170.0,12566.0,-35458.0,107322.0,6.46,71864.0,23210.0,100.0,220.0,25830.0,327805.0,527.0,1175.0,1702.0,156976.0,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,10052,P,3,3,2008,4
146323.94,9634.76,955.92,3348.68,13939.36,5804.17,0.0,1689.19,7493.36,16622.67,0.0,0.0,16622.67,10578.99,-0.88,0.0,10578.11,2916.66,0.0,0.0,2916.66,9576.74,119.27,3467.48,171.6,212955.52,0.0,1746.35,1746.35,66459.99,20409,B6,JetBlue Airways,B6,JetBlue Airways,16673,L,3,3,2014,4
146379.0,32334.0,22487.0,3654.0,58475.0,5739.0,17024.0,10430.0,33193.0,11355.0,25181.0,1235.91,36536.0,52006.0,1862.0,15833.0,69701.0,11363.0,850.0,6.46,12213.0,26243.0,332.0,762.0,16923.0,408773.0,5381.0,2635.0,8016.0,245471.0,19977,UA,United Air Lines Inc.,UA,United Air Lines Inc.,10874,A,3,3,1997,3
146594.62,13397.74,1376.58,4607.79,19382.12,3357.11,4911.66,2357.91,10626.69,20589.04,0.0,0.0,20589.04,16039.98,0.43,0.0,16040.41,4234.7,0.0,0.0,4234.7,12305.09,154.16,2403.33,493.16,235047.98,0.0,2224.66,2224.66,87960.21,20409,B6,JetBlue Airways,B6,JetBlue Airways,16673,L,3,3,2015,3
