AIR_OP_EXPENSE,FL_ATT_EXPENSE,FOOD_EXPENSE,OTH_IN_FL_EXPENSE,PAX_SVC_EXPENSE,LINE_SVC_EXPENSE,CONTROL_EXPENSE,LANDING_FEES,AIR_SVC_EXPENSE,TRAFFIC_EXP_PAX,TRAFFIC_EXP_CARGO,TRAFFIC_EXP_OTH,TRAFFIC_EXPENSE,RES_EXP_PAX,RES_EXP_CARGO,RES_EXP_OTH,RES_EXPENSE,AD_EXP_PAX,AD_EXP_CARGO,AD_EXP_INST,AD_EXPENSE,ADMIN_EXPENSE,DEPR_EXP_MAINT,AMORTIZATION,TRANSPORT_EXP,TOTAL_OP_EXPENSE,MAINT_PROP_EQUIP,DEPR_PROP_EQUIP,MAINT_DEPR,SVC_SALES_OP_EXP,AIRLINE_ID,UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,CARRIER,CARRIER_NAME,UNIQUE_CARRIER_ENTITY,REGION,CARRIER_GROUP_NEW,CARRIER_GROUP,YEAR,QUARTER
294375.0,47209.0,29236.0,12340.0,88785.0,15704.0,24194.0,11321.0,51219.0,30321.0,41622.0,1235.91,71943.0,65331.0,1448.0,25419.0,92198.0,7076.0,234.0,6.46,7310.0,75659.0,613.0,1648.0,8814.0,701970.0,4023.0,5383.0,9406.0,398781.0,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,10050,L,3,3,2001,3
294984.0,74234.0,32083.0,7420.0,113737.0,13650.0,23199.0,9463.0,46312.0,17830.0,29018.0,1235.91,46848.0,20898.0,1867.0,22647.0,45412.0,27518.0,856.0,6.46,28374.0,97430.0,784.0,1896.0,55953.0,899160.0,7117.0,160313.0,167430.0,548223.0,19977,UA,United Air Lines Inc.,UA,United Air Lines Inc.,10874,A,3,3,2001,3
295132.0,39945.0,20281.0,5898.0,66124.0,6996.0,25713.0,8168.0,40877.0,17931.0,24968.0,1235.91,42899.0,9904.0,2227.0,15516.0,27647.0,10378.0,239.0,6.46,10617.0,16691.0,530.0,1183.0,21972.0,536654.0,5803.0,7179.0,12982.0,219550.0,19977,UA,United Air Lines Inc.,UA,United Air Lines Inc.,10874,A,3,3,2005,4
295778.0,47911.0,31983.0,13195.0,93089.0,15069.0,26014.0,12072.0,53155.0,29837.0,40205.0,1235.91,70042.0,75204.0,3107.0,16813.0,95124.0,6347.0,210.0,6.46,6557.0,29853.0,385.0,2485.0,12683.0,679465.0,15394.0,4920.0,20314.0,371004.0,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,10050,L,3,3,2000,3
296084.0,17734.0,7946.0,4958.0,30638.0,7541.0,6024.0,6299.0,19864.0,31907.0,10143.0,43.0,42093.0,26425.0,1106.0,0.0,27531.0,3438.0,12.0,0.0,3450.0,7336.0,244.0,2465.0,83014.0,515675.0,-1299.0,4255.0,2956.0,136577.0,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10260,L,3,3,2011,2
296461.01,21925.51,1449.13,673.26,24047.9,570.25,1017.44,13085.52,14673.21,50622.45,704.04,615.08,51941.57,5726.68,0.0,0.0,5726.68,17793.37,0.0,0.0,17793.37,22313.56,62.45,553.59,0.0,435866.61,0.0,2293.27,2293.27,139405.6,20436,F9,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,06460,D,3,3,2017,4
296642.0,61055.0,29012.0,8021.0,98088.0,17936.0,7605.0,14949.0,40490.0,13288.0,13269.0,1235.91,26557.0,267550.0,36000.0,15041.0,318591.0,15813.0,2014.0,6.46,17827.0,36042.0,1095.0,2068.0,21983.0,868413.0,5196.0,3834.0,9030.0,549788.0,19977,UA,United Air Lines Inc.,UA,United Air Lines Inc.,10877,P,3,3,1991,4
296833.33,41048.11,13821.59,1915.53,56785.22,6657.08,17946.36,10971.14,35574.58,14414.87,23319.08,8268.12,46002.06,10831.23,68.12,16936.54,27835.88,0.0,0.0,3026.22,3026.22,97181.73,7.34,1173.67,239.33,575098.43,4136.87,6302.19,10439.06,278025.77,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,10052,P,3,3,2016,4
297453.0,35877.0,17429.0,7258.0,60564.0,29427.0,11765.0,10517.0,51709.0,53796.0,3371.0,0.0,57167.0,39227.0,1822.0,0.0,41049.0,9185.0,-13.0,0.0,9172.0,46419.0,493.0,5698.0,17608.0,609146.0,15786.0,6028.0,21814.0,294085.0,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10260,L,3,3,2019,4
298265.0,28741.0,13266.0,8114.0,50121.0,12839.0,5657.0,8091.0,26587.0,60751.0,4133.0,0.0,64884.0,34497.0,1304.0,0.0,35801.0,6107.0,21.0,0.0,6128.0,31547.0,413.0,4132.0,34806.0,569803.0,12343.0,4776.0,17119.0,236732.0,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10260,L,3,3,2016,4
298456.0,74223.0,36015.0,5677.0,115915.0,16227.0,9495.0,22207.0,47929.0,18624.0,22492.0,1235.91,41116.0,59893.0,6696.0,22721.0,89310.0,23083.0,3764.0,6.46,26847.0,8281.0,1001.0,991.0,15412.0,656763.0,4788.0,6717.0,11505.0,342895.0,19977,UA,United Air Lines Inc.,UA,United Air Lines Inc.,10877,P,3,3,1999,4
299084.0,46253.0,29839.0,12914.0,89006.0,15746.0,27757.0,11653.0,55156.0,28149.0,40058.0,1235.91,68207.0,60782.0,1622.0,27045.0,89449.0,7465.0,247.0,6.46,7712.0,67979.0,470.0,2834.0,11825.0,701388.0,4407.0,5259.0,9666.0,390479.0,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,10050,L,3,3,2001,2
299108.33,22723.27,120.12,388.99,23232.38,691.3,1490.41,13340.0,15521.71,49747.95,457.78,11270.65,61476.38,3075.14,0.0,0.0,3075.14,13638.71,0.0,0.0,13638.71,17550.1,93.67,104.96,0.0,436279.44,0.0,2478.06,2478.06,137171.11,20436,F9,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,06460,D,3,3,2020,4
299191.0,65776.0,34076.0,3334.0,103186.0,9785.0,20309.0,8963.0,39057.0,13192.0,37046.0,1235.91,50238.0,58044.0,934.0,1170.0,58978.0,5422.0,632.0,6.46,6054.0,31156.0,515.0,769.0,68224.0,663857.0,1670.0,4819.0,6489.0,296442.0,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,10049,A,3,3,2004,3
299930.0,28608.0,11966.0,4249.0,44823.0,30857.0,10578.0,13748.0,55183.0,46780.0,2782.0,0.0,49562.0,25107.0,1984.0,0.0,27091.0,8321.0,0.0,0.0,8321.0,44025.0,204.0,7653.0,9976.0,561882.0,7968.0,7146.0,15114.0,251976.0,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10260,L,3,3,2021,2
300964.0,35654.0,16892.0,5453.0,57999.0,33062.0,12260.0,16563.0,61885.0,58944.0,3605.0,0.0,62549.0,33735.0,2051.0,0.0,35786.0,10053.0,8.0,0.0,10061.0,50593.0,184.0,6772.0,19955.0,619406.0,6325.0,6333.0,12658.0,298487.0,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10260,L,3,3,2021,4
301337.47,28381.32,295.9,0.0,28677.21,0.0,0.0,17767.49,17767.49,0.0,4735.52,18660.41,23395.92,22124.89,0.0,1492.82,23617.71,0.0,0.0,813.62,813.62,92487.79,483.19,0.0,0.0,490817.74,0.0,2237.34,2237.34,189480.27,20416,NK,Spirit Air Lines,NK,Spirit Air Lines,06830,D,3,3,2017,1
301668.0,46715.0,15322.0,6100.0,68137.0,16902.0,8106.0,11540.0,36548.0,43131.0,33929.0,1235.91,77060.0,53703.0,1534.0,1170.0,55237.0,6957.0,7.0,6.46,6964.0,42260.0,142.0,1874.0,32664.0,640623.0,8926.0,9143.0,18069.0,306291.0,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10261,A,3,3,2002,3
301872.0,49842.0,23418.0,8541.0,81801.0,10859.0,5587.0,11496.0,27942.0,37556.0,63333.0,1235.91,100889.0,58691.0,584.0,1170.0,59275.0,6539.0,347.0,6.46,6886.0,30945.0,717.0,994.0,54528.0,675049.0,2191.0,7009.0,9200.0,318649.0,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,10050,L,3,3,2003,1
301902.32,43640.11,12753.29,4791.74,61185.14,8700.94,11025.13,6415.17,26141.24,19592.2,22517.42,1235.91,42109.62,4548.72,2150.21,21611.56,28310.49,2567.26,17.0,6.46,2567.26,42786.82,106.0,690.95,5874.25,523741.71,3606.88,8566.73,12173.61,215965.14,19977,UA,United Air Lines Inc.,UA,United Air Lines Inc.,10877,P,3,3,2022,1
302549.0,33898.0,1488.0,6054.0,41440.0,28162.0,2646.0,20837.0,51645.0,45089.0,4008.0,21.0,49118.0,79352.0,180.0,6975.0,86507.0,26637.0,98.0,415.0,27150.0,65220.0,208.0,601.0,2864.0,635880.0,2108.0,7071.0,9179.0,330467.0,19393,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,06725,D,3,3,1995,2
303147.99,29432.31,4006.16,12538.89,45977.36,5166.33,7222.9,17638.71,30027.95,62515.51,0.0,0.0,62515.51,19410.47,0.0,0.0,19410.47,4490.49,0.0,0.0,4490.49,31707.73,295.35,3465.66,166.26,505836.29,0.0,4631.53,4631.53,202522.04,20409,B6,JetBlue Airways,B6,JetBlue Airways,16673,L,3,3,2021,3
303182.0,69581.0,44420.0,9468.0,123469.0,15955.0,9535.0,23536.0,49026.0,18937.0,21081.0,1235.91,40018.0,139823.0,6936.0,22510.0,169269.0,26878.0,2039.0,6.46,28917.0,28938.0,708.0,2048.0,17860.0,771703.0,4070.0,4198.0,8268.0,450661.0,19977,UA,United Air Lines Inc.,UA,United Air Lines Inc.,10877,P,3,3,1995,3
303535.58,23873.91,4441.68,12297.83,40613.43,4255.74,7537.19,9654.09,21447.02,50100.77,0.0,0.0,50100.77,20734.35,0.0,0.0,20734.35,4261.37,0.0,0.0,4261.37,26338.25,242.97,2771.05,165.92,473910.98,2.73,3697.57,3700.3,170209.49,20409,B6,JetBlue Airways,B6,JetBlue Airways,16673,L,3,3,2022,4
303898.0,31551.0,16373.0,7019.0,54943.0,24824.0,10761.0,9533.0,45118.0,45143.0,2977.0,0.0,48120.0,38320.0,1726.0,0.0,40046.0,6367.0,22.0,0.0,6389.0,41967.0,398.0,4276.0,28429.0,590183.0,11595.0,5004.0,16599.0,257856.0,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10260,L,3,3,2018,3
304674.98,27343.78,3121.91,7033.56,37499.24,7368.58,6440.48,16936.22,30745.27,65846.04,7394.37,1235.91,65846.04,27078.5,407.33,1170.0,27485.83,7247.31,17.0,6.46,7247.31,26463.58,699.26,4557.63,3203.08,515435.07,342.03,6670.83,7012.87,207557.02,20409,B6,JetBlue Airways,B6,JetBlue Airways,06673,D,3,3,2006,1
304947.11,45525.03,5448.45,2974.1,53947.58,21043.2,20414.04,27847.89,69305.13,36260.55,54894.38,1235.91,91154.92,4130.67,239.26,19423.82,23793.74,2889.46,17.0,6.46,2889.46,88118.34,106.0,1784.45,30075.17,694332.26,5747.28,22569.08,28316.36,359309.98,19977,UA,United Air Lines Inc.,UA,United Air Lines Inc.,10876,L,3,3,2020,4
305010.0,49004.0,29302.0,13851.0,92157.0,15737.0,25196.0,11207.0,52140.0,30409.0,41013.0,1235.91,71422.0,72009.0,1530.0,27104.0,100643.0,7689.0,254.0,6.46,7943.0,34982.0,402.0,2469.0,14612.0,690613.0,4255.0,4578.0,8833.0,370991.0,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,10050,L,3,3,2001,1
305084.0,30474.0,14535.0,8356.0,53365.0,13331.0,6605.0,8397.0,28333.0,63073.0,3908.0,0.0,66981.0,36406.0,1483.0,0.0,37889.0,6094.0,20.0,0.0,6114.0,38365.0,417.0,4798.0,28201.0,587558.0,12370.0,5641.0,18011.0,254273.0,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10260,L,3,3,2017,4
305177.0,53777.0,24520.0,15588.0,93885.0,14295.0,24974.0,13137.0,52406.0,33026.0,36397.0,1235.91,69423.0,57230.0,1065.0,21272.0,79567.0,5734.0,190.0,6.46,5924.0,61432.0,871.0,680.0,4586.0,683004.0,786.0,8267.0,9053.0,373241.0,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,10050,L,3,3,2002,3
305396.0,35279.0,14237.0,9095.0,58611.0,14495.0,9191.0,10359.0,34045.0,69058.0,4798.0,0.0,73856.0,41555.0,1550.0,0.0,43105.0,6512.0,33.0,0.0,6545.0,44940.0,330.0,3074.0,3448.0,586685.0,9929.0,3406.0,13335.0,277841.0,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10262,P,3,3,2016,2
305851.52,30334.48,500.35,0.0,30834.83,0.0,0.0,19144.71,19144.71,0.0,5585.88,18905.01,24490.89,24209.99,0.0,1679.61,25889.6,0.0,0.0,1446.07,1446.07,109145.43,623.46,0.0,0.0,520016.89,0.0,2590.39,2590.39,214165.36,20416,NK,Spirit Air Lines,NK,Spirit Air Lines,06830,D,3,3,2017,2
306093.57,29512.07,4359.96,12446.58,46318.6,5449.22,8244.92,10531.59,24225.73,56487.42,0.0,0.0,56487.42,20110.24,0.0,0.0,20110.24,4767.48,0.0,0.0,4767.48,31043.78,273.49,3128.28,138.14,496893.82,0.0,4307.11,4307.11,190662.12,20409,B6,JetBlue Airways,B6,JetBlue Airways,16673,L,3,3,2022,1
306344.0,56521.0,29706.0,8193.0,94420.0,14097.0,13902.0,20338.0,48337.0,14447.0,11656.0,1235.91,26103.0,25571.0,3473.0,20502.0,49546.0,23617.0,230.0,6660.0,30507.0,29855.0,322.0,708.0,25801.0,622554.0,4365.0,6246.0,10611.0,290409.0,19977,UA,United Air Lines Inc.,UA,United Air Lines Inc.,10877,P,3,3,2004,2
306998.0,74037.0,34273.0,4454.0,112764.0,16168.0,10473.0,20670.0,47311.0,18386.0,20816.0,1235.91,39202.0,65044.0,6977.0,24296.0,96317.0,13938.0,1751.0,6.46,15689.0,2817.0,956.0,1142.0,24076.0,658614.0,4386.0,6956.0,11342.0,327540.0,19977,UA,United Air Lines Inc.,UA,United Air Lines Inc.,10877,P,3,3,2000,1
307274.0,37644.0,11515.0,6287.0,55446.0,12294.0,7684.0,9270.0,29248.0,35035.0,27829.0,40.0,62904.0,42194.0,1706.0,1170.0,43900.0,8203.0,8.0,6.46,8211.0,35441.0,65.0,3487.0,43909.0,602929.0,4504.0,8540.0,13044.0,251746.0,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10261,A,3,3,2004,2
307727.0,80053.0,37874.0,6940.0,124867.0,17130.0,12350.0,20689.0,50169.0,18297.0,20735.0,1235.91,39032.0,61598.0,6032.0,24556.0,92186.0,10956.0,1359.0,6.46,12315.0,13116.0,1341.0,1085.0,13831.0,667991.0,5318.0,7004.0,12322.0,346433.0,19977,UA,United Air Lines Inc.,UA,United Air Lines Inc.,10877,P,3,3,1999,1
307921.0,34862.0,21242.0,15505.0,71609.0,11315.0,19309.0,13141.0,43765.0,32950.0,18187.0,3135.0,54272.0,50173.0,22043.0,1170.0,72216.0,6517.0,17.0,6.46,6517.0,14609.0,1155.0,13299.0,4809.0,594606.0,1851.0,2583.0,4434.0,281876.0,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10261,A,3,3,1993,1
308083.0,30557.0,12192.0,7468.0,50217.0,13005.0,9859.0,11307.0,34171.0,62257.0,20474.0,-943.0,81788.0,46391.0,1454.0,1170.0,47845.0,4855.0,18.0,-115.0,4758.0,19220.0,250.0,3357.0,103511.0,665256.0,7637.0,4419.0,12056.0,253662.0,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10262,P,3,3,2010,1
309336.0,33623.0,15361.0,10436.0,59420.0,13402.0,7639.0,9213.0,30254.0,64171.0,3863.0,0.0,68034.0,38999.0,1527.0,0.0,40526.0,6118.0,27.0,0.0,6145.0,40157.0,430.0,4519.0,27980.0,603419.0,11632.0,4986.0,16618.0,266103.0,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10260,L,3,3,2017,2
309847.0,45013.0,22881.0,9221.0,77115.0,11351.0,6063.0,13888.0,31302.0,39825.0,50759.0,1235.91,90584.0,56658.0,800.0,1170.0,57458.0,5401.0,627.0,6.46,6028.0,24002.0,734.0,1052.0,71042.0,678357.0,2238.0,6955.0,9193.0,297468.0,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,10050,L,3,3,2004,2
310047.0,33085.0,14132.0,9459.0,56676.0,14997.0,7844.0,8853.0,31694.0,69198.0,4310.0,0.0,73508.0,39367.0,1460.0,0.0,40827.0,5791.0,34.0,0.0,5825.0,26080.0,325.0,3331.0,5654.0,570474.0,12834.0,3673.0,16507.0,254773.0,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10262,P,3,3,2017,1
310099.0,55657.0,26940.0,2396.0,84993.0,7236.0,21761.0,8041.0,37038.0,13585.0,32385.0,1235.91,45970.0,39429.0,1039.0,1170.0,40468.0,4926.0,521.0,6.46,5447.0,49113.0,322.0,886.0,78578.0,657922.0,1407.0,3601.0,5008.0,269245.0,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,10049,A,3,3,2007,1
310439.0,47723.0,24661.0,10231.0,82615.0,12543.0,5822.0,15280.0,33645.0,40186.0,52112.0,1235.91,92298.0,68436.0,752.0,1170.0,69188.0,6781.0,519.0,6.46,7300.0,16803.0,856.0,1245.0,72463.0,697100.0,2496.0,7752.0,10248.0,314198.0,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,10050,L,3,3,2004,1
311475.71,24911.25,1603.07,791.29,27305.61,836.98,1410.64,13913.42,16161.03,72060.31,1683.74,472.22,74216.27,7314.46,0.0,0.0,7314.46,20741.94,0.0,0.0,20741.94,23694.82,36.99,271.61,0.0,483369.86,0.0,2151.43,2151.43,171894.16,20436,F9,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,06460,D,3,3,2018,3
312013.62,41910.12,15421.35,1420.78,58752.24,7164.78,8863.14,11943.02,27970.94,18839.67,28834.7,7413.09,55087.46,14707.06,40.93,16973.33,31721.32,0.0,0.0,2832.8,2832.8,86395.17,4.86,974.96,2385.22,588363.34,3205.85,7018.91,10224.76,273964.5,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,10052,P,3,3,2017,3
312504.0,20356.0,9222.0,4727.0,34305.0,7915.0,5909.0,6557.0,20381.0,38418.0,11267.0,0.0,49685.0,27650.0,1095.0,0.0,28745.0,3522.0,9.0,0.0,3531.0,14654.0,285.0,3448.0,82639.0,552197.0,-1643.0,3663.0,2020.0,157054.0,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10260,L,3,3,2013,2
312707.0,47950.0,28779.0,13173.0,89902.0,16637.0,24720.0,11110.0,52467.0,29431.0,41033.0,1235.91,70464.0,75802.0,1712.0,16936.0,94450.0,5825.0,193.0,6.46,6018.0,22525.0,402.0,2469.0,11626.0,683392.0,15785.0,4577.0,20362.0,359059.0,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,10050,L,3,3,2000,4
312982.0,67663.0,37604.0,6789.0,112056.0,12892.0,7495.0,22975.0,43362.0,15609.0,17757.0,1235.91,33366.0,98493.0,6516.0,20339.0,125348.0,15652.0,1382.0,6.46,17034.0,33163.0,858.0,2513.0,23411.0,712954.0,4213.0,4648.0,8861.0,376561.0,19977,UA,United Air Lines Inc.,UA,United Air Lines Inc.,10877,P,3,3,1994,4
313156.45,43189.44,15199.05,1441.12,59829.62,7274.76,8868.48,11840.51,27983.76,19243.83,29081.73,8361.34,56686.9,13449.92,33.94,17797.56,31281.43,0.0,0.0,2125.32,2125.32,95198.9,3.71,1116.12,2686.91,600170.2,3766.04,6335.04,10101.09,284326.84,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,10052,P,3,3,2017,2
313963.39,28568.73,5470.24,13904.95,47943.92,4386.33,8161.82,10587.62,23135.78,60066.48,0.0,0.0,60066.48,23444.8,0.0,0.0,23444.8,5181.97,0.0,0.0,5181.97,29079.41,254.81,3664.93,171.55,511030.15,5.96,4117.15,4123.12,196895.21,20409,B6,JetBlue Airways,B6,JetBlue Airways,16673,L,3,3,2023,2
315034.42,44056.9,15525.05,6171.81,65753.76,17653.29,24225.12,18124.11,60002.52,35610.14,40134.38,1235.91,75744.51,5692.1,199.11,32852.36,38743.57,7957.23,17.0,6.46,7957.23,68054.95,789.78,4256.38,61051.97,708378.17,3903.48,7085.6,10989.08,332291.78,19977,UA,United Air Lines Inc.,UA,United Air Lines Inc.,10876,L,3,3,2016,3
315595.0,44694.0,22775.0,5403.0,72872.0,7934.0,29995.0,10394.0,48323.0,18372.0,25191.0,1235.91,43563.0,10678.0,878.0,20878.0,32434.0,5723.0,146.0,6.46,5869.0,36643.0,736.0,7911.0,7505.0,582542.0,5932.0,5159.0,11091.0,259442.0,19977,UA,United Air Lines Inc.,UA,United Air Lines Inc.,10874,A,3,3,2007,2
315706.0,34498.0,1655.0,6522.0,42675.0,28876.0,2780.0,22228.0,53884.0,45449.0,4420.0,24.0,49893.0,80217.0,141.0,6836.0,87194.0,21982.0,63.0,635.0,22680.0,69174.0,208.0,601.0,3009.0,653315.0,2278.0,6614.0,8892.0,334600.0,19393,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,06725,D,3,3,1995,3
315726.0,33109.0,19273.0,7126.0,59508.0,30119.0,10460.0,10831.0,51410.0,43896.0,2732.0,0.0,46628.0,34564.0,1564.0,0.0,36128.0,10367.0,19.0,0.0,10386.0,59783.0,79.0,3559.0,11058.0,602673.0,4524.0,3884.0,8408.0,275889.0,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10262,P,3,3,2023,4
315853.0,34377.0,17484.0,12734.0,64595.0,9455.0,20447.0,16577.0,46479.0,20962.0,11978.0,16488.0,49428.0,61203.0,754.0,1170.0,61957.0,2595.0,17.0,6.46,2595.0,26093.0,740.0,102.0,63792.0,639663.0,3917.0,4112.0,8029.0,260018.0,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10261,A,3,3,1996,2
316560.0,32627.0,14906.0,10127.0,57660.0,13005.0,7413.0,8940.0,29358.0,62271.0,3749.0,0.0,66020.0,37844.0,1482.0,0.0,39326.0,5937.0,26.0,0.0,5963.0,38967.0,300.0,3153.0,4685.0,574936.0,9465.0,3479.0,12944.0,253691.0,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10262,P,3,3,2017,2
316599.0,36586.0,20901.0,7192.0,64679.0,35202.0,12121.0,13712.0,61035.0,40660.0,2782.0,0.0,43442.0,39326.0,1670.0,0.0,40996.0,12564.0,16.0,0.0,12580.0,75417.0,81.0,3434.0,17914.0,643340.0,3866.0,3297.0,7163.0,308827.0,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10262,P,3,3,2024,2
316737.0,69633.0,40951.0,6734.0,117318.0,16384.0,9428.0,26125.0,51937.0,18557.0,21005.0,1235.91,39562.0,115080.0,7097.0,21938.0,144115.0,15647.0,1291.0,6.46,16938.0,30243.0,852.0,2252.0,19420.0,747743.0,3861.0,4508.0,8369.0,411586.0,19977,UA,United Air Lines Inc.,UA,United Air Lines Inc.,10877,P,3,3,1995,2
317039.66,33647.06,15738.11,4951.99,54337.15,7596.42,8197.18,6232.64,22026.24,18314.19,20602.32,1235.91,38916.51,7298.03,888.82,26089.33,34276.18,3409.28,17.0,6.46,3409.28,42476.69,106.0,568.52,6808.78,529959.81,3174.3,6926.49,10100.8,206111.37,19977,UA,United Air Lines Inc.,UA,United Air Lines Inc.,10877,P,3,3,2022,2
317333.89,40328.08,16436.76,1822.28,58587.11,6880.62,7056.67,11261.61,25198.89,13091.71,27644.49,5705.34,46441.53,12851.9,16.9,16454.09,29322.89,0.0,0.0,2245.12,2245.12,97317.09,8.93,737.49,2555.03,590200.17,3129.13,7323.07,10452.2,270311.26,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,10052,P,3,3,2019,3
317473.0,32180.0,10709.0,5115.0,48004.0,10976.0,6742.0,8232.0,25950.0,32425.0,25632.0,29.0,58086.0,32233.0,1716.0,1170.0,33949.0,3985.0,6.0,6.46,3991.0,30443.0,234.0,3468.0,36881.0,569978.0,3489.0,8010.0,11499.0,215624.0,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10261,A,3,3,2004,4
318515.0,34923.0,17047.0,7802.0,59772.0,28318.0,11244.0,9987.0,49549.0,48315.0,3068.0,0.0,51383.0,40632.0,1648.0,0.0,42280.0,8322.0,8.0,0.0,8330.0,50866.0,408.0,4684.0,23661.0,626582.0,10974.0,6160.0,17134.0,284406.0,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10260,L,3,3,2019,2
319663.0,49581.0,18538.0,5276.0,73395.0,5646.0,26828.0,11979.0,44453.0,13763.0,24956.0,1235.91,38719.0,9490.0,684.0,18854.0,29028.0,4523.0,106.0,6.46,4629.0,40782.0,876.0,4907.0,6145.0,575260.0,7027.0,5636.0,12663.0,249452.0,19977,UA,United Air Lines Inc.,UA,United Air Lines Inc.,10874,A,3,3,2010,1
319813.0,50486.0,21985.0,6165.0,78636.0,7013.0,31303.0,12807.0,51123.0,17277.0,25856.0,1235.91,43133.0,10064.0,719.0,20896.0,31679.0,7151.0,21.0,6.46,7172.0,41386.0,849.0,5473.0,6757.0,599633.0,7406.0,6206.0,13612.0,273063.0,19977,UA,United Air Lines Inc.,UA,United Air Lines Inc.,10874,A,3,3,2009,4
319942.0,57631.0,23856.0,2372.0,83859.0,6921.0,21034.0,7379.0,35334.0,12868.0,32828.0,1235.91,45696.0,39551.0,938.0,1170.0,40489.0,4005.0,563.0,6.46,4568.0,43562.0,368.0,801.0,77156.0,656931.0,1138.0,4018.0,5156.0,259833.0,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,10049,A,3,3,2006,1
320133.0,43122.0,23971.0,6121.0,73214.0,7283.0,28381.0,9786.0,45450.0,4932.0,33038.0,1235.91,37970.0,11433.0,1209.0,18186.0,30828.0,5100.0,112.0,6.46,5212.0,36722.0,837.0,7038.0,14443.0,584908.0,6361.0,6700.0,13061.0,250332.0,19977,UA,United Air Lines Inc.,UA,United Air Lines Inc.,10874,A,3,3,2006,3
320236.0,70796.0,30429.0,10300.0,111525.0,14404.0,11526.0,14297.0,40227.0,17540.0,17067.0,1235.91,34607.0,36013.0,2510.0,18360.0,56883.0,19590.0,119.0,6.46,19709.0,27155.0,668.0,2030.0,45495.0,670468.0,4224.0,7709.0,11933.0,304737.0,19977,UA,United Air Lines Inc.,UA,United Air Lines Inc.,10877,P,3,3,2002,1
320614.0,34278.0,16653.0,6935.0,57866.0,28117.0,11241.0,10048.0,49406.0,51399.0,3220.0,0.0,54619.0,37479.0,1741.0,0.0,39220.0,8776.0,-12.0,0.0,8764.0,44351.0,363.0,4189.0,10316.0,607295.0,13155.0,4432.0,17587.0,276365.0,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10262,P,3,3,2019,4
320715.0,79033.0,41172.0,6629.0,126834.0,18837.0,13299.0,23765.0,55901.0,19317.0,20695.0,1235.91,40012.0,81863.0,7762.0,23239.0,112864.0,17457.0,2466.0,6.46,19923.0,14182.0,1177.0,1027.0,10860.0,716354.0,6140.0,6719.0,12859.0,384779.0,19977,UA,United Air Lines Inc.,UA,United Air Lines Inc.,10877,P,3,3,1998,4
