NET_INCOME,OP_PROFIT_LOSS,TRANS_REV_PAX,MAIL,TOTAL_PROPERTY,PROP_FREIGHT,PROP_BAG,TOTAL_CHARTER,CHARTER_PAX,CHARTER_PROP,TOTAL_MISC_REV,RES_CANCEL_FEES,MISC_OP_REV,PUB_SVC_REVENUE,TRANS_REVENUE,OP_REVENUES,FLYING_OPS,MAINTENANCE,PAX_SERVICE,AIRCFT_SERVICES,PROMOTION_SALES,GENERAL_ADMIN,GENERAL_SERVICES,DEPREC_AMORT,TRANS_EXPENSES,OP_EXPENSES,INTEREST_LONG_DEBT,INTEREST_EXP_OTH,FOREIGN_EX_GAINS,CAP_GAINS_PROP,CAP_GAINS_OTHER,OTHER_INCOME_NET,NON_OP_INCOME,INCOME_PRE_TAX,INCOME_TAX,INCOME_BEFORE_OTH,DISCONT_OPS,EXTRA_ITEMS,INCOME_TAX_EXTRA,INCOME_TAX_CREDITS,ACCTG_CHANGES,AIRLINE_ID,UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,CARRIER,CARRIER_NAME,UNIQUE_CARRIER_ENTITY,REGION,CARRIER_GROUP_NEW,CARRIER_GROUP,YEAR,QUARTER
229.0,5127.24,31262.61,0.0,8719.24,0.0,5391.24,3343.6400000000003,0.0,0.0,1330.565,1165.54,6271.4,0.0,347.69,44438.47,24927.64,2308.38,1804.38,5743.49,2569.46,1732.8,0.0,225.09,0.0,39311.23,-2500.87,214.49,-9.22,0.0,0.0,-227.73,-2523.33,2603.91,1098.27,1505.64,0.0,0.0,0.0,273.195,1505.64,20416.0,NK,Spirit Air Lines,NK,Spirit Air Lines,16831,L,2.0,2.0,2011,1
229.0,5438.19,27989.78,0.0,8719.24,0.0,5551.31,3343.6400000000003,0.0,0.0,1330.565,994.98,9157.83,0.0,324.37,44018.27,24750.21,2134.7,1788.79,5151.12,2325.87,2154.38,0.0,275.03,0.0,38580.09,-78.77,139.37,-6.24,0.0,0.0,0.0,54.37,5492.55,2072.71,3419.85,0.0,0.0,0.0,273.195,3419.85,20416.0,NK,Spirit Air Lines,NK,Spirit Air Lines,16831,L,2.0,2.0,2012,1
229.0,5812.67,31849.75,0.0,8719.24,0.0,5718.4,3343.6400000000003,0.0,0.0,1330.565,1053.04,6840.77,0.0,345.46,45807.41,26597.43,1918.55,1684.75,5206.78,2336.36,2039.16,0.0,211.72,0.0,39994.74,-1467.82,184.23,-12.67,0.0,0.0,-139.06,-1435.32,4377.35,1560.36,2816.99,0.0,0.0,0.0,273.195,2816.99,20416.0,NK,Spirit Air Lines,NK,Spirit Air Lines,16831,L,2.0,2.0,2011,2
229.0,6109.28,28663.54,0.0,8719.24,0.0,5872.2,3343.6400000000003,0.0,0.0,1330.565,979.36,9730.22,0.0,318.45,45563.77,24752.41,2550.85,2083.05,1198.9,732.05,7359.33,0.0,777.9,0.0,39454.49,0.0,15.37,-12.38,0.0,0.0,-1.06,1.92,6111.2,2353.02,3758.18,0.0,0.0,0.0,273.195,3758.18,20416.0,NK,Spirit Air Lines,NK,Spirit Air Lines,16831,L,3.0,3.0,2013,1
229.0,7278.23,31411.63,0.0,8719.24,0.0,6370.25,3343.6400000000003,0.0,0.0,1330.565,993.09,11022.65,0.0,351.75,50149.37,27603.97,3076.09,1837.02,6557.27,2416.5,1161.27,0.0,219.02,0.0,42871.14,-1.48,26.53,-15.9,0.0,0.0,0.0,9.15,7287.38,2762.91,4524.47,0.0,0.0,0.0,273.195,4524.47,20416.0,NK,Spirit Air Lines,NK,Spirit Air Lines,16831,L,2.0,2.0,2012,3
229.0,7663.4,31180.26,0.0,8719.24,0.0,6121.01,3343.6400000000003,0.0,0.0,1330.565,951.86,9548.84,0.0,334.87,48136.83,25686.11,2603.39,1680.07,5675.19,2293.79,2323.84,0.0,211.03,0.0,40473.43,-110.36,135.32,-11.7,0.0,0.0,0.0,13.26,7676.67,2868.58,4808.09,0.0,0.0,0.0,273.195,4808.09,20416.0,NK,Spirit Air Lines,NK,Spirit Air Lines,16831,L,2.0,2.0,2012,2
229.0,7708.22,34077.98,0.0,8719.24,0.0,6376.45,3343.6400000000003,0.0,0.0,1330.565,1140.33,8015.72,0.0,336.97,49947.44,27231.96,2714.6,1786.77,5733.77,2674.57,1880.75,0.0,216.82,0.0,42239.23,-76.76,93.82,-6.98,0.0,0.0,0.0,10.08,7718.29,2933.46,4784.83,0.0,0.0,0.0,273.195,4784.83,20416.0,NK,Spirit Air Lines,NK,Spirit Air Lines,16831,L,2.0,2.0,2011,3
229.0,10758.39,32364.76,0.0,8719.24,0.0,6323.66,3343.6400000000003,0.0,0.0,1330.565,898.18,10342.45,0.0,299.7,50228.75,24366.53,2599.49,1533.19,2505.52,1970.73,5562.67,0.0,932.24,0.0,39470.37,0.0,9.59,-12.7,0.0,0.0,-3.11,-3.11,10755.28,4034.0,6721.28,0.0,0.0,0.0,273.195,6721.28,20416.0,NK,Spirit Air Lines,NK,Spirit Air Lines,16831,L,3.0,3.0,2013,3
-10256486.0,-147225.0,1936705.0,15052.0,32941.0,26827.0,6114.0,6851.0,6851.0,165.995,78209.0,70533.0,7676.0,0.0,815598.0,2885356.0,895443.0,308460.0,185837.0,386756.0,221115.0,97581.0,228.6,150024.0,787365.0,3032581.0,-75370.0,-2551.0,1169.0,9004.0,0.0,-10041513.0,-10109261.0,-10256486.0,4.87,-10256486.0,0.0,0.0,0.0,-10256486.0,0.0,19977.0,UA,United Air Lines Inc.,UA,United Air Lines Inc.,0A875,D,3.0,3.0,2005,4
-4572596.01,-2908378.0,412343.0,5264.0,8719.24,14930.0,23905.0,3343.6400000000003,7101.0,44917.0,1330.565,20027.0,184832.0,0.0,494562.0,1207881.0,1156551.0,204428.0,300142.0,661741.0,169003.0,259661.0,228.6,505064.0,859669.0,4116259.0,-150658.0,5327.0,-4092.0,-1032.0,-640750.0,-1860117.01,-2651322.01,-5559700.01,-987104.0,-4572596.01,0.0,0.0,0.0,273.195,0.0,19790.0,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,01260,D,3.0,3.0,2020,2
-4526428.43,-2015723.0,1160252.0,13532.0,8719.24,25032.0,72089.0,3343.6400000000003,36963.0,17280.0,1330.565,4540.0,343525.0,0.0,926282.0,2599495.0,1216704.0,280736.0,305740.0,800765.0,216891.0,219001.0,228.6,473059.0,1102322.0,4615218.0,-216773.0,-12574.0,-4266.0,2065.0,0.0,-3478218.43,-3709766.43,-5725489.43,-1199061.0,-4526428.43,0.0,0.0,0.0,273.195,0.0,19790.0,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,01260,D,3.0,3.0,2020,3
-4458674.0,-34938.0,1939209.0,126.65,64050.0,38530.0,25520.0,16201.0,16201.0,165.995,194702.0,419.0,194283.0,0.0,1201298.0,3415460.0,1026595.0,209569.0,205360.0,393164.0,217465.0,180677.0,228.6,182353.0,1035215.0,3450398.0,-101829.0,125.0,9423.0,2105.0,0.0,-4338613.0,-4428789.0,-4463727.0,-5053.0,-4458674.0,0.0,0.0,0.0,-4458674.0,0.0,19790.0,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,01260,D,3.0,3.0,2008,1
-3773431.0,-17711.0,661029.0,12472.0,91737.0,88646.0,3091.0,1534.0,1534.0,165.995,2175.0,50.0,2125.0,0.0,67287.0,836234.0,355418.0,96423.0,104107.0,98642.0,79890.0,24805.0,228.6,54400.0,40260.0,853945.0,-32720.0,-905.0,996.0,3110.0,0.0,-3726201.0,-3755720.0,-3773431.0,4.87,-3773431.0,0.0,0.0,0.0,-3773431.0,0.0,19977.0,UA,United Air Lines Inc.,UA,United Air Lines Inc.,10877,P,3.0,3.0,2005,4
-2148973.0,-16832.0,418189.0,11490.0,41628.0,39850.0,1778.0,7164.0,7164.0,165.995,1384.0,120.0,1264.0,0.0,39967.0,519822.0,207636.0,64522.0,66124.0,83776.0,38265.0,16690.0,228.6,37669.0,21972.0,536654.0,-22833.0,-542.0,-2999.0,1911.0,0.0,-2107678.0,-2132141.0,-2148973.0,4.87,-2148973.0,0.0,0.0,0.0,-2148973.0,0.0,19977.0,UA,United Air Lines Inc.,UA,United Air Lines Inc.,10874,A,3.0,3.0,2005,4
-1735853.74,-2102709.99,3699697.77,3311.16,8719.24,17653.3,183375.87,3343.6400000000003,2297.92,0.0,1330.565,131170.6,461042.28,0.0,1548838.8,6047387.7,1980083.92,769270.63,526995.32,677679.88,250647.17,1656594.97,0.0,379274.86,1909550.94,8150097.69,-246680.0,-13724.91,-5305.7,0.0,0.0,4844.86,-260865.75,-2363575.74,-627722.0,-1735853.74,0.0,0.0,0.0,273.195,0.0,19805.0,AA,American Airlines Inc.,AA,American Airlines Inc.,0A050,D,3.0,3.0,2020,1
-1632097.0,-198046.0,2719766.0,11312.0,59821.0,47598.0,12223.0,18431.0,18431.0,165.995,133483.0,242.0,133241.0,0.0,222723.0,3165536.0,1007414.0,237760.0,278527.0,462920.0,261773.0,178034.0,228.6,210649.0,726505.0,3363582.0,-143748.0,1106.0,-2955.0,-1549.0,0.0,-77047.0,-224193.0,-422239.0,1209858.0,-1632097.0,0.0,0.0,0.0,-1632097.0,0.0,19790.0,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,01260,D,3.0,3.0,2004,2
-1601905.31,-2003556.51,1664238.03,4758.36,8719.24,34307.7,144391.68,3343.6400000000003,6162.05,0.0,1330.565,4174.33,443328.52,0.0,843645.17,3145005.83,1329753.57,617842.48,342242.55,545209.31,109432.64,654436.31,0.0,367741.44,1181904.04,5148562.34,-330666.1,-15054.54,-3891.69,0.0,0.0,149740.61,-199871.72,-2203428.23,-601522.93,-1601905.31,0.0,0.0,0.0,273.195,0.0,19805.0,AA,American Airlines Inc.,AA,American Airlines Inc.,0A050,D,3.0,3.0,2020,4
-1550844.0,-281602.0,1850565.0,5615.0,65447.0,47930.0,17517.0,20801.0,20801.0,165.995,92101.0,260.0,91841.0,0.0,955995.0,2990524.0,902673.0,226180.0,240129.0,442506.0,183621.0,283150.0,228.6,200806.0,793061.0,3272126.0,-150106.0,-10401.0,570.0,527.0,0.0,-1127746.0,-1287156.0,-1568758.0,-17914.0,-1550844.0,0.0,0.0,0.0,-1550844.0,0.0,19790.0,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,01260,D,3.0,3.0,2006,1
-1538579.79,-4029704.61,612416.29,4719.55,8719.24,24814.34,58287.65,3343.6400000000003,32.89,0.0,1330.565,11884.08,358419.95,0.0,343876.32,1414451.07,1326300.5,655811.56,389308.98,525826.53,78572.92,1051758.06,0.0,443125.95,973451.18,5444155.68,-244254.15,-10341.86,-9646.32,0.0,0.0,2191664.57,1927422.24,-2102282.37,-563702.58,-1538579.79,0.0,0.0,0.0,273.195,0.0,19805.0,AA,American Airlines Inc.,AA,American Airlines Inc.,0A050,D,3.0,3.0,2020,2
-1497819.0,392702.0,2192043.0,2277.0,68464.0,48949.0,19515.0,12327.0,12327.0,165.995,99636.0,332.0,99304.0,0.0,1168058.0,3542805.0,936808.0,195851.0,197979.0,378132.0,241921.0,166894.0,228.6,203246.0,829272.0,3150103.0,-152005.0,-10101.0,2499.0,-140.0,0.0,-1701114.0,-1860861.0,-1468159.0,29660.0,-1497819.0,0.0,0.0,0.0,-1497819.0,0.0,19790.0,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,01260,D,3.0,3.0,2006,2
-1476828.2,-4146599.97,1487012.29,3510.43,8719.24,24958.67,130270.74,3343.6400000000003,1488.97,0.0,1330.565,9301.84,381794.48,0.0,667922.32,2706259.74,1444215.85,667429.47,423661.96,568293.61,98370.6,2152874.49,0.0,413260.95,1084752.8,6852859.71,-297128.13,-12757.47,-4954.79,0.0,0.0,2323906.55,2009066.16,-2137533.81,-660705.61,-1476828.2,0.0,0.0,0.0,273.195,0.0,19805.0,AA,American Airlines Inc.,AA,American Airlines Inc.,0A050,D,3.0,3.0,2020,3
-1281719.73,-2127672.91,646677.07,15609.83,8719.24,35329.93,63319.55,3343.6400000000003,43352.98,165.995,1330.565,7405.7,-334.4,0.0,860312.44,1671673.11,734857.81,247234.01,218474.71,946306.02,88006.81,547275.27,228.6,407651.97,609539.41,3799346.02,-195704.76,14493.61,1421.53,0.0,0.0,684263.83,504474.2,-1623198.71,-341478.98,-1281719.73,0.0,0.0,0.0,-1281719.73,0.0,19977.0,UA,United Air Lines Inc.,UA,United Air Lines Inc.,0A875,D,3.0,3.0,2020,3
-1272938.0,92610.0,1882368.0,1872.0,67428.0,45607.0,21821.0,22530.0,22530.0,165.995,95037.0,292.0,94745.0,0.0,1093274.0,3162509.0,887961.0,192405.0,197305.0,393254.0,219968.0,120762.0,228.6,247430.0,810814.0,3069899.0,-148314.0,-11550.0,-91.0,-1830.0,0.0,-1679494.0,-1841279.0,-1748669.0,-475731.0,-1272938.0,0.0,0.0,0.0,-1272938.0,0.0,19790.0,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,01260,D,3.0,3.0,2006,4
-1272348.0,-115085.0,720091.0,6395.0,70595.0,69827.0,768.0,3343.6400000000003,618.9749999999999,165.995,32806.0,2079.0,30727.0,0.0,63549.0,893436.0,444879.0,57455.0,53719.0,102846.0,56886.0,47263.0,228.6,58385.0,187088.0,1008521.0,-26637.0,33.0,2465.0,551.0,0.0,-1134997.0,-1158585.0,-1273670.0,-1322.0,-1272348.0,0.0,0.0,0.0,-1272348.0,0.0,19790.0,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10261,A,3.0,3.0,2008,1
-1230613.63,-1688246.82,1023578.49,12774.29,8719.24,42784.17,96027.39,3343.6400000000003,52634.35,165.995,1330.565,6733.34,248.68,0.0,1001204.93,2235985.62,792520.84,292481.67,226749.95,1025406.59,106718.72,440882.93,228.6,348982.37,690489.37,3924232.44,-182619.57,13439.21,692.05,0.0,0.0,318069.55,149581.24,-1538665.59,-308051.95,-1230613.63,0.0,0.0,0.0,-1230613.63,0.0,19977.0,UA,United Air Lines Inc.,UA,United Air Lines Inc.,0A875,D,3.0,3.0,2020,4
-1143876.0,-2628872.0,1354022.0,0.0,8719.24,40548.0,8739.0,3343.6400000000003,6220.0,0.0,1330.565,0.0,352092.0,0.0,11648.0,1773269.0,1672609.0,363182.0,570396.0,941336.0,197509.0,316487.0,228.6,315271.0,25351.0,4402141.0,-108846.0,9741.0,200.0,0.0,0.0,1202824.0,1103919.0,-1524953.0,-381077.0,-1143876.0,0.0,0.0,0.0,-1143876.0,0.0,19393.0,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,06725,D,3.0,3.0,2020,3
-1105174.0,48382.0,2740936.0,1429.0,8719.24,38062.0,69679.0,3343.6400000000003,3561.0,0.0,1330.565,68126.0,10568.0,0.0,644312.0,3576673.0,1459374.0,320157.0,221568.0,451234.0,199516.0,328286.0,228.6,105480.0,442676.0,3528291.0,-103685.0,5304.0,0.0,599.0,0.0,-1236100.0,-1333882.0,-1285500.0,-180326.0,-1105174.0,0.0,0.0,0.0,-1105174.0,0.0,19805.0,AA,American Airlines Inc.,AA,American Airlines Inc.,0A050,D,3.0,3.0,2013,4
-1100395.86,-2198532.83,268357.67,3933.68,8719.24,22041.01,26271.78,3343.6400000000003,18224.49,165.995,1330.565,3965.71,617.23,0.0,582431.86,925843.42,500270.79,243810.18,187052.71,882583.92,73007.4,298461.44,228.6,405413.6,533776.21,3124376.26,-123043.08,19335.19,5495.89,0.0,0.0,940824.8,842612.79,-1355920.04,-255524.19,-1100395.86,0.0,0.0,0.0,-1100395.86,0.0,19977.0,UA,United Air Lines Inc.,UA,United Air Lines Inc.,0A875,D,3.0,3.0,2020,2
-1099842.0,-616360.0,2549866.0,21265.0,37839.0,32731.0,5108.0,5061.0,5061.0,165.995,9401.0,9.12,9401.0,0.0,128520.0,2751952.0,998746.0,532900.0,420760.0,644246.0,278337.0,251130.0,228.6,217333.0,24860.0,3368312.0,-78504.0,17926.0,0.0,3597.0,0.0,-913918.0,-970899.0,-1587259.0,-487417.0,-1099842.0,0.0,0.0,0.0,-1099842.0,0.0,19805.0,AA,American Airlines Inc.,AA,American Airlines Inc.,0A050,D,3.0,3.0,2002,1
-1068634.0,-157436.0,2684268.0,838.0,8719.24,33091.0,82091.0,3343.6400000000003,801.0,0.0,1330.565,75074.0,11364.0,0.0,601597.0,3489124.0,1480841.0,352305.0,242245.0,483185.0,203408.0,331274.0,228.6,112289.0,441013.0,3646560.0,-99862.0,5173.0,0.0,781.0,0.0,-816705.0,-910613.0,-1068049.0,585.0,-1068634.0,0.0,0.0,0.0,-1068634.0,0.0,19805.0,AA,American Airlines Inc.,AA,American Airlines Inc.,0A050,D,3.0,3.0,2012,1
-1027770.0,-952011.0,2947675.0,19217.0,72441.0,49335.0,23106.0,1450.0,1450.0,165.995,84407.0,71739.0,12668.0,0.0,631701.0,3756891.0,1763903.0,382674.0,277035.0,543328.0,239652.0,884310.0,228.6,164631.0,453369.0,4708902.0,-55436.0,-2592.0,0.0,3775.0,0.0,-21506.0,-75759.0,-1027770.0,4.87,-1027770.0,0.0,0.0,0.0,-1027770.0,0.0,19805.0,AA,American Airlines Inc.,AA,American Airlines Inc.,0A050,D,3.0,3.0,2008,2
-1016756.0,59567.0,2062429.0,12541.0,29047.0,23482.0,5565.0,2505.0,2505.0,165.995,82186.0,73345.0,8841.0,0.0,876066.0,3064774.0,863278.0,295778.0,183170.0,386558.0,219688.0,104315.0,228.6,123470.0,828950.0,3005207.0,-78779.0,-2409.0,1514.0,1125.0,0.0,-997774.0,-1076323.0,-1016756.0,4.87,-1016756.0,0.0,0.0,0.0,-1016756.0,0.0,19977.0,UA,United Air Lines Inc.,UA,United Air Lines Inc.,0A875,D,3.0,3.0,2005,3
-989668.0,-752698.0,1778914.0,16976.0,46124.0,42845.0,3279.0,5365.0,5365.0,165.995,76824.0,62308.0,14516.0,0.0,245614.0,2169817.0,867727.0,384457.0,310044.0,546159.0,261750.0,175257.0,228.6,149485.0,227636.0,2922515.0,-71628.0,-7230.0,-2109.0,7941.0,0.0,9151.0,-63875.0,-816573.0,173095.0,-989668.0,0.0,0.0,0.0,-989668.0,0.0,19977.0,UA,United Air Lines Inc.,UA,United Air Lines Inc.,0A875,D,3.0,3.0,2002,4
-965139.4,-589042.69,2864963.75,17366.23,8719.24,44091.73,145425.03,3343.6400000000003,23007.79,165.995,1330.565,62649.43,1682.46,0.0,1918258.66,5077445.07,1349962.0,496515.52,399750.11,1096753.06,263220.4,448532.04,228.6,290969.25,1320785.38,5666487.76,-74875.28,24625.2,-4273.31,0.0,0.0,-540959.02,-595482.41,-1184525.09,-219385.69,-965139.4,0.0,0.0,0.0,-965139.4,0.0,19977.0,UA,United Air Lines Inc.,UA,United Air Lines Inc.,0A875,D,3.0,3.0,2020,1
-963145.0,-872726.0,2423478.0,16335.0,41116.0,30859.0,10257.0,3473.0,3473.0,165.995,13906.0,9.12,13906.0,0.0,393386.0,2891694.0,1167923.0,424500.0,412927.0,651804.0,291291.0,335690.0,228.6,206693.0,273592.0,3764420.0,-95461.0,14631.0,0.0,-5275.0,0.0,-4314.0,-90419.0,-963145.0,4.87,-963145.0,0.0,0.0,0.0,-963145.0,0.0,19805.0,AA,American Airlines Inc.,AA,American Airlines Inc.,0A050,D,3.0,3.0,2003,1
-941392.18,-1974123.0,1567184.0,14456.0,8719.24,38053.0,105263.0,3343.6400000000003,49470.0,18555.0,1330.565,12282.0,392432.0,0.0,1250679.0,3448374.0,1412942.0,436891.0,349647.0,932730.0,230769.0,434033.0,228.6,387126.0,1238359.0,5422497.0,-277538.0,-7205.0,3516.0,-606.0,0.0,1047179.82,765346.82,-1208776.18,-267384.0,-941392.18,0.0,0.0,0.0,273.195,0.0,19790.0,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,01260,D,3.0,3.0,2021,1
-926651.76,-970631.34,3170820.57,11053.92,8719.24,78984.78,174972.83,3343.6400000000003,24215.51,165.995,1330.565,9818.56,1822.03,0.0,1614074.98,5085763.18,1833927.4,507177.24,422771.28,1253725.22,224439.72,417900.4,228.6,343137.85,1053315.41,6056394.52,-236280.76,17220.76,-2779.15,0.0,0.0,14322.43,-207516.71,-1178148.05,-251496.29,-926651.76,0.0,0.0,0.0,-926651.76,0.0,19977.0,UA,United Air Lines Inc.,UA,United Air Lines Inc.,0A875,D,3.0,3.0,2022,1
-924150.88,-2054835.6,997084.39,10237.76,8719.24,40153.37,93310.1,3343.6400000000003,16662.36,165.995,1330.565,9670.67,-528.42,0.0,944754.06,2111344.29,864261.41,351691.9,284329.18,1043206.74,110865.99,440109.22,228.6,341284.37,730431.07,4166179.89,-180899.09,14401.34,-1396.88,0.0,0.0,1030970.17,863075.55,-1191760.05,-267609.18,-924150.88,0.0,0.0,0.0,-924150.88,0.0,19977.0,UA,United Air Lines Inc.,UA,United Air Lines Inc.,0A875,D,3.0,3.0,2021,1
-921885.0,-608083.0,1624122.0,17836.0,36943.0,31890.0,5053.0,5234.0,5234.0,165.995,81387.0,64430.0,16957.0,0.0,239469.0,2004991.0,796459.0,326540.0,255466.0,495089.0,233394.0,121967.0,228.6,142069.0,242090.0,2613074.0,-62686.0,-7000.0,863.0,914.0,0.0,-245893.0,-313802.0,-921885.0,4.87,-921885.0,0.0,0.0,0.0,-921885.0,0.0,19977.0,UA,United Air Lines Inc.,UA,United Air Lines Inc.,0A875,D,3.0,3.0,2003,1
-921343.0,-334371.0,1949193.0,5612.0,71342.0,53054.0,18288.0,27390.0,27390.0,165.995,107717.0,352.0,107365.0,0.0,975469.0,3136723.0,1107340.0,207262.0,217571.0,446591.0,263750.0,179301.0,228.6,220482.0,828797.0,3471094.0,-141144.0,-6661.0,-4370.0,-8243.0,0.0,-346698.0,-507116.0,-841487.0,79856.0,-921343.0,0.0,0.0,0.0,-921343.0,0.0,19790.0,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,01260,D,3.0,3.0,2005,4
-914578.0,-2216779.0,618890.0,0.0,8719.24,37676.0,4737.0,3343.6400000000003,3375.0,0.0,1330.565,0.0,330057.0,0.0,12538.0,1007273.0,1244376.0,328869.0,345720.0,703594.0,110015.0,155954.0,228.6,309666.0,25858.0,3224052.0,-96297.0,7051.0,584.0,0.0,0.0,1066543.0,977881.0,-1238898.0,-324320.0,-914578.0,0.0,0.0,0.0,-914578.0,0.0,19393.0,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,06725,D,3.0,3.0,2020,2
-913559.0,-194240.0,2157826.0,7714.0,65005.0,49094.0,15911.0,19562.0,19562.0,165.995,106773.0,251.0,106522.0,0.0,908908.0,3265788.0,1132770.0,226714.0,250460.0,438192.0,211797.0,139640.0,228.6,211985.0,848470.0,3460028.0,-183696.0,-2911.0,1610.0,3354.0,0.0,-518446.0,-700089.0,-894329.0,19230.0,-913559.0,0.0,0.0,0.0,-913559.0,0.0,19790.0,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,01260,D,3.0,3.0,2005,3
-911943.0,-24866.0,1958893.0,14654.0,29292.0,24368.0,4924.0,2184.0,2184.0,165.995,75826.0,66740.0,9086.0,0.0,793278.0,2874127.0,785470.0,301689.0,197627.0,371877.0,228163.0,121505.0,228.6,121500.0,771162.0,2898993.0,-55717.0,-1665.0,4836.0,2434.0,0.0,-836965.0,-887077.0,-911943.0,4.87,-911943.0,0.0,0.0,0.0,-911943.0,0.0,19977.0,UA,United Air Lines Inc.,UA,United Air Lines Inc.,0A875,D,3.0,3.0,2005,2
-897697.0,-401542.0,2027228.0,12590.0,60601.0,48164.0,12437.0,14759.0,14759.0,165.995,96279.0,364.0,95915.0,0.0,745767.0,2957224.0,1016052.0,217439.0,255881.0,462255.0,259281.0,183775.0,228.6,208629.0,755454.0,3358766.0,-192959.0,-4678.0,-304.0,4604.0,0.0,-411320.0,-604657.0,-1006199.0,-108502.0,-897697.0,0.0,0.0,0.0,-897697.0,0.0,19790.0,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,01260,D,3.0,3.0,2005,1
-889324.0,-1143922.0,1544731.0,332.0,8719.24,42280.0,8708.0,3343.6400000000003,6312.0,0.0,1330.565,9.12,358934.0,0.0,9785.0,1971082.0,1006506.0,326288.0,290847.0,689722.0,134529.0,331290.0,228.6,309030.0,26792.0,3115004.0,-110900.0,11803.0,-475.0,0.0,0.0,-59684.0,-159256.0,-1303178.0,-413854.0,-889324.0,0.0,0.0,0.0,-889324.0,0.0,19393.0,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,06725,D,3.0,3.0,2020,4
-856832.27,-856832.27,422854.74,5391.13,8719.24,45838.78,38473.36,3343.6400000000003,0.0,0.0,1330.565,1112.33,96906.06,0.0,19122.5,629698.9,486969.96,211242.33,125815.42,211761.85,51174.38,282659.16,0.0,115353.54,1554.53,1486531.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-856832.27,0.0,-856832.27,0.0,0.0,0.0,273.195,0.0,19805.0,AA,American Airlines Inc.,AA,American Airlines Inc.,10050,L,3.0,3.0,2021,1
-791402.17,-908657.28,4328613.36,3337.78,8719.24,44924.64,236396.32,3343.6400000000003,2213.14,0.0,1330.565,5472.04,501964.71,0.0,1487392.66,6610314.65,2293325.17,791433.69,502789.2,793419.51,281149.61,970451.63,0.0,325963.87,1560439.25,7518971.93,-429265.23,5451.27,-6153.17,0.0,0.0,111506.12,-318461.02,-1227118.3,-435716.13,-791402.17,0.0,0.0,0.0,273.195,0.0,19805.0,AA,American Airlines Inc.,AA,American Airlines Inc.,0A050,D,3.0,3.0,2022,1
-789387.0,-1182266.0,2569462.0,13559.0,41906.0,34189.0,7717.0,4014.0,4014.0,165.995,11895.0,9.12,11895.0,0.0,151312.0,2792148.0,1124764.0,566122.0,448627.0,627943.0,263086.0,716459.0,228.6,200650.0,26763.0,3974414.0,-75614.0,17312.0,0.0,5747.0,0.0,-4415.0,-56970.0,-1239236.0,-449849.0,-789387.0,0.0,0.0,0.0,-789387.0,0.0,19805.0,AA,American Airlines Inc.,AA,American Airlines Inc.,0A050,D,3.0,3.0,2002,3
-778126.0,-604790.0,2614939.0,1163.0,8719.24,30814.0,86961.0,3343.6400000000003,4607.0,0.0,1330.565,71675.0,10986.0,0.0,621165.0,3442310.0,1447766.0,365595.0,252007.0,528963.0,197518.0,697347.0,228.6,117537.0,440367.0,4047100.0,-104772.0,5336.0,0.0,-657.0,0.0,-72273.0,-172366.0,-777156.0,970.0,-778126.0,0.0,0.0,0.0,-778126.0,0.0,19805.0,AA,American Airlines Inc.,AA,American Airlines Inc.,0A050,D,3.0,3.0,2011,4
-760785.88,-1496688.0,1527334.0,15959.0,8719.24,36125.0,90925.0,3343.6400000000003,70534.0,19625.0,1330.565,28688.0,369111.0,0.0,1115004.0,3273305.0,1244643.0,361299.0,311061.0,787689.0,204059.0,138995.0,228.6,406585.0,1315662.0,4769993.0,-281231.0,-6394.0,1272.0,-167.0,0.0,745203.12,458683.12,-1038004.88,-277219.0,-760785.88,0.0,0.0,0.0,273.195,0.0,19790.0,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,01260,D,3.0,3.0,2020,4
-746158.0,-1295207.0,2208111.0,27193.0,34300.0,31172.0,3128.0,1947.0,1947.0,165.995,65453.0,48563.0,16890.0,0.0,299455.0,2636459.0,948730.0,464326.0,311631.0,524204.0,362494.0,375736.0,228.6,700561.0,243984.0,3931666.0,-71763.0,3850.0,35.0,-2192.0,0.0,189943.0,119873.0,-1175334.0,-429176.0,-746158.0,0.0,0.0,0.0,-746158.0,0.0,19977.0,UA,United Air Lines Inc.,UA,United Air Lines Inc.,0A875,D,3.0,3.0,2001,3
